location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13111,2020-04-24,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,-28,,,-34,,,7.72,13.15,5.43,4.86,6.58,,9.15,,,7.15,4.86,,5.43,5.14,,7.15,27.73,,9.43,,,5.72,32.3,7.72,11.43,7.72,,5.14,16.888889,12.388889,21.022222,10.305143,,13.205556,79.054723
US_GA_13111,2020-04-25,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,-31,,58,-27,,6.29,10.01,16.02,5.15,4.58,,,8.01,4.01,,5.72,,,4.86,4.86,,8.3,20.6,4.58,8.58,,5.15,4.29,35.48,4.01,9.73,5.44,,4.86,15.905556,9.927778,24.611111,0.169333,,11.311111,74.386717
US_GA_13111,2020-04-26,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,2,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,,,24,-32,,4.95,12.52,12.52,9.03,8.15,6.7,,7.57,,4.08,9.9,,,,,5.53,5.24,21.54,7.28,10.77,,5.24,,35.81,4.37,8.73,4.08,5.24,,14.261111,10.116667,22.711111,0.874889,,7.194444,62.866154
US_GA_13111,2020-04-27,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,,,,-29,,4.28,6.84,15.68,4.85,6.84,7.7,,10.27,6.27,,10.55,,4.56,6.56,6.56,7.13,,24.24,8.27,8.84,,5.99,,39.07,4.28,9.12,5.42,,,12.577778,4.7,21.8,0.225778,,3.327778,53.466267
US_GA_13111,2020-04-28,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,3,1,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,,,,-27,,5.5,4.92,14.46,8.1,,5.79,,12.15,,5.21,10.99,,4.92,4.63,6.65,7.52,9.26,24.01,6.37,13.02,,4.92,10.41,37.03,6.37,13.89,6.08,6.37,4.05,14.861111,4.65,25.744444,0.0,,5.561111,53.967299
US_GA_13111,2020-04-29,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,,,-9,-30,,,9.34,11.03,7.92,7.07,5.38,4.81,8.2,,,7.07,,3.96,9.05,4.24,7.64,10.18,26.31,4.24,9.05,4.53,6.51,7.07,40.73,,7.36,6.51,4.81,5.66,17.666667,9.316667,24.266667,5.503333,,10.655556,63.729557
US_GA_13111,2020-04-30,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,,,-62,-29,,4.31,9.47,12.35,5.46,7.18,9.47,,13.49,5.74,7.18,8.9,,5.74,7.75,6.32,4.88,10.34,22.68,7.46,5.46,6.6,,10.05,35.03,,4.88,,4.59,5.74,12.766667,9.766667,18.316667,15.536333,,9.677778,81.69527
US_GA_13111,2020-05-01,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,-10,,-18,-28,,,11.71,12.01,7.91,4.69,4.69,4.39,10.84,,4.69,9.37,,,4.39,,4.69,8.2,23.72,4.98,11.71,,,,38.37,5.86,9.96,12.89,4.39,6.44,14.583333,7.005556,23.077778,0.2286,,5.194444,53.436211
US_GA_13111,2020-05-02,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,-11,,23,-22,,5.99,6.89,18.88,5.09,6.29,,,9.29,4.19,,4.49,,,,,5.39,5.69,21.87,5.39,16.48,,5.99,6.29,38.95,,14.68,10.19,,,16.483333,6.111111,27.855556,0.0,,6.394444,51.457734
US_GA_13111,2020-05-03,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,,,-4,-26,,,5.65,18.74,8.63,6.25,5.65,,7.44,,4.76,5.06,5.06,4.46,,,,,24.1,4.76,15.47,5.06,4.17,6.84,38.08,5.36,11.3,5.06,,,19.616667,7.755556,29.511111,0.0,,10.516667,55.855045
US_GA_13111,2020-05-04,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,,,-35,-26,,5.27,7.77,19.14,9.98,6.1,6.1,,7.77,6.38,,7.49,,,5.27,,,8.32,23.02,7.49,13.87,,,7.21,43.82,4.44,9.98,8.88,4.71,4.99,22.061111,14.005556,28.666667,0.0,,14.055556,60.610559
US_GA_13111,2020-05-05,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,,,-56,-28,,5.59,14.25,12.57,10.62,5.87,7.26,,10.06,4.19,,6.98,,6.43,5.59,5.03,,6.71,19.84,5.87,13.69,4.75,,7.26,44.98,5.03,10.06,4.75,,4.19,20.838889,14.827778,27.1,12.228286,,17.061111,79.267514
US_GA_13111,2020-05-06,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,,,-24,-28,,3.97,6.52,10.49,5.67,5.67,5.38,4.82,7.09,,4.82,10.77,,5.95,5.95,7.65,,6.24,23.52,7.94,7.37,,,4.82,38.26,,6.52,8.22,6.24,,14.627778,7.961111,22.855556,6.930571,,8.694444,67.863151
US_GA_13111,2020-05-07,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,,,,-26,,5.52,9.01,11.34,9.01,4.94,4.94,,6.11,,4.65,8.72,,4.94,6.11,4.94,4.07,8.72,19.77,,7.27,5.52,4.65,8.43,43.03,6.69,12.5,4.36,6.4,5.23,10.55,3.1,19.75,0.127,,2.316667,57.018618
US_GA_13111,2020-05-08,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,-15,,,-26,,,9.63,12.57,5.35,5.35,4.01,,7.49,,5.08,4.82,5.62,5.08,5.88,,5.35,10.43,20.33,,8.56,,,6.69,35.58,,10.43,5.35,,,10.716667,4.538889,18.133333,2.648857,,7.194444,79.029485
US_GA_13111,2020-05-09,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,-1,,,-19,,4.26,12.2,13.62,,6.81,6.53,,8.51,3.97,,7.09,6.24,,4.54,6.53,,9.93,17.31,7.66,7.95,,6.81,8.8,35.48,5.11,10.5,6.81,,,10.35,4.35,16.411111,4.953,,1.305556,53.554683
US_GA_13111,2020-05-10,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,,,80,-16,,5.12,8.14,18.99,6.03,7.54,7.54,,6.33,,4.82,9.95,4.22,,4.82,,,6.63,25.92,8.14,17.79,6.03,,5.73,38.28,8.44,13.87,5.43,,5.12,10.844444,1.433333,21.538889,0.0,,1.233333,51.670302
US_GA_13111,2020-05-11,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,,,,-20,,3.93,8.98,16.0,7.02,5.05,5.33,,7.58,,,10.39,5.05,,7.86,8.42,,7.3,24.15,4.21,11.79,,3.93,5.33,39.31,7.58,12.63,5.62,6.18,5.62,13.05,3.85,20.233333,0.0,,0.916667,43.765862
US_GA_13111,2020-05-12,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,,,,-23,,4.8,9.31,13.27,5.36,7.34,5.08,5.93,9.03,5.64,5.93,6.49,5.93,3.95,5.93,,,9.31,23.99,5.64,7.9,5.08,,4.23,34.72,6.21,10.73,4.8,,,11.655556,4.4,19.355556,0.0,,2.705556,54.531301
US_GA_13111,2020-05-13,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,,,,-24,,4.22,13.8,17.46,9.3,5.07,3.94,3.94,7.89,,5.92,8.73,4.79,,8.17,5.35,,9.3,21.41,3.94,12.11,4.79,,6.48,38.59,4.51,10.99,6.48,4.51,,15.411111,7.066667,23.111111,0.028222,,9.277778,66.993358
US_GA_13111,2020-05-14,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,-3,12,,-25,,,11.25,14.71,8.37,8.65,4.33,4.04,7.5,,5.77,6.06,,,5.48,4.9,5.19,6.35,19.04,7.21,8.08,,,4.9,36.63,,11.25,5.19,,4.62,19.2,11.994444,26.527778,0.0508,,12.85,66.972381
US_GA_13111,2020-05-15,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,-2,15,,-22,,5.38,11.9,12.46,9.06,8.5,4.82,,4.25,5.1,4.53,6.23,,5.1,4.82,5.67,7.08,7.08,14.73,6.23,9.91,5.38,5.67,7.08,36.82,4.53,11.33,5.67,4.25,4.82,21.05,14.644444,27.233333,0.0,,13.322222,61.441931
US_GA_13111,2020-05-16,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,3,,,-12,,4.51,10.71,18.04,8.17,8.45,5.92,,5.64,,,5.92,3.94,4.23,9.86,,,4.79,19.16,4.51,11.84,4.23,3.94,5.35,44.24,5.64,10.14,5.64,5.64,3.94,20.683333,12.355556,29.044444,0.0,,13.472222,63.413149
US_GA_13111,2020-05-17,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,6,,112,-12,,,9.0,21.19,5.51,4.35,6.68,,8.13,,4.93,10.74,4.93,4.93,,,,8.13,22.06,6.97,13.64,4.64,,6.97,38.61,4.06,15.68,6.68,4.93,,21.75,13.366667,29.166667,0.0,,14.922222,65.337717
US_GA_13111,2020-05-18,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,2,0,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,-5,,,-22,,,6.36,18.25,10.51,7.19,8.02,,9.95,4.15,6.08,9.12,,,6.08,5.81,,8.85,24.33,7.19,17.7,5.81,,8.29,43.41,4.15,16.04,5.53,4.98,4.15,21.227778,16.266667,27.8,11.393714,,18.377778,83.819313
US_GA_13111,2020-05-19,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,4,17,,-18,,,9.8,18.48,7.84,15.68,8.4,,8.68,,,8.12,,6.44,4.2,5.6,5.04,10.08,20.43,5.32,11.2,,,9.24,43.95,6.72,13.72,6.44,4.2,3.92,19.066667,16.366667,24.166667,18.034,,15.6,80.571625
US_GA_13111,2020-05-20,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,5,10,,-22,,,6.61,14.65,11.2,8.04,8.62,7.75,7.47,,,9.19,,6.61,,5.46,,10.05,22.98,5.46,9.76,,4.02,11.78,43.65,,11.2,,5.17,,16.194444,13.983333,21.155556,7.874,,12.927778,81.185327
US_GA_13111,2020-05-21,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,10,11,,-19,,4.33,11.83,15.58,9.52,6.92,7.21,4.33,8.37,,5.77,12.4,4.33,,5.48,4.62,,9.23,23.94,8.65,12.98,5.19,,6.92,44.42,4.33,14.42,6.63,7.5,5.19,16.555556,12.938889,23.227778,1.439333,,12.844444,78.881179
US_GA_13111,2020-05-22,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,3,22,,-18,,4.78,9.56,10.62,6.11,8.23,4.25,3.98,7.17,,5.58,8.23,4.78,6.64,4.25,6.64,3.98,6.64,21.77,9.03,10.09,,5.04,9.29,43.28,6.37,6.64,7.17,4.25,,18.955556,13.972222,24.75,1.923143,,15.872222,82.669537
US_GA_13111,2020-05-23,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,14,,,-4,,3.87,6.71,14.19,7.74,5.94,6.71,,,,,4.64,,,,3.87,4.9,6.45,24.0,5.94,9.03,,4.13,8.52,37.16,4.39,12.64,6.45,,6.19,21.611111,15.727778,28.933333,11.248571,,17.938889,79.818437
US_GA_13111,2020-05-24,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,26,,,-7,,7.78,13.3,17.81,6.77,4.77,6.02,,6.27,,4.26,7.03,5.77,,4.77,6.27,3.51,6.77,19.32,5.02,14.8,,,6.27,37.88,,15.05,7.78,,,23.5,17.122222,30.65,2.878667,,18.255556,72.852754
US_GA_13111,2020-05-25,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,1,,,-54,,4.55,11.78,15.53,4.55,6.96,5.36,,8.03,4.02,3.75,8.57,,4.82,,,4.82,5.36,19.28,4.82,12.59,,,5.36,41.24,5.62,16.07,4.55,5.62,,23.094444,18.122222,30.061111,0.225778,,18.25,74.597577
US_GA_13111,2020-05-26,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,9,22,,-18,,5.75,9.04,19.44,8.49,6.85,10.13,5.2,6.03,,5.2,11.5,,,3.83,4.66,4.93,11.23,21.91,6.03,12.32,,4.38,8.22,47.1,,10.41,7.12,5.48,7.94,21.805556,18.811111,27.661111,2.50825,,18.038889,79.605246
US_GA_13111,2020-05-27,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,0,0,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,8,12,,-22,,3.81,7.61,16.04,,5.71,4.62,6.52,6.79,5.16,,8.43,,4.89,,4.62,4.62,8.7,20.93,3.81,10.87,5.44,4.35,8.97,40.5,,7.34,,13.05,6.52,21.227778,19.422222,24.861111,0.326571,,17.411111,79.23269
US_GA_13111,2020-05-28,ChIJmUkMlOijX4gR7dXnPZaSi_U,Q493079,geoId/13111,US,United States of America,GA,Georgia,13111,Fannin County,US,USA,2,1,0,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25332,12259,13073,2135,2555,2285,2268,2616,3810,4873,3258,1532,532848,34.86,-84.32,1014,75.825,5,18,,-21,,5.28,7.22,15.84,7.22,8.06,6.39,,5.28,4.17,8.06,10.84,3.89,5.56,4.72,,,7.78,22.5,6.39,16.11,4.45,5.56,6.11,43.06,7.5,11.39,7.22,,5.83,21.683333,17.744444,28.394444,8.454571,,18.533333,82.350329
