location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01001,2020-06-15,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,7,0,368,6,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,0,9,,-24,7,2.86,4.05,6.66,2.86,10.23,5.12,4.05,2.62,2.26,5.24,3.33,2.26,2.5,6.43,2.86,2.5,4.05,3.33,2.14,8.21,3.69,1.67,4.17,3.45,3.69,1.9,4.76,3.09,5.71,21.54,3.57,2.38,8.57,2.98,2.02,4.52,2.5,5.12,36.41,2.86,5.36,1.78,4.88,5.36,2.38,2.14,,3.81,,24.030864,17.697531,30.839506,0.620889,17.122222,64.099825
US_AL_01001,2020-06-16,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,5,1,373,7,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,5,11,,-26,7,2.45,4.41,7.23,3.55,11.15,6.0,5.51,2.45,2.94,4.9,2.94,3.06,2.57,8.21,3.31,3.55,3.92,2.94,2.45,10.9,5.14,2.21,4.53,4.17,2.69,2.69,4.04,2.21,5.88,22.17,4.41,1.96,9.55,2.82,2.94,3.8,,6.37,36.38,3.31,7.47,2.57,5.39,5.51,5.88,2.21,2.08,3.19,,22.296296,17.271605,28.641975,0.423333,15.466667,63.588354
US_AL_01001,2020-06-17,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,2,0,375,7,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,5,14,,-27,8,2.44,5.0,8.05,3.17,8.29,6.34,5.0,,4.39,5.73,3.05,2.8,2.19,5.85,3.66,3.54,2.19,3.78,2.07,7.56,3.9,2.68,4.51,1.71,2.19,2.07,3.17,1.71,6.1,22.07,5.61,3.54,8.17,3.05,4.27,4.51,,5.73,34.38,5.12,7.8,,5.12,4.02,4.27,,2.56,2.44,2.8,21.462963,15.419753,27.487654,0.0,15.344444,66.628426
US_AL_01001,2020-06-18,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,25,1,400,8,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-2,16,,-26,8,,2.82,6.74,2.82,12.74,4.78,5.63,2.57,1.84,4.78,3.92,2.2,,7.59,2.57,5.39,2.82,4.65,1.96,8.82,4.04,2.45,4.65,2.69,3.67,3.43,3.43,3.06,6.61,18.61,4.41,1.84,6.74,1.96,4.65,3.06,,4.65,31.84,3.67,5.76,1.72,6.98,5.02,3.55,1.72,2.33,3.18,2.33,23.246914,17.660494,29.617284,0.0,17.577778,69.101657
US_AL_01001,2020-06-19,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,11,0,411,8,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-3,16,,-26,8,,4.31,6.08,3.04,9.12,5.07,3.93,1.77,,3.55,2.53,2.15,1.77,4.81,3.29,3.67,3.8,2.79,1.77,6.96,2.91,2.79,3.67,3.04,2.53,2.91,3.93,2.15,4.69,18.87,4.43,3.55,10.13,,2.41,2.91,1.77,4.05,32.17,4.05,7.09,2.41,4.56,3.67,4.69,2.79,2.41,2.53,,24.475309,17.611111,31.722222,0.366889,18.244444,66.189836
US_AL_01001,2020-06-20,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,20,1,431,9,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,1,24,,-4,,3.53,3.14,7.72,3.79,7.58,6.02,3.79,,3.14,3.66,2.75,2.75,4.18,7.85,2.88,3.53,3.4,3.4,3.14,8.11,2.35,,2.48,2.75,2.48,4.32,4.97,2.09,2.88,17.39,3.14,2.88,7.58,1.83,2.48,3.92,2.88,2.35,29.82,4.05,5.75,1.83,5.75,4.97,2.62,,,3.14,2.09,25.888889,18.746914,33.049383,0.0,19.022222,63.925489
US_AL_01001,2020-06-21,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,3,0,434,9,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-13,15,,-13,,2.43,2.94,6.13,2.43,7.41,4.73,4.6,2.3,,5.24,2.81,2.04,,6.52,2.04,3.83,1.92,2.56,2.56,5.75,3.19,2.04,5.11,2.17,2.56,3.83,2.81,,4.34,19.3,3.19,,8.31,1.92,3.45,4.22,2.04,4.34,26.33,4.22,6.52,2.17,5.24,3.07,3.71,2.04,1.79,1.79,,26.259259,20.111111,32.771605,1.298222,20.455556,69.545794
US_AL_01001,2020-06-22,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,8,0,442,9,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-8,2,,-28,8,3.11,4.18,7.17,3.71,10.04,6.34,4.78,2.15,,3.95,4.07,2.03,1.91,6.22,2.27,4.18,2.39,4.9,1.79,8.25,3.35,2.27,4.07,4.07,3.59,4.42,3.71,2.63,6.46,19.97,3.59,1.91,9.33,1.91,3.95,4.18,3.83,4.18,33.48,4.07,5.74,1.67,5.5,4.07,3.71,2.87,3.11,3.59,2.39,24.641975,20.728395,31.481481,3.386667,21.222222,80.59609
US_AL_01001,2020-06-23,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,11,0,453,9,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-3,7,,-29,9,4.72,4.6,8.48,3.39,11.03,7.88,3.63,,2.06,4.85,3.15,2.91,2.91,5.09,2.42,3.39,2.79,4.72,2.18,4.85,3.39,2.06,4.85,3.27,4.48,4.12,4.72,3.88,6.18,20.23,4.85,2.67,8.48,3.76,4.36,3.76,1.7,5.21,33.92,2.42,5.94,2.06,5.45,3.27,3.27,2.18,3.15,2.91,3.51,25.358025,21.567901,31.395062,8.777111,21.655556,79.193899
US_AL_01001,2020-06-24,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,16,2,469,11,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,2,9,,-28,10,3.65,4.02,6.58,3.78,10.48,5.97,4.02,,2.68,6.09,4.02,2.92,2.8,6.58,3.29,5.36,2.56,3.41,2.44,6.46,2.8,,5.85,3.53,3.9,3.78,4.39,1.83,7.68,22.18,4.87,1.95,9.5,2.8,3.78,3.17,3.65,3.53,38.02,3.53,6.82,2.68,5.12,4.26,3.78,,2.8,3.41,,23.074074,20.82716,29.518519,10.696222,20.844444,86.165863
US_AL_01001,2020-06-25,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,10,0,479,11,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,1,13,,-29,9,2.33,4.3,7.37,3.44,11.17,5.53,3.93,,1.84,4.05,5.65,2.33,2.7,6.75,2.7,5.28,2.46,4.3,1.72,7.37,3.44,2.46,4.54,3.93,3.44,3.44,4.17,3.31,5.28,21.61,3.19,2.58,9.58,2.33,3.44,3.93,1.97,4.3,32.78,3.31,7.49,2.33,5.65,3.81,3.44,2.7,3.19,3.44,,23.771605,21.228395,28.753086,19.642667,21.622222,86.254954
US_AL_01001,2020-06-26,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,9,0,488,11,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-8,8,,-28,9,,3.76,6.52,3.38,9.28,5.51,4.01,2.51,2.51,3.13,2.88,2.76,2.01,7.14,2.51,10.03,4.39,2.01,,4.01,3.63,2.51,4.51,4.76,3.13,3.13,3.51,2.26,6.77,19.93,6.14,2.38,7.02,2.38,3.76,1.88,,5.89,33.34,4.64,4.64,,3.89,2.38,3.13,2.26,1.88,2.01,2.13,24.104938,20.012346,29.166667,4.713111,20.633333,79.313919
US_AL_01001,2020-06-27,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,10,1,498,12,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-8,9,,-9,,1.81,2.45,8.13,4.0,9.43,6.07,4.65,1.94,,4.13,3.36,,1.94,6.07,2.45,8.01,2.71,4.78,2.58,5.29,2.45,,6.71,3.23,2.45,3.1,5.29,3.36,6.46,18.34,4.26,2.07,7.1,1.81,3.36,4.0,3.1,4.91,30.6,4.52,8.13,,4.91,2.45,3.62,1.94,,2.84,2.84,25.185185,21.0,30.487654,0.028222,21.211111,78.805329
US_AL_01001,2020-06-28,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,5,0,503,12,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-10,9,,-11,,2.1,3.96,7.92,3.34,11.13,5.32,3.46,1.98,2.97,3.96,4.08,3.46,2.35,5.94,2.47,5.94,3.22,3.22,1.98,6.18,2.6,1.73,3.71,2.97,2.72,3.83,4.08,2.97,7.17,20.54,4.58,2.35,8.54,2.1,2.72,3.83,2.23,3.59,31.42,3.09,7.17,2.97,6.18,2.85,4.45,2.1,,2.85,2.23,27.049383,21.783951,32.462963,0.0,22.677778,75.834761
US_AL_01001,2020-06-29,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,24,0,527,12,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-2,1,,-27,8,2.39,3.83,7.78,3.11,10.53,6.22,5.62,1.92,2.63,7.06,3.11,1.92,2.63,9.21,3.59,5.5,2.99,4.07,2.03,9.1,4.43,2.15,2.99,2.75,2.03,3.35,6.82,,8.74,22.86,5.86,2.99,8.38,2.87,2.15,3.83,,4.31,34.95,3.95,7.3,1.79,4.91,4.19,3.95,3.23,1.92,3.47,2.51,26.820988,22.222222,32.901235,3.584222,22.388889,76.882206
US_AL_01001,2020-06-30,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,10,0,537,12,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,5,5,,-30,9,1.94,3.75,7.14,2.42,9.92,5.45,5.08,,,3.87,2.42,2.06,3.39,7.14,3.87,3.27,3.39,3.99,1.69,7.02,4.24,1.81,3.99,4.84,3.63,2.78,4.72,2.78,7.62,20.33,4.24,3.15,8.35,1.81,2.9,3.51,2.78,3.75,30.73,3.63,7.87,1.94,4.36,2.54,3.63,2.78,1.69,4.6,1.69,26.580247,22.567901,32.240741,2.455333,22.6,77.675296
US_AL_01001,2020-07-01,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,16,0,553,12,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,13,14,,-32,8,2.54,2.9,7.13,4.23,8.83,4.96,4.6,2.3,2.06,6.41,3.51,2.66,2.78,9.19,2.9,2.78,2.3,2.54,1.81,6.89,2.9,,4.96,2.54,2.54,4.72,4.96,2.66,7.62,18.99,4.35,,9.8,3.63,4.35,4.84,2.18,4.11,31.81,2.42,7.38,2.42,6.65,4.11,5.2,3.02,,4.47,2.3,24.617284,21.203704,30.376543,4.60375,21.7,83.562117
US_AL_01001,2020-07-02,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,8,1,561,13,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,14,28,,-33,8,2.7,3.92,7.11,2.82,10.42,5.39,5.64,1.72,2.08,4.78,2.33,2.45,2.33,8.09,1.72,4.78,2.94,3.92,,7.23,2.33,1.72,2.7,2.94,3.43,4.54,2.7,2.7,6.62,21.7,4.78,1.72,9.32,2.82,5.03,4.05,2.33,3.68,30.28,4.05,8.21,2.82,4.54,3.56,3.56,2.45,1.96,1.84,2.7,24.728395,21.006173,31.12963,10.414,21.288889,79.39396
US_AL_01001,2020-07-03,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,7,0,568,13,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-2,31,,-56,15,,4.79,5.29,4.16,8.06,7.05,3.9,,,4.79,3.9,2.02,2.02,6.67,3.02,2.27,2.27,4.03,,6.55,4.03,,5.29,4.53,2.39,3.65,2.9,1.89,4.16,24.43,3.53,2.9,8.82,2.52,3.27,2.9,,3.4,29.85,2.02,7.68,2.65,4.41,2.65,4.03,2.14,2.02,2.27,2.65,26.722222,22.851852,32.716049,0.9525,22.8,77.24304
US_AL_01001,2020-07-04,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,23,0,591,13,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-39,5,,-28,,2.68,2.68,6.76,2.25,10.29,4.93,5.78,,,3.66,2.4,2.82,3.1,6.34,2.4,2.11,3.52,2.96,,5.5,3.24,2.54,3.24,6.2,4.23,4.09,2.4,3.38,3.38,19.73,2.54,,7.04,,3.94,3.8,,2.68,26.21,3.66,4.37,,5.92,,3.52,2.82,2.11,,2.25,26.240741,22.135802,32.228395,1.862667,22.311111,76.41912
US_AL_01001,2020-07-05,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,24,0,615,13,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-15,-5,,-21,,,3.8,7.09,3.8,10.51,5.83,3.42,2.28,,4.94,3.42,,2.53,6.33,2.66,3.42,2.79,1.77,,7.22,2.28,,3.17,3.04,2.15,3.8,3.42,2.41,4.56,22.79,3.55,2.41,8.36,2.91,2.91,3.04,1.9,4.81,35.33,2.91,6.33,,6.84,2.79,3.42,4.68,,3.29,3.04,26.932099,22.17284,32.728395,0.127,21.811111,71.971649
US_AL_01001,2020-07-06,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,3,0,618,13,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,4,8,,-32,8,3.34,3.69,8.11,4.17,12.63,7.63,4.17,1.79,1.79,4.17,4.77,2.98,3.34,7.99,3.93,3.34,2.62,4.77,2.38,6.44,3.34,,4.29,5.84,4.53,2.98,3.81,2.03,6.08,24.08,5.36,3.93,10.73,2.5,3.34,3.58,2.27,5.24,32.9,3.81,9.42,4.05,8.34,3.58,3.58,3.1,2.74,3.81,1.91,25.802469,22.438272,31.91358,3.922889,21.988889,78.051155
US_AL_01001,2020-07-07,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,26,0,644,13,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,2,0,,-30,9,2.5,4.16,5.47,2.73,10.58,7.49,5.11,,,6.42,3.56,2.73,,8.32,3.56,4.63,3.21,2.85,2.14,7.01,3.56,,4.4,5.23,4.51,3.92,4.75,2.61,8.2,22.82,5.11,3.09,8.56,2.97,4.16,4.99,2.26,5.82,32.44,4.16,6.77,2.02,6.3,3.21,3.92,2.61,4.04,4.4,2.61,24.925926,22.567901,30.037037,10.047111,22.455556,85.93062
US_AL_01001,2020-07-08,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,7,0,651,13,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,9,15,,-29,8,2.78,4.23,7.5,2.42,11.24,6.89,6.65,2.3,2.54,3.99,3.51,,2.9,10.4,4.23,4.96,2.06,2.66,2.9,7.01,3.75,,3.51,3.87,3.51,3.87,3.87,2.78,5.68,27.32,4.96,2.3,9.31,,3.38,5.68,2.66,3.38,38.33,3.38,8.95,2.78,4.59,4.23,4.47,2.78,1.69,2.9,1.69,25.012346,22.524691,29.740741,4.487333,22.288889,82.935898
US_AL_01001,2020-07-09,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,10,1,661,14,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,0,8,,-29,8,,3.56,8.1,3.92,13.0,6.75,4.42,2.82,3.19,5.15,2.7,1.96,3.07,8.59,1.72,2.33,4.05,3.68,,7.24,3.56,2.58,4.54,2.94,2.21,3.19,4.17,1.96,6.87,23.67,4.91,2.94,8.46,2.7,2.08,5.15,3.07,4.29,36.8,3.8,5.64,1.96,5.4,5.27,3.68,2.08,2.58,4.17,2.08,25.32716,22.148148,31.290123,6.208889,21.988889,80.818656
US_AL_01001,2020-07-10,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,9,1,670,15,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-8,5,,-28,9,,3.47,4.58,2.48,11.27,7.55,5.82,1.73,3.34,2.97,2.23,1.73,3.34,9.41,2.23,4.46,3.71,3.22,2.35,5.08,4.7,2.23,2.97,3.71,3.96,2.72,4.08,3.22,6.44,22.28,6.81,2.97,10.03,,3.71,4.33,,4.46,32.93,4.58,7.43,,4.08,3.34,3.34,2.72,1.98,,2.1,27.438272,23.067901,32.925926,0.141111,23.266667,74.836444
US_AL_01001,2020-07-11,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,14,0,684,15,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-1,7,,-4,,2.04,4.07,6.23,2.16,11.57,6.61,4.58,2.42,2.04,5.72,2.92,,1.78,8.78,2.67,4.2,3.81,2.42,2.16,7.0,2.67,3.18,3.18,3.69,2.42,3.94,2.92,3.56,5.85,17.55,3.69,2.54,8.39,3.18,3.05,4.07,,4.2,30.27,3.43,6.49,,3.81,2.8,3.56,,2.16,3.43,3.05,28.194444,22.888889,33.548611,0.0,21.1,64.422418
US_AL_01001,2020-07-12,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,22,1,706,16,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-9,-1,,-19,,2.75,4.91,5.39,2.87,13.05,4.91,3.59,2.87,2.39,5.15,4.31,2.51,3.23,7.06,2.27,2.15,2.87,2.99,3.35,5.39,3.35,2.75,3.71,2.99,2.87,2.75,3.83,2.51,3.71,20.71,5.03,2.04,9.46,2.63,,2.99,,4.91,33.4,5.39,8.74,2.75,5.51,3.23,3.83,,,3.35,2.39,25.339506,20.049383,32.845679,5.644444,20.577778,74.565964
US_AL_01001,2020-07-13,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,22,0,728,16,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-2,2,,-28,7,3.66,3.78,6.84,3.66,12.62,5.66,6.37,3.07,2.36,6.84,5.43,1.89,3.3,10.27,4.37,4.13,1.65,4.72,3.19,6.84,4.01,2.95,4.37,4.48,2.83,2.6,4.25,3.07,6.72,20.18,6.02,3.07,7.32,2.6,4.01,4.84,2.24,4.48,36.34,4.25,6.49,3.19,6.61,2.83,4.01,1.77,2.24,3.3,,24.962963,20.777778,33.024691,6.039556,21.311111,78.812052
US_AL_01001,2020-07-14,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,18,2,746,18,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,7,8,,-29,7,2.16,5.65,6.61,2.4,11.54,5.17,3.73,2.16,2.88,3.85,3.36,2.76,2.16,8.17,4.08,3.73,2.52,3.96,2.64,8.05,4.57,2.64,4.21,3.48,3.73,4.21,3.96,5.05,7.21,22.23,4.33,4.21,6.49,3.6,4.45,3.96,2.04,3.6,30.28,4.93,7.93,2.88,4.93,3.85,4.45,2.16,2.64,2.64,2.88,27.62963,21.641975,33.962963,0.0,22.0,70.877463
US_AL_01001,2020-07-15,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,10,1,756,19,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,2,6,,-30,8,,5.46,8.67,2.02,9.74,5.46,3.92,,2.85,3.44,1.9,2.38,3.8,8.67,2.85,2.61,3.33,3.68,1.66,7.13,4.51,2.5,3.09,4.04,3.44,4.87,4.51,2.5,8.08,21.15,5.58,3.09,6.06,4.87,3.44,4.99,3.09,5.11,34.57,4.16,7.01,2.38,4.87,4.75,3.68,3.92,2.61,2.61,2.85,27.333333,22.234568,34.314815,8.974667,22.811111,74.763992
US_AL_01001,2020-07-16,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,24,1,780,20,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-2,13,,-30,7,,3.58,5.19,3.33,10.99,5.81,4.08,2.96,,3.09,4.32,3.46,3.33,8.52,2.1,4.45,2.84,5.31,,6.3,2.72,2.59,3.46,4.57,2.35,,3.71,1.98,6.92,20.63,4.2,2.84,9.27,1.73,3.09,3.33,1.73,3.21,32.98,3.58,5.68,1.98,4.94,4.32,4.32,3.33,3.46,3.21,1.98,25.141975,21.41358,32.518519,6.180667,21.466667,78.104087
US_AL_01001,2020-07-17,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,9,1,789,21,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-7,3,,-31,9,2.59,4.93,7.16,3.33,9.99,4.69,4.32,1.73,1.85,4.93,2.47,2.59,2.59,6.17,2.47,3.95,4.07,2.34,2.59,4.81,3.33,2.47,2.59,4.07,2.96,3.46,3.83,2.22,5.55,19.0,2.22,1.97,8.88,1.73,3.46,3.58,2.71,4.2,31.95,4.93,5.06,,3.83,2.96,3.95,3.33,2.84,,3.21,28.024691,22.37037,34.395062,0.0,22.3,69.512761
US_AL_01001,2020-07-18,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,38,0,827,21,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-4,11,,-5,,,,7.52,2.29,10.83,5.35,3.31,2.04,,4.71,2.67,2.29,2.29,8.79,2.8,2.8,3.19,2.04,2.29,6.24,3.19,2.42,6.62,3.19,3.19,3.44,3.82,2.04,4.2,18.47,2.93,2.55,8.54,,2.93,3.44,2.8,5.1,29.81,3.95,7.01,,5.1,2.67,5.1,2.42,2.29,4.33,2.93,28.135802,22.17284,34.592593,0.0,22.311111,69.25517
