location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48277,2020-09-13,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,959,30,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-4,6,,1,,5.16,7.43,3.3,14.24,7.02,4.54,,6.4,4.95,3.3,9.7,4.75,4.54,3.71,3.71,8.87,3.1,4.54,3.3,3.71,4.75,5.78,,9.49,23.73,6.81,,8.25,3.92,5.37,5.16,8.46,37.76,5.16,8.67,8.67,5.98,5.57,,,24.505556,20.211111,30.1,0.0,20.505556,78.475204
US_TX_48277,2020-09-14,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,74,0,1033,30,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-6,-1,28,-17,1,5.24,7.04,5.4,13.75,10.8,4.91,5.24,5.4,4.91,4.75,6.71,4.58,4.25,2.29,3.44,10.96,3.76,7.36,5.07,4.75,3.76,3.93,3.44,6.38,28.8,4.09,3.93,9.16,2.78,3.27,3.27,5.73,39.93,3.76,8.18,8.35,5.24,5.73,,,23.538889,18.761111,29.688889,0.0,18.65,74.213608
US_TX_48277,2020-09-15,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,-34,0,999,30,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-1,1,6,-17,2,5.71,6.85,2.45,15.49,10.44,5.38,,4.4,2.45,2.61,8.15,3.42,3.75,3.1,5.38,9.29,4.08,5.54,3.91,5.05,3.1,3.42,4.08,6.52,23.32,7.17,4.08,11.41,,6.36,3.59,6.36,38.97,4.4,7.99,7.01,3.91,5.22,2.61,3.91,24.988889,20.8,30.744444,0.0,19.7,72.564299
US_TX_48277,2020-09-16,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,9,1,1008,31,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-2,7,26,-15,2,,6.17,3.41,10.88,8.44,6.01,4.06,5.68,5.36,5.52,7.47,5.03,3.9,,4.87,10.88,2.76,5.84,3.41,4.06,3.73,5.52,2.27,7.79,20.13,7.31,4.22,8.77,3.41,,4.22,7.63,35.72,5.84,6.5,3.73,6.17,2.76,,2.76,24.816667,20.122222,31.122222,0.0,19.933333,74.35043
US_TX_48277,2020-09-17,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,19,0,1027,31,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-4,2,11,-17,1,2.59,7.95,3.4,12.0,7.62,7.62,2.92,4.7,3.57,4.87,9.57,2.59,2.59,3.4,5.51,9.24,5.19,4.05,5.67,3.08,4.54,3.57,3.4,12.0,28.38,6.16,3.4,6.97,2.76,5.19,3.73,4.7,40.05,3.89,7.62,6.0,6.16,4.54,,2.76,24.2,20.727778,29.233333,0.0,19.588889,75.695642
US_TX_48277,2020-09-18,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,13,0,1040,31,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-6,-1,9,-19,2,7.37,5.7,,12.9,8.21,4.69,2.51,4.02,3.35,6.03,9.72,2.85,3.85,,3.18,11.56,4.36,4.52,3.85,4.69,3.35,5.03,3.02,5.86,24.96,4.86,3.69,5.7,,6.53,2.85,6.7,37.69,4.02,6.7,4.86,5.03,6.7,3.35,3.35,22.555556,18.0,28.372222,0.0,17.822222,74.843647
US_TX_48277,2020-09-19,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,6,0,1046,31,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-3,0,,-5,,3.44,5.16,,11.18,4.3,4.52,,4.73,3.44,4.09,7.96,4.95,3.87,4.09,,6.45,,3.87,5.59,4.95,4.09,4.3,3.66,7.53,18.93,4.73,,7.96,,,3.44,5.81,34.63,3.87,6.88,6.45,,3.01,,,20.111111,14.916667,25.616667,0.0,12.744444,63.435687
US_TX_48277,2020-09-20,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,1046,31,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,1,3,,3,,5.15,6.59,,14.41,9.68,5.56,,5.35,5.76,2.88,6.79,2.88,5.56,3.29,3.5,10.7,,3.09,4.12,5.35,5.35,4.32,3.91,8.85,20.17,5.15,,10.29,,3.91,7.0,4.32,37.47,5.76,7.21,5.76,4.53,3.09,,,18.694444,12.277778,26.922222,0.0,12.077778,66.555747
US_TX_48277,2020-09-21,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,1046,31,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-7,-10,17,-19,4,5.64,3.55,2.26,16.44,5.48,4.19,3.55,2.74,7.25,4.19,8.87,2.9,3.38,3.22,5.64,12.9,4.51,5.64,5.0,4.67,3.87,5.8,3.06,6.61,24.82,4.35,3.38,9.03,2.42,4.51,4.35,4.51,37.88,2.58,7.74,6.77,4.19,5.32,3.22,,19.866667,17.011111,24.7,1.87325,15.416667,76.591727
US_TX_48277,2020-09-22,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,28,0,1074,31,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-8,-9,-1,-20,7,5.64,8.14,2.98,12.37,6.11,3.6,2.66,5.64,5.48,3.76,10.34,2.98,5.48,3.44,5.32,12.21,,5.48,4.23,2.82,3.76,4.85,3.44,10.65,23.02,5.01,4.23,8.61,2.35,3.6,4.23,7.83,40.4,9.24,6.11,5.32,4.85,4.23,2.5,3.6,18.654321,18.222222,19.756944,4.487333,17.987654,95.951934
US_TX_48277,2020-09-23,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,23,0,1097,31,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-4,4,12,-11,4,3.96,5.39,3.17,12.52,8.88,3.8,3.01,6.5,5.86,4.91,9.35,,6.18,3.96,2.38,12.52,4.6,4.6,3.01,5.86,4.28,5.55,2.69,11.25,23.93,6.82,3.01,7.61,2.69,6.34,6.18,4.12,36.61,3.96,7.13,6.5,4.12,5.39,,3.17,17.907407,16.080247,20.654321,2.455333,16.765432,93.080587
US_TX_48277,2020-09-24,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,21,2,1118,33,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-4,4,10,-15,3,6.66,7.96,3.57,12.67,8.29,6.33,5.2,7.15,5.2,3.25,7.8,3.25,5.52,3.09,4.55,10.23,3.9,5.36,3.41,5.04,2.92,4.87,3.57,12.35,24.85,6.66,3.74,9.91,2.6,5.85,4.39,5.52,36.06,4.06,6.5,6.01,6.5,3.25,3.09,2.27,19.858025,17.04321,25.345679,0.03175,16.660494,81.974255
US_TX_48277,2020-09-25,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,1118,33,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-6,-6,9,-16,4,4.32,6.97,3.32,13.44,7.3,5.64,9.62,3.98,4.15,5.81,8.63,2.32,3.32,2.65,3.98,9.46,4.81,4.98,2.99,2.49,2.99,3.82,2.32,8.13,23.9,5.81,2.99,5.64,,4.32,6.47,3.65,32.36,4.32,7.63,4.32,6.64,4.98,,,19.259259,13.987654,25.54321,0.056444,16.62963,84.831693
US_TX_48277,2020-09-26,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,18,1,1136,34,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-2,1,,-10,1,4.01,6.12,3.17,12.87,7.81,5.7,,5.7,3.59,3.38,9.92,3.17,6.33,4.01,,8.44,4.43,4.64,,4.64,4.01,4.64,,7.17,25.32,6.54,,11.81,3.59,4.01,4.01,3.38,37.13,6.54,8.65,5.91,3.17,4.85,,,20.018519,15.358025,27.049383,0.028222,17.679012,86.545335
US_TX_48277,2020-09-27,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,1136,34,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,0,4,,-2,2,4.3,4.3,,13.53,7.99,6.76,4.3,8.2,4.71,,10.66,6.15,,3.28,4.51,9.02,4.92,5.33,5.33,5.94,6.35,2.87,4.3,7.79,23.16,5.74,4.3,8.81,,3.08,3.89,,41.81,3.28,9.22,6.15,4.3,4.51,4.1,4.3,22.876543,18.253086,29.833333,0.0,19.654321,82.24583
US_TX_48277,2020-09-28,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,25,1,1161,35,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-4,0,27,-15,3,4.53,7.11,4.53,11.64,7.92,4.53,5.5,5.82,4.04,3.07,7.92,4.53,5.82,3.4,4.2,6.79,5.66,6.47,2.59,6.14,2.75,3.72,3.72,8.57,24.09,5.5,3.4,7.27,2.26,3.56,3.4,2.91,41.55,,8.41,6.3,3.88,4.37,2.42,2.91,19.993827,13.876543,26.808642,7.0612,13.024691,64.30028
US_TX_48277,2020-09-29,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,38,0,1199,35,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,0,4,4,-14,3,5.53,6.18,2.6,15.61,6.83,5.85,6.18,3.25,4.07,3.9,10.41,3.58,5.85,2.28,3.25,6.34,4.39,4.71,8.46,5.53,4.23,2.28,2.6,8.13,21.79,3.42,2.28,9.27,,3.74,3.9,5.2,33.17,3.42,6.83,4.39,5.37,4.39,2.93,3.58,16.703704,9.333333,26.037037,0.0,6.524691,51.220653
US_TX_48277,2020-09-30,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,21,0,1220,35,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,3,10,26,-12,1,4.41,7.03,3.27,16.18,7.68,5.88,5.56,7.68,3.27,3.76,10.95,,4.74,4.74,,9.64,3.6,5.23,5.72,3.11,5.56,4.25,3.11,12.26,21.91,5.39,3.6,7.36,,4.58,6.38,5.39,38.91,2.45,7.19,3.92,4.74,6.38,3.11,3.11,19.722222,10.580247,31.277778,0.0,8.796296,49.761099
US_TX_48277,2020-10-01,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,16,2,1236,37,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,10,10,18,-13,0,3.65,4.48,3.15,11.61,7.47,5.31,4.31,4.48,3.48,4.48,9.29,,5.47,4.81,4.48,6.64,5.64,5.31,4.31,3.98,3.48,3.65,,9.12,23.23,5.47,6.47,8.96,3.32,3.48,5.64,6.14,37.16,4.31,7.47,6.97,3.65,6.64,,3.15,19.796296,13.512346,25.450617,0.0,10.246914,54.247341
US_TX_48277,2020-10-02,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,15,1,1251,38,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,7,8,35,-15,1,5.9,6.94,,13.19,5.73,8.51,5.03,4.51,4.69,2.6,8.85,4.34,4.69,3.82,2.43,7.99,4.17,3.65,4.86,5.73,5.73,,4.51,6.42,20.66,4.34,2.78,8.68,,2.43,3.3,3.3,29.34,3.3,7.64,4.34,2.43,,,,16.111111,8.709877,23.203704,0.0,6.709877,53.839874
US_TX_48277,2020-10-03,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,1251,38,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,7,9,,-4,-2,3.67,6.92,,16.86,7.35,5.62,,5.83,4.54,5.19,11.02,3.24,5.83,,3.24,7.56,,3.89,4.75,5.4,3.24,3.46,3.46,6.05,26.8,5.83,3.02,9.29,3.24,,,5.19,35.44,6.48,10.59,3.02,4.11,4.97,4.97,4.54,16.395062,10.388889,25.567901,0.0,9.111111,62.327409
US_TX_48277,2020-10-04,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,1251,38,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,9,15,,2,1,4.76,7.86,3.73,12.62,8.9,6.0,3.1,3.1,3.93,5.38,10.14,,4.97,3.1,4.97,6.0,4.76,6.0,2.9,4.76,5.17,6.62,5.59,7.04,25.04,5.38,6.21,9.11,3.1,4.14,8.69,4.35,35.8,6.21,6.0,6.21,3.1,3.73,3.1,,18.277778,14.012346,24.04321,0.0,11.388889,64.330432
US_TX_48277,2020-10-05,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,10,0,1261,38,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-1,4,28,-15,1,3.24,5.67,3.24,13.92,7.12,5.18,6.15,5.02,4.86,4.53,12.14,4.69,6.15,2.75,3.72,7.77,3.24,6.8,6.15,4.69,4.05,3.08,2.27,9.87,26.38,5.67,2.75,9.87,2.91,5.02,5.18,,37.39,5.02,7.12,5.99,5.34,4.69,,2.75,15.364198,8.981481,23.598765,0.0,9.438272,67.89226
US_TX_48277,2020-10-06,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,32,0,1293,38,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-3,3,14,-15,2,5.71,7.93,2.54,13.96,7.14,5.87,2.54,5.55,2.22,4.28,12.06,4.12,5.24,3.65,3.17,9.68,4.6,5.24,3.81,5.24,4.92,5.87,2.22,10.31,27.77,5.24,3.97,7.46,2.54,2.7,6.03,6.82,40.62,5.87,7.77,6.03,4.6,5.08,3.65,,17.104938,10.37037,27.432099,0.0,11.87037,71.47983
US_TX_48277,2020-10-07,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,27,0,1320,38,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-1,11,25,-12,2,2.27,6.47,2.27,15.21,8.74,6.31,3.4,4.37,3.88,5.02,12.3,4.53,4.86,2.27,3.72,7.61,4.53,4.37,5.83,2.27,5.34,3.88,2.27,7.28,27.03,6.8,3.24,11.33,2.91,4.21,5.5,4.05,38.36,3.72,10.68,5.99,5.5,3.08,2.75,3.24,20.680556,13.159722,29.534722,0.0,14.569444,68.253895
US_TX_48277,2020-10-08,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,21,0,1341,38,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-2,12,6,-15,2,4.53,7.45,4.53,11.82,9.88,7.29,4.05,5.99,3.56,4.53,8.9,4.21,5.02,3.4,5.99,9.07,3.72,4.7,5.99,5.18,5.02,4.53,3.56,9.39,28.49,5.5,2.91,5.99,4.86,3.88,3.88,4.37,39.66,5.18,7.77,6.8,4.37,4.05,2.27,3.08,21.493827,15.925926,29.080247,0.0,15.635802,69.721811
US_TX_48277,2020-10-09,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,26,0,1367,38,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-5,4,15,-18,4,4.96,5.78,,11.23,7.43,6.44,,5.12,2.64,3.47,9.91,3.63,4.79,,2.64,9.58,4.63,5.62,7.1,4.29,2.97,4.63,3.8,11.73,22.3,6.94,3.14,7.1,2.97,3.63,5.29,4.63,37.67,,7.27,4.96,7.43,5.78,3.3,,22.135802,19.617284,25.111111,0.0,19.67284,86.088871
US_TX_48277,2020-10-10,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,5,1367,43,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-2,6,,-6,0,6.07,6.07,,11.94,6.7,3.35,,4.61,4.61,3.35,6.91,,,5.24,5.03,9.84,,5.03,5.24,6.07,3.98,5.65,,8.38,23.04,3.98,3.14,10.47,,3.14,3.56,,35.39,3.14,8.79,8.79,6.49,5.86,,,21.882716,16.098765,29.845679,0.0,18.388889,80.631543
US_TX_48277,2020-10-11,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,1367,43,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,1,10,,1,1,4.24,8.47,,15.33,6.25,7.06,,6.25,7.26,21.58,14.72,6.66,10.29,,3.43,8.88,5.04,4.24,5.45,3.63,3.23,5.85,,7.67,22.79,5.24,3.03,10.09,3.43,,4.44,3.63,40.95,4.84,10.29,7.67,5.24,4.84,5.04,3.23,22.845679,15.858025,32.777778,0.0,18.074074,74.718092
US_TX_48277,2020-10-12,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,1367,43,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-5,0,25,-23,4,4.48,5.31,2.99,11.45,5.97,6.14,7.47,4.98,4.31,11.45,7.63,2.99,3.82,3.48,4.98,9.96,5.64,6.14,5.64,5.31,4.65,3.48,3.98,12.94,28.21,5.31,,9.96,3.15,3.15,2.82,5.14,44.14,4.98,7.63,5.64,6.97,5.64,2.49,2.32,23.907407,19.290123,27.41358,0.0,13.820988,53.615743
US_TX_48277,2020-10-13,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,108,0,1475,43,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-3,3,19,-18,4,4.11,4.76,4.27,15.28,6.9,6.41,3.94,4.6,4.76,4.11,11.34,3.94,6.9,,3.45,11.01,3.61,4.6,5.75,5.26,3.12,6.08,,6.41,29.9,6.57,4.27,6.41,,4.43,5.26,4.43,41.23,6.08,11.34,7.06,5.58,5.91,3.29,4.11,16.567901,7.753086,27.037037,0.0,7.04321,53.537338
US_TX_48277,2020-10-14,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,35,0,1510,43,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-2,15,21,-11,3,3.82,5.1,4.94,11.95,9.24,5.42,4.62,4.46,4.3,4.62,8.6,4.3,5.26,,3.98,10.68,4.46,3.67,2.39,5.89,4.3,2.87,3.98,12.27,23.26,7.81,4.3,5.1,3.19,4.94,3.67,5.74,36.8,3.19,8.29,7.65,4.78,4.78,3.67,2.87,18.117284,9.320988,29.685185,0.0,11.820988,67.037614
US_TX_48277,2020-10-15,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,31,0,1541,43,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-5,10,11,-15,3,4.64,8.0,3.52,13.43,7.83,4.64,4.8,3.52,4.0,3.52,7.36,2.56,4.32,,4.48,6.88,2.56,3.36,7.2,,5.44,3.36,3.2,9.91,24.14,4.0,3.04,7.51,2.72,6.4,3.04,2.72,33.26,3.68,8.15,7.51,4.32,7.2,,5.44,20.604938,16.604938,25.179012,0.0,15.524691,73.295217
US_TX_48277,2020-10-16,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,29,1,1570,44,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-7,5,22,-17,3,2.88,5.94,4.58,10.18,5.6,4.24,3.39,5.09,4.07,3.73,7.98,3.73,5.09,3.06,3.06,8.66,3.56,3.06,5.09,3.73,2.55,4.41,3.73,7.81,25.12,3.56,4.07,6.96,2.88,2.55,4.75,4.41,32.25,3.06,6.62,,3.39,3.06,2.38,,16.160494,9.888889,21.209877,0.03175,3.851852,44.043842
US_TX_48277,2020-10-17,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,23,0,1593,44,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-6,-3,,-3,1,5.7,5.92,3.51,9.87,6.14,5.26,,6.8,3.73,,13.16,,5.48,4.61,3.51,8.55,3.73,5.7,4.83,5.26,5.92,3.95,,7.24,22.81,3.73,3.07,10.09,3.07,3.51,3.29,3.73,35.31,5.26,8.99,6.36,5.92,4.61,,,12.475309,6.092593,21.41358,0.0,6.166667,65.902286
US_TX_48277,2020-10-18,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,1593,44,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-1,3,,-3,2,6.16,4.31,3.9,10.47,9.23,4.72,,6.16,4.92,4.92,9.85,4.51,5.75,,5.34,10.26,5.54,,4.51,3.28,2.87,4.92,4.31,5.75,16.01,6.36,,5.95,3.49,,2.87,2.87,40.02,4.31,6.98,4.1,4.72,4.1,3.69,2.87,21.839506,17.45679,27.932099,0.0,17.845679,78.177146
US_TX_48277,2020-10-19,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,1593,44,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-7,-1,20,-16,3,4.49,5.65,4.32,15.13,9.31,6.15,3.16,3.33,2.99,4.66,8.81,4.82,4.82,2.66,4.16,9.97,4.49,5.82,4.99,4.82,2.49,5.15,3.49,10.14,26.1,6.48,4.66,4.82,2.66,6.15,3.49,5.15,37.24,3.82,5.98,8.15,3.82,5.98,2.99,,19.962963,15.981481,26.037037,0.0,16.203704,79.177042
US_TX_48277,2020-10-20,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,51,0,1644,44,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-4,2,11,-14,4,5.21,5.84,3.63,10.09,10.09,5.05,3.63,6.31,2.84,3.94,10.57,2.21,7.1,4.57,3.31,11.04,4.42,6.62,5.68,5.84,3.0,4.73,3.47,9.62,28.39,6.15,3.47,7.89,2.37,6.62,5.36,5.36,40.06,5.05,7.41,4.73,6.31,3.79,2.37,3.31,21.450617,15.067901,30.648148,0.15875,16.623457,74.557824
