location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_UT_49041,2020-07-10,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,59,0,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,14,,,75,-22,,,,,17.15,,27.83,,25.92,,26.105556,13.981481,35.761111,0.0,-9.796296,9.346173
US_UT_49041,2020-07-11,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,59,0,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,17,,,69,2,,6.9,12.59,,11.78,7.31,22.33,9.74,31.27,7.71,26.638889,13.816667,37.311111,0.0,-1.845679,16.445843
US_UT_49041,2020-07-12,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,59,0,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,85,-10,,10.66,10.28,7.62,11.04,10.28,19.8,7.24,29.32,7.62,28.716667,17.133333,38.111111,0.2794,2.561728,19.892369
US_UT_49041,2020-07-13,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,60,0,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,21,,,66,-15,,9.24,6.75,6.75,11.38,6.04,22.4,,32.0,6.04,28.705556,17.788889,37.438889,0.1524,2.95679,20.168476
US_UT_49041,2020-07-14,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,60,0,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,65,-19,,5.99,5.63,6.69,12.68,9.16,22.89,,34.87,,27.016667,15.977778,35.966667,0.0,2.271605,21.241483
US_UT_49041,2020-07-15,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,60,0,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,27,,,64,-18,,7.55,9.35,7.19,7.91,,20.13,6.11,29.11,6.83,25.772222,14.872222,34.655556,0.0,-0.179012,19.091684
US_UT_49041,2020-07-16,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,4,0,64,0,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,29,,,,-24,,5.4,10.8,7.92,11.16,,21.97,6.12,26.65,6.48,25.844444,14.577778,34.905556,0.0,0.62963,19.988103
US_UT_49041,2020-07-17,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,64,0,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,5,,,67,-22,,11.07,5.73,,10.31,6.87,19.09,,28.64,5.73,26.255556,15.65,35.0,0.0,2.117284,21.265727
US_UT_49041,2020-07-18,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,64,0,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,3,,,63,-7,,,8.87,6.34,13.94,6.34,21.13,,30.42,,26.85,16.688889,35.455556,0.0762,0.425926,18.250626
US_UT_49041,2020-07-19,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,64,0,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,-17,,,8.0,,11.81,8.0,24.38,,25.52,,26.740741,15.123457,36.228395,0.0,-0.451389,17.859413
US_UT_49041,2020-07-20,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,6,0,70,0,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,22,,,66,-22,,6.51,13.02,,13.02,8.68,24.23,,30.74,,26.32716,15.055556,36.024691,0.0,0.020833,18.721512
US_UT_49041,2020-07-21,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,70,0,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,65,-24,,,7.69,6.59,9.52,8.42,21.61,9.16,27.47,5.49,26.067901,15.537037,35.333333,0.0,1.486111,21.103995
US_UT_49041,2020-07-22,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,1,70,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,28,,,,-19,,8.16,10.76,,12.24,6.31,19.29,,41.19,5.94,24.092593,16.790123,33.055556,0.15875,6.229167,32.541192
US_UT_49041,2020-07-23,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,1,71,2,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,43,,,,-20,,6.43,7.57,6.05,12.48,9.08,20.05,6.05,26.86,5.67,21.388889,13.45679,29.783951,1.42875,9.131944,46.116613
US_UT_49041,2020-07-24,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,71,2,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,-5,,,68,-48,,7.21,,6.0,6.41,,18.41,8.01,28.82,,21.67284,14.148148,30.12963,4.092222,7.284722,40.958866
US_UT_49041,2020-07-25,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,71,2,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,7,,,,-16,,6.24,7.49,,6.24,,22.47,7.49,21.22,,23.925926,14.820988,32.117284,0.874889,5.319444,31.098371
US_UT_49041,2020-07-26,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,71,2,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,70,-22,,,6.51,9.96,9.2,7.67,20.7,,29.89,6.9,23.962963,14.209877,33.203704,0.0,5.277778,31.688047
US_UT_49041,2020-07-27,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,2,0,73,2,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,26,,,56,-21,,8.03,11.87,,10.82,8.38,21.29,6.63,32.81,6.63,24.604938,14.592593,33.469136,0.41275,5.138889,29.741257
US_UT_49041,2020-07-28,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,73,2,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,64,-23,,,6.02,,13.16,,24.44,,29.7,,22.685185,14.179012,33.808642,1.49225,8.277778,39.499914
US_UT_49041,2020-07-29,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,74,2,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,19,,,73,-21,,,6.31,7.8,10.77,7.8,23.39,,31.56,,25.259259,14.197531,34.981481,0.0,3.013889,24.730704
US_UT_49041,2020-07-30,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,74,2,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,23,,,59,-21,,5.7,9.11,8.35,12.15,,22.78,7.59,33.41,,26.203704,14.864198,36.777778,0.0,-0.097222,18.752345
US_UT_49041,2020-07-31,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,74,2,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,7,,,73,-25,,6.78,6.03,6.41,6.41,,17.71,,38.06,6.03,27.729167,15.222222,37.965278,0.0,-0.5,16.471752
US_UT_49041,2020-08-01,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,74,2,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,6,,,,-7,,,10.53,,8.85,14.32,20.22,,24.86,6.74,28.322222,16.288889,37.905556,0.0,-0.907407,15.449947
US_UT_49041,2020-08-02,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,74,2,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,-10,,,9.84,,7.09,25.2,21.26,9.84,26.38,5.91,28.972222,17.833333,37.938889,0.0,-2.845679,13.384577
US_UT_49041,2020-08-03,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,5,0,79,2,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,24,,,,-24,,6.53,7.91,6.19,11.69,,27.16,,27.85,8.25,28.305556,17.322222,37.727778,0.0,-4.123457,12.50949
US_UT_49041,2020-08-04,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,79,2,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,50,-26,,5.45,7.83,5.45,13.62,4.77,22.82,,26.22,6.13,26.777778,15.427778,36.516667,0.0,-2.882716,15.230565
US_UT_49041,2020-08-05,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,-1,0,78,2,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,26,,,,-24,,,12.13,6.42,9.63,10.7,18.9,6.42,34.6,,26.333333,14.833333,35.233333,0.0,-1.759259,16.404035
US_UT_49041,2020-08-06,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,-1,78,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,31,,,,-23,,,,6.78,9.63,5.71,17.84,11.06,25.69,,25.111111,14.405556,33.705556,0.0,-4.234568,14.633254
US_UT_49041,2020-08-07,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,3,0,81,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,11,,,51,-25,,5.66,7.93,,10.19,,16.61,,28.31,,23.727778,12.705556,32.933333,0.0,-6.432099,13.317998
US_UT_49041,2020-08-08,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,2,0,83,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,4,,,55,-6,,,6.65,6.24,7.07,7.49,21.63,,28.28,7.49,23.644444,10.838889,33.333333,0.0,-7.808642,12.102696
US_UT_49041,2020-08-09,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,83,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,71,-12,,,7.18,,9.07,6.05,19.28,7.56,27.59,,24.15,11.522222,33.844444,0.0,-7.67284,11.962412
US_UT_49041,2020-08-10,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,83,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,19,,,,-22,,,9.47,5.61,10.17,,22.44,,26.3,,24.2,12.2,34.588889,0.0,-5.654321,13.679303
US_UT_49041,2020-08-11,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,83,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,39,-22,,,10.89,,5.97,10.19,18.27,,29.51,6.32,25.2,13.6,34.5,0.0,-5.018519,13.904765
US_UT_49041,2020-08-12,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,83,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,16,,,27,-18,,5.6,5.6,,8.05,,19.95,5.6,29.74,5.25,25.361111,13.866667,34.133333,0.0,-3.04321,15.653876
US_UT_49041,2020-08-13,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,3,0,86,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,26,,,11,-18,,,6.42,6.07,12.49,,17.84,,29.97,5.35,24.961111,12.755556,34.711111,0.0,-7.845679,11.499264
US_UT_49041,2020-08-14,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,86,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,9,,,19,-23,,8.87,6.55,5.78,6.55,,12.72,,33.15,,25.577778,13.605556,35.327778,0.0,-2.388889,16.675935
US_UT_49041,2020-08-15,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,86,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,5,,,1,-11,,6.53,6.53,6.96,8.7,,21.75,,30.02,6.53,25.338889,13.705556,35.822222,0.0,-2.82716,16.371185
US_UT_49041,2020-08-16,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,86,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,23,-19,,7.02,8.58,7.41,8.19,8.97,14.82,8.19,28.86,,26.633333,13.977778,37.094444,0.0,-1.271605,16.602101
US_UT_49041,2020-08-17,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,87,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,8.39,9.49,11.31,,6.93,17.15,6.2,32.1,,26.866667,14.938889,37.572222,0.0,-2.259259,15.539486
US_UT_49041,2020-08-18,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,87,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,6.28,9.77,,10.11,9.42,16.39,8.37,26.86,,27.2,14.616667,38.166667,0.0,-2.117284,15.38408
US_UT_49041,2020-08-19,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,87,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,8.37,9.82,7.27,8.0,7.64,17.46,5.82,29.09,,27.705556,16.522222,37.85,0.0,0.154321,17.63262
US_UT_49041,2020-08-20,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,88,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,,8.38,7.66,8.75,7.29,24.42,9.48,26.98,5.47,27.933333,17.161111,36.95,0.0,2.283951,20.105038
US_UT_49041,2020-08-21,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,6,0,94,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,,8.13,,6.65,,17.74,5.54,22.18,,26.633333,16.572222,36.233333,0.0762,2.222222,21.40236
US_UT_49041,2020-08-22,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,94,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,,9.69,6.74,,7.58,18.53,8.0,26.96,,27.191358,17.179012,36.654321,0.0,2.208333,20.815228
US_UT_49041,2020-08-23,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,-7,0,87,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,7.5,8.68,,5.92,,19.33,6.71,36.69,,27.049383,18.604938,35.54321,0.0,4.618056,24.902908
US_UT_49041,2020-08-24,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,2,0,89,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,,5.31,6.3,12.61,10.62,20.9,5.97,30.19,,26.592593,18.185185,35.08642,0.73025,7.020833,29.825193
US_UT_49041,2020-08-25,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,89,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,7.4,5.47,8.69,7.72,7.08,19.3,,31.2,,26.740741,17.567901,35.290123,0.0635,6.145833,27.837199
US_UT_49041,2020-08-26,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,89,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,4.33,6.92,5.19,7.5,6.35,16.44,4.04,24.8,,26.209877,16.993827,35.092593,0.4445,5.694444,28.141356
US_UT_49041,2020-08-27,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,89,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,6.5,6.5,4.24,9.33,6.79,18.66,4.24,20.64,5.37,27.660494,18.679012,35.191358,0.0,2.430556,20.595278
US_UT_49041,2020-08-28,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,90,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,4.53,4.53,7.55,4.83,4.23,10.87,,22.94,4.83,25.160494,15.555556,34.364198,0.225778,3.361111,25.243416
US_UT_49041,2020-08-29,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,90,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,,7.67,8.07,11.7,,14.52,6.05,27.43,,25.141975,16.141975,33.358025,0.1905,1.534722,22.171369
US_UT_49041,2020-08-30,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,90,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,,6.3,8.89,13.7,,17.04,8.15,21.11,,24.530864,15.154321,32.574074,0.028222,2.243056,24.49739
US_UT_49041,2020-08-31,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,2,0,92,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,4.14,9.76,6.8,5.03,9.47,21.3,,28.99,4.73,21.981481,11.858025,31.969136,0.0,-1.652778,21.702444
US_UT_49041,2020-09-01,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,92,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,,9.45,,6.4,4.88,14.63,5.79,24.39,5.49,18.494444,9.705556,28.533333,0.0,-0.438272,29.235937
US_UT_49041,2020-09-02,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,92,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,,7.5,4.8,5.4,7.5,19.5,,28.5,,19.6,8.544444,31.394444,0.0,-0.111111,27.630646
US_UT_49041,2020-09-03,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,93,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,5.22,5.22,,8.29,5.84,19.05,5.53,29.8,,22.283333,8.788889,33.688889,0.0,-3.62963,18.408852
US_UT_49041,2020-09-04,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,93,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,4.51,5.47,5.79,6.44,6.12,11.59,,25.75,,22.738889,10.488889,34.238889,0.0,-5.320988,16.043601
US_UT_49041,2020-09-05,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,93,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,,13.4,,,9.94,14.27,12.11,28.53,7.78,23.705556,10.416667,36.716667,0.0,-5.660494,14.96154
US_UT_49041,2020-09-06,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,93,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,7.84,9.49,,7.84,7.43,18.57,,30.95,,25.622222,12.961111,36.866667,0.0,-5.240741,13.589537
US_UT_49041,2020-09-07,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,94,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,,6.57,7.66,9.12,,14.96,,29.93,5.47,23.622222,12.738889,36.133333,0.0,-3.666667,16.961386
US_UT_49041,2020-09-08,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,94,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,10.18,5.69,5.39,6.59,,17.96,,30.54,,14.827778,6.255556,28.861111,0.0,-2.246914,31.525604
US_UT_49041,2020-09-09,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,2,0,96,1,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,,,,,6.21,7.45,8.69,7.14,17.08,,25.77,,7.25,1.277778,16.55,0.0,-5.117284,40.939137
