location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18103,2020-11-18,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,39,1,1503,11,,,0,0,2,1,2,2,9,7,6,6,7,6,29,87,62,226,210,247,234,188,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,14,25,759,739,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,6,-24,7,,3.78,8.0,6.66,4.44,3.78,10.88,4.44,6.89,4.44,3.55,4.0,3.11,4.44,5.33,19.55,,6.44,3.55,6.66,25.32,4.22,,4.44,5.78,2.179012,-2.259259,9.030864,0.0,,-3.882716,64.488725
US_IN_18103,2020-11-19,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,59,1,1562,12,,,0,0,0,4,0,5,6,16,14,6,7,6,29,91,62,231,216,263,248,194,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,25,34,784,773,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,9,-22,6,,4.06,7.44,8.12,,4.96,10.37,4.51,6.31,5.18,3.38,5.41,6.54,,5.18,23.0,4.51,4.51,,4.51,32.02,6.54,4.96,3.83,5.41,9.796296,2.37037,18.030864,0.028222,,-3.228395,40.103582
US_IN_18103,2020-11-20,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,47,1,1609,13,,,0,0,0,2,1,6,8,9,7,3,7,6,29,93,63,237,224,272,255,197,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,24,23,808,796,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,-2,3,-22,5,4.03,5.37,9.4,9.85,,4.03,11.64,3.36,5.15,6.71,,3.81,3.81,3.36,4.92,21.93,,5.59,,3.58,28.2,,5.37,4.03,,14.17284,8.222222,18.185185,0.0,,2.006173,43.826906
US_IN_18103,2020-11-21,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,11,1,1620,14,,,0,0,0,0,0,1,1,2,4,2,7,6,29,93,63,238,225,274,259,199,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,6,813,802,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,2,3,-8,,3.48,4.72,10.19,3.98,3.98,,11.19,,,9.69,3.98,5.22,6.21,4.72,3.98,19.14,3.98,5.22,3.73,4.22,33.8,,4.47,3.48,,7.783951,5.345679,15.018519,0.677333,,2.783951,70.744475
US_IN_18103,2020-11-22,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,7,0,1627,14,,,0,0,1,0,1,1,0,0,1,1,7,6,30,93,64,239,225,274,260,200,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,3,817,805,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,2,-24,,3.35,,9.57,5.27,4.31,4.79,8.38,6.22,,4.79,4.07,,,,6.46,16.52,4.79,5.98,4.79,3.83,35.42,,5.03,5.5,,3.308642,1.191358,6.024691,7.62,,1.709877,89.348414
US_IN_18103,2020-11-23,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,83,0,1710,14,,,1,0,3,5,4,7,16,16,10,12,8,6,33,98,68,246,241,290,270,212,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,46,37,863,842,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,5,-26,5,,5.74,7.06,7.06,4.19,6.4,10.37,5.96,4.41,7.94,,3.53,4.86,5.74,5.96,19.86,7.06,4.19,3.53,3.31,32.44,3.75,5.3,4.86,3.75,3.382716,0.444444,7.283951,4.572,,1.197531,85.731339
US_IN_18103,2020-11-24,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,52,0,1762,14,,,0,0,2,2,2,8,7,8,5,10,8,6,35,100,70,254,248,298,275,222,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,22,30,885,872,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,12,-26,7,,,8.85,6.19,7.3,4.42,8.62,3.98,4.2,6.86,3.54,4.87,,4.2,6.63,20.12,5.75,3.54,5.75,4.64,29.64,,,4.42,,2.808642,-0.283951,6.820988,0.0,,0.944444,87.851123
US_IN_18103,2020-11-25,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,45,0,1807,14,,,0,1,1,4,0,4,7,7,7,8,8,7,36,104,70,258,255,305,282,230,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,21,24,906,896,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,33,-35,8,,,10.54,5.39,4.68,4.68,8.67,4.68,3.75,7.26,,,3.75,,4.68,17.1,4.22,3.98,4.68,3.28,35.37,,4.68,3.28,4.92,8.41358,3.333333,12.148148,1.8796,,6.62963,88.738015
US_IN_18103,2020-11-26,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,26,0,1833,14,,,0,0,0,0,0,2,11,4,4,4,8,7,36,104,70,260,266,309,286,234,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,25,1,931,897,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,-59,,-79,19,5.75,6.23,5.03,4.07,4.79,,8.87,3.83,,6.47,,3.59,,4.31,4.79,11.02,,5.51,3.59,4.79,28.04,,,8.15,3.35,8.407407,6.512346,11.641975,12.5984,,7.234568,92.460362
US_IN_18103,2020-11-27,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,27,1,1860,15,,,0,1,0,2,0,2,1,3,6,8,8,8,36,106,70,262,267,312,292,242,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,13,14,944,911,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,-27,-14,-61,17,5.48,5.71,7.38,7.86,5.48,3.81,8.34,4.05,3.57,6.67,3.33,3.57,3.33,,7.14,14.29,5.95,6.91,,,27.39,4.29,5.24,6.43,4.29,6.333333,4.141975,8.938272,0.0,,3.62963,83.145261
US_IN_18103,2020-11-28,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,18,2,1878,17,,,0,1,0,1,1,5,0,2,1,1,8,9,36,107,71,267,267,314,293,243,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,9,9,953,920,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,-14,-12,-19,,,4.39,5.61,6.34,3.41,,8.78,5.12,4.88,,,3.41,,3.41,4.88,17.8,4.63,7.56,,,29.26,,7.07,5.36,,2.716049,-2.154321,7.993827,0.0,,-0.728395,78.346941
US_IN_18103,2020-11-29,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,7,0,1885,17,,,0,0,0,0,1,2,0,1,0,1,8,9,36,107,72,269,267,315,293,244,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,4,956,924,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,-6,-18,,3.36,4.55,9.11,7.67,4.55,5.04,9.11,7.67,3.6,5.28,4.08,4.08,4.08,5.99,4.32,18.94,5.28,6.23,4.08,3.36,35.48,,7.91,6.47,4.55,3.141975,-1.401235,9.790123,0.0,,-1.462963,72.265615
US_IN_18103,2020-11-30,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,74,0,1959,17,,,0,0,3,4,1,19,13,9,7,9,8,9,39,111,73,288,280,324,300,253,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,34,40,990,964,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,-8,-21,6,6.87,,6.87,8.74,5.62,5.2,8.74,3.33,6.66,5.83,3.75,3.54,3.33,7.49,5.0,20.19,4.37,,3.95,5.83,31.63,,4.37,5.41,,2.135802,-0.67284,7.444444,0.719667,,0.296296,87.777103
US_IN_18103,2020-12-01,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,48,0,2007,17,,,0,1,5,5,0,4,7,9,10,4,8,10,44,116,73,292,287,333,310,257,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,28,20,1018,984,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,3,-21,6,,4.02,6.56,6.13,3.81,4.02,7.83,6.35,4.44,8.46,2.96,3.38,2.96,5.71,6.77,17.35,4.23,3.38,3.6,4.66,31.31,2.96,4.87,5.5,4.44,-0.993827,-1.987654,1.783951,0.798286,,-3.611111,82.64519
US_IN_18103,2020-12-02,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,33,1,2040,18,,,1,1,2,1,1,3,8,3,7,2,9,11,46,117,74,295,295,336,317,259,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,19,14,1037,998,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,-2,-18,6,4.9,6.18,7.24,7.24,4.26,4.05,7.03,6.18,3.62,8.73,5.75,2.98,,3.62,3.41,21.3,7.67,8.1,3.62,4.69,27.27,3.2,8.31,5.75,4.69,-1.302469,-5.5,5.104938,0.366889,,-4.611111,78.449986
US_IN_18103,2020-12-03,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,42,0,2082,18,,,0,0,0,2,1,7,10,6,5,4,9,11,46,119,75,302,305,342,322,263,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,15,27,1052,1025,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,9,-18,6,5.47,4.16,10.29,10.95,3.29,5.26,12.7,6.57,4.6,8.1,3.72,5.91,4.82,3.72,6.13,23.65,7.45,6.79,4.38,,32.19,3.5,4.82,5.26,4.16,0.061728,-5.049383,5.876543,1.693333,,-4.283951,73.036813
US_IN_18103,2020-12-04,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,28,0,2110,18,,,0,0,0,2,3,2,5,5,6,2,9,11,46,121,78,304,310,347,328,265,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,15,13,1067,1038,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,-6,-2,-19,6,3.48,3.7,9.15,7.84,5.45,,10.46,5.88,5.23,6.32,4.36,3.05,6.53,6.53,7.19,17.64,8.28,6.32,,4.57,28.75,,6.32,4.14,3.48,3.191358,-2.061728,8.388889,0.0,,-0.432099,77.493015
US_IN_18103,2020-12-05,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,19,1,2129,19,,,0,1,2,1,0,3,2,0,1,4,9,12,48,122,78,307,312,347,329,269,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,13,1073,1051,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,9,12,-1,,,5.32,5.56,6.52,4.83,,8.46,3.38,4.11,7.49,,4.59,4.11,3.38,4.83,18.61,4.59,6.52,4.11,,29.96,,7.01,5.32,3.87,0.5,-2.296296,5.598765,0.0,,-2.191358,82.355405
US_IN_18103,2020-12-06,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,13,0,2142,19,,,0,0,0,0,0,1,1,0,4,4,9,12,48,122,78,308,313,347,333,273,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,7,1079,1058,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,1,-9,,5.19,4.72,4.96,8.26,5.43,4.25,8.49,,5.19,9.2,4.48,,3.54,4.72,5.66,18.17,,4.72,,,30.44,,4.96,8.02,3.3,-1.148148,-4.092593,1.802469,0.0,,-3.919753,81.684699
US_IN_18103,2020-12-07,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,43,1,2185,20,,,0,0,0,3,1,8,6,6,10,8,9,12,48,125,79,316,319,353,343,281,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,17,26,1096,1084,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,-8,-19,5,4.43,4.86,5.49,5.91,3.38,5.28,9.08,5.28,,3.59,3.17,4.22,3.59,5.07,6.97,18.59,5.7,5.49,3.59,3.17,30.62,,4.43,3.59,4.65,-0.518519,-2.925926,1.154321,0.0,,-4.246914,76.169863
US_IN_18103,2020-12-08,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,36,1,2221,21,,,0,0,0,8,0,0,3,5,7,8,9,12,48,133,79,316,322,358,350,289,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,14,22,1110,1106,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,1,-19,6,4.08,4.72,9.23,6.44,3.22,,10.94,5.15,4.72,6.87,3.43,5.79,5.79,,9.44,16.31,4.93,3.86,4.93,3.65,34.55,3.0,5.79,6.44,3.0,0.425926,-1.814815,2.685185,0.0,,-3.074074,77.746066
US_IN_18103,2020-12-09,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,20,0,2241,21,,,0,0,0,1,0,2,2,4,5,2,9,12,48,134,79,318,324,362,355,291,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,11,9,1121,1115,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,0,-19,5,3.43,5.58,6.65,6.22,4.29,5.58,8.37,,4.29,7.29,4.72,3.86,6.22,3.0,6.01,22.1,4.29,3.86,,,29.61,,3.86,4.51,,3.41358,-1.092593,11.104938,0.0,,-0.012346,78.565334
US_IN_18103,2020-12-10,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,36,1,2277,22,,,0,0,2,2,1,4,3,8,8,5,9,12,50,136,80,322,327,370,363,296,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,19,17,1140,1132,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,3,-18,6,,4.15,7.43,7.0,3.28,,7.43,4.59,4.81,8.31,,4.37,5.25,3.06,5.03,19.67,3.5,4.15,3.93,3.28,28.85,,5.9,4.81,4.15,3.5625,-2.958333,13.347222,0.0,,0.222222,79.052079
US_IN_18103,2020-12-11,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,32,0,2309,22,,,0,0,1,3,0,5,3,7,6,2,9,12,51,139,80,327,330,377,369,298,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,15,17,1155,1149,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,-7,-3,-18,6,3.96,4.62,5.95,6.17,,5.06,8.15,4.4,4.18,8.15,,6.38,5.95,5.06,6.83,18.5,6.17,3.74,3.74,5.95,30.61,,6.83,3.74,4.84,7.513889,0.826389,14.805556,0.0,,3.034722,74.007032
US_IN_18103,2020-12-12,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,22,0,2331,22,,,0,0,0,0,1,2,2,4,4,2,9,12,51,139,81,329,332,381,373,300,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,16,1161,1165,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,-1,2,-3,,,5.55,5.79,7.47,3.86,4.34,8.2,3.86,,4.58,3.86,3.86,3.38,4.34,4.58,14.47,5.06,,,,29.18,,4.58,6.99,3.62,9.479167,3.298611,14.229167,6.712857,,7.256944,86.440105
US_IN_18103,2020-12-13,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,21,0,2352,22,,,0,0,0,3,1,1,7,2,3,3,9,12,51,142,82,330,339,383,376,303,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,14,1168,1179,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,3,-15,,5.63,3.75,6.1,9.38,3.75,5.16,7.5,4.22,7.04,5.16,,,,3.52,7.5,12.9,3.75,,3.28,,26.97,,7.27,4.22,,2.840278,1.166667,8.708333,2.7305,,0.895833,87.30873
US_IN_18103,2020-12-14,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,39,0,2391,22,,,0,0,1,3,0,5,4,10,6,6,9,12,52,145,82,335,343,393,382,309,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,18,21,1186,1200,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,-5,-20,6,8.63,4.42,7.79,7.37,2.95,4.0,6.32,,5.89,8.63,4.21,4.63,3.16,,8.42,15.37,3.37,5.68,3.16,4.63,28.21,,4.0,2.95,4.84,0.209877,-2.444444,2.95679,0.0,,-3.592593,75.85232
US_IN_18103,2020-12-15,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,41,0,2432,22,,,0,0,0,0,1,10,5,5,6,6,9,12,52,145,83,345,348,398,388,315,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,16,25,1202,1225,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,6,-22,6,3.24,5.4,5.83,7.34,3.67,4.32,6.69,3.24,3.67,5.4,4.53,3.88,3.24,4.75,6.04,17.48,4.96,4.1,6.04,4.32,29.14,,6.69,,3.67,-3.512346,-6.209877,0.641975,0.0,,-7.092593,76.418671
US_IN_18103,2020-12-16,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,27,1,2459,23,,,0,0,0,4,2,2,5,2,5,4,9,12,52,149,85,347,353,400,393,319,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,12,15,1214,1240,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,-2,-26,10,3.74,6.38,7.48,6.6,5.5,4.62,7.48,5.28,4.18,6.16,3.52,3.08,3.52,,5.28,18.27,5.5,4.18,3.52,3.08,29.49,,5.28,5.72,5.72,-2.117284,-4.462963,-0.709877,1.088571,40.64,-4.604938,83.300243
US_IN_18103,2020-12-17,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,30,0,2489,23,,,0,0,0,2,0,9,3,5,5,4,9,12,52,151,85,356,356,405,398,323,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,11,19,1225,1259,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,1,-19,7,3.26,4.78,11.95,9.12,3.04,3.91,8.26,4.78,3.91,6.52,4.13,3.69,,3.91,6.3,20.2,3.04,3.48,3.69,3.04,27.59,,5.0,4.78,6.08,-1.858025,-3.148148,-0.753086,0.381,30.48,-3.388889,89.467192
US_IN_18103,2020-12-18,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,45,1,2534,24,,,0,1,0,3,1,5,8,6,5,3,9,13,52,154,86,361,364,411,403,326,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,19,26,1244,1285,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,-7,-5,-20,6,3.31,3.75,5.29,,,,9.49,5.52,4.85,6.62,3.53,,,3.09,3.53,15.66,3.97,7.28,5.29,3.53,26.25,3.31,5.07,3.97,4.19,-2.141975,-8.018519,1.049383,0.0,30.48,-3.981481,87.509364
US_IN_18103,2020-12-19,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,14,1,2548,25,,,0,0,0,0,1,0,1,4,2,2,9,13,52,154,87,361,365,415,405,328,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,8,6,1252,1291,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,5,4,-1,,,4.69,7.41,4.94,4.94,5.68,7.41,4.2,4.69,7.16,4.94,6.18,,,4.94,14.58,3.95,6.18,4.69,5.19,30.14,5.19,4.2,3.46,,1.462963,-3.17284,3.975309,0.09525,,-1.555556,80.64065
US_IN_18103,2020-12-20,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,11,0,2559,25,,,0,0,0,3,0,1,1,2,1,2,9,13,52,157,87,362,366,417,406,330,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,6,1257,1297,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,-4,-12,,,5.6,7.55,5.36,,5.6,8.52,3.65,,6.82,4.62,4.14,,5.84,,16.8,4.38,7.06,,,27.26,,6.09,6.09,,2.462963,-0.179012,4.067901,0.084667,,0.820988,89.058314
US_IN_18103,2020-12-21,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,49,0,2608,25,,,0,0,2,2,2,4,10,7,7,6,9,13,54,159,89,366,376,424,413,336,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,25,24,1282,1321,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,3,-23,6,,5.28,7.44,6.48,6.48,,7.68,,,5.52,4.56,4.8,4.8,4.56,5.76,16.31,4.08,4.08,,3.36,27.59,,,,4.56,2.685185,0.351852,7.037037,0.0,,0.345679,84.729251
US_IN_18103,2020-12-22,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,30,0,2638,25,,,0,2,0,2,0,3,7,4,6,3,9,15,54,161,89,369,383,428,419,339,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,14,16,1296,1337,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,18,-27,6,4.76,6.01,7.51,6.76,4.51,,9.77,6.01,5.51,10.27,3.76,4.76,,,5.51,17.03,,6.26,,,29.56,5.51,3.51,3.76,5.26,3.338889,0.122222,6.372222,0.0,,-0.694444,75.103944
