location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_paresthesia,search_trends_perspiration,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KS_20169,2020-04-22,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,17,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-29,-11,,-12,-35,16,,4.43,6.64,3.69,7.7,1.9,6.75,4.64,3.38,2.0,4.01,4.96,,2.95,2.11,2.21,7.28,3.8,3.58,2.11,2.0,3.58,2.0,8.65,3.27,,1.58,4.75,4.11,1.79,3.38,2.95,,4.43,2.85,2.53,5.48,25.52,4.54,4.32,6.86,2.42,3.48,5.06,2.42,,5.48,31.0,,,1.69,3.9,5.8,2.21,2.53,1.48,3.27,5.27,4.01,3.06,1.79,1.48,2.85,3.27,14.91358,11.098765,23.191358,2.342444,,8.875,68.017768
US_KS_20169,2020-04-23,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,17,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-22,-15,,-13,-34,14,2.64,4.62,9.12,5.06,8.69,2.42,9.12,4.62,2.31,2.64,6.05,2.53,1.54,3.19,1.54,2.75,7.37,3.19,4.18,1.87,,3.08,,6.82,3.85,,1.76,3.63,2.97,,3.52,3.41,1.54,2.75,,3.63,6.05,21.55,3.52,4.29,6.05,3.52,3.3,4.51,1.65,,4.84,30.23,,2.2,,2.42,7.37,,3.41,2.86,1.54,4.18,1.98,3.85,1.65,2.42,2.97,4.51,16.246914,8.882716,27.006173,8.89,,9.451389,64.267343
US_KS_20169,2020-04-24,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,1,0,18,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-34,-20,,-16,-34,17,2.56,3.84,7.25,4.16,9.28,2.03,5.76,4.16,2.03,1.49,4.69,2.35,2.35,2.88,1.81,1.92,7.25,3.94,2.24,2.03,,3.2,2.13,6.72,3.94,2.98,2.35,8.74,3.73,1.92,3.31,4.05,1.71,4.05,,3.09,5.01,25.7,5.65,2.56,4.8,1.6,3.2,3.84,2.03,,3.31,28.15,3.09,,2.03,3.41,5.12,,,,2.13,5.01,3.84,4.37,,2.13,1.71,2.03,14.364198,9.722222,23.604938,0.338667,,9.5625,73.717813
US_KS_20169,2020-04-25,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,1,0,19,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-34,-21,,-7,-28,10,2.21,3.5,6.87,6.75,8.82,3.37,4.41,7.0,2.46,2.46,4.93,3.24,,,,2.46,8.95,2.72,2.72,2.46,,2.98,1.82,4.93,3.24,2.08,,8.17,2.98,,2.85,3.24,,3.37,2.08,2.59,4.8,20.75,4.02,2.59,6.62,2.46,4.8,,,2.85,4.02,31.39,,2.21,2.98,3.63,5.32,,2.98,,1.82,5.58,3.24,,,,2.08,2.98,13.339506,6.555556,21.703704,11.994444,,6.583333,63.605647
US_KS_20169,2020-04-26,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,19,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-19,-17,,-12,-29,,2.54,2.67,8.01,2.42,11.19,,5.98,5.21,2.8,2.67,6.23,2.54,,4.2,1.78,3.18,9.79,4.58,4.2,3.05,1.78,4.2,2.8,6.49,3.56,,2.67,5.6,4.58,1.78,3.18,7.25,,3.43,,2.54,3.56,16.02,2.67,2.92,8.9,3.31,3.43,5.47,,,2.29,32.17,1.78,1.91,2.16,3.05,8.01,,,,3.56,4.32,2.54,3.05,4.45,1.91,3.18,2.67,14.185185,3.969136,24.006173,0.084667,,3.798611,49.822732
US_KS_20169,2020-04-27,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,19,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-18,-8,,-10,-29,12,3.99,2.88,7.2,3.99,13.62,2.55,8.53,4.43,2.33,3.43,6.98,4.98,1.99,4.98,2.1,2.21,7.75,1.99,3.77,2.99,1.77,5.87,2.44,7.97,4.32,1.66,2.44,5.54,5.09,2.44,5.21,4.65,2.1,5.09,2.33,4.1,5.43,24.14,4.21,3.32,10.19,2.55,3.99,4.87,2.55,2.44,3.54,36.1,1.99,1.55,2.21,3.77,9.86,1.55,1.88,,2.66,5.43,4.1,4.65,1.66,3.21,3.21,,19.012346,10.697531,26.790123,0.423333,,8.9375,52.053022
US_KS_20169,2020-04-28,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,1,0,20,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-19,-6,,-8,-33,7,3.04,4.77,7.8,4.23,9.65,1.74,6.5,5.96,2.6,2.71,4.55,4.12,2.28,1.74,1.84,3.04,7.7,3.25,2.49,2.93,1.74,3.9,4.01,6.83,5.75,1.74,1.84,5.64,4.45,2.71,3.14,4.01,,5.31,,2.38,4.55,24.18,6.18,2.6,7.8,2.28,4.23,5.42,2.93,1.52,5.2,33.17,1.63,1.95,2.17,6.07,7.16,1.74,3.47,,2.17,3.58,3.58,3.58,2.6,2.28,2.06,2.38,18.654321,12.635802,26.006173,0.28575,,11.597222,63.801486
US_KS_20169,2020-04-29,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,20,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-18,-2,,3,-32,13,2.94,4.47,8.17,4.58,10.24,,7.3,3.38,2.61,4.58,5.55,3.38,,3.92,2.61,2.29,10.13,3.7,4.03,1.85,1.74,3.7,3.38,8.06,4.47,1.96,1.96,5.23,4.14,2.94,3.49,2.4,2.29,4.36,2.07,3.05,5.55,24.07,6.1,2.61,6.75,2.5,3.38,3.05,3.16,2.94,4.68,33.55,2.18,1.74,2.07,4.58,5.77,,2.07,,1.63,4.14,4.14,3.27,,3.49,2.4,2.29,14.716049,8.623457,23.611111,0.282222,,4.256944,49.583038
US_KS_20169,2020-04-30,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,1,0,21,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-17,-4,,1,-32,13,2.77,4.31,8.19,3.1,12.39,2.1,6.08,4.98,2.43,1.88,4.98,2.77,1.99,3.87,1.99,2.54,7.74,2.77,2.77,2.77,2.1,4.09,1.99,8.96,2.54,2.77,2.54,4.09,4.65,1.77,3.76,2.77,1.77,2.77,2.21,2.99,6.53,22.45,4.54,1.99,6.97,1.88,4.31,3.98,1.66,1.88,5.86,27.77,2.32,2.21,2.54,3.98,7.19,2.1,,,1.66,3.98,3.87,4.54,,2.21,2.32,3.1,15.067901,4.209877,25.759259,0.0,,4.888889,50.64418
US_KS_20169,2020-05-01,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,21,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-22,-3,,7,-28,12,2.38,3.06,6.34,3.4,11.33,1.59,6.57,3.97,2.04,2.61,4.31,3.06,,4.08,1.59,1.81,6.34,2.38,2.61,2.04,,2.83,,4.42,5.44,1.59,1.59,3.29,4.87,2.38,2.72,2.95,2.38,3.4,,3.29,5.44,24.14,4.42,4.31,6.8,,3.17,2.83,1.7,,4.87,30.03,1.93,,2.27,4.42,7.59,,3.63,,1.93,3.97,3.4,4.42,1.59,1.7,2.38,,20.450617,13.62963,28.611111,0.0,,9.388889,49.158967
US_KS_20169,2020-05-02,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,21,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-31,-11,,-5,-21,7,2.1,3.94,10.89,2.76,10.5,1.97,6.82,4.99,,,4.86,3.41,2.23,,2.23,2.1,8.4,1.84,2.36,2.62,2.36,3.54,2.89,6.17,2.23,3.02,2.1,4.33,,2.76,1.97,4.33,,4.2,2.49,,5.12,21.39,4.46,2.1,10.11,3.15,2.23,4.2,2.1,1.84,6.17,31.37,2.1,1.97,2.23,4.86,9.58,1.84,,,,5.12,3.41,2.89,,2.36,2.49,2.23,20.512346,12.580247,28.141975,0.0,,11.826389,57.692583
US_KS_20169,2020-05-03,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,21,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-10,-3,,-8,-15,,3.18,3.05,7.5,4.45,11.56,2.79,7.62,5.34,2.29,2.03,4.45,4.7,,3.18,3.18,2.29,5.72,,1.91,3.05,2.67,4.07,3.18,5.59,2.79,1.91,2.03,3.43,1.78,2.03,3.3,2.92,,3.56,,2.54,4.7,19.44,3.43,3.81,10.04,2.92,3.05,3.18,,,4.96,31.38,,2.03,,3.56,9.78,,2.54,,2.79,4.96,3.68,3.56,2.03,2.29,2.54,2.03,19.617284,12.580247,26.012346,4.15925,,7.979167,47.292965
US_KS_20169,2020-05-04,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,21,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-19,0,,-8,-27,12,2.7,3.35,5.4,2.81,11.02,2.05,7.46,2.92,,3.46,6.16,2.92,2.81,3.78,2.38,1.73,6.59,2.38,3.35,2.59,2.81,4.54,1.51,7.13,3.24,1.84,2.16,4.75,4.0,1.73,4.86,3.03,,4.11,,2.16,8.0,22.37,6.27,4.43,9.84,2.05,4.43,4.32,2.92,1.73,5.94,33.4,1.51,2.16,,2.81,7.03,1.73,2.81,,2.59,5.51,3.13,3.24,2.05,2.92,3.03,2.38,16.160494,11.703704,23.981481,3.65125,,9.993056,66.676467
US_KS_20169,2020-05-05,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,21,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-5,11,,-7,-28,10,2.22,3.55,7.11,3.55,9.99,,4.89,5.89,2.78,2.0,5.11,3.44,3.55,1.55,,2.67,5.44,3.11,1.67,2.55,,3.0,,7.88,3.89,2.33,2.44,3.11,5.0,,2.78,3.22,1.55,5.22,,4.11,6.33,20.77,5.89,2.89,10.44,2.44,2.89,4.44,3.0,1.67,3.67,35.76,2.55,2.33,2.11,4.44,10.22,1.78,2.33,,2.55,5.33,3.44,4.22,2.55,2.89,2.55,1.55,15.425926,7.580247,23.253086,12.192,,5.763889,52.325343
US_KS_20169,2020-05-06,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,21,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-12,5,,2,-27,10,2.45,2.78,7.35,3.9,9.24,2.56,6.9,5.12,2.67,3.45,5.12,3.12,2.23,3.12,1.89,2.56,6.23,3.45,2.45,2.56,,3.23,2.0,8.12,4.34,2.45,3.12,4.45,4.9,2.0,5.01,3.78,3.23,3.9,,2.78,6.12,17.7,5.23,2.34,8.35,2.23,3.45,3.34,1.67,1.89,5.23,35.39,2.45,,1.78,3.34,7.46,,2.34,,2.78,5.34,4.56,2.45,,2.23,1.56,1.56,14.648148,6.364198,22.314815,0.0,,3.715278,47.857942
US_KS_20169,2020-05-07,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,2,0,23,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-16,2,,-7,-29,14,2.51,5.68,7.97,2.95,9.17,1.75,8.3,5.79,2.62,2.95,4.81,3.93,1.97,3.6,2.08,,5.68,2.84,2.95,2.51,2.08,5.9,3.06,6.55,4.15,2.51,2.08,3.93,5.35,1.97,3.39,3.82,,5.24,2.18,2.51,4.92,20.1,4.59,2.95,8.74,2.73,5.35,5.02,2.29,,4.37,31.24,,1.86,2.51,4.04,7.75,2.08,2.29,,3.28,3.93,3.28,2.84,,,2.29,1.86,11.709877,6.5,18.592593,2.483556,,6.131944,68.172621
US_KS_20169,2020-05-08,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,23,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-16,3,,11,-27,11,,3.66,8.59,4.12,9.85,,7.21,6.3,2.4,1.95,5.04,3.78,2.63,2.98,2.4,2.29,4.92,2.98,2.98,2.98,1.83,3.21,1.83,6.64,3.32,1.6,1.72,4.24,5.84,1.72,4.81,3.32,,3.21,,2.86,4.92,16.95,3.32,2.52,7.21,2.86,2.98,4.81,,1.72,5.15,37.1,2.75,,,4.12,6.76,,2.18,,3.44,5.61,3.09,3.78,2.63,2.06,,,11.604938,7.419753,16.364198,6.914444,,3.9375,59.162332
US_KS_20169,2020-05-09,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,23,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-24,6,,-4,-22,6,,4.2,5.38,6.03,9.44,,7.47,3.67,2.36,2.1,5.38,1.84,2.75,,,,6.43,2.88,2.75,3.02,,4.59,,7.87,2.88,,2.49,4.2,6.03,,3.67,4.59,,3.8,,2.75,2.62,16.13,4.46,2.23,6.16,2.88,3.54,1.97,,,4.59,29.38,,1.84,,3.41,7.08,3.41,,,,3.67,3.28,2.1,2.88,2.75,,,9.969136,1.802469,18.080247,0.056444,,0.673611,52.24576
US_KS_20169,2020-05-10,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,23,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,0,14,,-1,-20,,,3.67,9.58,3.41,10.5,,6.43,5.77,,2.62,1.84,3.81,2.76,4.59,,1.84,6.43,3.41,1.84,1.84,,4.07,1.84,6.69,2.23,2.36,1.97,2.36,4.59,1.84,2.49,3.02,,3.94,,2.1,2.62,16.8,3.94,1.97,8.4,,2.1,4.2,2.89,,3.67,30.57,,1.84,,3.67,9.84,2.23,1.84,,,5.51,3.28,3.81,2.49,2.76,2.36,3.02,10.018519,2.333333,17.080247,0.0,,0.111111,50.327384
US_KS_20169,2020-05-11,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,2,0,25,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-18,0,,-6,-26,11,3.45,4.21,6.47,3.56,9.92,1.73,6.9,5.28,2.37,2.16,5.72,,1.62,3.77,1.51,2.91,7.12,3.23,3.34,2.91,,2.48,2.59,7.76,2.37,2.37,3.13,3.67,5.93,,3.34,3.45,2.37,2.8,,2.91,5.93,22.32,5.39,3.34,6.69,3.34,3.13,3.67,2.27,1.83,5.61,33.22,2.7,,,3.23,5.93,1.73,2.48,1.51,2.59,3.56,4.21,3.99,1.83,,2.37,1.51,7.154321,2.944444,15.475309,2.568222,,0.611111,63.986212
US_KS_20169,2020-05-12,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,2,0,27,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-13,-1,,-1,-28,11,3.88,2.26,8.51,3.34,8.95,,8.08,6.68,2.8,3.23,5.28,2.15,,4.09,2.15,1.83,6.9,1.94,3.45,2.05,,4.74,2.15,7.65,4.09,1.72,4.31,4.31,4.74,2.26,2.8,5.93,,4.63,2.15,2.48,6.47,19.29,4.53,2.05,7.33,1.72,4.09,4.96,2.26,1.72,3.45,30.82,2.05,2.26,1.51,4.42,5.71,1.83,2.59,1.51,,3.88,3.12,3.23,,1.83,,2.59,6.506173,4.58642,10.691358,10.950222,,4.25,86.214471
US_KS_20169,2020-05-13,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,27,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-12,-2,,2,-26,11,3.67,4.96,8.62,6.14,9.05,2.26,6.14,4.63,,3.99,5.07,3.77,1.94,1.94,1.62,2.59,6.68,3.02,4.31,2.91,1.94,5.28,2.16,7.44,3.56,3.67,,4.31,4.96,1.94,3.77,3.67,1.83,3.56,2.37,2.05,6.04,22.42,5.5,2.69,6.79,3.23,4.42,3.56,,,4.63,33.3,1.94,,3.02,4.31,6.47,2.26,2.91,,2.8,4.63,3.45,3.77,2.69,1.94,3.13,2.59,11.425926,7.691358,19.216049,1.072444,,9.590278,89.063312
US_KS_20169,2020-05-14,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,27,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-7,-4,,7,-27,10,2.02,3.94,8.21,3.37,10.23,1.91,6.52,5.51,2.02,3.04,3.49,2.7,1.91,3.94,1.8,2.7,6.41,2.81,1.91,2.92,1.91,4.05,3.26,8.1,4.61,2.02,4.16,4.95,5.62,,3.49,2.92,,4.39,1.8,3.04,6.52,19.57,5.29,3.26,7.54,2.59,4.16,5.51,1.8,2.92,5.85,34.98,2.14,,,3.49,7.31,1.57,1.57,,3.37,3.94,3.71,3.82,3.71,2.7,2.7,2.59,21.018519,13.685185,27.864198,1.016,,16.416667,75.275374
US_KS_20169,2020-05-15,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,1,0,28,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-15,-3,,11,-25,10,1.82,2.39,10.13,3.3,9.45,1.94,5.69,4.1,2.16,2.85,5.12,3.64,,3.19,,1.82,5.01,3.53,3.75,,2.05,3.87,1.94,6.37,2.85,1.71,2.05,4.21,3.53,,3.53,3.53,,4.21,,2.28,6.49,18.43,3.87,2.28,7.17,2.5,3.53,3.75,2.39,,4.67,29.47,2.73,2.16,1.71,3.98,6.71,,,,2.85,5.01,3.07,3.41,2.16,,,2.05,19.580247,15.277778,26.382716,7.083778,,15.631944,77.356208
US_KS_20169,2020-05-16,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,28,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-23,-6,,8,-12,6,,5.05,7.31,4.38,11.96,,6.78,4.78,1.99,2.66,3.85,3.32,1.86,3.32,,2.66,6.64,2.66,2.79,3.99,,5.05,1.99,4.92,3.19,1.86,2.66,2.79,4.25,,3.59,3.99,2.39,3.46,,4.65,3.19,19.14,5.05,2.66,12.89,,2.66,2.26,2.13,2.66,3.32,30.83,1.99,3.19,,3.59,9.7,,,,3.06,3.46,2.26,2.79,2.13,2.39,2.26,,19.191358,15.135802,24.228395,0.762,,15.243056,77.908408
US_KS_20169,2020-05-17,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,28,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-3,2,,8,-9,2,2.48,3.65,8.09,2.74,9.52,,4.83,4.57,,1.83,5.22,3.26,2.22,2.87,2.22,2.22,3.52,3.26,2.61,3.0,,3.78,2.09,6.65,2.48,1.83,2.48,2.74,3.52,2.09,3.52,3.52,1.83,2.48,,3.26,3.52,16.95,3.78,,7.7,,3.91,3.91,,,3.78,34.56,2.22,,,2.87,7.7,,,2.48,2.22,4.7,3.65,4.7,2.74,,2.22,1.83,17.123457,11.506173,22.765432,0.0,,11.041667,67.302955
US_KS_20169,2020-05-18,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,28,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-1,-2,,8,-22,7,2.39,3.75,7.05,3.64,10.34,2.5,7.16,9.09,2.05,2.73,6.48,4.43,,3.07,2.39,,5.91,4.32,3.87,3.3,1.82,3.64,,8.98,3.64,2.73,2.84,5.0,4.09,,3.87,3.41,1.82,3.98,,2.61,6.14,20.69,3.98,3.18,6.82,3.41,4.32,2.61,2.27,2.27,5.57,30.92,2.5,2.27,1.71,3.52,10.91,1.59,,,1.59,5.12,3.41,3.75,,2.84,2.5,1.93,15.802469,9.802469,23.611111,0.0,,8.8125,63.401054
US_KS_20169,2020-05-19,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,28,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,3,4,,9,-25,8,3.12,3.58,6.24,3.69,11.78,,7.28,8.08,2.54,3.58,3.93,3.23,2.77,3.12,2.42,2.31,5.08,3.0,2.31,2.89,,3.0,,6.93,3.81,,2.19,4.62,4.04,1.96,2.42,2.89,1.62,4.62,2.19,2.42,6.12,18.01,4.73,3.12,8.54,3.12,4.85,5.43,2.66,1.62,8.08,32.1,1.85,,1.62,4.27,7.62,2.54,2.42,,2.89,5.31,4.04,2.89,,2.31,4.62,2.42,15.351852,7.907407,23.098765,0.0,,9.805556,68.947329
US_KS_20169,2020-05-20,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,28,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,6,7,,18,-25,8,2.65,3.11,4.61,3.57,11.3,,7.95,5.88,,2.31,4.61,3.92,,3.46,2.31,2.19,6.11,1.84,2.65,3.0,,3.92,3.34,9.22,2.77,1.73,,3.23,3.23,1.84,3.23,2.65,,3.57,1.84,3.11,6.69,20.17,7.26,3.57,9.11,3.11,3.0,5.07,,,6.57,32.74,,2.42,2.19,5.76,10.03,1.73,1.96,,2.77,6.57,5.42,3.11,,,1.73,2.77,16.753086,8.635802,23.549383,0.0,,11.541667,71.136788
US_KS_20169,2020-05-21,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,28,2,,,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-2,2,,14,-26,10,,2.85,8.54,5.24,10.7,1.82,4.89,5.81,2.28,2.39,3.76,2.62,2.05,3.3,,1.94,5.46,1.59,3.53,1.59,,3.76,1.71,8.77,2.5,,2.5,3.3,3.07,,3.19,2.39,,3.98,,2.85,6.83,21.75,5.58,4.33,8.2,1.71,3.42,4.55,2.39,,3.98,30.51,2.39,,1.82,2.28,5.81,,2.5,,3.42,5.24,6.03,2.73,2.05,,2.96,2.16,17.574074,12.117284,23.012346,3.894667,,14.409722,81.641491
