location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OR_41015,2020-04-28,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,,-2,24,-28,,6.92,9.32,6.39,6.39,,5.06,5.86,4.79,7.99,32.49,5.59,6.39,27.16,5.33,4.0,13.777778,10.160494,19.382716,1.467556,,11.259259,84.571617
US_OR_41015,2020-04-29,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,,-8,-12,-28,,6.08,10.57,5.55,,6.34,6.08,7.66,,6.87,29.59,6.87,7.66,29.59,7.13,,13.481481,10.296296,18.685185,0.338667,,10.518519,81.8022
US_OR_41015,2020-04-30,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,,-4,-7,-30,,6.83,10.1,,,6.55,5.46,4.91,,4.64,24.3,4.37,8.74,24.02,4.09,4.37,12.197531,8.518519,17.030864,2.286,,8.194444,77.473825
US_OR_41015,2020-05-01,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,,2,-20,-28,,,7.32,5.97,4.07,7.32,5.7,7.05,,5.97,30.11,6.51,7.87,30.92,4.88,,10.345679,5.277778,16.753086,0.0,,4.611111,68.0924
US_OR_41015,2020-05-02,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,,-9,-20,-27,,7.1,7.38,4.83,5.96,6.25,5.4,6.25,,,30.67,5.68,9.37,26.41,5.4,5.11,11.981481,7.141975,16.388889,6.575778,,9.703704,87.982032
US_OR_41015,2020-05-03,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,,,24,-22,,5.98,8.07,6.87,5.08,,7.17,5.68,,6.28,28.09,6.87,7.47,31.97,5.98,5.68,9.364198,4.944444,14.901235,10.865556,,5.537037,79.633681
US_OR_41015,2020-05-04,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,,-1,8,-22,,5.44,11.43,3.81,5.44,5.17,6.53,8.16,3.81,5.44,22.85,6.26,6.8,25.03,7.07,,10.074074,4.296296,16.234568,0.0,,3.685185,65.558302
US_OR_41015,2020-05-05,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,,2,-8,-23,,6.28,9.28,7.1,6.28,,4.37,5.19,,10.38,22.66,4.64,,25.12,3.82,5.46,12.277778,6.512346,16.962963,0.903111,,4.398148,60.05949
US_OR_41015,2020-05-06,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,,6,28,-23,,6.63,12.4,8.36,4.33,5.77,7.5,5.77,5.19,7.79,24.8,,7.21,30.57,5.48,8.36,11.228395,5.62963,17.358025,3.302,,6.333333,73.098716
US_OR_41015,2020-05-07,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,,7,12,-27,,4.26,9.93,10.22,4.83,,3.97,,4.26,5.68,24.41,,5.39,23.84,6.24,,13.746914,5.944444,21.814815,0.169333,,3.472222,49.837099
US_OR_41015,2020-05-08,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,,11,18,-23,,,7.74,6.3,,4.87,4.01,4.58,,6.02,21.78,4.01,8.88,28.08,6.02,,13.839506,6.944444,22.277778,0.0,,7.111111,66.125683
US_OR_41015,2020-05-09,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,,20,61,-20,,6.89,8.69,8.99,7.19,4.2,4.2,4.79,6.29,4.79,26.07,5.69,9.89,32.06,9.29,8.39,14.41358,9.191358,19.895062,0.0,,8.509259,70.89471
US_OR_41015,2020-05-10,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,,,35,-20,,8.54,9.13,6.18,5.59,,5.3,5.3,,6.48,22.67,,6.77,26.21,5.59,5.3,14.024691,10.746914,19.049383,0.0,,9.990741,75.821055
US_OR_41015,2020-05-11,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,,3,-1,-20,,5.62,7.49,4.28,4.01,4.01,4.01,8.56,4.01,6.95,24.34,3.74,4.81,24.87,4.28,,13.216049,9.691358,18.95679,0.0,,6.861111,67.177104
US_OR_41015,2020-05-12,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,,-5,,-25,,6.11,9.04,5.32,7.44,,3.99,5.85,3.99,7.17,26.57,,6.11,30.03,4.52,4.78,12.216049,9.777778,17.098765,6.970889,,9.037037,83.778136
US_OR_41015,2020-05-13,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,,-1,-12,-28,,5.5,8.12,4.71,6.81,,3.67,4.19,,4.97,24.09,5.24,,22.51,8.9,,10.592593,8.833333,12.796296,10.978444,,8.018519,87.94179
US_OR_41015,2020-05-14,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,-20,-2,-8,-26,,4.21,6.58,,5.27,,4.48,6.58,5.79,4.48,30.29,5.79,5.27,27.92,5.79,5.27,10.938272,9.104938,13.444444,15.550444,,9.138889,92.339524
US_OR_41015,2020-05-15,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,-1,0,27,-19,,6.36,5.78,9.53,5.49,,,4.04,,4.91,20.8,5.2,5.49,26.29,4.91,,10.783951,6.487654,16.611111,5.164667,,7.324074,80.866416
US_OR_41015,2020-05-16,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,-16,2,14,-14,,5.61,7.58,6.17,,5.61,6.45,,4.21,,21.88,,,28.62,5.33,6.17,13.216049,8.08642,18.08642,2.257778,,7.851852,70.95401
US_OR_41015,2020-05-17,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,-11,,1,-20,,6.27,6.84,4.28,5.7,4.28,4.28,5.7,,5.13,21.67,3.99,8.84,23.95,5.42,6.84,12.061728,9.537037,16.012346,5.700889,,10.074074,89.702897
US_OR_41015,2020-05-18,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,4,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,-8,4,35,-17,,5.91,6.45,9.68,8.87,,6.18,6.72,,7.53,19.89,,6.72,25.81,4.84,,11.055556,8.425926,15.37037,7.676444,,8.166667,85.400055
US_OR_41015,2020-05-19,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,1,0,5,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,-5,5,,-21,,4.08,6.8,6.53,13.06,4.36,5.44,6.53,,6.26,24.49,4.36,5.71,27.49,4.9,4.08,11.358025,8.074074,15.358025,1.693333,,8.175926,82.968817
US_OR_41015,2020-05-20,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,5,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,0,7,44,-21,,5.71,11.14,6.52,8.15,3.8,7.34,6.52,,7.61,22.28,3.8,7.88,25.82,7.88,4.35,11.833333,8.506173,15.728395,0.366889,,7.694444,77.430266
US_OR_41015,2020-05-21,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,5,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,5,6,22,-24,,4.98,8.3,6.09,8.03,4.43,5.26,6.92,,6.09,21.59,5.26,,27.4,5.81,4.98,11.845679,8.802469,15.438272,0.310444,,7.611111,76.283029
US_OR_41015,2020-05-22,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,1,0,6,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,14,14,50,-20,,6.95,9.55,7.53,,4.92,4.92,8.4,4.05,8.4,20.55,4.34,5.79,26.92,8.97,,10.697531,6.302469,15.148148,1.072444,,4.796296,67.619275
US_OR_41015,2020-05-23,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,6,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,27,31,,-18,,8.78,9.92,5.95,,3.97,4.82,4.82,,5.95,18.14,3.97,,26.35,7.08,5.38,11.833333,5.802469,17.222222,0.169333,,5.435185,64.3431
US_OR_41015,2020-05-24,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,6,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,45,,,-17,,4.39,9.33,7.41,6.86,4.67,6.31,5.49,,6.04,18.11,5.49,5.76,28.82,6.31,6.04,13.08642,6.567901,20.12963,0.0,,7.074074,66.636261
US_OR_41015,2020-05-25,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,6,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,14,20,,-52,,7.38,8.52,5.39,,,,6.53,,,22.42,4.54,8.8,33.78,8.8,5.11,14.901235,8.506173,20.623457,0.0,,9.740741,69.711276
US_OR_41015,2020-05-26,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,6,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,8,15,,-20,,,11.14,4.62,7.61,4.62,,5.98,,7.07,25.01,4.89,5.44,30.44,5.44,4.62,15.111111,10.746914,20.191358,0.0,,11.62037,78.925434
US_OR_41015,2020-05-27,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,6,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,5,5,51,-20,,5.0,7.89,,,4.47,8.15,5.79,,9.47,18.67,5.0,6.05,27.09,6.84,,15.024691,11.12963,20.882716,0.0,,11.416667,77.196595
US_OR_41015,2020-05-28,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,6,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,14,14,33,-18,,5.06,11.46,6.39,5.86,4.0,3.73,6.93,,7.99,19.98,,7.46,30.91,5.06,,15.641975,10.753086,20.481481,0.0,,11.37037,74.280297
US_OR_41015,2020-05-29,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,1,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,17,13,41,-18,,4.09,11.46,7.09,5.18,,4.37,9.55,,7.09,20.46,,7.09,29.74,7.91,4.91,15.648148,11.87037,20.04321,0.0,,11.62963,75.197257
US_OR_41015,2020-05-30,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,-12,-6,0,-11,,4.58,8.35,5.92,4.58,4.58,3.77,9.16,,7.27,15.35,,4.31,23.16,5.12,4.31,13.512346,10.759259,18.493827,0.846667,,11.240741,84.94549
US_OR_41015,2020-05-31,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,18,,52,-14,,5.25,6.71,6.42,4.08,4.67,,5.84,,5.84,16.34,,7.0,30.64,6.13,4.08,11.709877,9.154321,17.506173,21.731111,,9.787037,88.835489
US_OR_41015,2020-06-01,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,17,18,44,-14,,4.18,8.08,5.57,,,,6.41,3.9,5.57,15.6,5.02,8.08,23.13,5.57,,13.419753,8.148148,19.018519,0.0,,9.268519,73.924249
US_OR_41015,2020-06-02,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,11,17,,-17,,,7.92,6.51,6.79,5.66,,5.09,,8.77,20.37,5.09,8.49,26.31,6.22,4.24,14.104938,8.080247,20.450617,0.0,,8.62963,67.902735
US_OR_41015,2020-06-03,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,12,18,53,-18,,4.94,13.17,7.13,4.39,,6.58,4.39,,4.12,20.3,4.94,6.04,27.99,9.33,7.41,14.537037,9.265432,19.969136,0.0,,8.814815,67.407402
US_OR_41015,2020-06-04,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,17,17,40,-19,,4.43,10.51,6.36,7.47,3.87,,7.75,,4.7,14.11,4.7,6.08,24.89,5.53,4.15,14.012346,8.888889,20.111111,0.0,,9.12963,69.238731
US_OR_41015,2020-06-05,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,18,16,50,-15,,,7.15,6.05,6.05,6.87,4.67,5.77,,4.4,18.97,4.95,,21.99,6.32,,12.882716,9.333333,19.123457,0.0,,8.777778,75.807387
US_OR_41015,2020-06-06,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,8,13,,-10,,,6.6,7.75,5.45,5.45,,6.03,,4.59,17.5,,4.88,28.4,6.03,5.45,11.314815,8.833333,15.296296,0.790222,,8.231481,82.38878
US_OR_41015,2020-06-07,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,24,,58,-16,,5.64,9.03,5.36,6.49,,3.95,,,5.08,19.46,3.95,6.77,23.13,7.05,,10.12963,7.401235,13.41358,6.293556,,7.027778,83.661499
US_OR_41015,2020-06-08,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,17,17,,-16,,4.5,9.54,4.77,4.5,,3.71,5.57,,,20.67,3.71,5.83,24.38,7.15,,11.123457,6.574074,16.401235,2.088444,,7.277778,78.4292
US_OR_41015,2020-06-09,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,8,17,,-14,,5.92,7.8,4.57,5.65,,5.38,6.46,,5.65,19.36,5.11,6.99,23.13,8.07,6.19,14.030864,8.660494,19.432099,0.0,,7.342593,62.853765
US_OR_41015,2020-06-10,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,20,19,,-14,,5.08,12.03,6.15,5.88,5.88,4.81,5.88,,4.28,17.64,6.15,7.21,33.4,5.34,,16.32716,12.37037,21.234568,0.112889,,12.018519,73.346929
US_OR_41015,2020-06-11,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,17,12,72,-17,,4.56,11.53,5.09,,,4.56,7.24,,4.82,18.23,5.63,6.43,27.61,10.45,,16.598765,12.561728,21.228395,0.141111,,12.157407,72.659453
US_OR_41015,2020-06-12,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,23,21,97,-17,,,11.66,7.42,4.51,,5.3,5.04,,5.57,18.02,5.04,6.1,24.12,9.54,,14.259259,12.037037,18.888889,1.580444,,11.555556,83.415999
US_OR_41015,2020-06-13,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,35,31,,-4,,,7.75,7.2,5.26,,6.37,5.82,,,18.0,5.82,6.37,24.37,8.31,4.43,12.407407,9.851852,16.135802,2.427111,,8.685185,79.004552
US_OR_41015,2020-06-14,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,42,,,-7,,4.58,7.74,4.87,5.16,4.01,5.16,4.58,,4.87,21.2,4.01,5.44,27.8,4.01,4.87,13.265432,8.259259,18.654321,0.479778,,8.342593,71.508468
US_OR_41015,2020-06-15,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,18,19,,-16,,5.12,12.53,,4.86,6.14,7.67,7.67,,6.14,20.71,,7.16,30.69,7.67,5.37,13.783951,10.425926,17.753086,1.298222,,10.509259,81.349305
US_OR_41015,2020-06-16,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,24,23,,-14,,,8.88,6.27,6.53,,,3.65,,5.74,18.02,4.96,5.48,33.94,7.83,3.92,12.364198,10.080247,15.759259,5.051778,,9.564815,84.7107
US_OR_41015,2020-06-17,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,23,20,,-15,,4.14,8.01,7.18,6.91,4.97,,6.35,,4.97,20.71,,5.52,29.0,6.35,4.42,13.709877,9.092593,19.561728,3.358444,,9.064815,73.486758
US_OR_41015,2020-06-18,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,29,25,119,-19,,3.75,10.99,5.9,5.9,4.29,6.43,5.09,,7.24,16.62,,9.38,23.33,7.24,5.09,16.740741,10.08642,23.697531,0.0,,10.277778,63.089269
US_OR_41015,2020-06-19,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,31,31,130,-16,,6.92,10.8,,4.98,6.09,,6.37,,6.37,15.51,6.37,9.97,27.14,5.54,3.88,16.320988,10.62963,23.67284,0.0,,10.814815,67.400571
US_OR_41015,2020-06-20,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,41,,,-4,,4.48,9.52,7.0,5.6,,,,,,19.04,4.76,8.4,26.87,6.44,5.04,15.351852,11.271605,21.012346,0.0,,11.472222,76.193793
US_OR_41015,2020-06-21,ChIJB3QJGv8txVQR6PPF_zzVDlM,Q484411,geoId/41015,US,United States of America,OR,Oregon,41015,Curry County,US,USA,2,0,0,7,0,,,22630,11155,11475,1828,1811,1824,1918,2051,3327,4803,3448,1620,1837110,42.48,-124.136667,5150,75.85,64,,,-2,,5.72,12.01,5.15,7.72,5.15,,,,7.72,15.15,,5.43,25.44,4.0,,16.123457,12.864198,21.12963,0.181429,,13.231481,81.654143
