location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WI_55005,2020-07-24,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,9,0,96,2,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,7,34,,-20,5,,,7.94,2.77,12.0,7.02,5.91,,,8.31,3.51,2.77,3.14,7.57,,3.14,,5.54,,7.39,4.62,,4.99,3.32,4.25,,4.06,3.32,4.99,22.53,9.42,4.62,9.42,4.99,,4.62,,5.91,36.0,3.14,9.6,,6.28,4.43,,,2.77,,,21.888889,15.961111,30.216667,0.1905,,17.627778,76.902151
US_WI_55005,2020-07-25,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,3,0,99,2,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,9,44,,6,,2.69,3.66,7.7,3.85,15.59,6.35,5.58,,,4.81,4.43,,,6.74,3.46,,3.85,3.08,4.04,7.12,4.43,,2.69,3.27,3.27,3.08,5.01,4.24,5.39,20.21,5.78,3.66,10.59,,2.69,4.04,2.69,6.93,35.04,,9.24,3.27,8.47,3.27,3.66,3.46,3.85,,,25.977778,22.944444,29.872222,0.689429,,22.383333,80.734489
US_WI_55005,2020-07-26,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,17,1,116,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,21,45,,0,,,4.02,6.94,5.85,11.33,3.84,5.85,,2.56,4.38,4.2,,,8.59,3.84,5.3,4.38,4.2,2.74,7.86,5.48,,5.3,5.12,4.93,2.56,4.75,2.92,5.3,23.93,6.94,2.56,8.95,,5.48,4.93,3.11,4.38,32.89,5.12,11.14,2.92,7.67,3.47,,,,2.56,,24.016667,20.661111,28.65,15.71625,,21.738889,87.192223
US_WI_55005,2020-07-27,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,9,0,125,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,14,40,,-17,2,,5.99,9.43,5.08,16.32,7.25,7.07,,3.27,5.44,4.72,4.72,2.54,7.62,4.17,3.08,4.17,3.45,3.63,8.71,5.44,,5.44,5.26,5.26,,4.35,3.63,5.8,23.94,6.71,,12.33,3.08,2.72,4.72,4.72,6.89,37.55,5.08,11.25,3.27,4.72,4.9,3.81,,,4.35,,21.427778,14.227778,27.211111,8.2296,,15.016667,66.965089
US_WI_55005,2020-07-28,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,8,0,133,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,13,32,,-18,3,,4.03,7.7,,12.46,8.06,14.12,3.3,3.12,3.3,5.32,5.32,,7.33,2.75,2.57,5.32,5.32,,6.97,4.4,,7.33,4.77,3.12,,5.32,,5.5,23.46,5.32,,11.18,,4.77,4.22,3.48,5.13,35.01,4.95,11.0,3.12,7.15,2.75,3.3,,,3.12,,20.772222,14.505556,27.0,0.0508,,14.5,67.455615
US_WI_55005,2020-07-29,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,12,0,145,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,13,33,,-16,3,,,8.18,4.09,14.32,7.62,10.97,,,4.28,5.58,3.53,3.53,8.55,2.98,4.28,4.28,5.21,,7.62,4.46,2.6,5.76,4.28,3.9,,2.6,,5.95,29.75,4.83,,8.37,,4.83,,,5.58,37.37,2.98,8.37,4.46,3.72,3.72,,3.35,,2.98,3.53,20.233333,12.833333,26.605556,0.2286,,14.266667,68.678094
US_WI_55005,2020-07-30,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,62,0,207,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,14,43,,-19,3,,4.23,10.3,3.68,17.85,8.46,10.49,2.94,4.78,5.7,3.13,,,10.86,4.97,3.5,3.31,4.23,,8.46,4.78,,3.5,6.07,4.23,2.58,4.05,2.76,4.78,25.21,5.34,,9.2,,3.5,,,4.97,41.03,3.5,7.54,2.76,4.78,4.42,5.15,2.76,,,,19.655556,12.038889,26.272222,0.0508,,13.377778,67.199168
US_WI_55005,2020-07-31,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,21,0,228,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,10,46,,-19,4,,4.5,5.81,,10.88,9.19,6.56,,3.38,5.62,3.75,3.38,2.62,4.88,2.81,5.25,3.19,3.19,3.56,8.06,4.12,,3.94,3.94,2.62,,4.88,4.12,4.31,24.75,3.38,4.5,9.19,,,2.62,2.62,5.06,35.44,3.56,6.19,2.62,8.06,4.5,2.62,,,3.19,,19.133333,10.838889,26.972222,0.0254,,12.644444,66.168993
US_WI_55005,2020-08-01,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,25,0,253,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,6,41,,2,,,4.3,8.98,6.83,15.04,7.81,5.47,,,5.86,3.71,3.71,,7.62,,3.71,,2.93,2.93,9.37,5.47,,3.32,,2.93,2.73,2.73,2.73,6.64,24.41,5.86,,10.74,,3.12,2.73,,6.05,31.63,5.27,9.96,,5.27,,3.12,,,,,19.772222,12.505556,27.083333,0.254,,15.061111,74.398649
US_WI_55005,2020-08-02,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,2,0,255,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,18,49,,1,,,5.56,7.97,,14.64,6.86,7.04,,,4.82,3.89,,3.15,8.71,2.78,3.71,,4.08,,16.31,5.56,,4.08,3.34,2.96,4.08,4.45,,4.26,24.09,5.37,,8.89,3.52,3.34,3.52,2.78,3.52,37.62,3.15,6.86,,7.23,2.96,3.34,2.78,,2.59,,17.988889,15.355556,22.088889,2.667,,14.205556,78.687712
US_WI_55005,2020-08-03,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,4,0,259,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,10,34,,-17,3,,3.02,8.18,5.15,11.91,7.11,6.93,2.84,,5.33,4.09,,,8.71,,2.84,4.09,5.69,2.84,7.82,4.8,,5.15,3.73,4.09,2.49,5.15,,7.29,25.59,4.98,2.49,10.13,3.02,2.84,5.33,,7.64,38.03,4.09,8.89,2.49,5.15,,5.51,,2.84,,2.67,14.744444,8.65,20.488889,0.0,,9.127778,69.15452
US_WI_55005,2020-08-04,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,5,0,264,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,12,30,,-18,3,2.7,3.96,5.39,3.06,11.69,6.29,5.75,3.6,4.32,5.58,4.32,2.7,2.88,10.61,3.96,3.96,,5.21,,10.61,4.5,,4.86,4.5,4.32,3.06,4.5,3.96,6.47,25.36,4.32,2.52,6.47,3.96,4.32,2.52,2.52,5.21,32.19,4.14,7.01,4.14,4.32,2.88,3.78,,2.52,3.24,2.88,15.95,9.994444,23.011111,0.0254,,10.277778,69.130705
US_WI_55005,2020-08-05,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,9,0,273,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,14,29,,-20,3,,2.57,7.52,4.22,16.32,4.95,5.69,3.12,2.75,4.77,4.04,2.94,,7.15,3.48,4.04,5.32,4.22,,9.54,5.5,,5.69,2.94,3.67,4.77,2.94,2.94,6.42,24.95,6.6,3.67,8.25,4.22,4.95,3.48,,4.04,36.14,4.77,10.09,,8.07,4.95,5.69,,2.57,3.48,,17.35,10.3,24.833333,0.0,,11.044444,66.561399
US_WI_55005,2020-08-06,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,3,0,276,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,14,41,,-18,3,,3.27,4.18,3.63,11.63,9.81,4.36,3.09,3.63,5.27,3.45,4.18,,5.09,,4.91,,4.0,,7.99,3.45,,6.72,4.54,,3.09,3.45,,6.72,21.25,4.91,3.27,5.45,3.27,4.54,3.27,,4.0,33.97,4.0,5.09,3.63,6.72,3.45,4.72,,3.27,2.73,,17.794444,10.644444,24.855556,0.0,,12.75,72.437686
US_WI_55005,2020-08-07,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,6,0,282,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,6,31,,-21,4,,4.01,4.2,3.1,9.48,5.11,7.84,,,6.2,4.56,3.1,3.65,7.3,3.1,3.83,,2.55,3.46,8.76,4.01,,4.56,5.47,,3.28,,2.92,6.38,22.62,4.2,3.83,8.57,2.92,5.11,3.28,,4.92,37.76,4.2,8.76,4.2,5.84,,2.74,,3.83,4.01,,20.133333,15.744444,26.738889,3.011714,,15.7,75.844762
US_WI_55005,2020-08-08,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,9,0,291,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,8,38,,4,,,3.35,8.47,9.85,14.18,6.3,8.07,,2.76,3.74,5.12,2.95,4.53,7.48,4.73,,,3.54,,6.89,8.07,,4.53,2.95,3.35,3.94,3.74,2.95,5.12,18.51,8.07,,10.44,,3.94,3.15,,3.15,29.74,4.14,9.85,3.94,7.09,3.94,2.76,,2.95,3.15,,23.211111,19.755556,27.622222,8.28675,,19.144444,78.073042
US_WI_55005,2020-08-09,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,2,0,293,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,22,47,,3,,,3.45,9.27,4.18,11.99,5.63,6.72,,,6.18,4.72,3.82,,8.9,2.54,3.63,2.73,3.09,,7.82,3.09,,3.63,4.54,4.36,4.18,4.0,,4.54,23.63,5.82,,9.81,2.54,3.45,4.0,,2.91,35.8,4.91,9.27,,8.0,4.72,4.0,,4.54,3.27,,21.788889,17.15,26.977778,4.60375,,19.372222,86.29865
US_WI_55005,2020-08-10,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,2,0,295,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,9,31,,-18,3,,5.65,8.48,5.12,12.36,7.24,4.06,3.88,,5.47,2.47,4.24,2.83,6.89,,3.36,3.0,4.59,2.65,8.83,4.77,3.71,3.36,4.24,3.71,3.88,4.06,2.83,8.3,26.84,7.42,3.36,8.48,,2.83,4.24,3.0,7.59,41.33,4.59,8.48,,7.42,4.42,3.36,2.47,3.0,3.36,,21.855556,18.355556,25.861111,3.77825,,16.422222,71.352752
US_WI_55005,2020-08-11,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,1,0,296,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,10,25,,-20,2,,4.21,6.96,5.86,12.64,6.96,6.41,,4.95,6.05,3.85,2.93,,7.69,3.48,4.21,2.75,2.93,2.75,8.24,5.86,2.93,4.03,4.95,2.93,3.66,3.66,4.95,6.23,22.72,5.13,3.66,9.16,3.85,4.58,4.4,,4.76,36.09,3.48,9.16,3.48,5.13,4.21,4.4,3.11,,4.03,3.11,18.916667,9.922222,28.388889,0.0,,12.077778,64.624001
US_WI_55005,2020-08-12,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,12,0,308,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,16,26,,-19,4,,3.02,4.8,3.91,12.62,5.69,6.4,,,4.45,5.33,,,9.42,3.91,4.27,3.73,3.38,,5.69,4.09,,3.56,3.73,3.73,4.8,,,6.4,18.49,6.93,3.38,7.29,,4.45,3.91,2.67,3.02,32.54,2.85,5.69,,4.98,,5.69,,2.67,2.85,,19.405556,13.372222,25.583333,6.265333,,14.933333,75.469797
US_WI_55005,2020-08-13,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,7,0,315,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,17,33,,-18,3,,5.33,7.9,3.49,12.67,7.9,5.88,,,5.88,4.96,,4.22,5.88,2.75,4.04,,5.14,3.12,8.08,7.71,,4.41,3.49,3.86,,,3.12,6.98,21.68,6.43,,8.08,4.04,2.75,2.94,,3.12,31.96,4.41,7.9,3.12,5.51,3.49,4.59,,,3.49,,20.9,16.511111,29.105556,7.676444,,17.438889,80.860003
US_WI_55005,2020-08-14,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,5,0,320,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,9,36,,-19,4,,4.93,7.86,3.65,12.43,6.03,3.84,,4.02,4.93,4.39,4.02,2.56,,,,,,,8.04,4.75,,6.76,4.02,3.65,,,2.56,5.48,22.11,6.21,3.11,11.88,,,,,4.75,31.98,4.93,8.96,3.47,6.03,3.84,4.2,3.65,,,,23.3,18.194444,28.055556,0.649111,,18.7,75.55825
US_WI_55005,2020-08-15,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,3,0,323,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,12,40,,4,,,4.43,7.05,8.26,12.89,6.24,7.05,,,4.43,,,,8.05,,,4.23,2.82,,6.44,3.83,3.02,3.02,4.43,3.83,3.22,3.02,,4.43,14.9,5.03,3.02,7.85,,,3.22,,,33.02,5.24,11.68,2.82,5.44,,5.03,,,,,19.361111,14.533333,25.655556,10.978444,,14.238889,72.323946
US_WI_55005,2020-08-16,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,3,0,326,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,18,47,,4,,3.07,4.04,9.03,12.49,12.68,5.76,5.19,,3.27,5.19,,5.76,2.88,7.88,4.42,3.46,3.46,4.23,,11.34,2.69,,5.0,4.04,3.07,4.23,3.46,2.88,6.15,18.64,4.8,4.23,10.18,2.69,,4.04,,3.46,37.08,3.65,10.57,,6.15,3.07,6.72,,3.65,,,19.138889,12.816667,26.005556,1.693333,,13.75,71.075808
US_WI_55005,2020-08-17,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,2,0,328,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,,,,-15,3,,4.22,4.95,6.42,11.74,5.32,3.3,,,6.6,3.48,3.85,,7.7,3.85,2.75,,3.85,2.57,9.54,5.32,,4.58,3.67,2.57,3.67,4.4,,7.89,18.52,4.22,,9.17,,3.85,5.13,,,38.7,3.85,5.68,2.57,6.42,3.3,3.67,,,4.4,3.67,18.944444,14.294444,23.761111,0.1905,,12.75,67.414495
US_WI_55005,2020-08-18,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,8,0,336,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,,,,-16,3,,3.68,5.89,6.62,10.3,9.56,4.05,,,4.6,3.5,4.05,2.76,5.33,,,3.86,2.58,2.58,9.56,6.07,,5.7,,,3.86,6.99,3.31,8.09,17.29,6.62,2.58,6.62,2.94,5.33,3.68,,5.52,38.81,4.05,3.86,3.13,8.28,3.13,4.23,2.94,2.58,,,16.577778,8.755556,24.355556,0.0,,10.705556,68.349713
US_WI_55005,2020-08-19,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,7,0,343,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,,,,-17,3,2.94,3.3,5.5,6.97,16.7,8.26,5.32,,,5.32,5.32,3.67,3.49,7.16,2.57,4.59,3.3,7.34,,6.05,3.12,2.57,5.5,2.94,4.95,3.49,4.95,5.5,7.16,20.18,5.5,4.04,6.42,,4.04,3.12,,3.3,35.78,4.04,8.26,3.3,4.77,4.4,3.3,2.57,3.12,2.94,,18.9,11.961111,26.7,0.0,,13.561111,71.279767
US_WI_55005,2020-08-20,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,3,0,346,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,,,,-16,2,3.51,3.33,8.87,4.8,14.04,7.76,7.21,,3.51,6.1,2.96,4.25,,4.99,3.7,,,4.99,3.14,7.95,3.51,,3.7,5.17,,,3.14,,6.65,18.29,5.36,,9.24,2.96,,3.51,3.33,4.99,37.88,,9.79,,4.8,,4.62,,,4.07,,21.55,15.655556,27.433333,0.0,,15.905556,70.413952
US_WI_55005,2020-08-21,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,1,0,347,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,,,,,2,,3.88,6.09,4.99,12.93,6.46,6.46,,,5.36,3.51,4.43,2.58,6.46,2.77,3.14,2.58,,,8.68,2.77,3.14,,,2.58,,3.69,,5.54,20.68,6.83,3.51,8.31,2.58,3.88,5.72,,5.17,35.08,5.54,7.39,3.32,7.02,4.25,4.62,2.95,,,,22.627778,17.127778,29.588889,0.60325,,17.633333,73.645166
US_WI_55005,2020-08-22,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,6,0,353,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,,,,,,,6.59,6.39,4.65,14.14,7.17,6.01,,2.71,6.2,3.88,2.91,,5.62,4.65,,3.68,4.65,,5.42,4.26,,5.42,2.71,5.04,4.07,4.07,,6.39,19.76,4.84,3.1,8.91,,2.91,4.65,,3.68,35.65,,6.78,3.49,9.49,4.07,4.46,,3.88,3.49,2.71,21.622222,18.183333,26.133333,11.720286,,18.544444,82.86874
US_WI_55005,2020-08-23,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,5,0,358,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,,,,,,,6.3,9.73,5.34,17.56,4.58,3.05,4.01,,5.15,2.86,2.86,2.67,6.11,3.82,3.25,3.63,2.86,3.05,6.68,4.2,3.25,6.11,,4.58,4.01,4.39,3.44,5.15,19.85,6.3,,12.6,,,4.58,,2.67,32.64,3.63,8.97,2.67,6.3,,,,2.86,4.39,,22.561111,16.944444,29.333333,2.9464,,19.011111,80.518684
US_WI_55005,2020-08-24,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,0,0,358,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,,,,-14,3,3.63,4.33,7.96,4.84,13.5,4.84,6.4,,,5.54,3.12,3.98,,5.71,5.54,2.77,2.6,3.46,2.94,9.52,5.88,2.6,3.81,3.12,4.15,3.98,,,6.4,18.86,5.54,,11.07,2.94,3.98,3.12,,4.67,39.63,6.58,9.69,5.19,7.61,4.5,4.15,,2.42,,,22.633333,18.061111,28.411111,0.973667,,18.566667,78.002042
US_WI_55005,2020-08-25,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,1,0,359,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,,,,-16,2,,4.33,7.94,4.15,12.46,5.78,5.05,6.32,5.24,6.14,4.69,3.61,,4.51,3.97,3.61,,,2.53,5.96,3.97,,4.87,4.33,3.97,4.69,4.33,2.71,5.6,22.57,4.69,,8.12,,3.07,5.42,,3.61,35.56,3.97,9.21,4.33,8.85,5.05,2.53,,,3.25,,22.65,17.705556,27.983333,1.326444,,18.5,77.521417
US_WI_55005,2020-08-26,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,3,0,362,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,,,,-16,2,,3.6,4.15,5.41,14.6,7.57,5.05,,3.6,5.05,4.51,4.33,3.6,8.47,,3.97,4.15,2.7,,7.03,2.7,3.25,4.87,4.15,3.79,,3.79,,7.03,19.11,5.77,5.95,7.75,3.79,4.33,4.15,,7.03,36.23,3.06,8.29,3.06,4.15,3.79,,,3.42,,,24.838889,20.688889,30.861111,0.907143,,19.177778,71.02013
US_WI_55005,2020-08-27,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,1,0,363,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,,,,-15,2,,,6.32,,16.98,8.31,6.86,,,6.68,2.89,4.52,,6.5,3.97,3.79,3.25,3.07,,5.96,3.43,,3.43,2.71,5.06,5.24,4.15,3.25,5.42,20.95,2.71,,10.29,3.97,4.33,3.61,,2.71,34.32,4.15,7.04,3.43,4.88,3.25,3.97,,,3.25,,22.955556,18.144444,28.544444,0.22225,,18.816667,77.595374
US_WI_55005,2020-08-28,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,4,0,367,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,,,,,4,,5.52,6.05,4.27,11.21,6.58,3.91,,,5.34,2.85,,,6.23,3.2,4.09,,3.02,,6.23,4.09,,2.85,,3.91,2.67,,2.85,4.98,19.04,3.74,4.63,5.87,2.49,3.02,3.02,,,32.56,,6.76,2.85,4.09,3.74,3.56,,3.74,2.67,,20.611111,17.122222,25.627778,5.007429,,17.416667,82.072369
US_WI_55005,2020-08-29,ChIJLWAq8FoFrVIR29KfCeKNR24,Q494916,geoId/55005,US,United States of America,WI,Wisconsin,55005,Barron County,US,USA,2,4,0,371,3,,,45141,22578,22563,5263,5374,4726,5101,5076,6596,6389,4172,2444,1798736,45.42,-91.85,2305,,,,,,,4.12,6.59,3.71,14.41,6.18,4.94,3.71,3.09,5.76,3.91,,2.88,5.56,,3.29,3.09,4.94,3.29,,6.59,3.09,5.35,2.88,3.09,,,,4.74,18.53,3.91,,8.03,3.71,3.09,3.71,,,36.86,,5.56,,5.76,,5.35,,5.56,,,18.5,12.277778,23.122222,5.785556,,12.494444,68.199916
