location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IA_19191,2020-10-04,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,2,0,355,8,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-10,9.11,11.09,6.34,5.94,8.32,9.9,,21.39,,7.13,38.83,7.53,,6.088889,-0.022222,12.711111,0.0,,0.427778,67.198753
US_IA_19191,2020-10-05,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,3,0,358,8,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-16,,-16,8.43,13.94,9.4,7.78,8.11,7.78,9.08,31.77,10.05,7.13,36.31,7.78,8.43,9.761111,2.322222,19.883333,0.0,,1.561111,56.770088
US_IA_19191,2020-10-06,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,4,0,362,8,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-3,,-20,5.88,13.07,8.5,,4.9,8.17,12.09,20.59,4.9,7.84,36.92,,4.9,15.488889,7.338889,25.022222,0.0,,6.411111,54.848358
US_IA_19191,2020-10-07,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,1,0,363,8,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-5,,-20,10.28,9.59,8.22,5.14,9.25,7.19,7.88,17.13,,6.17,39.05,6.17,5.14,17.633333,9.527778,23.355556,0.0,,6.211111,47.260781
US_IA_19191,2020-10-08,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,7,1,370,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-10,,-15,7.01,11.35,9.01,6.67,7.01,9.01,,22.7,9.68,7.01,43.05,8.34,,12.255556,4.35,20.833333,0.0,,3.566667,56.1619
US_IA_19191,2020-10-09,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,8,0,378,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,4,,-20,,9.48,9.48,,7.72,7.72,4.91,25.27,,,33.34,4.91,,18.077778,11.316667,28.133333,0.0,,8.561111,54.021644
US_IA_19191,2020-10-10,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,4,0,382,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,18,,-14,7.01,11.55,6.18,,7.83,7.01,,16.5,7.01,8.66,42.06,8.66,,17.638889,10.905556,24.322222,0.0,,8.994444,57.278448
US_IA_19191,2020-10-11,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,6,0,388,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-17,10.32,8.41,9.17,,9.94,,6.11,17.96,9.17,8.79,35.16,5.35,5.73,13.422222,7.75,22.627778,0.0,,7.466667,67.652219
US_IA_19191,2020-10-12,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,4,0,392,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-12,,-16,5.11,13.09,9.9,6.07,6.38,7.98,,22.98,6.07,6.38,35.75,7.34,6.7,15.572222,9.761111,20.905556,0.5334,,9.377778,67.073834
US_IA_19191,2020-10-13,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,7,0,399,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-6,,-19,5.67,10.34,7.0,6.33,11.67,,8.34,16.34,6.33,4.67,33.34,5.33,9.0,12.255556,7.394444,17.661111,4.8768,,1.422222,47.748063
US_IA_19191,2020-10-14,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,3,0,402,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-8,,-18,4.99,9.64,7.31,5.65,4.65,5.98,6.65,17.95,5.65,7.31,43.55,7.31,,11.366667,5.088889,18.138889,0.0,,1.916667,52.356557
US_IA_19191,2020-10-15,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,9,0,411,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-8,,-18,7.31,8.97,8.31,7.64,7.31,5.98,5.98,25.92,5.32,,32.57,7.31,4.65,7.677778,1.683333,16.372222,0.0,,-1.777778,51.511544
US_IA_19191,2020-10-16,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,11,0,422,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,1,,-15,8.38,6.98,14.66,,6.28,,4.89,25.82,,,33.5,7.68,,4.433333,-0.088889,10.172222,0.0508,,-3.394444,57.169118
US_IA_19191,2020-10-17,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,3,0,425,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,9,,-9,6.8,10.8,6.4,,,,,25.99,8.0,,37.59,6.8,,8.277778,1.272222,17.688889,0.2032,,-1.922222,49.166849
US_IA_19191,2020-10-18,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,4,0,429,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-14,9.02,8.64,6.01,,7.89,6.01,,22.17,5.63,7.51,37.19,8.27,5.26,4.966667,0.988889,12.844444,0.254,,-1.505556,63.441396
US_IA_19191,2020-10-19,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,4,0,433,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-12,,-20,7.14,8.16,6.8,,7.14,5.1,4.76,21.75,7.14,8.84,36.03,6.46,7.14,-0.166667,-2.716667,2.438889,0.0762,,-5.35,68.372671
US_IA_19191,2020-10-20,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,14,0,447,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-19,,-20,,8.23,9.88,4.61,9.22,6.92,6.26,25.03,4.61,5.27,30.95,,6.26,1.255556,-1.066667,4.833333,0.0508,,-1.955556,79.407564
US_IA_19191,2020-10-21,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,4,0,451,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-10,,-17,8.54,10.6,8.2,,8.54,12.65,9.91,23.93,5.81,5.47,33.5,4.79,7.52,3.777778,1.255556,6.111111,2.902857,,1.4,84.655679
US_IA_19191,2020-10-22,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,8,0,459,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-15,,-20,8.55,7.92,7.6,7.28,5.38,6.33,4.75,21.85,5.7,5.38,31.67,4.43,6.02,3.333333,1.422222,4.927778,1.524,,1.45,87.556224
US_IA_19191,2020-10-23,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,1,0,460,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-3,,-15,5.78,9.18,7.14,,9.52,4.76,5.44,16.66,,4.76,34.33,6.12,6.8,2.685185,1.734568,3.882716,29.718,,1.314815,90.829547
US_IA_19191,2020-10-24,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,6,0,466,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-3,,-8,,,,5.56,7.15,,6.35,15.48,5.96,,37.72,,7.15,-0.188889,-4.311111,2.916667,0.9906,,-4.422222,73.493071
US_IA_19191,2020-10-25,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,8,0,474,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-17,9.51,5.49,10.61,,10.98,7.32,11.71,25.24,,5.49,35.12,,,-0.672222,-2.483333,0.911111,0.0,,-5.188889,71.841106
US_IA_19191,2020-10-26,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,3,0,477,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-17,,-16,9.16,9.82,12.76,,8.51,,6.55,18.33,,,32.07,4.58,7.53,-2.522222,-5.266667,0.338889,1.161143,,-5.5,80.259215
US_IA_19191,2020-10-27,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,8,0,485,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-15,,-20,9.17,5.24,10.48,,7.53,6.88,6.22,18.02,4.91,,36.03,6.55,5.24,-2.838889,-6.688889,2.083333,0.0254,50.8,-8.394444,66.07068
US_IA_19191,2020-10-28,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,12,0,497,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-12,,-14,9.22,7.85,6.14,5.46,8.88,9.56,6.14,27.31,,7.17,39.59,8.19,9.9,1.8,-3.505556,12.055556,0.0,,-4.816667,61.72806
US_IA_19191,2020-10-29,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,14,0,511,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-13,,-12,,6.57,9.2,5.25,7.23,9.53,7.23,27.59,4.93,,30.55,5.25,5.25,3.5,0.461111,7.7,0.0254,,-0.344444,76.313311
US_IA_19191,2020-10-30,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,14,0,525,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-5,,-13,,7.37,5.61,,7.01,7.01,4.91,24.2,5.61,,31.57,4.91,,1.744444,-2.022222,7.438889,0.0,,-3.761111,67.070606
US_IA_19191,2020-10-31,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,13,0,538,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-10,,-7,6.29,6.71,6.71,,,9.64,9.64,21.8,,,27.67,,8.8,5.533333,-0.111111,16.427778,0.0,,-1.15,62.31014
US_IA_19191,2020-11-01,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,6,0,544,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-11,5.94,7.05,13.36,5.57,7.42,7.79,,17.44,,10.76,31.54,8.53,,2.339506,-2.277778,11.864198,0.0,,-6.191358,53.575406
US_IA_19191,2020-11-02,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,9,0,553,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-22,,-15,8.43,5.51,13.3,6.49,7.46,8.11,7.13,19.46,4.54,5.84,29.19,5.84,,1.123457,-6.388889,13.117284,0.0,,-7.0,54.867309
US_IA_19191,2020-11-03,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,5,0,558,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-3,,-18,7.58,4.85,6.97,,6.36,12.12,4.85,16.06,4.54,,36.06,4.24,,9.234568,0.135802,22.765432,0.0,,-0.117284,52.284655
US_IA_19191,2020-11-04,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,7,0,565,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-20,,-17,,6.73,10.25,,7.61,11.42,,14.93,7.32,,30.44,5.27,,12.965278,4.5,21.361111,0.0,,5.277778,59.756426
US_IA_19191,2020-11-05,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,18,0,583,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-20,,-14,5.38,11.39,10.44,,8.86,13.92,5.06,18.03,6.01,7.59,30.68,,7.91,12.861111,5.388889,22.520833,0.0,,5.083333,59.262039
US_IA_19191,2020-11-06,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,12,0,595,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-12,,-19,6.51,6.17,5.14,,7.54,12.0,7.54,19.2,8.57,,31.88,7.54,6.17,12.868056,5.479167,22.5625,0.0,,5.722222,61.947444
US_IA_19191,2020-11-07,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,19,0,614,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-7,,-6,5.93,7.51,10.67,,5.93,7.9,,19.36,5.93,6.32,30.03,8.3,,16.340278,11.8125,21.604167,0.0,,11.493056,73.198346
US_IA_19191,2020-11-08,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,21,0,635,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-9,6.78,10.17,10.17,5.27,6.4,5.27,6.02,25.23,,6.78,38.41,9.04,,16.0625,11.868056,22.326389,0.0,,10.680556,70.599079
US_IA_19191,2020-11-09,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,5,0,640,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-20,,-15,6.34,6.34,9.84,5.08,7.3,7.93,6.03,29.19,10.47,5.39,41.56,,9.84,17.895833,12.645833,21.25,0.0,,14.666667,81.597844
US_IA_19191,2020-11-10,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,18,0,658,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-20,6.87,9.06,6.25,5.62,5.31,10.0,8.12,23.12,4.69,,36.25,,8.12,4.6875,1.576389,15.319444,14.9225,,3.6875,93.308858
US_IA_19191,2020-11-11,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,18,0,676,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-14,,-20,8.14,8.14,7.17,7.17,8.47,10.1,9.45,25.08,6.19,7.49,36.81,5.86,5.86,1.2,-3.088889,6.788889,7.8486,,-1.744444,81.381753
US_IA_19191,2020-11-12,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,23,0,699,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-21,,-15,6.93,,6.6,,9.9,9.57,9.57,21.78,,7.26,32.67,4.62,8.91,1.972222,-2.327778,7.727778,0.0,,-0.255556,85.355994
US_IA_19191,2020-11-13,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,14,0,713,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-15,,-18,6.66,6.99,5.99,,8.66,6.33,6.33,23.64,,,29.97,,4.66,-2.922222,-8.122222,3.777778,0.127,,-6.844444,74.779367
US_IA_19191,2020-11-14,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,20,0,733,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-11,,-7,6.81,6.01,8.81,,7.21,10.41,,18.82,,,40.84,7.21,6.01,0.25,-3.577778,4.727778,0.0,,-3.85,74.269853
US_IA_19191,2020-11-15,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,15,0,748,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-11,5.8,6.17,6.89,,12.7,7.26,6.53,22.86,,6.17,34.11,,5.8,3.272222,-0.75,7.583333,1.4986,,0.811111,84.143656
US_IA_19191,2020-11-16,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,8,0,756,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-22,,-16,10.02,9.36,7.35,,10.36,6.35,6.35,28.07,7.02,6.35,32.07,8.35,6.35,-0.027778,-4.677778,7.955556,0.127,,-4.055556,74.616366
US_IA_19191,2020-11-17,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,29,0,785,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-19,9.4,5.37,11.08,6.04,9.74,10.75,7.72,32.24,8.39,5.04,32.57,,,-0.772222,-6.138889,4.672222,0.0,,-5.516667,70.64823
US_IA_19191,2020-11-18,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,20,0,805,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-22,,-17,8.43,6.41,12.47,,11.46,9.78,8.09,24.95,5.06,,34.73,5.39,9.44,3.555556,-2.044444,11.711111,0.0,,-3.644444,59.605454
US_IA_19191,2020-11-19,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,35,0,840,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-17,6.55,8.62,13.44,7.24,6.89,9.99,8.27,21.02,7.24,8.62,31.36,,,11.116667,5.538889,17.261111,0.0,,2.488889,55.60579
US_IA_19191,2020-11-20,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,20,0,860,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-18,,-12,,6.8,9.67,,9.31,6.8,10.03,18.27,6.09,,29.73,6.09,6.09,6.355556,1.7,12.555556,0.0,,2.677778,77.595619
US_IA_19191,2020-11-21,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,23,0,883,9,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-26,,-13,9.92,7.09,8.98,,10.39,8.5,,19.84,,,31.18,,,-0.211111,-5.294444,5.661111,0.0,,-3.244444,80.183248
US_IA_19191,2020-11-22,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,6,1,889,10,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-16,10.01,7.39,6.96,,10.44,,,21.75,,,35.23,,7.39,0.388889,-4.661111,7.216667,0.0,,-2.516667,80.995332
US_IA_19191,2020-11-23,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,14,0,903,10,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-21,10.99,8.95,,,9.77,8.14,8.14,23.2,,,30.12,,7.73,0.144444,-5.305556,4.883333,0.0,,-3.344444,77.638319
US_IA_19191,2020-11-24,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,12,0,915,10,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-25,6.2,8.52,,,5.81,5.81,,18.21,,,33.71,5.42,8.91,0.55,-2.561111,2.316667,0.6858,,-1.061111,89.06711
US_IA_19191,2020-11-25,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,18,1,933,11,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-29,6.31,,8.28,,9.46,5.52,7.89,16.96,,5.52,31.55,7.1,,1.794444,0.85,2.783333,5.0292,30.48,1.25,96.273576
US_IA_19191,2020-11-26,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,21,1,954,12,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-87,,,,,,,,17.79,,,35.57,,,1.983333,0.872222,3.75,0.0762,54.61,0.7,91.44424
US_IA_19191,2020-11-27,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,4,0,958,12,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-13,,-55,,,,,10.76,9.11,7.45,16.15,,,25.67,,,0.577778,-2.233333,3.561111,0.0,,-2.7,78.949011
US_IA_19191,2020-11-28,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,4,0,962,12,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,-21,,-19,,10.83,,,,,,16.7,,8.57,37.0,6.77,7.22,1.522222,-3.5,10.566667,0.0,,-2.8,73.227691
US_IA_19191,2020-11-29,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,14,1,976,13,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-19,9.36,9.76,,6.1,6.92,,,20.75,,,34.58,6.1,6.1,2.305556,-2.127778,7.127778,0.0,,-1.544444,75.980612
US_IA_19191,2020-11-30,ChIJRxD1G55U-ocRj906wI6aURU,Q485361,geoId/19191,US,United States of America,IA,Iowa,19191,Winneshiek County,US,USA,2,8,0,984,13,,,20129,9989,10140,1846,2962,2960,1960,2029,2846,2721,1572,1233,1792818,43.283333,-91.866667,690,82.04,,,-18,5.97,12.99,9.13,5.62,9.48,10.53,5.26,23.16,8.78,5.62,31.94,8.78,,-3.144444,-6.616667,0.561111,0.0,,-8.422222,67.197798
