location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IN_18073,2020-07-06,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,4,0,132,2,,,0,0,0,0,0,0,1,1,0,2,0,1,4,4,3,20,31,26,12,19,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,2,57,73,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,16,18,26,-31,5,3.79,5.58,4.02,14.73,6.25,3.35,5.8,3.79,3.79,,3.57,7.14,5.13,4.24,4.24,4.69,,3.57,8.03,24.77,4.69,14.95,,5.58,4.46,31.69,5.58,12.28,9.82,4.24,4.02,26.537037,19.487654,33.0,0.479778,18.722222,62.555538
US_IN_18073,2020-07-07,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,8,0,140,2,,,0,1,0,0,0,2,2,1,1,1,0,2,4,4,3,22,33,27,13,20,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,4,61,77,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,3,7,27,-28,5,4.75,5.89,3.62,11.32,6.79,4.98,5.89,5.66,5.21,4.53,,6.34,5.21,6.79,13.59,,3.4,3.17,5.89,23.55,3.85,8.38,,3.17,6.79,36.91,4.75,9.74,6.11,,4.98,26.487654,20.32716,32.895062,0.762,20.95679,71.816292
US_IN_18073,2020-07-08,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,3,0,143,2,,,0,0,0,0,0,1,1,1,0,0,0,2,4,4,3,23,34,28,13,20,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,2,62,79,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,8,8,27,-27,5,4.42,6.04,,13.71,6.51,7.67,6.51,,7.44,3.49,4.88,11.85,4.42,5.11,7.44,3.25,3.72,,7.67,25.8,3.95,9.06,3.72,3.49,6.04,36.49,3.95,13.25,8.6,6.28,6.04,26.37037,20.574074,32.753086,0.635,21.444444,74.493393
US_IN_18073,2020-07-09,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,3,0,146,2,,,0,0,0,1,1,0,1,0,0,0,0,2,4,5,4,23,35,28,13,20,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,1,64,80,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,15,14,29,-26,5,3.7,5.55,,13.17,3.7,6.93,5.32,4.39,6.24,,,5.55,4.62,6.7,4.62,4.16,,3.93,9.24,20.57,6.47,10.63,3.7,5.08,7.63,32.81,4.16,10.4,6.93,3.47,3.23,25.907407,20.302469,32.469136,0.0,20.975309,74.34467
US_IN_18073,2020-07-10,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,8,0,134,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,3,7,24,-27,5,,7.07,4.24,13.43,6.36,4.71,4.0,,6.13,3.3,3.3,8.95,3.3,6.13,3.53,3.3,,3.77,8.48,20.97,8.01,11.54,,4.71,5.89,30.86,3.53,9.89,5.89,3.77,,25.154321,21.037037,30.117284,4.4196,20.808642,76.971257
US_IN_18073,2020-07-11,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,2,0,148,2,,,0,0,0,0,1,0,0,0,1,0,0,2,4,5,5,23,35,28,14,20,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,65,81,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,14,24,56,-2,,,7.37,4.42,13.27,5.16,5.16,3.69,5.16,6.88,3.44,5.9,7.37,4.42,4.42,3.69,3.44,,3.93,5.41,19.16,4.67,9.83,,3.44,,30.47,,11.55,6.63,,,23.574074,18.376543,28.944444,2.413,18.209877,72.010754
US_IN_18073,2020-07-12,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,1,0,149,2,,,0,0,0,0,0,1,0,0,0,0,0,2,4,5,5,24,35,28,14,20,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,65,82,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,18,24,46,-9,,3.79,7.81,4.02,14.9,5.68,6.86,6.62,3.31,6.62,,,8.52,4.5,4.73,3.79,3.55,6.86,,5.92,23.66,8.28,13.49,,4.02,3.79,39.75,4.73,11.83,5.68,4.5,3.79,22.048611,18.270833,27.291667,4.7244,18.243056,79.118243
US_IN_18073,2020-07-13,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,1,0,150,2,,,0,0,0,0,0,0,0,0,1,0,0,2,4,5,5,24,35,28,15,20,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,65,83,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,11,15,21,-22,3,3.49,6.74,3.95,15.8,9.06,4.42,6.74,3.49,5.11,,,8.83,,6.04,,,3.49,,7.67,26.96,7.67,11.62,4.18,,,41.36,5.11,9.76,6.74,4.65,4.65,21.277778,15.123457,26.567901,1.382889,15.308642,68.979734
US_IN_18073,2020-07-14,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,3,0,153,2,,,0,0,1,0,0,0,2,0,0,0,0,2,5,5,5,24,37,28,15,20,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,3,65,86,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,1,7,21,-25,5,3.75,9.14,,11.24,5.15,4.92,6.09,3.28,6.79,,4.45,6.33,,4.45,4.22,4.22,,3.75,11.24,21.55,3.98,11.71,3.98,4.68,5.15,35.14,,11.01,9.14,,5.86,21.382716,13.635802,28.37037,0.0,15.240741,68.087757
US_IN_18073,2020-07-15,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,8,0,161,2,,,0,0,0,0,0,1,0,0,3,2,0,2,5,5,5,25,37,28,18,22,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,4,69,90,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,5,10,22,-25,4,3.88,5.48,,10.05,9.83,3.88,6.17,5.03,5.03,5.71,3.43,8.91,3.43,4.34,5.48,3.43,,4.57,6.63,23.54,5.48,7.54,,3.66,5.48,39.53,,8.46,5.94,3.88,4.34,23.697531,17.703704,29.771605,0.0,18.234568,71.576999
US_IN_18073,2020-07-16,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,6,0,167,2,,,0,0,0,2,1,2,1,0,0,0,0,2,5,7,6,27,38,28,18,22,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,6,69,96,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,13,19,22,-25,4,5.76,3.91,,13.35,5.99,7.14,4.14,,7.83,4.14,3.22,7.6,4.38,,5.07,,,5.3,6.68,23.02,5.53,8.06,5.53,5.76,3.45,33.16,3.91,10.82,5.53,3.45,4.61,23.006173,20.080247,26.82716,14.520333,20.419753,85.442818
US_IN_18073,2020-07-17,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,6,0,173,2,,,0,0,1,1,1,1,1,1,0,0,0,2,6,8,7,28,39,29,18,22,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,4,71,100,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,0,8,25,-25,4,4.08,6.0,5.76,11.76,4.08,6.0,6.24,3.84,5.52,,3.6,8.64,3.84,,,3.84,3.36,3.6,6.0,22.56,6.96,11.76,,3.6,,32.4,4.8,9.6,3.36,5.52,5.52,23.037037,16.623457,29.481481,0.73025,18.746914,76.876976
US_IN_18073,2020-07-18,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,2,0,175,2,,,0,0,0,0,0,0,0,0,0,2,0,2,6,8,7,28,39,29,18,24,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,72,101,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,4,24,48,-3,,,6.77,4.76,10.78,6.52,4.01,4.76,,6.02,,4.26,6.27,4.51,4.26,,3.51,3.51,3.76,5.01,20.3,,12.53,,4.26,,32.34,4.51,12.03,6.77,,,25.604938,19.919753,31.302469,0.0,21.938272,80.252246
US_IN_18073,2020-07-19,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,2,0,177,2,,,0,0,0,0,0,0,0,1,1,0,0,2,6,8,7,28,39,30,19,24,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,73,102,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,10,25,42,-9,,4.34,5.48,,13.94,6.85,5.25,3.43,,8.45,3.88,4.57,11.2,5.03,3.2,,5.25,,4.57,4.11,24.67,5.25,11.65,5.71,5.03,4.11,37.01,3.43,14.16,3.88,6.62,3.2,25.524691,21.382716,29.339506,1.778,22.62963,84.105863
US_IN_18073,2020-07-20,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,2,0,179,2,,,0,0,0,0,0,2,0,0,0,0,0,2,6,8,7,30,39,30,19,24,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,74,103,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,6,15,15,-25,3,4.1,5.24,4.78,15.03,4.1,5.24,5.47,3.42,7.97,5.01,4.78,10.7,5.69,,3.87,3.19,4.33,3.19,4.33,31.43,7.51,14.57,5.24,3.87,4.1,31.43,4.1,11.61,3.64,5.24,3.42,23.401235,19.123457,28.308642,6.491111,19.141975,77.173156
US_IN_18073,2020-07-21,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,3,0,182,2,,,0,0,0,1,0,0,0,0,0,2,0,2,6,9,7,30,39,30,19,26,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,2,75,105,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,-4,11,20,-26,5,4.97,8.58,3.16,14.68,5.42,4.52,10.16,3.61,8.13,3.84,4.07,7.68,5.42,5.42,4.74,3.16,3.61,,8.36,21.68,5.42,12.2,5.2,,4.07,33.66,3.16,9.94,4.74,3.39,,22.864198,19.722222,26.796296,0.2032,19.549383,81.692108
US_IN_18073,2020-07-22,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,5,0,187,2,,,0,0,0,3,0,0,1,1,0,0,0,2,6,12,7,30,40,31,19,26,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,3,77,108,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,2,8,21,-22,4,6.69,6.46,,14.54,5.31,5.31,4.85,,6.46,,5.08,7.16,6.46,4.38,,,3.23,4.85,8.08,23.08,,10.15,,4.62,6.0,33.47,3.92,13.62,4.38,,,23.722222,20.623457,29.067901,2.159,21.364198,86.705076
US_IN_18073,2020-07-23,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,11,0,198,2,,,0,0,0,5,1,1,1,0,1,1,0,2,6,17,8,31,41,31,20,27,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,6,82,114,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,8,12,26,-24,3,5.17,7.51,,14.55,7.04,6.81,,3.76,9.86,3.29,5.87,5.63,4.23,6.57,6.81,,,,8.92,23.24,,12.68,5.17,,3.76,36.39,,11.97,5.4,,5.17,23.45679,18.54321,27.796296,0.0,19.216049,77.225487
US_IN_18073,2020-07-24,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,1,0,199,2,,,0,0,0,0,1,0,0,0,0,0,0,2,6,17,9,31,41,31,20,27,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,82,115,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,1,12,29,-25,4,,7.13,3.57,12.6,8.32,5.47,,,5.71,3.57,,8.08,4.04,5.47,4.99,,,,9.04,21.87,4.28,10.46,3.33,4.52,4.52,32.1,4.75,10.22,7.37,4.04,5.47,22.17284,16.333333,28.179012,0.0,18.216049,78.445812
US_IN_18073,2020-07-25,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,2,0,201,2,,,0,0,0,0,0,1,0,1,0,0,0,2,6,17,9,32,41,32,20,27,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,83,116,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,9,26,48,0,,4.29,6.81,3.79,12.11,6.81,,8.33,4.54,5.3,,,7.82,4.29,5.55,,,3.53,,6.31,17.16,6.06,8.58,5.3,,,37.09,,6.81,5.3,4.79,5.55,23.333333,16.481481,29.882716,0.0,18.845679,75.976417
US_IN_18073,2020-07-26,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,1,0,202,2,,,0,0,0,0,0,0,0,0,0,0,0,2,6,17,9,32,41,32,20,27,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,84,116,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,15,30,46,-6,,,3.85,,12.03,5.77,6.01,8.42,4.09,5.29,,,7.94,,5.53,3.85,,,5.77,3.61,21.65,5.29,11.3,5.29,3.85,,35.36,4.81,11.79,8.66,6.01,6.49,25.876543,19.259259,32.833333,0.0,21.271605,75.891775
US_IN_18073,2020-07-27,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,4,0,206,2,,,0,0,0,0,0,0,2,0,1,0,0,2,6,17,9,32,43,32,21,27,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,2,86,118,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,3,17,18,-25,5,4.26,,,14.36,5.16,7.63,3.37,4.93,9.64,,,7.63,3.37,4.71,4.49,,,5.16,10.09,25.12,4.04,10.77,4.93,3.59,3.14,28.71,4.71,7.18,4.49,3.14,,25.580247,21.987654,31.006173,1.143,23.024691,85.843851
US_IN_18073,2020-07-28,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,6,0,212,2,,,0,0,0,0,0,0,0,0,0,3,0,2,6,17,9,32,43,32,21,30,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,4,88,122,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,0,14,19,-24,4,3.88,7.31,,14.4,3.2,16.22,4.34,,5.94,5.03,3.43,6.4,,,4.34,3.66,4.57,5.03,9.14,22.16,5.48,9.83,,5.03,5.48,39.76,3.2,9.83,5.26,3.2,4.8,23.166667,16.845679,29.320988,2.032,17.537037,70.787455
US_IN_18073,2020-07-29,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,2,0,214,2,,,0,0,0,1,0,0,0,0,1,0,0,2,6,18,9,32,43,32,22,30,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,89,123,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,2,8,18,-27,4,4.36,5.51,5.28,15.16,5.74,13.09,5.97,,8.73,5.05,,5.74,3.44,5.74,3.67,,4.82,4.82,8.04,21.13,4.59,6.43,3.67,4.36,6.2,41.57,,11.03,4.36,3.9,4.13,24.487654,18.37037,30.604938,0.0,18.32716,68.89411
US_IN_18073,2020-07-30,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,8,0,222,2,,,0,0,0,0,1,3,1,0,1,1,0,2,6,18,10,35,44,32,23,31,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,3,94,126,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,3,13,25,-25,4,5.0,5.23,3.64,10.69,9.1,6.59,5.68,3.18,6.82,5.0,4.78,8.19,,3.87,3.87,5.46,6.14,5.0,9.55,24.79,4.32,8.19,4.78,5.46,6.59,38.43,,7.96,6.59,4.32,5.68,23.364198,20.401235,27.5,0.0,18.765432,76.311698
US_IN_18073,2020-07-31,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,1,0,223,2,,,0,0,0,0,0,0,0,0,0,1,0,2,6,18,10,35,44,32,23,32,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,94,127,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,1,14,27,-26,4,,6.7,5.27,15.08,5.03,5.27,5.27,3.59,6.7,,4.55,8.14,4.31,4.79,4.07,3.35,3.59,3.83,10.53,25.38,4.07,12.69,3.59,4.07,4.31,34.95,5.27,12.69,8.14,4.07,4.79,22.240741,17.018519,27.203704,1.016,16.623457,70.560699
US_IN_18073,2020-08-01,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,1,0,224,2,,,0,0,0,0,0,0,0,1,0,0,0,2,6,18,10,35,44,33,23,32,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,94,128,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,1,26,48,-3,,3.4,5.09,4.12,11.4,6.07,5.82,3.64,3.4,7.76,,,11.89,6.07,,3.64,,,5.34,7.52,21.59,5.82,11.64,,8.01,5.09,30.81,,6.79,5.34,,,20.876543,18.740741,24.395062,1.016,16.907407,78.30621
US_IN_18073,2020-08-02,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,4,0,204,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,11,26,46,-11,,4.16,8.55,,11.09,5.78,9.01,5.54,,7.39,5.54,,19.18,4.16,3.46,4.62,,,5.54,4.62,21.25,6.93,8.55,,4.39,5.31,30.96,3.93,7.86,7.16,4.62,4.62,20.481481,17.104938,27.358025,10.522857,17.592593,83.582267
US_IN_18073,2020-08-03,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,9,0,233,2,,,0,0,1,0,0,0,4,2,1,1,0,2,7,18,10,35,48,35,24,33,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,6,97,134,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,4,19,12,-24,3,6.19,5.73,3.44,12.38,7.11,4.59,7.8,,3.67,,3.21,10.55,4.36,4.13,3.67,,,3.21,6.42,24.31,3.21,11.47,4.82,6.19,,36.46,,9.86,6.42,3.44,,19.975309,16.080247,24.376543,2.9845,17.402778,85.475288
US_IN_18073,2020-08-04,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,8,0,241,2,,,0,0,2,1,0,1,1,2,0,1,0,2,9,19,10,36,49,37,24,34,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,4,101,138,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,0,16,18,-27,5,4.58,6.41,4.35,12.36,6.64,6.87,5.95,3.43,9.61,5.49,3.21,5.49,,,6.87,4.81,,6.18,7.1,22.2,4.58,14.65,4.12,,4.12,34.56,3.66,8.7,8.7,,,18.506173,15.37037,22.203704,1.721556,13.697531,73.83452
US_IN_18073,2020-08-05,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,5,0,246,2,,,0,0,0,0,0,0,0,0,1,4,0,2,9,19,10,36,49,37,25,38,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,2,104,140,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,1,12,19,-24,4,6.5,7.43,,9.76,5.58,4.18,4.18,5.81,8.13,3.95,5.34,7.9,3.72,4.65,4.88,4.88,3.25,4.88,6.5,21.84,3.25,8.6,3.72,6.5,,42.51,,7.2,3.25,3.25,6.27,16.783951,9.932099,23.932099,0.0635,10.91358,68.400558
US_IN_18073,2020-08-06,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,8,0,254,2,,,0,0,2,2,1,0,1,0,1,0,0,2,11,21,11,36,50,37,26,38,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,6,106,146,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,8,15,18,-24,3,3.27,,3.27,10.52,4.21,3.51,4.21,3.97,7.71,,4.67,7.48,,4.21,3.74,,,3.27,8.65,24.31,6.31,9.58,,,3.27,35.06,,9.12,5.14,,5.61,18.320988,12.290123,25.08642,0.036286,12.851852,70.591326
US_IN_18073,2020-08-07,ChIJBaILgf82EogRd3MlR4FWrvg,Q506768,geoId/18073,US,United States of America,IN,Indiana,18073,Jasper County,US,USA,2,9,0,263,2,,,0,0,0,1,0,3,0,2,0,0,0,2,11,22,11,39,50,39,26,38,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,4,111,150,33424,16603,16821,4027,4850,4083,3781,4085,4737,4047,2507,1307,1802081,41.03,-87.12,696,1454,77.1625,-1,8,24,-25,3,5.83,4.2,5.37,11.9,7.94,7.24,4.9,4.2,6.77,,5.13,8.4,3.27,6.3,,4.9,3.97,,6.3,24.04,3.97,9.34,,4.2,,33.61,3.27,10.5,6.54,3.5,,19.512346,11.771605,26.697531,0.0,13.814815,69.703563
