location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13227,2020-07-09,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,5,0,112,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,5,5,-24,,4.96,11.67,7.7,14.4,7.94,6.21,6.95,7.2,9.43,,4.96,,6.21,4.72,,7.7,6.45,7.2,3.72,3.48,9.18,27.05,8.44,12.91,4.72,5.71,6.7,46.66,6.45,9.93,8.19,3.72,5.71,25.25,21.111111,32.227778,4.120444,21.533333,80.009671
US_GA_13227,2020-07-10,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,0,0,112,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,5,-3,-24,,6.69,8.49,3.6,13.9,6.43,9.27,5.41,3.6,11.32,3.86,4.12,,,13.13,6.43,4.63,6.43,5.15,4.38,4.89,11.32,27.02,6.95,13.64,6.18,6.43,6.43,39.38,4.38,9.27,9.52,5.66,5.92,26.244444,21.0,33.505556,1.213556,21.744444,76.530316
US_GA_13227,2020-07-11,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,1,0,113,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,12,8,4,,4.32,7.84,,15.94,8.38,5.67,11.08,7.03,11.89,5.67,5.13,,6.49,7.03,3.78,4.86,4.05,4.86,6.76,4.59,5.67,23.51,5.67,14.59,6.49,,,44.05,4.59,13.51,8.11,,5.41,27.166667,20.872222,32.894444,0.0,18.688889,60.055252
US_GA_13227,2020-07-12,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,2,0,115,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,8,0,-8,,6.25,10.15,,15.87,7.55,6.25,6.25,4.16,14.83,,3.9,4.42,4.68,11.71,,6.76,7.81,,5.2,6.76,6.76,26.8,4.94,7.55,,5.2,5.2,35.65,3.9,15.87,8.07,8.33,5.72,24.244444,18.494444,31.277778,0.0,18.083333,68.658718
US_GA_13227,2020-07-13,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,4,0,119,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,9,7,-23,,4.42,5.9,5.9,16.71,10.07,7.62,6.39,,7.86,7.37,6.39,4.18,3.69,11.06,6.14,4.18,7.37,6.39,5.41,6.39,7.86,26.05,6.63,15.97,6.88,9.34,3.69,49.14,5.41,13.76,6.39,6.39,5.65,25.061111,18.694444,32.005556,0.0762,19.705556,72.279738
US_GA_13227,2020-07-14,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,3,0,122,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,5,1,-27,,4.28,9.3,,17.85,6.54,4.78,,4.78,10.81,5.53,4.78,4.78,6.04,8.8,4.53,7.04,9.81,,4.28,7.79,9.05,29.42,5.03,17.1,4.53,5.78,4.53,40.73,6.54,13.58,6.04,5.53,,26.755556,19.227778,33.916667,0.0,18.711111,61.515541
US_GA_13227,2020-07-15,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,8,0,130,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,5,5,-24,6,4.4,7.58,10.51,12.96,9.53,7.09,6.6,,7.82,,4.4,,4.16,7.33,3.91,4.89,3.91,6.84,3.67,5.38,8.07,26.89,7.58,16.38,4.64,3.42,5.87,43.27,6.11,11.73,9.29,5.38,5.62,26.538889,19.8,34.238889,0.790222,20.488889,69.684679
US_GA_13227,2020-07-16,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,4,0,134,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,13,13,-25,,6.24,8.49,3.75,15.98,9.24,6.24,6.24,4.25,10.49,,,,5.49,11.74,5.74,,4.25,4.75,5.99,5.24,3.75,30.22,5.49,12.98,,4.0,5.74,39.95,5.49,14.98,10.99,5.24,5.74,27.338889,21.438889,34.338889,1.157111,21.427778,70.513337
US_GA_13227,2020-07-17,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,4,0,138,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,8,-2,-22,,4.08,9.69,,13.51,11.21,9.18,6.37,5.1,7.39,,4.84,,,9.94,3.82,4.08,4.84,4.84,3.82,4.33,11.47,28.8,9.43,16.31,,7.39,5.86,49.45,5.35,13.25,5.61,6.12,6.12,28.072222,21.822222,34.9,0.197556,21.194444,66.579998
US_GA_13227,2020-07-18,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,24,0,162,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,10,5,-5,,6.0,8.6,4.17,14.86,7.56,6.26,5.74,4.43,10.69,,,3.91,3.91,6.52,4.17,4.69,4.17,3.65,,,7.3,27.63,9.12,14.34,6.52,5.21,6.0,34.41,,12.77,6.26,,5.47,27.916667,22.088889,35.011111,2.7432,21.627778,68.948417
US_GA_13227,2020-07-19,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,4,0,166,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,9,4,-13,,5.18,8.02,7.5,18.89,9.58,8.28,5.18,4.66,11.39,3.62,6.21,,5.18,11.13,3.88,5.18,6.21,6.21,5.18,6.21,6.99,26.4,6.47,15.01,4.66,6.73,6.73,46.84,5.43,15.79,6.73,6.21,,27.616667,22.038889,34.922222,5.3848,21.866667,71.124496
US_GA_13227,2020-07-20,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,0,0,166,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,1,0,-27,,4.93,4.43,5.91,17.0,10.35,6.16,4.19,,13.06,3.69,6.65,5.67,3.94,10.59,,6.65,6.16,4.93,4.93,3.69,9.12,33.5,8.87,13.79,3.69,5.91,6.41,47.54,6.41,12.07,6.16,5.42,5.17,28.5,22.188889,35.455556,1.3716,21.388889,65.703437
US_GA_13227,2020-07-21,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,10,0,176,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,-3,0,-27,,6.3,8.57,7.57,16.14,9.08,3.78,5.8,,11.1,5.8,4.54,4.04,8.32,8.32,4.54,7.57,5.3,4.29,5.3,4.54,7.06,32.53,8.57,11.85,,6.3,6.81,45.9,6.56,11.85,6.81,7.57,5.55,27.061111,22.205556,34.861111,0.79375,21.405556,71.517826
US_GA_13227,2020-07-22,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,15,0,191,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,-1,0,-27,,9.38,9.38,4.82,15.96,8.36,5.83,7.1,5.32,8.62,4.31,3.55,5.83,4.82,10.14,7.1,4.82,4.82,7.6,3.55,6.33,10.39,30.66,10.14,14.45,5.07,6.08,5.32,44.85,5.83,10.39,7.35,,7.86,25.366667,21.35,33.955556,12.474222,21.477778,79.254359
US_GA_13227,2020-07-23,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,9,0,200,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,7,13,-27,,4.95,8.9,4.7,11.37,8.41,7.42,3.71,5.19,11.13,4.7,7.17,,4.7,10.38,4.2,5.69,4.7,4.7,4.7,5.44,11.37,26.21,6.92,14.34,4.45,4.7,7.91,42.77,4.95,10.14,8.41,5.44,4.2,26.711111,21.238889,33.661111,1.241778,20.633333,69.636247
US_GA_13227,2020-07-24,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,6,0,206,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,0,-5,-25,,7.53,8.03,8.54,16.57,8.79,6.03,7.28,7.03,13.81,,4.52,4.27,,9.54,4.77,5.27,5.77,5.77,5.02,5.02,10.79,20.59,7.28,11.8,6.28,5.77,3.52,38.41,4.77,12.05,6.78,4.77,5.77,25.833333,21.166667,33.172222,0.3302,20.722222,73.636486
US_GA_13227,2020-07-25,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,5,0,211,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,5,10,-8,,,8.96,7.64,15.28,7.11,7.64,9.75,3.95,9.75,6.59,6.32,,4.48,7.38,6.32,5.53,8.69,,,6.32,6.06,26.87,7.64,13.44,4.74,6.32,3.95,40.04,3.95,7.38,12.12,,4.74,25.627778,21.038889,33.022222,0.4445,20.638889,74.330633
US_GA_13227,2020-07-26,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,7,0,218,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,5,2,-5,,5.36,7.14,5.1,16.07,6.63,5.1,5.87,,7.91,4.85,4.59,5.36,5.1,8.42,5.36,4.34,5.61,5.1,,6.12,5.87,26.79,3.83,13.78,4.34,3.83,6.12,40.56,5.61,10.2,7.65,,4.85,25.155556,20.022222,32.766667,5.926667,20.122222,73.829984
US_GA_13227,2020-07-27,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,14,0,232,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,3,6,-24,,6.2,10.67,3.47,17.86,7.44,12.16,7.2,5.46,12.41,,5.71,4.22,4.47,10.42,4.96,5.21,6.2,4.47,6.95,6.2,9.18,29.77,6.7,13.15,4.47,7.44,9.18,45.9,4.96,10.17,7.94,,5.71,26.522222,20.544444,33.344444,0.28575,21.155556,72.628124
US_GA_13227,2020-07-28,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,11,0,243,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,3,-5,-27,,7.34,8.56,4.65,12.48,6.61,22.02,6.85,4.16,11.01,3.42,4.16,4.16,5.87,10.77,3.67,5.14,4.4,4.16,5.38,6.36,7.83,25.44,9.54,12.48,4.16,6.85,5.87,53.09,,8.56,6.12,6.85,4.65,26.233333,21.333333,33.1,1.36525,21.561111,75.657513
US_GA_13227,2020-07-29,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,9,0,252,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,4,1,-28,,,6.23,,16.06,7.91,16.78,6.23,5.51,7.67,5.75,6.71,,3.6,6.95,5.04,4.32,,4.32,,5.04,11.99,22.77,6.47,11.75,3.36,4.32,5.99,43.87,5.27,11.51,7.67,4.08,7.91,26.027778,21.838889,32.083333,1.451429,21.883333,78.037104
US_GA_13227,2020-07-30,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,14,0,266,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,3,6,-26,,5.08,7.74,5.08,15.48,8.71,8.71,7.26,5.32,8.95,5.08,4.36,5.08,8.22,12.58,4.84,5.08,5.32,5.32,4.84,6.77,5.81,18.87,5.32,12.1,4.36,4.6,5.56,42.09,,11.37,5.32,6.53,4.84,26.288889,22.85,31.3,4.34975,22.616667,80.496674
US_GA_13227,2020-07-31,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,8,0,274,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,3,-1,-24,,5.84,7.54,4.14,14.85,6.82,9.25,5.36,5.11,10.22,3.41,4.87,4.62,3.65,6.82,,4.62,,4.62,5.84,5.6,10.22,24.34,4.87,9.98,4.62,3.89,,38.7,3.65,7.79,6.08,4.38,6.33,27.5,23.472222,33.45,2.878667,22.466667,74.262762
US_GA_13227,2020-08-01,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,2,0,276,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,9,4,-4,,4.77,9.27,5.03,12.44,7.68,4.24,7.15,,8.74,4.77,4.24,5.03,5.29,12.71,,4.77,4.77,7.15,4.5,6.09,5.56,26.21,5.56,11.65,4.5,,5.03,44.75,,12.18,7.68,,6.88,26.544444,21.272222,32.955556,5.842,20.688889,70.410026
US_GA_13227,2020-08-02,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,14,0,290,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,4,8,-17,,6.88,8.4,4.08,14.01,6.37,4.08,6.11,4.58,12.22,,,,4.33,24.96,,3.82,6.88,5.09,6.11,4.08,6.88,29.8,6.37,18.08,4.58,4.33,4.33,42.53,5.86,12.22,7.13,6.62,4.33,26.477778,20.916667,32.455556,0.0,19.933333,67.51527
US_GA_13227,2020-08-03,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,5,0,295,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,2,2,-26,,5.2,6.86,4.73,14.43,7.09,9.46,7.57,4.02,11.12,4.49,3.55,4.73,4.73,10.41,5.2,4.49,,4.26,4.49,,11.82,25.54,7.57,12.77,4.02,4.97,5.68,46.12,4.49,11.82,8.51,4.49,9.7,24.611111,20.816667,31.605556,4.6355,20.577778,78.587266
US_GA_13227,2020-08-04,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,26,0,321,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,2,3,-26,,3.84,6.01,3.84,15.38,6.49,8.41,5.29,4.8,12.01,4.33,6.01,5.77,3.6,10.57,5.29,4.57,6.73,3.6,5.29,5.77,6.97,27.15,6.25,8.89,3.36,4.57,4.8,48.77,,7.93,5.29,5.29,10.33,24.65,19.572222,31.494444,10.541,19.688889,74.245661
US_GA_13227,2020-08-05,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,14,0,335,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,3,-1,-29,,5.4,10.79,3.68,14.47,10.55,9.81,9.32,5.64,7.6,,4.91,,5.64,5.89,5.15,7.6,4.42,3.68,,4.66,9.08,29.68,5.64,14.23,7.36,6.87,4.91,47.34,4.42,10.79,5.64,3.43,5.4,25.238889,19.522222,31.944444,0.169333,19.944444,72.694811
US_GA_13227,2020-08-06,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,6,0,341,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,5,3,-25,,8.5,9.23,,15.55,10.45,7.78,7.53,,8.02,,4.13,,5.1,12.63,5.59,6.32,4.13,,3.4,,8.5,31.83,8.99,11.18,3.4,4.62,5.1,39.6,5.83,11.42,7.05,6.56,4.62,25.327778,20.194444,32.127778,0.979714,21.155556,77.901128
US_GA_13227,2020-08-07,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,21,0,362,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,-3,-7,-25,,4.18,7.62,,16.96,6.88,6.64,5.66,,9.1,,5.16,4.92,4.42,7.13,4.42,6.64,,,4.67,5.9,9.1,27.78,7.38,11.8,4.42,4.92,,36.63,7.62,10.57,4.18,4.42,4.67,25.327778,20.961111,32.627778,1.9685,20.855556,76.55885
US_GA_13227,2020-08-08,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,7,0,369,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,10,4,-3,,4.45,8.63,12.29,12.82,8.11,7.06,,,9.42,5.49,4.97,,4.18,7.06,4.18,7.59,3.92,6.54,,4.18,4.18,20.93,5.49,10.72,,4.45,5.49,44.21,,8.89,6.8,,5.49,25.977778,19.894444,33.366667,1.128889,20.05,70.081183
US_GA_13227,2020-08-09,ChIJyWrjvzxk9YgRWbe85k9D2Y8,Q498675,geoId/13227,US,United States of America,GA,Georgia,13227,Pickens County,US,USA,2,11,0,380,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31541,15454,16087,3306,3789,3496,3336,3865,4662,4781,3132,1174,1020715,34.46,-84.46,603,77.266667,8,3,-13,,4.8,4.04,6.56,13.13,8.58,6.06,8.58,,11.36,,4.8,4.04,7.32,9.59,6.56,4.8,3.79,4.04,5.05,4.29,5.55,28.78,7.32,16.41,3.79,5.55,9.34,45.19,,10.35,7.07,4.54,6.31,26.65,20.094444,33.777778,0.649111,20.822222,70.627672
