location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21071,2020-09-14,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,0,0,162,2,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-21,5.25,6.5,15.76,11.01,5.0,6.0,5.25,3.75,6.25,11.51,4.5,4.25,,4.5,8.5,29.51,10.26,12.01,7.5,4.5,37.77,5.75,12.76,4.75,7.5,21.427778,18.922222,25.466667,11.726333,,18.877778,85.471684
US_KY_21071,2020-09-15,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,3,0,165,2,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,5,-12,6.31,6.56,16.66,10.1,5.05,8.84,8.08,5.3,7.32,14.13,5.55,6.31,4.04,6.06,11.61,27.51,6.56,11.11,4.54,6.56,40.39,5.3,14.39,7.32,6.82,17.894444,13.061111,24.511111,0.0,,14.85,82.4815
US_KY_21071,2020-09-16,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,1,0,166,2,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-25,7.83,4.55,12.63,11.37,,,6.57,5.05,9.6,9.35,4.8,6.32,4.29,3.54,11.37,31.58,7.33,12.63,3.79,7.58,42.95,,10.61,3.54,6.06,18.65,12.694444,25.627778,0.0,,15.566667,82.306172
US_KY_21071,2020-09-17,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,1,0,167,2,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-3,-19,4.87,7.94,13.32,10.76,4.1,4.61,6.66,5.89,8.46,10.76,3.84,11.02,,,11.53,29.21,8.46,8.97,5.89,5.38,40.74,10.25,14.09,8.2,7.69,18.872222,15.4,23.438889,0.0,,17.344444,90.960063
US_KY_21071,2020-09-18,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,2,0,169,2,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-24,5.77,12.33,12.85,11.02,,8.92,7.34,,,9.44,4.72,6.56,5.25,3.67,16.79,24.66,6.82,11.54,6.29,,37.51,,9.97,3.93,7.61,16.994444,14.172222,20.338889,0.0,,14.866667,87.648732
US_KY_21071,2020-09-19,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,1,0,170,2,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,0,5.15,7.08,13.51,8.04,4.83,,7.08,,6.11,9.01,6.43,6.76,,6.76,8.37,21.56,6.11,10.94,5.79,5.47,38.61,9.01,12.23,5.79,,13.55,8.611111,20.4,0.0,,9.994444,79.466359
US_KY_21071,2020-09-20,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,2,0,172,2,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,,5.07,6.34,9.83,6.34,5.07,,6.34,,,10.14,6.34,,4.75,4.44,9.19,26.94,5.07,9.19,,4.44,39.94,5.39,7.61,5.07,5.71,14.261111,7.95,20.85,0.0,,6.538889,60.931948
US_KY_21071,2020-09-21,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,1,0,173,2,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-9,-24,6.94,6.68,16.18,15.67,5.39,,7.19,3.85,5.65,11.05,6.68,3.85,5.91,4.37,9.25,23.12,8.22,9.25,4.11,9.76,40.59,4.11,7.96,4.11,5.39,13.244444,7.138889,20.961111,0.0,,5.7,60.504993
US_KY_21071,2020-09-22,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,3,0,176,2,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-17,3.62,8.28,12.68,8.8,5.44,6.99,8.02,4.92,5.44,9.32,6.21,7.77,,,11.65,28.47,7.51,6.47,4.14,5.95,44.26,5.7,8.02,7.25,7.51,13.205556,6.344444,21.338889,0.0,,8.072222,71.237498
US_KY_21071,2020-09-23,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,0,0,176,2,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-3,-21,4.9,7.48,13.67,11.87,6.19,5.16,9.54,4.9,5.16,13.93,3.61,6.71,,4.64,9.03,21.67,8.0,9.8,4.64,9.54,46.95,6.45,5.67,6.71,6.45,14.438889,9.216667,20.65,0.0,,11.177778,80.925717
US_KY_21071,2020-09-24,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,3,0,179,2,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,0,-19,7.14,9.69,12.24,10.45,,5.36,4.08,,4.84,12.75,6.38,4.33,,6.38,10.96,23.97,7.14,8.16,9.18,6.88,45.39,4.84,6.63,7.91,7.14,15.783333,12.205556,19.255556,0.0,,13.588889,86.966912
US_KY_21071,2020-09-25,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,0,0,179,2,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-5,-14,3.64,8.05,13.5,7.79,4.16,5.19,9.61,6.49,6.49,8.57,,,,3.9,8.05,27.53,,6.23,5.45,4.67,34.28,4.16,4.16,9.35,7.53,16.583333,13.877778,21.422222,0.0,,14.822222,89.602247
US_KY_21071,2020-09-26,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,1,0,180,2,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-10,5.56,6.79,11.12,6.49,5.87,4.94,8.96,5.87,,10.5,5.25,5.87,,5.87,8.65,21.31,6.18,8.65,,6.79,45.7,,7.72,4.94,,18.055556,13.544444,23.894444,0.0,,15.533333,85.320896
US_KY_21071,2020-09-27,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,1,0,181,2,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,,6.69,6.98,11.05,8.44,7.27,7.27,7.27,4.07,5.24,13.96,,5.24,5.82,4.36,4.65,27.63,7.56,11.93,4.07,6.69,38.68,,6.4,8.73,5.82,18.566667,13.75,24.666667,0.0,,15.861111,84.43529
US_KY_21071,2020-09-28,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,-1,0,180,2,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-18,-23,6.6,10.3,11.62,10.3,5.28,6.07,6.6,,4.49,11.88,6.87,3.96,,,11.62,27.2,7.66,9.77,,9.24,43.3,6.6,9.77,6.34,10.3,20.033333,16.283333,26.038889,0.254,,16.711111,81.275126
US_KY_21071,2020-09-29,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,4,2,184,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-2,-11,3.64,10.93,10.15,9.11,5.98,4.94,7.03,5.46,5.2,11.45,,4.94,4.68,6.25,10.67,25.24,5.46,8.59,7.54,6.76,41.37,3.9,7.81,6.76,8.85,13.383333,10.977778,21.55,14.647333,,12.383333,93.735686
US_KY_21071,2020-09-30,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,9,0,193,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-2,-27,5.74,7.83,14.61,10.7,8.09,6.79,6.52,6.0,6.52,13.31,,,6.52,3.65,10.44,20.35,5.74,7.57,5.74,6.52,42.8,,6.79,8.09,7.31,12.5,7.588889,20.211111,0.169333,,8.705556,77.81987
US_KY_21071,2020-10-01,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,5,0,198,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,10,-15,6.11,8.24,9.57,11.16,5.85,6.11,7.18,,7.18,9.83,3.99,7.44,,5.32,14.62,24.72,4.78,5.85,6.64,6.64,44.38,,6.11,7.97,5.05,15.011111,9.327778,19.983333,0.0,,8.461111,65.553567
US_KY_21071,2020-10-02,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,5,0,203,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-2,-20,5.12,7.39,11.08,8.53,5.12,,10.23,6.54,7.67,11.65,6.82,7.39,6.25,,9.09,29.84,4.55,7.96,5.12,7.39,36.66,5.4,7.67,5.4,6.25,10.361111,5.105556,17.111111,0.0,,5.144444,70.340373
US_KY_21071,2020-10-03,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,7,0,210,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-6,10.39,10.08,13.54,6.93,6.3,4.41,9.45,6.3,,8.5,7.56,7.87,4.72,6.61,4.72,19.84,6.3,,5.35,7.56,32.12,,,4.72,5.67,9.733333,3.838889,18.405556,0.0,,5.15,73.439861
US_KY_21071,2020-10-04,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,2,0,212,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-4,10.87,11.17,12.05,8.52,,,10.29,4.11,4.7,15.87,,4.7,4.11,6.17,7.05,26.45,7.64,13.52,6.17,,43.49,,7.93,6.76,5.88,12.516667,5.7,19.9,0.0,,7.705556,72.721725
US_KY_21071,2020-10-05,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,-1,0,211,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-9,-24,5.5,11.52,13.35,9.69,5.76,7.07,8.9,4.71,4.19,10.73,8.12,5.5,4.97,6.54,10.99,23.3,7.59,9.42,5.76,6.81,43.72,4.71,8.12,7.07,7.33,11.988889,6.816667,18.755556,0.9144,,7.866667,75.957137
US_KY_21071,2020-10-06,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,0,0,211,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,5,-15,7.4,8.72,11.63,10.04,6.87,8.19,6.34,4.23,7.4,6.61,,5.55,,4.49,11.1,32.51,8.99,9.52,4.76,7.93,43.61,4.76,8.72,5.29,5.02,12.638889,5.95,22.472222,0.0,,8.411111,75.620347
US_KY_21071,2020-10-07,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,2,0,213,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,8,-20,6.64,7.7,15.41,12.48,7.97,4.52,10.62,5.05,4.52,12.48,6.38,6.11,4.52,,11.42,27.62,8.23,9.3,6.64,5.84,45.95,4.52,4.78,7.44,5.58,16.711111,9.65,24.555556,0.0,,11.477778,71.42424
US_KY_21071,2020-10-08,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,2,0,215,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,3,-12,5.35,8.03,14.45,8.03,5.89,7.76,10.97,4.55,5.35,13.91,4.01,9.36,5.89,4.55,9.1,30.23,6.15,7.76,4.01,9.63,44.68,,6.96,7.76,6.42,17.555556,11.511111,25.155556,0.0,,11.294444,67.08811
US_KY_21071,2020-10-09,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,6,0,221,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-18,,8.04,8.59,10.53,4.99,4.43,9.14,4.16,7.2,15.24,,,5.82,4.43,9.7,29.09,9.7,9.14,6.37,5.82,37.68,5.26,6.93,7.2,9.14,15.855556,10.25,22.866667,0.0,,11.244444,74.549719
US_KY_21071,2020-10-10,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,9,0,230,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-10,6.68,10.62,12.44,10.32,,4.86,10.93,6.98,,12.74,4.86,7.89,,5.16,8.8,29.13,4.55,7.59,8.5,6.68,50.07,8.5,7.28,10.93,7.59,17.294444,14.022222,20.3,1.100667,,15.661111,90.281307
US_KY_21071,2020-10-11,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,5,0,235,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-1,6.14,10.6,12.0,9.77,9.21,9.21,13.39,4.18,5.02,17.3,,,5.02,5.86,13.39,25.11,7.53,8.09,,,38.23,6.14,7.25,6.7,4.46,17.944444,16.211111,20.972222,6.519333,,16.944444,93.934625
US_KY_21071,2020-10-12,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,2,0,237,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-19,-27,5.2,8.06,14.82,10.14,7.02,5.46,11.96,6.5,5.72,14.3,5.46,5.98,4.68,4.94,11.96,27.3,7.28,10.92,5.98,4.94,48.35,3.9,7.8,5.2,6.24,18.611111,15.783333,23.477778,4.73075,,16.855556,89.542616
US_KY_21071,2020-10-13,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,6,0,243,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,0,-13,5.84,7.7,13.81,12.48,7.17,5.84,14.87,7.17,5.58,13.54,4.25,7.7,4.78,5.04,13.28,28.94,4.78,11.15,5.84,5.04,42.22,4.78,5.04,6.37,,16.0,10.572222,21.477778,1.016,,11.483333,74.753827
US_KY_21071,2020-10-14,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,2,0,245,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-4,-25,8.76,10.61,18.04,9.02,5.04,5.04,13.27,5.04,,12.47,4.51,5.57,4.51,,9.29,34.76,8.23,11.41,7.96,,45.38,5.31,7.7,9.02,6.37,12.85,6.222222,23.416667,0.028222,,6.605556,66.079995
US_KY_21071,2020-10-15,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,9,0,254,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,10,-13,5.98,9.52,17.41,10.61,4.08,5.44,9.52,,5.98,11.15,3.81,8.7,6.53,6.25,13.87,28.01,5.98,7.89,6.25,7.07,41.61,5.98,8.97,,4.89,16.894444,8.944444,24.15,0.0,,9.211111,61.263206
US_KY_21071,2020-10-16,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,5,0,259,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-8,-20,6.02,10.13,12.59,10.13,,4.65,7.66,,,10.13,5.47,4.65,,,7.66,21.9,4.11,6.02,6.29,4.93,41.33,5.75,4.93,5.2,6.84,11.633333,7.444444,18.766667,3.81,,6.127778,69.096774
US_KY_21071,2020-10-17,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,8,0,267,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-6,5.0,7.81,12.19,8.12,4.69,6.56,10.31,5.0,5.31,5.62,,,,7.81,8.75,23.75,4.69,5.94,4.69,,43.43,,5.62,10.62,7.81,6.994444,0.527778,15.244444,0.8382,,-0.533333,59.128867
US_KY_21071,2020-10-18,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,12,0,279,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-6,,5.54,13.11,9.9,5.54,4.08,12.53,6.7,,7.87,,4.95,7.58,6.41,5.83,28.55,5.83,8.74,,4.08,35.25,,6.41,4.08,6.7,10.366667,2.422222,18.494444,0.0,,2.655556,59.348886
US_KY_21071,2020-10-19,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,7,0,286,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-11,-26,8.18,7.41,13.29,10.48,5.62,,8.18,6.13,5.88,12.01,,5.37,,3.83,9.2,28.37,5.11,4.35,4.35,8.44,42.43,,7.41,7.67,4.09,15.866667,9.222222,22.788889,0.056444,,9.505556,66.289119
US_KY_21071,2020-10-20,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,12,0,298,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-9,-18,7.24,10.86,16.28,12.66,,,13.18,7.75,5.95,10.34,6.98,5.69,6.98,3.62,8.53,28.69,4.91,9.56,4.39,7.75,42.13,8.27,6.98,6.2,8.01,17.088889,11.194444,24.133333,0.141111,,12.322222,73.908385
US_KY_21071,2020-10-21,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,3,0,301,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,0,-22,4.34,5.87,11.74,9.95,,3.57,11.23,6.89,7.4,10.97,,5.62,3.57,5.36,7.66,25.27,3.83,7.15,5.36,8.17,43.9,3.83,5.87,,4.59,18.033333,11.655556,25.805556,0.381,,12.833333,71.922247
US_KY_21071,2020-10-22,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,9,0,310,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-13,3.94,8.67,14.45,14.98,4.73,5.78,11.56,6.83,6.04,10.25,5.78,4.73,6.57,4.47,9.46,28.38,8.67,6.83,8.41,6.57,45.45,4.47,6.57,5.52,9.46,17.622222,12.466667,24.105556,0.0,,12.777778,74.094291
US_KY_21071,2020-10-23,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,15,0,325,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-8,-15,4.47,6.32,14.21,7.11,3.69,6.58,12.11,5.79,6.58,11.58,5.26,5.26,5.26,7.9,8.69,29.74,6.84,6.32,8.16,4.74,37.64,,5.79,7.11,4.21,19.349206,13.261905,26.468254,0.0,,13.785714,70.4514
US_KY_21071,2020-10-24,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,12,0,337,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-11,6.69,9.3,13.08,10.76,6.69,5.52,10.46,5.81,4.07,7.56,4.65,7.27,,4.07,9.3,26.16,9.88,7.56,5.23,4.65,44.18,4.36,9.01,5.52,6.39,15.288889,11.261111,21.3,4.148667,,13.705556,90.318947
US_KY_21071,2020-10-25,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,7,0,344,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-4,,10.07,15.26,13.53,4.61,6.04,12.66,7.77,4.32,8.35,,,5.47,4.61,8.63,29.93,5.76,9.79,,5.47,35.98,4.89,7.77,7.2,8.06,12.677778,10.072222,20.594444,0.4445,,11.094444,90.299123
US_KY_21071,2020-10-26,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,23,0,367,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-24,4.74,7.48,12.72,13.72,6.24,4.74,12.72,4.49,4.24,12.72,3.99,,6.49,7.24,11.48,33.18,9.73,7.48,6.49,6.49,43.41,,4.49,6.99,5.49,14.355556,11.883333,17.661111,0.2032,,12.688889,89.931617
US_KY_21071,2020-10-27,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,19,0,386,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,,-15,8.04,8.54,12.31,8.04,5.02,8.29,10.3,8.04,6.03,9.29,4.77,6.03,5.78,4.77,10.55,25.87,5.02,5.02,6.78,10.8,41.94,6.03,6.53,5.02,9.04,14.382716,11.277778,20.166667,0.0,,12.314815,87.533156
US_KY_21071,2020-10-28,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,10,0,396,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-5,-27,6.72,9.71,10.95,7.96,6.22,6.97,9.46,5.48,8.96,8.71,,3.98,4.23,5.48,11.7,27.13,6.97,8.46,5.23,8.21,40.82,3.48,5.23,7.72,5.97,15.339506,12.185185,18.030864,0.0,,14.080247,92.29409
US_KY_21071,2020-10-29,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,23,0,419,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-5,-20,4.83,8.93,15.2,9.17,5.79,6.27,10.13,5.79,7.0,8.44,3.86,5.55,5.55,6.75,10.86,26.06,6.51,5.31,5.07,6.03,44.15,4.83,7.0,6.51,,17.197531,14.530864,20.438272,20.828,,16.623457,96.45765
US_KY_21071,2020-10-30,ChIJg3oQoV0CRYgRT5pvfMJQ12E,Q500702,geoId/21071,US,United States of America,KY,Kentucky,21071,Floyd County,US,USA,2,15,0,434,4,,,36296,17737,18559,4422,4341,4219,4317,4732,5175,5017,2812,1261,1846521,37.56,-82.75,1024,73.03,,-7,-21,3.84,6.66,13.82,10.75,5.38,,8.96,5.89,4.61,10.75,,5.38,5.12,6.66,8.7,24.06,5.89,6.14,3.84,5.89,36.34,4.61,6.4,6.14,7.42,8.882716,6.345679,16.228395,9.652,,6.82716,87.083428
