location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IA_19057,2020-06-22,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,2,0,78,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,0,8,6,-24,8,5.64,11.08,3.31,12.25,8.55,5.83,4.08,8.36,4.28,,3.89,6.42,,3.31,4.28,5.25,9.53,6.22,5.64,5.83,,7.78,4.28,,6.03,25.66,6.22,3.11,14.97,4.28,4.08,3.69,5.44,46.66,4.67,13.03,6.22,5.83,4.08,3.69,4.67,22.246914,18.037037,27.91358,13.208,20.012346,87.40247
US_IA_19057,2020-06-23,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,0,0,78,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,3,16,,-23,6,3.91,6.18,3.91,11.53,11.12,6.79,3.71,7.0,3.09,4.12,3.71,4.94,,4.32,4.74,4.53,9.26,3.5,4.94,3.29,3.71,3.91,6.18,,9.26,26.97,7.41,,10.09,4.12,6.59,6.38,3.5,40.35,4.94,9.88,5.56,4.32,4.53,3.71,4.94,19.364198,14.209877,24.95679,9.8425,15.598765,79.05438
US_IA_19057,2020-06-24,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,1,0,79,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,5,16,,-22,3,4.66,8.52,4.66,9.13,6.69,4.87,5.48,5.68,3.25,,,6.49,,6.49,4.26,3.85,6.89,4.06,4.46,5.27,7.3,4.26,2.84,4.87,7.1,23.52,5.48,,10.55,3.04,5.88,4.87,6.89,36.5,4.87,8.11,6.29,3.65,,3.25,4.46,20.567901,14.512346,26.67284,0.0,14.814815,69.76026
US_IA_19057,2020-06-25,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,2,0,81,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,7,12,,-23,4,5.17,6.83,4.76,15.1,7.03,6.41,4.14,6.0,4.34,2.9,,7.45,,4.55,3.72,4.14,11.59,8.69,7.24,4.96,,4.96,4.96,3.72,7.24,22.55,6.21,3.1,7.24,,5.17,4.34,,41.58,5.79,10.55,7.66,4.14,4.76,,,22.117284,14.919753,29.54321,0.09525,15.45679,66.093743
US_IA_19057,2020-06-26,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,1,0,82,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,5,,,-20,4,3.99,9.02,5.66,14.05,10.07,5.66,6.92,5.66,3.15,,3.57,6.29,,5.66,4.2,5.87,9.65,3.36,5.66,5.45,4.83,3.78,4.83,4.62,8.39,24.75,4.41,2.94,16.78,3.15,,,5.45,40.9,4.83,11.33,4.41,,3.78,,3.99,25.45679,20.450617,31.462963,0.0,19.808642,71.242244
US_IA_19057,2020-06-27,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,1,0,83,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-1,,,1,,,6.98,3.26,14.66,9.08,5.59,,6.98,,4.19,,3.96,,,,,8.38,6.98,3.49,4.42,4.66,,4.42,3.73,7.45,23.28,5.35,4.19,12.11,3.49,,3.49,4.42,35.85,3.96,13.27,6.05,5.59,,3.73,3.73,24.055556,20.259259,29.679012,6.35,21.401235,85.276346
US_IA_19057,2020-06-28,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,1,0,84,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,6,,,-6,,5.49,8.0,4.12,16.23,5.03,7.09,,6.17,3.89,3.66,,5.71,5.26,3.43,4.12,3.2,8.0,7.54,5.26,3.2,5.49,3.2,4.57,3.43,4.12,23.55,,4.57,14.4,,,3.89,7.77,39.78,7.09,12.12,8.0,3.89,6.86,3.2,,23.845679,19.487654,29.481481,1.778,21.660494,87.73879
US_IA_19057,2020-06-29,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,0,0,84,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,6,13,11,-23,6,5.71,9.38,6.73,12.03,6.93,4.49,3.88,5.51,2.85,3.47,2.85,6.73,4.08,,2.85,3.47,9.18,5.3,5.91,3.26,3.26,3.06,5.71,,7.95,23.05,6.12,,12.03,3.06,4.49,5.91,7.34,45.07,6.93,11.83,6.53,5.51,5.91,4.69,,26.981481,23.024691,31.82716,0.028222,23.308642,80.528895
US_IA_19057,2020-06-30,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,0,1,84,3,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,5,13,15,-25,7,,5.79,5.39,11.58,9.79,6.79,3.79,6.59,,5.59,,7.19,,,4.99,5.19,8.79,3.0,5.19,5.59,4.39,,3.0,4.79,6.79,22.77,4.79,3.0,15.58,2.8,3.4,5.79,5.39,39.34,4.59,11.58,7.59,4.99,4.59,2.8,,24.62963,21.450617,30.290123,1.778,22.209877,86.616844
US_IA_19057,2020-07-01,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,1,0,85,3,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,11,31,11,-25,5,4.23,7.25,,12.89,6.85,4.83,,7.05,,3.02,,7.65,,,2.82,4.83,11.48,5.64,8.26,5.84,3.62,,4.23,,5.84,24.97,5.44,3.22,11.48,,4.03,5.24,6.65,39.07,2.82,11.88,5.24,5.24,6.85,,4.23,22.5,20.358025,26.617284,6.604,21.179012,92.450796
US_IA_19057,2020-07-02,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,1,-1,86,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,18,50,23,-31,4,3.19,4.67,3.61,13.17,10.2,5.95,,8.5,4.46,4.25,,8.71,2.98,3.83,3.83,5.95,9.14,4.46,3.83,6.37,,8.07,4.25,,8.5,25.07,8.71,4.25,11.47,4.67,4.25,4.04,5.31,41.65,,9.77,5.1,5.74,4.89,5.1,3.19,25.475309,21.160494,31.32716,3.217333,21.944444,81.36783
US_IA_19057,2020-07-03,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,2,0,88,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,13,,,-48,7,6.5,6.26,4.64,12.29,6.73,7.42,,6.03,,,3.94,8.12,3.48,,,5.33,8.81,6.26,,,,3.25,4.17,,7.89,22.27,8.58,3.25,12.53,5.8,,5.8,3.25,39.9,6.73,14.38,6.03,4.41,3.25,3.25,,25.660494,20.574074,31.098765,0.0,20.308642,73.014675
US_IA_19057,2020-07-04,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,0,0,88,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-30,,,-18,,6.93,7.2,5.06,11.73,7.46,6.4,,4.0,,,,8.26,,,4.53,,9.6,,4.8,5.06,4.0,4.0,,,,22.92,6.66,,12.53,3.73,,5.33,5.33,35.72,,11.2,4.26,,,,4.26,25.925926,19.932099,32.030864,0.0,20.432099,72.079365
US_IA_19057,2020-07-05,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,2,0,90,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-3,,,-12,,3.76,6.11,4.7,10.1,6.34,5.64,3.52,,,,,5.88,7.75,,5.41,5.41,7.28,5.41,3.52,4.93,3.76,4.0,3.76,,4.93,27.49,5.64,4.0,16.21,,4.23,3.52,,35.95,5.64,13.86,7.05,5.17,,,,26.372222,19.9,32.094444,0.0,21.15,73.237682
US_IA_19057,2020-07-06,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,2,0,92,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,4,39,,-27,5,5.1,4.9,4.69,14.69,8.16,5.3,,8.16,6.12,,3.06,7.75,,3.47,3.47,5.51,10.41,4.9,3.27,6.12,5.71,,6.33,3.06,8.16,26.32,5.51,,14.69,,5.3,5.3,4.49,39.17,5.1,14.08,9.18,4.49,5.92,3.06,3.88,26.858025,20.0,32.919753,0.0,21.475309,72.561175
US_IA_19057,2020-07-07,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,-1,0,91,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-2,38,5,-24,6,3.99,6.58,4.39,15.17,6.79,5.99,2.79,5.19,3.39,,,7.98,2.79,2.99,3.99,,11.18,5.99,6.39,4.59,2.79,,,,6.39,27.74,4.99,3.99,10.58,,4.39,3.59,5.39,39.71,5.79,10.18,7.58,6.99,6.58,,,27.32716,20.796296,33.160494,0.0,22.716049,76.131211
US_IA_19057,2020-07-08,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,4,0,95,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-3,31,9,-21,4,4.96,8.89,5.17,14.06,9.72,6.82,4.34,4.34,4.55,4.13,3.31,11.37,4.34,3.31,2.9,5.79,10.34,4.76,4.55,6.2,3.1,5.79,7.24,2.9,7.24,26.67,7.86,3.52,10.75,,3.52,5.17,4.76,37.63,5.58,8.68,8.27,4.13,7.65,,,27.808642,21.802469,33.771605,0.0,23.037037,75.546204
US_IA_19057,2020-07-09,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,0,0,95,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,1,27,26,-24,5,5.45,5.04,4.04,12.51,7.67,2.83,,5.25,3.83,3.63,2.83,8.07,5.04,,,3.23,9.69,5.04,4.44,6.86,5.25,4.84,4.24,4.84,4.44,25.02,5.65,3.83,9.48,,5.85,6.05,2.83,40.97,4.64,10.09,8.07,6.26,5.25,,3.43,27.344444,22.238889,32.388889,0.0,23.416667,79.350999
US_IA_19057,2020-07-10,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,5,0,100,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,3,,,-21,4,4.31,6.24,4.95,13.56,4.31,5.81,,4.52,3.88,,,7.97,,,5.38,,11.41,4.52,4.52,3.01,3.88,4.09,4.09,,7.75,29.5,6.89,,13.13,,5.38,3.88,5.6,37.46,4.09,12.7,6.67,7.32,6.46,4.52,3.44,24.233333,18.9,30.444444,17.04975,19.783333,76.372448
US_IA_19057,2020-07-11,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,0,0,100,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-4,,,0,,4.63,7.4,5.78,12.96,7.63,6.25,,6.94,3.7,,,10.18,,,4.16,4.16,8.33,6.48,5.78,4.16,5.78,,4.4,3.93,,26.61,5.09,4.63,14.81,3.7,4.16,3.47,4.4,42.11,3.47,13.88,7.63,4.16,4.86,,,26.016667,20.233333,32.627778,0.0,21.35,75.616359
US_IA_19057,2020-07-12,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,2,0,102,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,4,,,-5,,4.64,10.66,5.56,17.16,5.1,4.87,,4.41,,,4.64,5.33,4.64,5.56,4.41,3.71,8.81,9.27,4.17,,3.48,,4.64,,6.26,27.59,5.33,,16.0,,4.87,4.64,3.25,36.86,7.42,12.52,7.65,5.1,4.87,,,23.211111,17.161111,29.416667,1.23825,18.7,76.088592
US_IA_19057,2020-07-13,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,0,0,102,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-2,27,,-20,5,7.65,11.08,5.44,17.93,10.27,7.86,4.03,6.65,3.02,3.22,2.82,9.27,3.02,,4.83,5.44,9.27,3.02,5.84,7.65,5.04,3.83,5.04,4.03,6.45,26.59,6.24,3.22,11.28,3.02,4.23,6.24,5.64,44.71,5.64,11.88,6.85,3.22,4.03,2.82,3.83,23.222222,16.583333,29.288889,0.0,18.083333,72.984351
US_IA_19057,2020-07-14,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,1,0,103,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-5,23,7,-23,5,7.27,10.71,,13.13,7.07,6.67,3.64,5.45,3.43,2.83,,8.28,4.04,4.04,3.43,4.04,8.28,4.85,7.07,5.66,5.86,4.44,2.83,4.04,4.65,23.63,10.3,3.23,10.91,,6.26,4.04,4.24,45.85,4.44,7.27,9.09,7.07,3.84,,3.23,24.394444,18.844444,29.883333,0.0,19.211111,73.102694
US_IA_19057,2020-07-15,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,2,0,105,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-3,31,5,-23,6,4.04,7.32,5.01,12.9,5.39,6.93,,6.16,3.08,2.89,,11.36,3.27,4.24,3.27,,7.12,4.43,4.24,5.2,5.01,4.82,3.66,3.47,8.47,26.96,7.32,2.89,10.59,,3.08,5.78,5.39,41.21,5.2,14.44,5.58,4.04,,,4.62,23.205556,19.238889,28.566667,9.3472,21.372222,89.561021
US_IA_19057,2020-07-16,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,4,0,109,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,2,32,19,-23,4,3.74,4.58,,15.81,8.53,6.03,4.37,8.94,4.37,,3.12,8.11,2.91,5.82,,4.99,7.28,4.99,4.37,5.2,3.74,3.12,5.2,4.58,8.11,26.21,5.82,3.95,11.86,4.16,5.82,6.03,7.07,39.52,5.82,10.61,3.74,3.33,,,,21.533333,16.572222,28.722222,5.475111,19.133333,86.307452
US_IA_19057,2020-07-17,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,3,0,112,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,2,,8,-18,4,5.12,7.26,4.7,11.74,5.55,4.48,3.63,5.76,5.98,,,7.9,,5.76,3.84,5.76,5.76,3.2,4.48,,4.27,3.63,4.06,3.42,6.19,18.57,5.34,,10.04,,5.76,4.7,3.84,36.08,3.63,8.33,7.05,,4.48,,4.06,24.688889,18.288889,31.094444,0.0,22.022222,85.274204
US_IA_19057,2020-07-18,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,2,0,114,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-6,,,-2,,7.63,8.83,5.49,9.78,6.68,6.44,,7.87,4.77,,4.29,9.54,5.01,,,7.4,7.87,5.01,6.44,3.34,,7.63,5.01,,4.29,26.01,6.92,4.06,10.26,,5.49,6.68,5.01,44.38,5.49,10.02,7.16,5.01,5.25,,,27.605556,22.633333,32.705556,0.0,24.85,85.133866
US_IA_19057,2020-07-19,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,2,0,116,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,2,,,-12,,3.48,7.66,5.81,9.75,6.74,5.34,,6.27,5.34,4.88,4.41,6.97,,,,5.81,6.27,5.57,6.5,4.64,4.18,5.57,5.11,3.25,5.11,21.83,3.48,,14.63,,3.72,5.57,6.74,38.55,5.57,9.52,8.82,5.81,5.34,,,27.1,22.6,31.177778,0.0508,22.277778,75.189609
US_IA_19057,2020-07-20,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,-1,0,115,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-7,27,-1,-23,5,4.12,7.83,5.98,15.46,4.74,5.15,3.09,5.77,5.77,5.15,,11.75,,3.71,3.71,4.12,7.42,7.01,5.77,4.53,3.71,5.15,6.18,,8.24,27.2,4.95,3.3,12.78,,,5.98,5.56,42.04,5.56,11.54,5.77,,4.74,,,23.75,18.566667,27.733333,3.640667,20.55,82.674353
US_IA_19057,2020-07-21,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,2,0,117,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-6,33,1,-22,7,5.39,7.59,5.59,14.18,7.79,5.59,3.2,5.59,,2.8,3.0,6.79,,4.59,,4.19,10.19,,5.79,6.59,3.2,3.6,5.19,3.79,6.79,25.16,7.39,3.0,14.38,,3.79,4.59,4.39,40.54,3.2,10.79,10.98,4.79,6.59,,,23.455556,20.8,27.316667,0.381,21.733333,90.265462
US_IA_19057,2020-07-22,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,3,0,120,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-2,34,17,-21,3,4.42,8.0,3.37,14.31,6.73,5.47,,4.84,4.63,3.37,,10.31,4.84,2.95,3.16,5.47,10.1,4.84,5.26,6.52,4.63,,9.47,4.21,7.37,24.83,8.0,2.95,13.47,4.21,6.73,8.84,5.26,41.45,6.31,14.94,5.05,6.1,5.05,3.58,4.0,23.888889,20.111111,28.427778,2.3622,20.966667,83.849319
US_IA_19057,2020-07-23,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,5,0,125,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-3,29,13,-23,4,5.03,8.17,5.86,14.45,10.26,5.66,2.93,6.07,4.19,3.14,,6.49,3.35,,5.66,5.45,9.21,6.07,4.4,5.66,3.56,5.66,4.82,4.19,9.01,31.0,4.61,3.98,12.78,,4.19,3.77,6.07,40.21,5.45,10.26,7.33,4.19,5.66,,4.61,22.622222,16.655556,28.616667,0.0,18.633333,78.471571
US_IA_19057,2020-07-24,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,2,0,127,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-4,,,-19,3,3.43,5.79,3.0,16.29,8.14,5.14,3.64,6.22,3.21,,4.93,6.0,3.21,,4.07,,7.29,4.72,3.86,4.93,5.14,3.0,5.14,3.21,7.93,24.65,4.07,4.72,9.0,3.86,5.79,6.64,4.5,39.87,5.57,12.0,4.5,5.14,4.07,,,23.855556,17.538889,30.683333,0.0,20.311111,80.883866
US_IA_19057,2020-07-25,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,0,0,127,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-10,,,-4,,3.58,5.01,4.06,13.84,5.96,4.29,4.29,5.01,,5.25,3.82,6.68,,,,4.06,6.44,4.29,4.29,,5.25,,3.58,4.29,6.68,26.96,,,11.45,3.58,,5.73,3.82,34.35,5.25,7.63,7.63,,,,,26.594444,20.844444,32.238889,0.0,23.583333,83.742128
US_IA_19057,2020-07-26,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,0,0,127,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,0,,,-9,,4.91,9.38,4.47,12.73,6.7,4.24,3.8,6.03,5.36,4.02,,8.94,7.37,6.03,3.8,3.35,8.71,6.25,5.58,4.91,3.8,4.69,3.57,,6.03,19.88,6.7,,14.74,3.57,,3.35,3.8,32.84,5.36,11.17,6.92,,,,3.57,28.1,23.244444,33.605556,0.0,24.777778,82.425453
US_IA_19057,2020-07-27,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,4,0,131,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-1,29,0,-24,5,7.24,7.24,4.02,15.27,8.64,7.64,3.42,6.63,7.24,,,7.64,4.82,4.22,3.42,5.83,10.65,7.64,5.43,6.03,4.02,2.81,3.82,3.21,6.23,26.12,5.63,,14.67,,7.64,4.22,3.21,42.6,6.03,12.66,6.63,5.22,4.42,2.81,3.82,25.361111,22.444444,30.722222,8.89,22.805556,85.890829
US_IA_19057,2020-07-28,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,1,0,132,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-4,32,13,-22,4,5.7,6.3,,12.81,10.37,14.44,3.46,6.51,5.9,4.27,3.05,7.73,3.66,3.25,3.66,5.9,8.13,5.08,4.27,6.3,3.25,3.46,5.7,4.47,8.13,25.22,4.27,3.46,13.22,4.07,4.07,5.29,8.13,39.66,5.08,8.54,7.12,4.47,3.46,3.25,3.05,23.233333,15.944444,29.7,0.4064,18.533333,75.072862
US_IA_19057,2020-07-29,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,-1,0,131,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-1,24,,-23,3,7.42,8.24,,15.25,8.04,12.36,,5.98,5.36,3.71,,10.72,2.88,5.36,3.92,4.12,7.21,8.04,,5.15,5.36,4.74,6.18,2.88,10.3,23.9,6.18,,11.13,3.3,5.15,6.39,4.12,44.1,,9.69,7.01,4.53,4.74,,,24.872222,18.15,31.277778,0.0,20.911111,78.9889
US_IA_19057,2020-07-30,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,6,0,137,2,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,2,29,20,-22,4,,5.86,5.65,12.56,9.21,9.0,3.14,5.65,4.81,2.93,3.56,7.53,,4.81,4.19,5.44,8.58,4.39,4.39,3.14,,,4.81,6.91,6.49,22.81,5.23,3.35,10.88,3.35,5.23,5.65,3.98,37.25,3.77,8.58,6.91,4.6,5.44,,,23.25,20.677778,28.022222,1.3208,21.722222,91.378938
