location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18087,2020-09-16,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,634,11,,,0,0,0,0,0,1,0,0,0,0,0,2,3,25,22,85,64,101,103,105,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,348,283,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,17,-6,-1,7.35,8.88,10.1,6.12,6.43,9.49,6.12,7.04,,11.63,27.24,,6.73,5.82,35.81,6.43,5.51,17.161111,9.522222,25.466667,0.0,,10.977778,67.116642
US_IN_18087,2020-09-17,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,630,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,16,,,11,-6,-1,6.01,8.86,,,6.01,5.69,,11.07,,6.64,19.61,,6.01,,36.38,11.39,4.75,18.133333,13.444444,22.583333,0.0,,11.561111,65.718523
US_IN_18087,2020-09-18,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,631,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,14,,,16,-3,-1,,6.39,6.07,,,7.03,5.43,6.71,,6.39,17.24,,6.07,,29.7,6.71,,12.033333,7.0,18.055556,0.0,,3.638889,56.785815
US_IN_18087,2020-09-19,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,635,11,,,0,0,0,0,0,0,1,0,0,0,0,2,3,25,22,85,65,101,103,105,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,349,283,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,39,,,25,12,,8.36,12.92,,,6.08,6.08,5.7,,6.08,,16.34,,8.36,,31.91,,,9.833333,1.277778,18.033333,0.0,,2.077778,58.71527
US_IN_18087,2020-09-20,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,636,11,,,0,0,0,0,0,1,0,0,0,0,0,2,3,25,22,86,65,101,103,105,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,349,284,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,20,-5,,,14.47,5.47,,5.87,7.82,5.87,,5.87,,16.81,,9.78,,29.33,6.65,5.87,12.472222,3.255556,21.177778,0.0,,4.588889,58.959228
US_IN_18087,2020-09-21,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,637,11,,,0,0,0,0,0,0,0,0,1,0,0,2,3,25,22,86,65,101,104,105,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,350,284,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,4,-3,-1,,16.43,6.0,5.05,8.21,7.27,,6.0,4.42,5.69,22.43,,6.32,,33.8,5.69,,14.361111,4.838889,22.916667,0.0,,4.855556,53.005406
US_IN_18087,2020-09-22,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,3,0,640,11,,,0,0,0,1,0,1,1,0,0,0,0,2,3,26,22,87,66,101,104,105,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,3,350,287,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,39,,,7,-2,0,8.56,14.9,7.29,6.34,,7.93,,6.34,,7.29,22.51,,9.83,5.71,30.43,7.93,5.39,15.266667,6.061111,24.994444,0.0,,7.583333,60.397113
US_IN_18087,2020-09-23,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,641,11,,,0,0,0,0,0,0,0,1,0,0,0,2,3,26,22,87,66,102,104,105,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,350,288,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,3,-3,1,5.17,12.6,6.79,6.79,,9.05,5.49,10.34,,5.17,16.81,6.46,6.14,,33.94,7.11,,16.822222,8.533333,25.505556,0.0,,11.577778,71.296013
US_IN_18087,2020-09-24,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,5,0,646,11,,,0,0,0,0,0,1,0,0,0,2,0,2,3,26,22,88,66,102,104,107,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,1,354,289,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,31,,,9,-4,0,8.58,8.26,9.53,,4.45,6.99,,9.21,4.45,6.67,17.79,,8.26,4.76,28.91,7.94,,17.455556,9.916667,25.4,0.0,,11.938889,70.13609
US_IN_18087,2020-09-25,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,4,0,650,11,,,0,0,0,0,1,1,0,1,0,1,0,2,3,26,23,89,66,103,104,108,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,4,354,293,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,24,17,,21,-6,1,4.94,5.29,,6.7,5.29,6.7,,8.46,,6.7,21.51,8.46,4.94,,35.61,,4.94,18.111111,10.077778,26.822222,0.0,,11.361111,65.187718
US_IN_18087,2020-09-26,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,4,0,640,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,51,,,20,13,,6.49,9.92,9.54,5.72,5.34,5.34,,5.72,,6.87,14.49,6.1,,,37.76,6.1,,19.65,12.511111,26.511111,0.0,,14.1,70.507727
US_IN_18087,2020-09-27,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,2,0,652,11,,,0,0,0,0,0,0,0,1,0,0,0,2,3,26,23,89,66,104,104,108,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,355,294,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,24,-9,,5.65,7.53,8.66,,6.78,7.53,,10.55,,7.91,14.31,6.4,6.4,,31.64,7.91,8.66,19.827778,15.894444,24.761111,0.0,,15.644444,76.912094
US_IN_18087,2020-09-28,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,9,0,661,11,,,0,0,0,1,0,1,0,3,1,3,0,2,3,27,23,90,66,107,105,111,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,5,359,299,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,3,-2,2,5.63,11.27,6.57,,,9.39,,7.2,,5.01,23.48,4.38,,5.01,37.56,5.95,,14.438889,11.944444,20.572222,2.4892,,12.516667,88.346682
US_IN_18087,2020-09-29,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,6,0,667,11,,,0,0,0,0,0,0,1,2,0,2,0,2,3,27,23,90,67,109,105,113,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,4,361,303,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,29,,,4,-4,1,6.1,6.75,9.63,4.82,,10.28,,10.92,5.14,9.31,44.64,6.1,9.96,5.46,33.08,12.85,4.5,11.855556,7.105556,17.072222,1.27,,7.861111,76.620816
US_IN_18087,2020-09-30,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,4,0,671,11,,,0,0,0,0,0,0,1,1,0,2,0,2,3,27,23,90,68,110,105,115,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,1,364,304,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,8,-8,2,7.23,10.69,,12.26,,13.2,5.66,7.86,5.03,7.54,42.75,4.4,5.97,,35.83,10.69,4.4,11.783333,7.833333,17.833333,0.6096,,7.744444,76.41297
US_IN_18087,2020-10-01,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,672,11,,,0,0,0,0,0,0,0,0,0,1,0,2,3,27,23,90,68,110,105,116,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,365,304,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,7,,,-7,-6,1,7.24,10.7,12.9,8.18,5.35,7.86,,11.01,,5.98,26.42,6.29,6.92,,32.09,7.86,,9.438889,5.85,16.077778,3.8735,,6.294444,80.939566
US_IN_18087,2020-10-02,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,673,11,,,0,0,0,0,0,0,0,0,0,0,0,2,3,27,23,90,68,110,105,116,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,365,305,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,5,,,16,-3,1,6.07,10.54,8.3,5.11,5.11,14.05,,6.71,4.47,,30.66,5.43,7.98,4.47,22.36,9.9,,7.261111,2.361111,13.0,4.953,,3.888889,79.244281
US_IN_18087,2020-10-03,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,674,11,,,0,0,0,0,0,0,0,0,0,0,0,2,3,27,23,90,68,110,105,116,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,365,306,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,26,,,23,11,,8.42,9.57,,,6.12,9.95,,,,7.27,14.92,,,,30.99,,,7.111111,1.705556,13.305556,0.03175,,2.605556,73.188429
US_IN_18087,2020-10-04,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,668,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,14,-8,,,5.64,5.27,,,6.02,,6.02,,8.28,15.05,,6.02,,34.62,,,9.383333,5.205556,13.138889,5.461,,6.672222,83.219957
US_IN_18087,2020-10-05,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,14,0,688,11,,,0,0,0,0,0,0,2,5,1,5,0,2,3,27,23,90,70,115,106,121,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,10,369,316,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,3,-5,-1,4.87,10.39,6.82,5.2,,7.14,,7.47,8.44,7.14,25.97,,5.52,,30.19,9.41,5.84,7.961111,1.366667,15.488889,2.032,,3.872222,75.63225
US_IN_18087,2020-10-06,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,7,1,695,12,,,0,0,0,0,0,1,0,3,1,1,0,2,3,27,23,91,70,118,107,122,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,5,371,321,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,32,,,15,-4,-1,4.47,8.93,7.66,7.34,,14.04,6.7,10.85,5.74,7.66,30.31,7.66,7.98,5.11,32.86,6.7,5.42,13.538889,6.811111,21.383333,0.0,,5.561111,58.654994
US_IN_18087,2020-10-07,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,5,0,700,12,,,0,0,0,0,0,0,0,0,4,1,0,2,3,27,23,91,70,118,111,123,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,1,375,322,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,6,-8,2,4.65,8.3,4.98,4.98,5.31,9.62,,11.62,6.97,10.29,25.56,,7.3,4.98,31.2,5.31,6.31,16.916667,11.172222,22.333333,0.0,,8.277778,56.831026
US_IN_18087,2020-10-08,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,10,0,710,12,,,0,0,0,1,0,1,0,1,5,1,0,2,3,28,23,92,70,119,116,124,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,5,380,327,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,11,,,5,-7,2,9.37,6.69,6.36,5.69,5.35,7.03,,7.36,5.69,7.7,22.42,,7.36,,33.46,6.69,,12.122222,3.883333,21.4,0.0,,5.016667,61.948477
US_IN_18087,2020-10-09,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,10,0,720,12,,,0,0,0,1,1,1,1,1,1,1,0,2,3,29,24,93,71,120,117,125,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,7,383,334,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,20,22,,17,-7,1,5.03,7.71,5.37,,,7.71,,11.07,,,16.44,,7.38,,25.16,5.7,5.03,14.244444,4.277778,27.266667,0.0,,6.155556,58.336491
US_IN_18087,2020-10-10,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,11,0,731,12,,,0,0,0,3,0,0,3,2,1,1,0,2,3,32,24,93,74,122,118,126,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,5,389,339,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,36,,,22,1,,5.63,7.24,,5.63,5.63,6.84,,12.88,,,13.68,6.84,,,33.8,7.64,5.63,19.994444,16.194444,23.555556,0.0,,14.444444,70.448437
US_IN_18087,2020-10-11,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,2,0,733,12,,,0,0,0,0,0,0,0,0,0,1,0,2,3,32,24,93,74,122,118,127,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,390,340,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,30,-4,,6.89,7.65,5.74,,7.65,11.86,6.12,5.74,8.8,,17.6,5.36,8.42,,40.94,6.5,9.57,16.555556,12.155556,22.627778,0.0,,11.138889,70.425331
US_IN_18087,2020-10-12,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,18,0,751,12,,,0,0,0,1,2,0,4,1,2,3,0,2,3,33,26,93,78,123,120,130,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,11,7,401,347,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,16,-6,2,6.66,13.0,5.39,,6.34,,4.76,10.78,,7.29,15.86,6.03,4.44,11.74,31.08,5.71,4.44,15.594444,11.788889,22.055556,2.2352,,12.788889,83.442658
US_IN_18087,2020-10-13,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,5,1,756,13,,,0,0,0,0,0,1,1,0,1,1,0,2,3,33,26,94,79,123,121,131,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,3,403,350,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,29,29,,6,-4,2,7.31,7.95,7.31,,5.09,9.86,,8.9,,12.4,20.67,7.0,5.09,8.9,31.16,,,11.788889,4.555556,20.177778,3.52425,,4.983333,63.312141
US_IN_18087,2020-10-14,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,8,1,764,14,,,0,0,0,1,0,1,0,3,0,3,0,2,3,34,26,95,79,126,121,134,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,6,405,356,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,5,-5,3,4.62,9.56,6.92,6.92,5.28,5.28,,12.2,,5.28,19.79,5.28,5.94,,32.65,4.62,4.95,11.655556,3.711111,21.361111,0.0,,4.888889,63.374729
US_IN_18087,2020-10-15,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,12,1,776,15,,,0,0,0,1,0,1,3,1,0,4,0,2,3,35,26,96,82,127,121,138,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,7,410,363,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,4,,,0,-3,3,,8.09,5.18,6.47,4.53,5.83,4.53,7.77,5.83,8.42,16.83,6.8,6.8,,37.87,5.5,5.83,13.633333,5.816667,20.677778,0.0,,4.433333,53.907498
US_IN_18087,2020-10-16,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,9,0,785,15,,,0,0,0,0,0,1,4,0,2,0,0,2,3,35,26,97,86,127,123,138,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,3,416,366,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,9,15,,2,-1,2,,8.39,6.71,,5.37,8.72,5.7,9.73,,5.37,25.16,5.03,6.37,,31.53,8.05,5.03,6.022222,-0.683333,14.594444,0.254,,-1.055556,60.653008
US_IN_18087,2020-10-17,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,786,15,,,0,0,1,0,0,0,0,0,0,0,0,2,4,35,26,97,86,127,123,138,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,417,366,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,31,,,23,8,,,7.0,7.39,,,7.0,,5.83,,,21.01,,6.61,6.22,32.68,,6.22,7.188889,0.288889,14.077778,0.036286,,-2.033333,52.552954
US_IN_18087,2020-10-18,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,2,0,788,15,,,0,0,0,0,0,0,1,1,0,0,0,2,4,35,26,97,87,128,123,138,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,,419,366,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,16,-11,,,7.57,,7.96,9.56,10.35,,8.36,,,17.92,7.17,5.97,,39.42,,,11.344444,3.827778,15.911111,1.1684,,2.122222,53.452257
US_IN_18087,2020-10-19,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,13,1,801,16,,,0,0,0,1,0,1,1,1,1,2,0,2,4,36,26,98,88,129,124,140,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,6,426,372,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,8,-1,3,,10.66,10.02,7.43,,8.4,,5.49,6.46,6.14,18.09,5.49,8.72,,38.45,8.08,6.14,5.977778,4.105556,9.144444,3.1496,,3.866667,86.53121
US_IN_18087,2020-10-20,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,6,0,807,16,,,0,0,0,0,0,0,1,1,0,3,0,2,4,36,26,98,89,130,124,143,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,3,429,375,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,15,10,,-4,-5,3,,11.2,12.51,5.6,4.94,8.56,4.61,10.87,,7.24,22.72,7.9,10.21,4.94,32.92,4.61,6.26,7.044444,3.022222,12.244444,0.9525,,3.627778,79.000688
US_IN_18087,2020-10-21,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,9,0,816,16,,,0,0,0,0,0,2,1,1,1,3,0,2,4,36,26,100,90,131,125,146,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,3,435,378,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,10,,2,-5,2,6.64,11.96,9.96,5.65,,11.29,4.65,10.96,,7.97,21.59,6.97,5.98,7.64,34.54,6.31,,11.088889,6.177778,13.766667,4.2164,,8.244444,82.715668
US_IN_18087,2020-10-22,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,11,0,827,16,,,0,1,0,0,0,1,0,3,3,1,0,3,4,36,26,101,90,134,128,147,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,5,441,383,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,9,6,,2,-8,2,7.77,8.83,,,5.65,7.42,5.3,9.54,,4.95,18.73,5.3,,5.65,31.09,4.95,,12.683333,8.033333,22.377778,15.113,,10.822222,88.57028
US_IN_18087,2020-10-23,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,7,0,834,16,,,0,0,0,1,0,1,1,0,0,3,0,3,4,37,26,102,91,134,128,150,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,2,446,385,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,7,12,,3,-7,3,,7.41,7.41,,,9.76,7.74,13.47,4.71,6.73,22.89,,6.73,,23.9,,,17.6,7.85,23.027778,6.223,,14.766667,83.572925
US_IN_18087,2020-10-24,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,5,0,839,16,,,0,0,0,1,0,0,1,0,1,0,0,3,4,38,26,102,92,134,129,150,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,3,448,388,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,32,,,13,5,,6.39,7.19,,,,8.38,,10.38,,8.79,14.38,,,,32.74,,7.99,5.544444,1.061111,8.827778,3.048,,0.938889,72.393083
