location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,new_deceased_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WA_53017,2020-05-24,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,10,0,157,3,,,0,7,,1,,2,0-11,12-19,20-34,35-49,50-64,65-79,80-,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-39,29,,-25,,3.03,5.66,9.29,4.24,14.75,5.86,7.07,2.83,5.25,4.44,3.43,3.64,7.07,3.64,3.84,3.64,3.84,5.66,,,4.65,3.03,,3.23,4.04,,,21.01,4.24,,8.89,,3.23,4.24,6.26,40.0,5.05,8.69,2.83,7.68,3.43,4.44,3.23,3.43,4.04,3.23,14.6,5.961111,23.3,0.0508,,4.030864,49.830658
US_WA_53017,2020-05-25,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,2,0,159,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-48,11,-49,-72,,,5.07,10.7,6.01,14.46,9.57,6.38,,3.94,3.38,,4.88,6.76,,,3.94,5.45,5.26,4.88,,5.26,4.32,5.45,6.76,,3.38,,22.34,7.51,2.82,12.58,3.19,5.45,3.38,3.57,37.17,3.75,8.64,3.19,4.69,,,4.13,4.51,,3.19,15.933333,7.25,23.361111,0.0254,,7.450617,57.456961
US_WA_53017,2020-05-26,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,159,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-27,16,-25,-31,7,2.81,5.44,9.65,4.04,12.28,7.72,3.51,2.63,6.32,,3.16,2.63,7.72,4.21,,2.81,4.04,4.91,4.21,,6.67,3.69,2.46,4.56,,,6.14,22.99,6.14,4.21,8.95,4.39,4.39,2.63,4.21,34.04,3.51,6.49,,8.77,2.63,2.63,,,,2.46,16.338889,9.572222,24.294444,1.9558,,8.259259,59.323722
US_WA_53017,2020-05-27,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,3,0,162,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-29,22,-24,-30,8,3.63,3.81,9.25,,9.61,4.9,4.9,3.08,5.08,4.71,2.72,,9.25,,3.08,2.9,7.07,8.16,4.71,,3.63,4.71,3.99,5.44,5.08,2.72,7.07,25.2,6.53,3.63,6.71,2.9,3.26,,5.8,30.28,2.72,5.8,3.44,7.8,,5.08,3.63,,,2.9,17.233333,7.566667,26.161111,0.1778,,1.530864,34.893157
US_WA_53017,2020-05-28,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,2,0,164,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-31,18,-14,-31,9,4.88,6.88,10.49,4.16,13.75,10.67,4.52,3.26,5.07,2.9,3.26,3.26,8.14,4.52,2.53,3.44,6.33,5.61,3.62,,3.44,5.79,,4.34,3.98,,7.6,22.43,6.15,,10.31,2.71,3.62,4.88,4.7,36.91,4.52,8.32,4.16,6.69,4.52,3.44,3.62,3.26,3.98,4.7,19.177778,8.516667,28.822222,0.0,,2.388889,32.496823
US_WA_53017,2020-05-29,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,4,0,168,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-37,23,-27,-31,9,,4.5,8.43,3.94,12.37,8.25,3.0,,6.0,,3.19,,6.93,,3.75,4.87,4.31,9.75,6.0,,3.56,3.37,,,3.56,,6.37,21.55,4.31,,8.06,3.0,4.5,3.94,4.5,37.3,7.31,7.68,,3.75,7.68,3.94,,,4.5,4.5,21.988889,11.022222,31.638889,0.0762,,5.524691,33.629356
US_WA_53017,2020-05-30,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,2,0,170,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-45,11,-51,-17,,3.57,4.96,5.36,,11.32,6.75,5.16,,4.96,4.37,3.18,,5.16,3.57,,4.37,,6.95,4.76,3.18,,4.76,3.38,3.38,4.17,4.37,4.17,18.47,5.56,3.97,8.94,3.57,,,7.35,35.74,5.16,7.15,,6.55,,4.76,,2.98,3.77,2.78,21.638889,12.088889,31.544444,0.0,,10.308642,47.095938
US_WA_53017,2020-05-31,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,2,0,172,3,,,0,7,,1,,2,0-11,12-19,20-34,35-49,50-64,65-79,80-,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-35,20,,-14,,2.66,5.89,10.08,3.61,8.56,7.99,3.42,2.66,6.46,4.37,,3.42,4.37,4.37,,4.94,4.37,5.7,5.13,,4.75,,4.75,6.84,7.42,3.23,,22.25,4.56,2.85,11.79,,3.23,5.89,4.37,37.08,4.56,10.65,3.61,7.42,3.8,6.66,3.04,,3.8,,14.833333,10.588889,24.738889,8.8138,,7.493827,61.535271
US_WA_53017,2020-06-01,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,1,0,173,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-28,17,-28,-27,6,3.42,5.75,7.19,3.78,11.15,5.93,3.42,2.52,4.5,3.06,2.88,,7.37,3.6,2.7,3.06,5.39,5.75,4.67,,4.86,6.47,,,2.88,,3.24,19.96,,,9.89,3.06,3.24,4.14,4.32,34.7,4.67,6.29,3.06,4.86,,4.14,3.06,2.7,4.14,2.88,14.283333,8.172222,22.161111,2.2098,,3.240741,47.938347
US_WA_53017,2020-06-02,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,173,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-27,14,-25,-29,8,3.44,3.98,10.31,4.88,11.58,9.22,6.69,3.44,5.07,4.34,2.71,2.71,4.52,,,,6.15,5.79,,2.71,4.7,3.62,3.44,4.7,3.8,3.26,,22.07,4.7,,6.33,4.16,,4.16,4.52,34.01,4.7,7.05,,5.43,3.8,4.52,,,3.8,4.52,15.411111,6.861111,23.611111,0.0,,2.62963,41.900549
US_WA_53017,2020-06-03,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,1,0,174,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-25,32,-27,-30,7,3.06,3.96,8.82,3.6,10.09,7.92,4.68,2.52,7.56,3.96,2.52,,5.4,,3.24,2.88,5.4,8.82,4.86,,2.7,2.88,4.14,3.78,3.24,3.78,4.32,19.09,4.5,,8.64,2.7,2.52,4.32,3.6,34.03,2.7,3.6,,6.3,5.22,2.7,,3.6,,,16.05,7.538889,23.905556,0.2794,,2.722222,41.355314
US_WA_53017,2020-06-04,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,2,0,176,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-29,19,-30,-32,7,4.64,5.94,7.99,6.5,11.33,7.99,3.9,2.6,6.5,3.9,2.97,,4.83,3.34,3.9,,4.83,6.69,3.53,,4.64,4.09,5.01,3.9,3.53,3.16,5.39,17.64,6.87,3.71,6.31,,3.34,5.57,5.39,36.03,6.69,5.2,2.97,6.5,4.09,4.09,2.6,2.97,5.2,3.16,16.705556,8.738889,23.494444,0.0,,1.975309,37.833127
US_WA_53017,2020-06-05,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,4,0,180,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-33,21,-27,-32,7,6.27,3.5,9.59,2.95,11.99,5.53,3.69,2.77,3.5,2.95,3.5,,6.08,3.5,3.69,3.5,4.06,7.93,3.5,,5.9,3.5,2.95,2.95,4.06,2.77,4.43,22.31,4.24,,6.82,2.77,,4.43,,29.87,2.77,4.43,,3.32,3.69,3.87,2.77,2.77,5.16,,16.083333,9.816667,22.522222,0.0,,4.240741,44.873592
US_WA_53017,2020-06-06,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,180,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-41,25,-29,-14,,3.3,7.62,9.06,5.36,10.71,8.86,6.18,,5.56,,3.71,,6.18,5.77,3.3,,5.15,9.89,4.74,,3.91,3.3,3.3,3.5,5.56,2.88,3.5,20.81,4.33,3.91,8.65,4.12,3.3,3.91,5.15,38.11,3.5,7.62,,6.18,8.45,,,3.09,3.09,,14.338889,8.455556,21.111111,0.6604,,4.901235,54.050659
US_WA_53017,2020-06-07,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,180,3,,,0,7,,1,,2,0-11,12-19,20-34,35-49,50-64,65-79,80-,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-33,29,,-9,,,5.54,8.4,5.54,11.26,7.06,2.86,,6.68,4.39,,2.86,5.54,4.01,,4.01,5.35,7.64,,3.63,4.96,3.82,3.63,5.54,3.44,3.25,5.54,18.33,6.3,2.67,5.54,3.82,,,6.3,38.56,,5.16,,10.12,4.01,4.77,2.86,3.63,4.77,3.82,13.116667,7.238889,19.966667,1.3716,,3.08642,52.237865
US_WA_53017,2020-06-08,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,180,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-32,16,-36,-28,5,3.55,5.15,9.76,6.21,12.96,5.68,4.08,4.08,4.61,3.9,3.19,3.02,5.15,4.08,2.84,3.73,4.26,6.92,3.73,,4.97,,5.15,4.44,4.26,3.37,4.97,20.41,5.32,,6.74,3.19,3.02,5.15,4.08,32.65,5.5,6.74,,4.61,3.37,3.02,3.37,,2.48,3.37,13.411111,7.35,18.638889,1.4224,,2.246914,49.18729
US_WA_53017,2020-06-09,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,1,0,181,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-22,18,-34,-31,8,2.96,5.06,9.24,4.36,9.59,5.93,5.41,5.23,6.98,6.98,3.66,2.79,3.66,2.44,2.96,6.28,5.06,6.45,2.79,4.01,4.19,3.49,5.06,4.01,5.76,3.31,6.28,21.28,6.1,3.49,7.33,,3.14,4.01,5.93,37.32,3.49,7.33,,5.93,3.49,4.01,,,3.84,2.96,12.1,7.311111,19.022222,1.651,,4.561728,60.560415
US_WA_53017,2020-06-10,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,181,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-29,21,-34,-30,7,2.88,3.6,12.43,3.24,12.97,6.12,4.5,3.24,2.88,3.96,3.24,4.14,,2.88,3.24,,3.42,9.37,4.32,2.88,4.86,3.6,,4.14,6.12,,5.22,19.63,6.3,3.96,8.65,,3.42,4.86,5.4,33.5,5.04,7.21,2.88,4.68,4.32,,3.06,3.42,3.78,,15.811111,8.616667,24.422222,5.842,,9.598765,66.49404
US_WA_53017,2020-06-11,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,181,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-29,17,-17,-34,7,3.31,5.14,9.55,4.78,11.76,9.92,3.67,,5.88,2.76,,3.31,7.9,4.04,2.57,,4.96,6.98,2.57,,6.25,4.04,,5.14,5.14,,4.04,21.68,4.04,4.59,9.37,2.57,,4.78,6.98,35.83,3.67,4.78,,6.62,2.94,4.23,,4.41,4.04,4.23,17.95,9.622222,25.3,0.4572,,9.95679,59.450585
US_WA_53017,2020-06-12,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,181,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-34,24,-14,-32,7,2.77,4.44,7.77,3.88,11.84,6.66,4.07,2.77,4.62,,,3.52,3.88,5.37,5.18,6.11,4.25,6.29,3.7,2.77,3.88,4.62,4.07,5.0,2.59,,4.25,24.05,4.62,2.96,9.25,,4.62,2.59,3.15,34.59,4.25,7.4,,6.29,,3.7,3.33,,,3.33,18.127778,11.494444,24.511111,1.9304,,10.87037,61.8321
US_WA_53017,2020-06-13,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,181,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-37,29,,-14,,3.44,5.05,11.92,5.86,10.71,9.5,3.23,2.83,5.86,4.24,4.45,5.25,5.66,,2.83,,6.46,9.09,3.03,4.65,4.45,3.84,2.83,5.66,4.24,,5.05,18.99,6.26,3.03,10.51,,5.66,5.05,5.25,36.97,5.05,6.87,3.64,3.03,3.03,4.65,5.86,,3.44,3.03,14.394444,10.761111,23.244444,3.1496,,7.216049,63.335418
US_WA_53017,2020-06-14,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,4,0,185,3,,,0,7,,1,,2,0-11,12-19,20-34,35-49,50-64,65-79,80-,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-30,28,,-7,,,6.14,9.9,8.71,10.3,8.32,6.34,3.37,4.95,5.54,3.37,,4.36,3.96,,2.77,3.37,8.51,3.37,3.76,,,,7.13,5.54,3.76,4.95,21.78,5.94,,9.11,,3.56,4.16,5.35,37.62,5.35,9.31,2.77,5.94,5.15,5.15,,3.37,3.76,3.76,12.216667,7.4,18.261111,3.3782,,4.345679,60.387488
US_WA_53017,2020-06-15,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,-2,0,183,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-23,24,-9,-25,4,3.98,6.15,8.86,5.79,8.32,6.87,6.51,2.71,5.79,3.62,3.26,,4.34,4.16,3.08,4.16,5.07,9.23,5.25,,4.16,3.8,2.53,3.44,,,4.7,24.78,4.88,3.08,6.15,,2.71,,8.5,37.81,4.34,5.61,2.89,5.97,4.7,4.16,3.62,3.26,5.43,,12.505556,6.955556,18.355556,0.4826,,5.512346,62.533267
US_WA_53017,2020-06-16,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,4,0,187,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-19,19,-20,-30,5,2.63,4.89,11.67,6.59,10.54,8.66,6.4,4.89,6.96,2.63,,3.01,3.2,,3.01,3.95,5.46,10.91,5.64,,6.21,3.39,3.39,5.27,5.46,,5.46,18.63,6.02,2.63,10.16,4.52,4.52,6.4,6.21,40.08,2.82,5.64,3.39,6.4,6.21,3.95,2.63,3.01,4.89,3.01,12.722222,8.033333,18.5,4.3688,,7.092593,69.396076
US_WA_53017,2020-06-17,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,187,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-7,27,,-29,5,4.01,3.63,11.84,4.77,9.16,8.78,5.73,,4.39,2.67,,,6.68,4.39,4.2,3.25,5.92,6.11,5.16,,6.68,5.16,4.2,4.58,4.58,3.06,3.82,25.01,8.02,5.16,9.93,,4.58,3.63,4.58,40.48,4.01,8.02,3.25,7.83,4.58,5.35,3.25,2.86,4.77,,15.744444,8.494444,24.005556,2.286,,6.728395,55.782328
US_WA_53017,2020-06-18,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,2,0,189,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-8,24,-21,-31,4,,4.51,11.38,4.51,10.4,11.38,4.91,5.1,5.3,4.91,,3.92,6.08,4.12,2.94,4.71,8.63,8.83,4.51,3.53,5.5,3.53,2.94,5.1,5.89,3.92,7.26,18.84,7.46,,8.24,2.75,4.71,4.12,6.08,37.09,4.51,5.5,3.53,5.1,4.12,5.1,,4.71,4.51,4.12,18.322222,9.883333,27.694444,0.0,,7.246914,49.04592
US_WA_53017,2020-06-19,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,1,0,190,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-17,26,-24,-30,3,,5.89,10.57,4.67,10.77,7.52,4.88,4.27,3.46,5.29,3.05,3.46,6.1,3.46,,4.67,5.49,9.55,,,3.46,5.69,3.46,3.25,3.86,,2.85,16.06,,3.25,11.38,,3.86,5.49,7.52,30.29,5.69,8.13,,5.49,7.72,2.85,,,4.47,,21.088889,10.722222,30.088889,0.0,,8.104938,42.66512
US_WA_53017,2020-06-20,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,190,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-23,32,,-6,,,4.88,9.12,5.09,14.63,7.0,,,5.3,4.24,4.03,,4.45,3.39,,,4.24,6.57,3.18,3.6,6.36,2.97,,5.51,5.72,,3.18,21.83,9.54,,13.78,,3.18,3.81,2.97,35.61,4.45,8.05,,9.12,3.81,5.72,,3.39,3.18,6.36,21.866667,13.305556,30.072222,0.0,,10.006173,46.635956
US_WA_53017,2020-06-21,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,3,0,193,3,,,0,7,,1,,2,0-11,12-19,20-34,35-49,50-64,65-79,80-,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-15,40,,-5,,,5.46,7.56,2.94,11.76,8.82,5.04,3.57,4.2,3.78,3.36,,5.46,,,4.41,2.94,7.35,4.2,,6.72,4.2,,6.51,5.04,,8.61,18.68,,3.36,13.86,,,4.62,4.83,40.52,6.09,6.3,,8.19,3.99,,2.94,5.04,,,19.727778,13.75,26.433333,0.3302,,9.549383,52.605215
US_WA_53017,2020-06-22,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,3,0,196,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-11,20,-24,-29,2,4.38,5.14,12.0,3.62,16.76,8.95,4.19,3.43,5.52,3.62,2.67,,4.95,3.05,4.0,,4.19,7.24,3.24,,4.76,4.76,,5.52,,3.62,5.9,22.47,5.9,2.67,11.43,3.62,3.81,3.24,8.0,34.66,4.38,9.33,,7.24,2.86,4.19,2.86,3.05,4.76,,20.288889,11.561111,30.022222,0.1016,,7.049383,42.152556
US_WA_53017,2020-06-23,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,3,0,199,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-4,21,-23,-30,3,4.51,6.87,10.79,,13.54,7.65,4.91,6.28,3.73,4.51,3.53,3.53,5.89,5.3,4.32,5.5,3.34,7.46,4.51,3.14,4.91,4.12,4.51,4.91,6.67,,7.46,27.28,6.28,4.71,13.54,2.75,,6.87,4.12,42.59,7.46,9.22,,7.46,3.92,4.91,3.53,3.73,3.53,3.14,23.688889,11.722222,33.205556,0.0,,9.938272,40.878441
US_WA_53017,2020-06-24,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,6,0,205,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-5,31,-23,-30,5,4.08,4.08,8.93,3.69,11.45,8.35,6.41,3.88,4.46,3.49,2.72,,4.85,3.69,4.27,,4.46,5.05,5.43,3.49,3.49,4.27,,6.21,4.66,2.72,5.82,21.55,7.96,2.91,11.26,,4.08,3.69,10.29,37.85,5.24,6.79,,7.57,3.11,4.08,2.91,,3.69,3.11,24.427778,14.394444,32.794444,0.0254,,11.771605,45.412141
US_WA_53017,2020-06-25,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,5,0,210,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-3,27,-12,-31,4,4.31,6.08,9.02,4.31,7.06,7.06,4.71,,3.92,5.1,,4.31,4.31,3.72,4.9,5.1,4.9,5.49,7.45,,4.71,3.92,,4.9,3.72,,4.71,21.56,5.49,,10.0,,3.92,3.33,6.27,39.01,4.31,8.23,,4.51,5.68,2.94,3.72,,2.94,,22.533333,15.45,31.383333,0.5334,,9.302469,43.422591
US_WA_53017,2020-06-26,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,6,0,216,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-20,24,-26,-30,5,3.62,4.82,10.04,4.82,15.87,5.02,3.62,3.62,4.42,3.62,,,10.85,4.82,3.62,3.82,4.62,8.04,5.02,2.81,3.82,,3.82,5.02,4.82,,3.42,26.12,4.22,3.01,11.05,3.82,4.22,5.62,5.02,41.19,4.62,7.23,,6.83,3.82,4.62,,3.62,3.82,3.21,24.027778,14.294444,32.411111,4.318,,9.598765,39.691728
US_WA_53017,2020-06-27,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,7,0,223,3,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-26,24,-21,-5,,3.37,4.63,12.85,5.9,11.38,7.37,5.48,,,,,4.21,7.58,4.84,3.79,4.42,4.63,5.27,5.06,,4.42,6.11,,5.27,4.84,3.79,3.79,19.59,6.74,,11.8,,5.69,4.0,3.58,36.66,3.16,4.84,,5.69,3.37,,4.42,3.79,,3.79,21.2,14.494444,31.966667,0.1524,,7.253086,41.271647
