location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_LA_22095,2020-06-02,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,2,3,864,82,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-8,-3,-62,-21,-27,11,4.72,9.12,3.3,6.45,4.56,4.56,3.3,4.25,4.4,2.52,3.77,4.87,3.46,2.52,3.3,3.62,6.92,2.67,2.52,4.25,2.67,3.93,3.93,2.67,7.39,15.88,4.56,3.3,8.8,,2.83,3.77,3.77,30.97,2.67,4.09,5.5,4.87,3.46,2.2,,26.644444,22.727778,31.161111,0.0,21.569444,74.382064
US_LA_22095,2020-06-03,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,4,0,868,82,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-7,-5,-67,-23,-28,11,2.84,7.48,2.39,8.97,6.13,3.29,,3.89,4.93,,3.44,3.59,2.99,,4.49,3.59,6.13,2.39,3.74,,2.84,4.34,4.49,3.44,7.33,16.75,2.99,,7.18,,3.29,2.99,5.23,23.48,2.84,3.14,5.68,2.99,4.04,2.54,3.14,26.161111,23.316667,30.1,2.511778,22.993056,82.952917
US_LA_22095,2020-06-04,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,4,0,872,82,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-11,0,,-17,-27,10,2.86,8.26,2.7,8.26,4.45,4.61,2.7,4.13,3.65,,,4.29,3.5,,3.34,2.38,7.79,2.86,2.7,,3.65,4.45,2.38,2.38,6.67,17.64,4.13,3.18,7.15,2.38,3.97,2.7,4.93,27.01,3.18,5.72,4.77,4.45,3.34,2.54,,26.238889,21.672222,31.144444,0.4318,21.576389,75.86098
US_LA_22095,2020-06-05,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,1,2,873,84,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-12,8,-38,-19,-26,11,4.98,8.63,,9.96,7.8,3.48,2.49,4.65,2.99,,3.48,6.14,6.14,3.48,3.65,3.98,7.8,3.98,3.15,2.99,3.82,5.31,4.31,2.65,6.3,20.41,3.65,3.15,9.29,,2.99,4.81,5.31,30.03,4.15,4.98,4.31,3.82,4.65,,2.49,27.111111,22.077778,32.294444,0.3556,21.666667,72.443169
US_LA_22095,2020-06-06,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,2,0,875,84,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-7,16,,-27,-17,,3.77,9.78,,9.78,6.0,2.92,,4.29,4.12,2.4,4.46,3.43,2.4,,3.26,4.29,6.0,3.26,3.94,,,5.49,3.94,2.4,6.86,12.86,2.57,,8.4,2.4,2.57,3.94,3.26,26.93,3.6,5.32,5.14,4.12,3.94,,2.92,26.794444,23.444444,30.85,0.987778,22.520833,77.739707
US_LA_22095,2020-06-07,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,2,0,877,84,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-52,-19,,-48,-36,,2.95,9.0,2.48,6.98,7.76,5.43,,4.96,2.79,,,5.27,3.1,2.64,3.57,4.03,6.05,,2.48,,5.12,4.34,5.43,2.48,7.13,16.6,3.72,,7.76,2.17,,5.43,3.1,29.78,3.1,5.12,6.2,2.17,4.03,,2.64,25.227778,24.2,27.194444,9.228667,23.395833,89.822322
US_LA_22095,2020-06-08,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,0,0,877,84,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-27,-27,,-34,-40,18,6.09,8.91,2.52,9.06,6.54,5.05,,6.09,2.08,,2.82,2.08,3.71,,3.86,,6.83,2.08,4.61,2.82,5.5,5.35,3.56,4.46,5.79,20.05,4.16,3.42,7.58,,,4.16,4.01,35.8,4.31,5.79,7.87,3.27,5.05,,3.12,25.961111,24.511111,29.122222,36.011556,24.152778,89.288969
US_LA_22095,2020-06-09,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,4,0,881,84,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-10,-10,-60,-12,-26,11,4.2,11.05,2.8,7.63,6.85,4.36,2.18,7.32,3.27,,4.05,5.76,2.33,,2.65,3.42,8.25,4.2,5.14,2.49,3.58,6.38,4.2,,8.4,17.9,5.76,2.33,7.47,5.14,2.96,4.05,5.6,38.6,3.74,5.45,4.67,3.27,6.85,2.8,3.74,28.327778,25.972222,31.883333,6.152444,25.090278,82.679213
US_LA_22095,2020-06-10,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,2,-1,883,83,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-9,-14,-62,-23,-26,9,4.62,10.63,2.47,7.24,6.78,,2.47,6.47,3.24,,2.93,4.32,4.16,,3.85,2.47,8.94,3.24,2.62,2.16,2.93,4.47,3.08,,6.32,17.41,4.62,2.47,7.71,2.62,3.24,3.24,5.39,29.13,3.08,5.24,4.47,4.62,4.62,3.08,4.62,28.044444,23.633333,32.533333,8.494889,23.756944,77.440007
US_LA_22095,2020-06-11,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,0,0,883,83,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-9,-5,,-14,-28,9,3.7,9.5,,9.82,7.89,3.22,3.06,5.47,3.54,2.25,,6.92,3.86,3.22,4.51,2.58,7.08,3.38,5.79,4.02,3.54,4.51,2.58,2.74,8.05,18.19,4.18,4.02,6.44,3.54,2.74,,5.15,35.57,3.86,5.63,5.31,3.86,4.51,,5.47,25.433333,20.494444,30.722222,10.9474,17.756944,63.496953
US_LA_22095,2020-06-12,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,3,0,886,83,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-16,-10,-40,-26,-26,9,4.91,7.29,,8.13,5.42,3.05,,5.76,3.9,,2.71,5.08,3.9,3.56,4.24,3.56,8.81,3.9,2.54,3.73,,6.61,4.74,,5.42,18.64,4.57,2.37,7.29,3.56,2.71,2.37,5.42,34.73,,3.05,4.24,5.25,4.07,,4.91,25.677778,20.705556,30.5,0.0,16.083333,55.915422
US_LA_22095,2020-06-13,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,3,0,889,83,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-12,-8,,-20,-16,,4.65,9.11,2.79,6.32,7.62,5.58,,4.83,4.09,,3.16,7.07,4.46,,,3.16,8.18,5.21,7.44,,4.28,6.69,2.98,3.35,5.76,21.19,5.76,3.9,8.37,4.65,4.09,4.09,4.09,33.09,,5.95,4.83,4.65,4.65,,3.53,25.994444,20.983333,31.833333,0.0,17.090278,58.571875
US_LA_22095,2020-06-14,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,2,0,891,83,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-8,-5,,-1,-15,,3.29,7.11,3.81,8.14,7.28,3.47,,4.16,4.16,,2.77,6.24,3.64,3.81,,2.95,5.37,4.16,4.16,2.43,,5.2,4.51,,9.19,22.36,4.33,,9.53,2.43,,4.51,4.85,33.27,4.33,3.99,5.37,4.33,4.51,,2.43,27.205556,23.066667,31.961111,0.0,21.694444,72.30994
US_LA_22095,2020-06-15,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,1,0,892,83,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-12,-13,-54,-16,-24,9,3.74,9.81,2.34,9.04,6.08,5.14,2.65,6.08,3.27,,2.34,6.23,2.8,2.49,,3.9,7.17,2.18,4.52,3.27,3.58,4.21,4.05,,7.95,22.43,7.01,2.34,8.1,3.12,3.27,2.96,4.83,37.39,5.45,6.86,3.74,2.65,2.96,2.49,4.21,27.677778,22.605556,33.322222,0.127,21.0625,67.595586
US_LA_22095,2020-06-16,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,2,0,894,83,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-9,-12,-54,-12,-26,10,3.98,8.27,3.02,8.75,6.04,4.77,3.66,4.13,4.77,,4.29,4.77,3.5,3.5,3.98,3.98,8.27,3.18,3.66,2.86,4.61,5.09,2.54,2.39,9.38,15.11,5.41,,7.16,,3.34,3.98,5.57,34.35,3.66,4.93,2.86,4.61,4.61,3.02,3.5,27.672222,23.083333,32.616667,0.0,20.277778,64.832328
US_LA_22095,2020-06-17,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,10,0,904,83,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-4,-8,-48,-9,-27,9,2.73,9.01,,8.04,9.33,5.95,3.7,5.63,4.02,2.73,3.54,6.43,3.38,3.06,4.02,4.34,9.97,3.86,3.54,3.86,3.06,3.54,4.66,3.22,8.04,18.33,5.47,3.22,8.04,2.57,4.5,4.66,5.31,33.61,3.86,6.11,4.34,5.47,4.34,2.89,4.18,26.183333,20.105556,31.611111,0.0,17.013889,58.307638
US_LA_22095,2020-06-18,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,0,0,904,83,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-8,-7,,-11,-28,8,4.72,7.97,,11.55,6.02,4.39,3.9,4.88,4.55,4.23,3.25,6.83,3.42,3.42,3.9,,6.67,3.58,4.39,4.07,2.44,3.74,4.39,3.25,7.0,20.01,2.6,2.28,9.76,,,4.55,5.86,31.4,4.72,5.53,5.53,2.6,4.88,3.74,2.77,26.438889,20.616667,32.272222,0.0,18.118056,61.474257
US_LA_22095,2020-06-19,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,13,2,917,85,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-16,-6,-36,-9,-30,9,6.07,7.11,,10.06,6.94,2.6,,4.86,4.51,,3.12,4.33,3.12,3.64,2.77,4.51,6.59,4.33,3.64,4.68,3.29,5.2,3.64,,5.9,16.82,3.64,2.6,6.76,2.43,2.95,3.12,3.99,29.65,4.51,6.76,8.15,3.81,5.72,,2.77,26.955556,21.516667,32.583333,0.0,19.743056,65.373713
US_LA_22095,2020-06-20,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,2,0,919,85,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-7,7,,-20,-13,,4.73,7.64,,7.28,4.91,3.64,,6.0,4.55,,,4.0,4.0,2.73,3.46,4.73,8.73,2.73,3.09,4.0,5.28,4.91,5.46,3.27,5.46,20.2,3.27,2.91,5.82,,,2.91,2.91,32.57,,3.82,5.28,5.28,4.91,4.73,,27.222222,21.872222,32.416667,0.0,20.0625,65.62415
US_LA_22095,2020-06-21,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,5,0,924,85,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-20,-7,,-4,-17,,3.04,8.93,3.21,7.86,7.14,5.54,,3.21,5.54,,2.68,4.29,3.57,2.86,5.0,3.21,7.32,2.5,,4.29,4.64,2.86,4.46,,5.71,20.36,4.29,3.04,8.04,,2.5,4.29,4.64,32.32,2.5,4.46,5.0,4.46,6.96,,2.68,26.955556,22.761111,31.75,1.016,22.097222,75.218476
US_LA_22095,2020-06-22,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,2,0,926,85,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-19,-24,-61,-25,-32,12,4.96,8.05,,7.59,5.73,3.56,,4.03,4.64,,3.1,7.12,4.96,4.03,3.72,4.64,6.66,3.41,4.96,2.17,4.03,3.87,3.41,2.63,5.88,21.83,3.72,2.79,7.59,2.94,4.49,3.87,4.33,33.13,2.94,5.26,4.33,4.18,3.87,,3.87,25.433333,21.794444,29.344444,9.764889,22.458333,83.843388
US_LA_22095,2020-06-23,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,2,0,928,85,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-18,-20,-63,-17,-31,12,4.06,8.43,3.75,9.21,5.77,3.9,2.65,6.4,4.84,4.06,2.5,6.24,3.43,5.77,4.06,3.59,6.87,3.9,4.84,3.59,2.96,3.75,3.12,2.96,7.65,20.44,4.84,3.59,8.89,2.65,,2.81,4.68,33.55,5.15,6.24,6.71,3.43,3.28,,3.59,26.594444,23.094444,32.144444,9.962444,23.055556,81.096296
US_LA_22095,2020-06-24,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,2,1,930,86,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-19,-20,-71,-19,-31,13,3.48,9.85,2.88,8.63,6.36,4.24,,5.15,3.48,2.27,,5.61,5.76,4.09,4.09,3.79,8.33,3.64,5.0,3.33,3.03,,3.79,,8.18,19.69,,2.27,8.18,3.18,2.58,3.33,5.0,35.45,2.88,5.3,5.91,3.48,5.91,2.42,3.79,24.388889,22.533333,27.65,20.856222,22.729167,90.467107
US_LA_22095,2020-06-25,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,6,0,936,86,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-15,-11,-42,-8,-29,11,4.54,8.92,,8.29,3.6,4.69,2.5,4.22,4.69,,2.97,8.76,5.16,9.86,,4.85,6.73,4.85,4.38,5.79,4.38,5.47,3.6,,8.92,19.24,5.01,,8.29,2.97,3.75,3.6,4.54,31.6,,5.47,5.32,3.13,4.69,,2.66,25.877778,22.872222,31.3,16.594667,23.326389,85.813811
US_LA_22095,2020-06-26,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,3,0,939,86,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-14,-10,-38,-15,-30,11,3.13,9.72,2.47,11.2,4.12,3.79,,4.61,4.12,,4.94,7.25,2.47,9.72,2.47,5.6,6.75,3.79,3.46,2.96,4.61,5.43,4.12,3.95,6.26,19.6,3.46,4.28,6.92,3.46,2.8,4.94,7.74,31.62,3.29,2.96,4.94,3.46,4.28,,3.62,27.111111,23.744444,32.094444,0.874889,23.291667,80.378269
US_LA_22095,2020-06-27,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,0,0,939,86,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-13,-12,,-25,-20,,3.93,8.04,,7.68,6.61,2.86,,5.36,3.93,,2.5,8.04,3.75,6.43,4.47,3.57,8.4,4.83,4.29,2.68,3.22,4.29,2.5,3.04,5.18,19.66,6.25,2.5,6.61,,2.68,2.68,5.0,31.81,4.11,7.86,5.18,5.54,3.4,,4.83,28.538889,25.927778,31.455556,0.0254,24.916667,80.851519
US_LA_22095,2020-06-28,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,13,0,952,86,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-7,-9,,-2,-15,,3.54,8.44,2.7,6.25,5.57,3.04,2.36,3.88,4.89,,4.22,7.43,2.53,2.53,3.54,3.71,5.74,3.38,2.7,3.21,3.21,5.06,2.87,3.38,6.41,20.25,5.4,,9.79,2.53,2.87,3.71,4.39,32.74,3.71,4.05,6.92,,4.56,,4.05,28.638889,24.183333,32.861111,0.028222,24.0625,76.626305
US_LA_22095,2020-06-29,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,8,0,960,86,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-3,-9,-40,-3,-29,9,3.64,8.87,3.64,6.65,7.76,4.12,,4.75,4.75,,3.48,8.24,3.48,4.12,4.59,4.44,6.02,4.75,4.91,2.69,4.44,3.48,4.91,3.8,9.66,23.45,3.64,3.96,7.6,3.33,2.85,3.17,4.75,38.02,4.44,5.07,4.28,4.12,6.97,,2.22,29.027778,25.75,33.033333,0.169333,24.347222,76.038343
US_LA_22095,2020-06-30,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,10,0,970,86,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-3,1,-45,-12,-28,9,4.0,9.29,3.2,6.08,8.8,3.84,,6.56,3.52,2.56,5.28,10.09,2.72,3.04,3.52,3.84,8.64,4.64,4.96,6.4,3.52,3.36,5.12,2.88,6.4,23.85,4.96,4.0,9.45,2.72,4.32,3.36,5.44,37.3,3.36,7.52,4.48,4.8,4.96,3.04,2.72,29.288889,25.511111,33.583333,1.862667,24.465278,75.302913
US_LA_22095,2020-07-01,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,6,1,976,87,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,4,-2,-57,-8,-28,8,4.63,9.09,4.95,10.69,6.22,4.15,3.83,5.74,4.63,3.19,3.51,8.46,3.19,4.63,4.47,3.03,6.7,4.47,4.15,3.99,2.55,4.15,3.19,,7.34,23.29,6.54,4.15,8.46,,2.55,3.83,3.83,37.01,5.42,7.82,6.22,2.87,5.42,2.87,2.39,29.172222,26.183333,33.411111,0.6096,24.548611,75.37127
US_LA_22095,2020-07-02,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,6,0,982,87,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-3,8,,-10,-30,9,4.56,11.41,2.44,9.62,4.56,4.07,,4.56,5.38,2.28,5.05,7.17,3.91,4.24,2.93,3.91,5.38,4.89,2.77,2.77,3.26,5.38,3.58,4.56,6.68,24.12,3.58,2.61,7.5,,3.1,2.93,4.89,35.69,6.03,7.33,6.19,3.58,6.19,,3.42,28.5,24.338889,33.566667,2.991556,23.875,76.490642
US_LA_22095,2020-07-03,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,18,0,1000,87,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-10,11,-51,-28,-51,,3.58,8.7,3.24,7.5,8.02,5.29,2.39,4.43,2.9,,,7.67,3.07,3.58,,2.56,6.99,4.09,5.63,3.92,3.75,5.29,4.43,,7.16,19.61,4.09,3.92,10.23,2.39,2.39,3.75,6.82,34.28,4.95,4.26,2.73,3.58,2.73,2.39,3.92,26.261111,23.694444,31.738889,9.482667,23.611111,85.320041
US_LA_22095,2020-07-04,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,0,0,1000,87,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-26,7,,-23,-35,,7.09,4.02,,7.47,6.9,6.9,,4.41,3.64,,3.26,8.43,,4.6,,3.83,7.09,4.41,,4.6,,6.13,3.26,2.68,7.28,20.31,4.6,3.06,9.0,,3.26,,4.79,32.57,,5.75,5.17,4.6,3.26,,2.87,26.294444,23.838889,31.461111,1.975556,22.840278,81.532653
US_LA_22095,2020-07-05,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,11,0,1011,87,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-18,-11,,-11,-22,,3.71,8.42,3.54,8.25,4.88,3.71,,5.22,4.04,,4.04,9.6,3.03,3.87,3.54,2.69,9.94,4.21,3.71,4.04,3.71,3.87,3.37,2.36,5.9,23.58,4.55,,8.09,2.53,3.37,3.71,3.2,34.7,3.54,7.08,6.23,5.56,5.22,,2.53,25.572222,22.872222,30.7,3.189111,22.659722,84.568858
US_LA_22095,2020-07-06,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,4,0,1015,87,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-19,-10,-67,-26,-33,13,4.5,8.11,2.85,10.66,6.91,3.15,,4.2,5.11,2.4,3.3,8.11,,3.75,3.9,5.41,5.41,4.8,2.25,6.01,3.9,4.96,2.7,2.4,9.16,21.47,4.2,,7.81,2.25,4.05,3.0,4.05,32.28,4.96,6.16,5.25,3.0,3.6,2.1,3.6,25.016667,23.066667,28.227778,26.13025,22.972222,88.63825
US_LA_22095,2020-07-07,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,9,0,1024,87,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-8,-3,-43,-18,-33,13,3.67,7.96,2.6,11.48,4.29,5.21,,4.13,4.13,2.76,3.52,10.56,3.37,5.36,2.91,2.91,9.49,3.98,4.9,4.13,3.52,4.59,4.13,4.59,6.28,22.2,3.06,,8.88,3.52,4.9,4.29,3.98,37.05,6.43,6.58,4.75,5.67,3.37,,3.37,25.866667,23.522222,30.922222,10.329333,23.590278,87.100384
US_LA_22095,2020-07-08,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,13,0,1037,87,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-2,-3,-55,-19,-29,9,6.65,7.75,2.37,9.97,6.65,4.11,,4.59,4.11,3.17,4.75,10.13,2.85,3.64,3.96,4.75,10.29,4.91,5.7,7.12,2.69,3.8,4.91,2.53,8.07,25.32,5.38,3.32,8.39,3.32,6.17,6.17,5.06,38.92,3.48,7.59,4.11,3.96,5.38,,3.48,27.955556,23.8,33.344444,5.842,23.993056,79.084622
