location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VT_50003,2020-04-08,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,1,1,28,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,,-51,,3.5,,9.68,6.68,11.35,6.84,5.17,3.84,3.0,5.51,3.67,,,15.86,2.5,6.34,,5.67,4.67,4.67,2.34,4.84,5.01,6.01,4.17,4.01,4.17,6.51,30.38,5.84,3.0,5.51,4.01,3.17,4.34,4.01,31.71,4.67,6.18,,8.51,3.67,3.5,,,3.67,3.0,9.3,2.694444,15.911111,1.2446,,-0.022222,52.488825
US_VT_50003,2020-04-09,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,3,0,31,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,,-51,,3.39,3.72,10.83,6.3,10.67,7.6,6.46,5.17,2.75,2.91,3.56,,3.23,12.77,3.72,4.2,2.42,2.91,6.46,5.17,2.26,,4.69,3.72,4.36,4.53,3.39,5.82,29.09,4.53,3.72,6.79,3.72,2.75,5.98,3.88,31.36,,7.27,3.39,4.69,3.88,2.26,2.91,2.26,2.75,4.04,6.133333,1.694444,13.205556,5.108222,,2.376543,76.496003
US_VT_50003,2020-04-10,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,31,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,-64,,-54,,3.14,3.96,7.43,4.79,8.09,6.27,8.91,2.97,3.14,3.8,2.81,,2.48,13.54,3.8,4.95,,3.14,5.78,2.48,3.3,3.8,6.11,3.47,3.47,3.8,5.28,7.1,25.91,3.8,3.8,7.92,,2.97,2.64,3.8,30.37,4.13,6.11,5.28,3.3,3.63,2.48,,,2.31,2.97,4.055556,0.538889,8.7,11.6332,,-2.883333,60.843416
US_VT_50003,2020-04-11,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,31,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,-35,,-46,,3.2,5.09,9.23,,12.63,5.28,3.77,3.02,,6.22,4.33,,3.39,16.77,6.03,5.28,,6.22,6.41,4.52,,4.15,5.65,3.58,5.47,6.03,3.02,4.33,26.01,3.02,3.2,7.16,,4.52,6.6,6.22,35.62,,6.22,,6.22,,2.64,3.39,,3.02,5.28,4.205556,0.361111,8.516667,0.8636,,-5.05,51.241855
US_VT_50003,2020-04-12,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,31,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,,-50,,,4.08,8.74,4.86,7.58,6.99,,,,3.89,,3.5,,13.79,3.11,5.63,,3.89,5.63,4.08,,5.63,4.08,4.08,6.99,4.66,2.72,5.05,28.56,5.83,2.72,7.19,4.86,4.47,3.11,5.44,31.28,,6.41,,5.05,,4.08,,5.44,,3.3,6.066667,-3.611111,15.327778,0.0,,-4.744444,46.03038
US_VT_50003,2020-04-13,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,1,0,32,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,,-53,,2.34,4.02,9.04,5.36,11.88,7.36,6.53,3.01,,4.35,3.68,2.85,2.68,12.05,2.34,4.18,,5.69,9.04,4.02,,3.68,5.86,4.85,4.69,5.86,4.35,5.02,27.11,5.69,3.18,6.03,,4.18,5.52,5.02,38.99,,7.53,,3.68,4.69,4.02,2.51,,,,13.205556,9.144444,16.655556,6.660444,,9.433333,78.143504
US_VT_50003,2020-04-14,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,32,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,,-49,,4.12,3.27,8.25,4.81,10.31,8.59,6.01,4.47,4.12,5.16,,2.92,,10.65,,6.7,,9.11,7.39,3.61,3.27,2.58,3.95,5.84,4.3,3.09,4.98,6.19,27.32,4.47,6.19,7.22,2.58,4.81,3.61,5.84,33.68,4.12,7.22,2.41,4.64,3.95,3.09,,2.41,3.78,3.78,8.322222,4.544444,16.427778,19.0246,,-3.711111,42.529507
US_VT_50003,2020-04-15,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,32,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,,-49,,3.65,4.98,11.94,4.64,8.96,7.96,9.12,2.49,3.65,3.65,2.99,,3.65,11.45,4.31,5.64,,3.81,6.14,4.31,2.82,4.98,3.65,3.81,4.31,3.15,,5.97,25.88,5.64,3.65,6.14,2.49,4.15,2.32,4.15,29.52,,7.13,2.32,2.82,4.31,,2.99,,3.48,4.31,4.788889,1.716667,10.294444,0.0254,,-7.422222,41.050547
US_VT_50003,2020-04-16,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,1,0,33,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,-67,-48,,2.83,4.82,11.14,5.32,9.31,7.65,5.99,2.99,3.49,3.66,2.83,2.66,2.83,10.31,2.83,3.49,,3.16,9.14,2.83,2.99,3.33,3.99,2.49,6.49,3.16,3.33,7.98,26.27,6.98,2.99,8.15,,4.49,4.66,4.66,31.76,4.66,8.48,2.49,5.82,3.33,3.99,,2.83,3.49,4.16,1.927778,-1.6,7.427778,0.6096,,-6.85,52.411297
US_VT_50003,2020-04-17,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,33,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-44,-19,-46,-63,-50,,3.56,3.9,10.16,5.25,10.5,5.08,6.78,,2.37,4.74,,,2.71,9.65,2.37,3.73,2.37,3.9,6.78,3.05,3.39,3.73,2.37,3.9,4.57,3.22,2.88,6.1,25.23,4.4,5.08,8.13,,6.1,2.88,4.4,35.57,4.74,11.18,,4.23,4.07,3.73,,,3.73,4.07,2.955556,-2.355556,8.177778,0.0254,,-7.827778,45.144265
US_VT_50003,2020-04-18,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,4,0,37,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-50,-24,-55,,-46,,3.3,3.85,13.92,5.31,10.44,6.41,5.5,2.93,3.48,5.86,3.3,2.75,,8.79,3.48,3.66,3.85,4.76,4.03,3.85,,5.68,4.4,4.76,4.4,4.58,2.75,6.23,26.57,6.78,2.93,8.43,4.21,4.03,5.68,4.76,37.38,5.31,6.78,,6.6,,3.85,3.12,,,5.31,3.272222,-2.133333,8.438889,3.330222,,-1.472222,71.58881
US_VT_50003,2020-04-19,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,37,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,,-38,,3.23,3.61,11.01,6.65,14.24,9.11,3.8,,2.85,5.13,3.42,,,11.2,4.56,4.18,2.66,3.8,7.41,3.42,,3.61,5.32,6.46,4.94,5.51,4.37,4.94,22.6,4.18,4.37,7.41,2.85,2.85,7.03,3.04,36.84,4.18,7.59,5.32,6.27,3.61,,,,5.13,4.94,6.04321,-3.259259,16.746914,0.479778,,-2.530864,54.457227
US_VT_50003,2020-04-20,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,37,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,,-46,,2.62,4.1,6.72,4.1,13.12,10.17,3.61,3.12,4.26,6.4,,,,10.01,4.43,3.77,3.44,5.08,6.07,5.41,,3.94,4.1,4.76,2.79,2.95,3.44,5.91,25.42,5.91,3.28,8.04,3.94,3.12,3.44,5.41,37.4,4.1,9.19,2.3,7.05,2.79,3.12,,2.62,3.28,2.79,7.598765,-2.271605,16.364198,0.169333,,-3.135802,46.700776
US_VT_50003,2020-04-21,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,37,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,,-48,,3.0,2.37,11.07,6.17,11.22,7.75,5.85,3.95,3.32,3.64,4.27,2.21,3.48,8.54,2.69,4.74,,5.53,8.7,3.0,2.37,5.38,6.17,5.38,3.95,3.64,3.48,5.06,25.77,5.85,3.32,6.01,2.21,5.38,4.43,5.85,36.52,3.0,7.91,2.53,6.32,4.27,3.79,,2.53,3.16,5.38,3.588889,-2.355556,11.338889,0.874889,,-1.483333,69.949112
US_VT_50003,2020-04-22,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,37,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,-61,-46,,3.37,4.5,9.96,3.37,10.12,9.96,9.96,,3.05,4.98,3.85,2.41,3.37,11.24,2.57,4.66,,5.94,8.03,5.14,2.73,5.78,3.37,4.34,3.53,5.3,3.21,4.98,26.5,8.83,,6.75,3.05,5.62,4.82,5.62,33.25,3.85,7.39,,4.98,4.82,4.34,4.34,2.57,2.57,2.73,1.533333,-2.972222,9.272222,6.970889,,-9.0,45.588403
US_VT_50003,2020-04-23,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,37,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,-56,-44,,,3.32,8.46,3.65,9.46,9.46,6.31,,3.82,4.15,3.98,2.99,4.32,9.79,3.48,2.82,2.65,8.46,7.63,3.32,2.49,7.14,4.15,3.65,3.15,3.32,3.82,9.79,22.41,5.48,4.65,3.82,,3.98,4.48,4.65,34.19,4.48,5.81,2.82,5.81,2.82,2.49,,4.32,2.49,4.15,3.894444,-3.444444,11.272222,0.0254,,-11.577778,31.612816
US_VT_50003,2020-04-24,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,1,0,38,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-40,-13,,-64,-46,,3.27,3.11,10.64,4.25,10.47,8.18,7.53,,2.94,4.91,2.45,2.62,2.62,7.69,,3.93,2.29,5.73,4.58,3.93,2.78,2.29,2.78,4.91,3.76,4.75,2.78,5.24,24.05,4.42,3.27,5.73,3.27,5.56,4.58,4.75,33.22,5.89,6.87,3.27,3.44,2.94,3.44,,,,2.94,6.816667,-0.761111,12.022222,0.479778,,-3.138889,50.946875
US_VT_50003,2020-04-25,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,1,0,39,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-38,,,,-38,,2.87,4.31,11.28,3.9,9.84,10.05,3.69,,3.08,6.15,3.08,,,8.2,,,,3.08,6.97,3.49,,5.13,3.28,4.31,5.54,4.31,3.08,6.36,27.68,4.1,,8.2,,3.69,5.95,4.92,37.94,4.51,8.0,,8.0,,3.49,,,3.49,4.72,9.527778,2.311111,17.938889,0.381,,-2.155556,44.787493
US_VT_50003,2020-04-26,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,1,0,40,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,-47,,-42,,3.64,6.92,11.66,4.55,10.38,7.47,5.83,,,4.92,4.74,,,7.47,3.1,,,6.19,7.65,6.01,,2.91,4.92,3.28,3.83,3.83,3.28,5.83,24.41,5.28,2.91,6.56,,2.73,5.28,4.55,35.7,2.73,6.56,,4.92,4.92,,,,5.28,3.64,8.183333,2.155556,17.65,0.028222,,-0.961111,52.876959
US_VT_50003,2020-04-27,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,40,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,-62,-45,,,5.26,6.53,5.42,10.83,8.6,4.62,3.98,5.74,5.58,3.98,3.5,2.87,9.24,2.87,2.87,2.39,6.85,8.44,3.98,3.82,4.3,3.98,7.65,3.82,4.14,8.76,5.58,24.86,7.01,2.87,4.3,2.55,4.78,4.46,5.74,33.3,,4.94,2.71,6.69,3.82,3.98,2.55,,2.39,4.62,4.194444,2.066667,9.822222,10.075333,,1.783333,84.443406
US_VT_50003,2020-04-28,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,4,0,44,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,,-45,,,4.59,7.99,3.57,9.35,10.88,5.61,2.55,5.61,6.8,2.55,2.72,2.38,6.29,2.72,3.4,2.38,7.31,7.82,3.74,,4.08,6.97,4.42,4.59,4.42,,5.95,26.01,4.93,3.91,6.12,2.38,4.76,3.91,4.25,38.42,3.57,4.93,2.38,5.61,3.57,4.25,2.55,,,2.38,7.361111,2.194444,14.527778,2.765778,,0.288889,61.067902
US_VT_50003,2020-04-29,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,44,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,-60,-48,,3.55,,8.45,4.9,9.63,7.6,5.24,,4.9,6.93,2.53,,2.37,6.93,3.21,3.38,,3.72,5.91,3.04,,2.7,5.91,2.53,3.38,4.73,3.21,4.39,23.65,4.56,4.39,6.25,4.9,5.24,3.04,5.41,33.28,3.21,6.59,,6.76,,2.7,2.37,,2.7,3.72,8.844444,0.183333,17.194444,0.056444,,-0.355556,52.790467
US_VT_50003,2020-04-30,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,44,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,,-45,,3.12,4.43,10.33,7.54,8.52,8.85,4.26,,5.41,6.72,3.77,,,8.03,3.44,5.08,2.46,5.9,5.74,5.08,,4.75,4.92,4.43,3.77,5.74,,8.36,25.9,5.41,3.77,6.07,3.12,3.77,5.41,4.59,31.8,3.28,6.56,,5.41,,3.12,,,,3.12,8.661111,1.077778,16.533333,1.636889,,3.044444,68.033585
US_VT_50003,2020-05-01,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,3,0,47,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-30,-9,,-61,-44,,,,8.19,4.61,7.33,7.68,5.97,,4.43,7.68,,4.26,4.26,8.02,,3.58,,4.78,6.65,2.73,2.56,4.43,3.24,,3.75,5.12,,4.26,21.49,4.78,2.56,8.53,4.95,5.29,4.43,5.12,32.24,5.12,5.8,3.07,4.61,3.07,2.56,2.39,3.07,2.9,,12.872222,6.288889,17.277778,15.24,,10.427778,85.211129
US_VT_50003,2020-05-02,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,47,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-26,,,,-37,,3.38,,9.94,5.08,11.43,6.77,4.44,,4.23,6.56,4.23,,3.38,7.41,4.44,,2.96,,5.92,7.83,,4.23,3.6,4.44,3.81,4.23,,4.44,18.83,5.5,,7.19,4.02,,4.02,4.87,35.12,,6.56,,5.29,3.17,4.02,,3.6,,,12.972222,5.066667,20.433333,4.445,,3.205556,51.715078
US_VT_50003,2020-05-03,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,4,0,51,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,,-41,,,3.26,8.76,6.11,9.98,6.52,5.09,,3.26,5.29,,2.85,,7.94,4.48,3.26,3.05,6.52,5.7,,,4.28,,4.89,,4.68,4.28,4.28,25.86,6.52,2.85,10.18,3.46,3.67,3.67,4.48,40.12,2.85,12.01,,6.11,3.26,,,,2.85,3.87,17.483333,7.205556,24.716667,0.0254,,5.4,45.170542
US_VT_50003,2020-05-04,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,51,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,-58,-41,,2.98,3.97,9.93,3.81,11.25,8.11,4.96,,3.14,6.62,,2.98,3.14,8.44,4.3,4.14,2.98,7.78,7.28,2.32,,4.3,3.47,2.48,5.29,4.3,4.8,5.29,26.64,5.79,3.97,8.11,3.47,7.11,3.64,4.3,37.06,,10.26,,6.29,3.31,3.81,2.65,2.32,3.14,4.3,12.611111,7.061111,24.438889,0.0,,2.611111,50.679463
US_VT_50003,2020-05-05,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,3,0,54,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,,-44,,3.11,3.11,11.57,8.29,11.57,11.05,2.59,,4.84,5.01,2.59,2.59,2.76,7.43,4.14,5.18,,4.84,6.91,4.14,,3.63,9.5,3.8,3.8,3.63,2.94,5.7,24.35,5.53,2.76,6.74,,2.42,3.11,4.84,36.1,3.8,6.22,2.59,3.97,3.11,2.76,,4.49,5.35,3.28,8.122222,2.8,16.266667,0.1778,,-2.805556,46.225068
US_VT_50003,2020-05-06,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,-1,0,53,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,-57,-43,,2.59,6.56,7.6,6.74,10.88,8.98,3.8,3.28,3.63,4.66,5.01,2.42,,7.95,3.28,3.11,2.76,3.63,7.43,,4.15,6.05,6.74,4.15,3.8,3.97,,5.7,19.87,5.7,,7.08,,5.87,3.8,3.46,33.34,5.87,5.7,3.11,5.87,3.8,3.28,,2.76,,2.94,7.733333,-0.611111,14.383333,0.0,,-2.05,50.177921
US_VT_50003,2020-05-07,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,53,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,-61,-43,,3.17,6.16,9.68,3.34,11.62,8.1,5.28,2.82,4.4,5.46,6.69,2.46,2.46,5.98,,3.52,3.87,5.1,5.81,,2.82,4.22,8.27,,4.4,4.93,,6.16,20.59,5.28,4.05,8.8,3.7,4.22,4.93,5.98,31.68,2.82,9.86,2.46,5.28,3.52,,2.46,2.82,3.87,3.17,10.638889,-0.311111,16.805556,0.0,,-2.938889,38.804675
US_VT_50003,2020-05-08,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,1,0,54,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-33,-3,,-61,-43,,3.28,4.49,5.53,4.49,11.57,9.5,6.05,,2.59,5.01,,,2.94,7.25,,2.42,4.49,5.18,5.7,4.15,,3.8,7.95,3.8,4.66,3.28,2.76,5.36,27.81,4.84,2.76,7.6,2.94,4.49,4.66,3.97,32.65,3.63,9.67,2.76,,2.42,2.76,,,3.97,3.8,8.466667,1.511111,16.416667,0.790222,,-2.344444,46.70088
US_VT_50003,2020-05-09,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,2,0,56,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-38,,-49,,-43,,,4.5,11.81,5.06,10.88,6.38,4.88,,2.62,,,,,8.81,4.5,3.94,3.0,4.69,6.94,4.69,,3.38,8.06,3.75,4.69,6.0,4.69,4.31,24.94,5.44,,6.38,,,3.94,,36.01,4.13,7.69,,3.0,,3.56,,,3.19,5.81,2.038889,-0.85,9.155556,4.007556,,-4.333333,63.015897
US_VT_50003,2020-05-10,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,4,0,60,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,-20,,-33,,3.24,4.39,10.3,2.67,12.01,5.53,6.87,,2.86,4.96,5.15,3.24,,10.68,,4.96,,3.62,5.15,4.0,,4.39,6.29,4.39,4.77,4.0,3.43,5.53,23.07,4.39,,10.3,3.05,3.05,3.62,4.39,40.23,5.91,8.01,,6.87,,3.62,3.24,,2.67,4.2,6.016667,-0.711111,12.961111,0.5588,,-3.922222,49.021147
US_VT_50003,2020-05-11,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,60,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,,-41,,2.5,3.66,9.99,5.16,11.82,8.82,5.16,,4.49,5.49,3.0,5.33,,7.16,3.33,2.33,,5.49,6.33,4.0,,5.83,8.65,4.66,5.33,5.66,3.83,6.16,23.47,7.16,4.99,7.16,2.33,4.99,5.33,4.33,38.62,3.66,7.16,,5.33,3.83,4.33,,2.66,2.66,,7.438889,0.833333,13.861111,0.338667,,3.294444,75.143083
US_VT_50003,2020-05-12,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,60,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,,-41,,4.08,3.4,10.03,3.57,10.03,7.31,4.76,3.4,2.89,5.1,4.25,4.59,,10.71,,2.89,2.55,5.61,6.12,2.55,,3.23,6.29,3.91,4.42,3.74,3.74,6.63,21.77,6.29,3.06,4.93,2.38,4.25,3.91,4.76,32.99,4.59,6.29,4.08,4.25,3.23,,2.55,,4.59,3.06,6.322222,1.122222,13.538889,5.7404,,-2.761111,52.49904
US_VT_50003,2020-05-13,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,0,0,60,1,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,,,,,-41,,3.78,3.78,7.9,5.67,11.85,10.48,4.81,4.12,5.33,5.15,3.78,,3.26,7.39,,3.44,,4.12,6.01,3.78,,5.67,9.28,3.09,2.75,4.47,4.12,3.95,20.44,6.7,3.44,6.18,3.44,4.47,4.98,3.95,36.59,3.26,6.87,2.58,3.61,3.09,3.78,,2.58,4.29,3.61,6.727778,-2.15,14.038889,0.127,,-5.005556,43.202856
