location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AZ_04023,2020-05-17,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,3,0,75,0,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-43,-28,-23,-9,-17,,,12.37,3.67,14.43,5.04,3.89,6.18,4.81,9.16,3.44,3.21,,5.73,6.64,3.89,7.56,6.18,3.44,5.96,5.27,6.64,24.51,7.79,4.58,8.24,,3.67,3.67,33.21,,6.18,5.04,,,25.9375,14.527778,34.263889,0.0,-0.324074,17.795043
US_AZ_04023,2020-05-18,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,3,0,78,0,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-36,-13,-6,-5,-28,12,6.03,10.85,,14.67,5.42,7.84,5.02,4.02,8.44,4.62,6.23,3.21,5.42,9.64,3.21,4.02,7.63,,5.63,3.82,7.43,28.13,5.02,3.01,8.44,,5.42,,34.36,,5.63,6.03,4.02,5.83,25.659722,13.958333,34.152778,0.0,-2.212963,15.78154
US_AZ_04023,2020-05-19,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,19,0,97,0,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-35,,6,-1,-33,12,3.89,12.29,2.87,17.0,5.74,9.42,4.3,4.51,9.42,3.28,,3.07,3.89,10.04,3.89,5.53,7.99,2.87,3.48,3.07,7.99,22.33,6.76,,7.17,,3.89,5.94,34.41,5.12,,4.92,5.74,3.69,25.055556,14.465278,33.527778,0.0,-4.101852,13.981602
US_AZ_04023,2020-05-20,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,5,0,102,0,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-32,-10,0,-3,-32,10,5.27,8.86,2.95,13.08,6.96,6.54,,4.22,8.44,3.58,4.01,5.06,2.95,8.22,,5.48,5.69,3.8,3.37,4.01,8.01,24.04,8.86,4.01,7.17,,3.37,9.91,36.49,4.43,4.85,3.37,4.22,,21.291667,10.5625,30.993056,0.0,-4.768519,17.558044
US_AZ_04023,2020-05-21,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,21,0,123,0,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-33,-8,-7,-4,-33,11,,8.65,,11.68,5.84,5.19,,3.25,11.25,,3.68,,4.33,7.79,3.03,3.68,9.09,,3.68,6.27,7.14,22.5,6.49,,7.36,3.03,6.06,5.84,30.29,5.84,6.49,6.06,3.46,,20.486111,9.145833,29.833333,0.0,-10.731481,11.195563
US_AZ_04023,2020-05-22,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,8,0,131,0,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-38,-12,2,4,-33,13,3.95,8.12,,15.15,6.8,3.73,3.07,4.39,10.1,,5.05,,3.51,5.27,5.49,4.83,9.44,,6.15,4.17,9.44,25.46,9.44,5.71,5.71,,,4.61,38.19,3.95,,6.15,,3.73,22.777778,10.965278,31.590278,0.0,-8.574074,11.558345
US_AZ_04023,2020-05-23,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,12,0,143,0,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-41,-19,-10,5,-15,,5.68,5.92,4.97,12.55,5.68,5.45,5.21,4.26,11.6,,5.21,,3.31,7.34,4.26,,9.71,3.31,4.74,5.21,5.45,23.44,7.1,,6.63,3.55,4.03,4.5,37.64,3.79,4.74,,3.79,5.68,23.798611,12.270833,31.604167,0.0,-4.546296,14.907561
US_AZ_04023,2020-05-24,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,26,0,169,0,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-42,-27,-9,-11,-16,,4.33,9.14,4.57,14.44,6.74,5.29,4.33,3.61,9.62,4.81,4.09,,5.53,8.18,,4.33,8.42,4.57,,,3.85,27.43,11.31,5.53,5.05,3.61,,4.81,33.21,4.57,6.74,8.18,4.09,4.33,22.847222,12.430556,30.847222,0.0,-3.62963,16.689504
US_AZ_04023,2020-05-25,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,17,0,186,0,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-42,-23,27,-17,-58,19,4.33,8.87,3.03,14.49,10.6,5.62,4.33,,9.73,,5.84,,5.19,11.03,5.41,,7.14,3.03,4.76,5.19,7.79,24.44,6.27,,9.52,4.11,,4.33,32.23,,5.41,4.11,,3.24,23.409722,12.875,31.701389,0.0,-4.833333,14.932063
US_AZ_04023,2020-05-26,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,1,0,187,0,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-36,,-2,-6,-35,11,4.87,11.43,4.23,13.76,4.23,4.87,,,14.18,3.81,4.02,3.17,5.72,6.99,4.02,5.5,8.26,,3.6,8.47,6.14,28.37,6.77,,6.56,3.17,4.87,6.77,32.81,4.02,6.56,5.72,4.02,3.17,25.222222,13.423611,34.819444,0.0,-6.703704,11.620509
US_AZ_04023,2020-05-27,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,1,0,188,0,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-37,-12,-16,-4,-34,12,5.22,11.48,,14.82,6.26,5.43,5.01,3.13,10.86,3.13,4.18,,4.38,5.01,6.05,4.38,8.56,,5.64,4.38,8.35,29.44,5.43,4.18,10.02,,5.43,6.05,35.91,,8.77,5.64,,4.18,27.5,14.472222,36.666667,0.0,-5.333333,11.216626
US_AZ_04023,2020-05-28,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,37,0,225,0,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-40,-16,-15,-2,-36,13,3.38,10.98,,11.62,9.5,4.65,3.59,,13.1,,,3.59,5.28,5.7,,3.8,8.66,3.59,3.38,6.12,8.45,30.62,5.28,4.22,6.34,,7.18,4.65,36.96,,5.07,5.91,3.38,3.8,29.173611,16.888889,37.944444,0.0,-2.138889,12.874824
US_AZ_04023,2020-05-29,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,37,0,262,0,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-42,-27,-17,-20,-32,15,4.51,11.82,,13.12,9.46,4.3,3.44,3.65,14.19,,6.88,,,11.39,3.01,3.65,9.46,,3.01,5.38,6.88,25.8,4.95,3.44,8.17,,5.16,3.44,34.19,,6.02,4.08,7.09,5.8,30.013889,18.701389,39.201389,0.0,1.768519,16.443863
US_AZ_04023,2020-05-30,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,35,0,297,0,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-44,-30,-32,-6,-12,,7.37,10.47,3.33,10.94,9.52,3.57,5.95,,11.42,,6.18,,6.18,9.04,3.57,6.66,7.14,3.33,,6.18,,29.02,7.61,4.76,11.89,,7.61,5.23,37.34,,7.85,5.0,5.47,,29.965278,20.291667,38.798611,0.108857,6.481481,22.769467
US_AZ_04023,2020-05-31,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,33,0,330,0,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-46,-39,-24,-23,-17,,5.95,13.32,,12.13,8.09,,4.52,,8.09,4.99,4.04,3.33,,7.13,4.99,5.23,5.71,4.04,6.18,5.95,6.42,20.21,4.28,,10.46,,3.81,5.71,38.05,4.04,4.76,7.85,3.33,4.04,28.201389,20.1875,37.652778,0.66675,7.333333,27.177512
US_AZ_04023,2020-06-01,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,0,0,330,0,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-43,-26,-21,-10,-32,12,5.87,7.97,,10.27,9.02,4.82,6.5,3.56,9.64,3.35,6.92,,4.19,11.95,,2.94,8.18,4.4,6.08,4.61,7.76,25.37,7.34,4.19,6.5,2.94,3.56,8.6,31.45,,3.15,4.19,4.4,4.61,27.111111,19.527778,36.75,1.197429,8.435185,30.929583
US_AZ_04023,2020-06-02,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,35,1,365,1,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-39,-22,-4,6,-35,12,6.04,6.25,,8.96,6.67,4.17,5.21,5.21,8.75,,6.25,,4.17,7.5,3.13,2.92,9.38,4.58,7.5,4.79,9.17,24.8,8.75,,5.63,,7.09,5.84,33.35,,5.63,5.63,4.17,3.75,27.666667,20.138889,37.041667,2.8575,7.666667,28.583666
US_AZ_04023,2020-06-03,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,95,0,460,1,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-37,-17,-31,-5,-35,13,4.77,12.66,2.9,7.05,8.92,6.22,4.57,3.32,9.13,,5.19,,4.77,7.05,3.32,4.77,11.62,2.9,,5.19,7.68,31.54,7.88,4.36,3.11,,4.15,5.81,34.86,3.53,6.02,6.02,3.53,5.19,29.3125,18.659722,38.569444,0.09525,7.231481,25.30355
US_AZ_04023,2020-06-04,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,67,2,527,3,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-38,-18,-7,5,-35,12,5.08,9.74,,12.28,8.26,4.87,5.72,5.72,11.43,,5.72,,4.87,7.83,5.29,5.08,11.22,3.39,4.66,5.08,6.56,30.06,5.72,4.02,6.56,,5.72,6.56,38.31,4.87,4.66,5.08,,6.14,30.993056,20.243056,39.1875,0.0,5.87963,20.645409
US_AZ_04023,2020-06-05,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,13,1,540,4,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-40,-23,-10,-5,-33,15,,9.67,,11.87,6.16,5.5,5.71,,13.41,3.52,5.71,,5.71,6.38,3.96,6.59,8.13,5.06,3.74,,9.45,28.36,5.71,4.84,7.25,,,3.74,36.71,3.52,5.06,3.52,3.74,3.74,30.423611,20.833333,39.388889,0.0,3.685185,18.308588
US_AZ_04023,2020-06-06,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,56,1,596,5,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-42,-25,-17,-9,-14,,5.9,7.79,,12.5,6.84,5.19,8.73,4.25,12.98,4.01,4.72,,,9.67,4.25,,7.55,,7.08,4.72,6.84,29.73,8.26,4.72,8.96,,,4.72,34.44,4.01,5.43,6.37,3.77,,27.729167,17.847222,37.416667,0.0,-0.972222,15.317468
US_AZ_04023,2020-06-07,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,38,0,634,5,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-44,-34,-11,1,-11,,5.96,9.06,,11.44,10.01,6.2,5.48,,11.68,,5.48,,5.0,6.91,3.58,,8.1,3.34,4.77,5.24,8.58,31.7,7.39,4.77,7.63,,4.29,4.77,45.76,5.48,6.43,3.58,3.58,5.24,25.798611,15.965278,33.534722,0.0,0.685185,19.167364
US_AZ_04023,2020-06-08,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,64,1,698,6,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-40,-23,-14,-1,-32,12,7.78,9.05,,10.31,7.15,5.68,5.05,3.79,13.46,4.0,8.0,3.37,2.94,9.47,4.84,5.89,10.1,2.94,,4.21,9.89,33.66,5.89,4.0,5.47,,3.16,6.31,38.92,4.21,6.31,7.57,3.79,3.58,24.972222,16.583333,32.006944,0.0,4.898148,27.615127
US_AZ_04023,2020-06-09,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,35,0,733,6,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-38,-21,1,-3,-36,12,5.63,11.04,3.96,12.29,5.42,4.17,4.17,3.96,13.96,3.13,8.13,,3.96,7.71,5.0,3.54,10.63,4.17,3.75,5.83,6.67,30.22,7.5,,6.04,3.75,5.42,6.46,40.22,3.54,4.58,4.17,4.17,,22.291667,11.152778,32.034722,0.0,-12.731481,8.934824
US_AZ_04023,2020-06-10,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,84,2,817,8,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-38,-20,-14,-10,-36,13,6.1,13.04,3.37,11.78,9.47,5.05,5.05,3.79,12.83,5.26,4.84,,5.05,7.79,5.05,3.16,13.04,3.37,5.89,6.31,9.05,33.24,5.89,4.42,5.68,,3.37,7.36,36.4,,5.68,,3.16,3.79,25.791667,12.048611,36.729167,0.0,-9.722222,8.792125
US_AZ_04023,2020-06-11,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,97,0,914,8,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-42,-19,1,-8,-38,14,5.67,9.46,,11.35,7.78,5.04,,3.99,14.92,3.15,5.46,3.57,4.83,8.41,4.41,3.99,10.93,3.15,3.36,5.46,8.2,31.53,7.78,,6.3,3.15,5.88,4.2,42.66,2.94,3.99,5.04,3.57,3.57,29.236111,15.722222,38.361111,0.0,-5.37963,10.213807
US_AZ_04023,2020-06-12,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,34,1,948,9,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-44,-24,-6,-12,-38,15,4.32,11.43,5.83,11.65,7.77,4.53,4.75,3.24,11.65,3.24,6.04,,,8.2,,4.53,9.49,4.53,3.88,4.53,6.47,29.99,8.41,,5.83,,3.24,4.75,35.6,,7.98,,4.32,5.83,30.388889,18.347222,39.625,0.0,0.231481,14.449094
US_AZ_04023,2020-06-13,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,79,3,1027,12,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-46,-27,-17,-2,-17,,4.26,9.95,,12.56,9.24,6.4,4.26,4.26,14.93,3.56,7.35,4.26,,10.19,5.45,4.03,10.66,,5.21,3.32,6.4,23.7,5.21,,5.45,,,6.4,30.09,,,5.21,,,30.930556,20.173611,39.201389,0.0,0.935185,15.174309
US_AZ_04023,2020-06-14,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,55,0,1082,12,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-47,-37,-17,-12,-13,,9.85,14.77,,8.68,8.21,3.28,5.86,,11.72,3.28,8.21,,4.69,9.85,7.27,6.33,10.79,4.46,4.92,6.33,7.97,28.84,6.33,,5.86,,4.46,7.97,42.44,,3.75,5.39,5.39,5.16,29.861111,19.784722,38.083333,0.0,0.268519,15.272566
US_AZ_04023,2020-06-15,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,67,0,1149,12,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-41,-23,-19,-19,-35,13,10.75,12.43,3.37,8.64,7.38,9.9,5.9,2.95,11.59,4.63,6.32,,5.27,9.06,7.16,5.9,9.48,5.48,6.95,4.85,6.53,31.82,6.11,4.21,6.74,4.0,4.21,5.48,42.14,5.06,6.32,5.27,6.32,3.16,29.201389,19.979167,37.659722,2.413,4.731481,22.235595
US_AZ_04023,2020-06-16,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,68,1,1217,13,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-40,-22,-12,-9,-37,13,6.67,13.75,,11.25,7.92,7.92,6.88,,9.79,3.54,4.79,3.54,4.58,11.88,5.63,,10.21,,5.83,4.38,6.25,33.55,7.71,,6.25,,3.54,7.29,39.18,,3.33,4.58,8.34,3.54,29.444444,20.291667,37.152778,1.143,7.555556,27.665334
US_AZ_04023,2020-06-17,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,0,0,1217,13,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-40,-25,-19,-15,-37,13,5.17,13.8,,11.86,7.11,7.98,6.04,3.23,14.66,,5.61,4.31,3.67,9.48,6.04,,14.44,4.53,6.04,3.45,6.47,34.92,5.82,4.31,6.47,4.96,6.04,3.23,43.12,5.17,6.9,4.53,3.23,4.96,29.118056,18.576389,36.395833,0.0,-3.342593,12.36781
US_AZ_04023,2020-06-18,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,32,0,1249,13,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-39,-21,-16,-18,-38,13,6.24,11.84,3.66,9.9,10.33,5.81,5.59,,12.48,,6.67,3.01,,12.48,4.52,3.66,9.47,4.3,6.03,6.67,7.53,31.2,9.68,,7.53,,5.81,6.46,39.6,5.38,5.38,8.82,5.81,,27.8125,16.5625,35.8125,0.0,-4.703704,11.803278
US_AZ_04023,2020-06-19,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,48,1,1297,14,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-40,-26,-24,-18,-37,15,5.06,12.09,,12.53,7.92,5.5,5.5,4.18,15.83,,7.26,,3.3,8.36,4.62,5.06,13.63,3.96,4.62,4.18,7.92,36.72,7.26,,3.52,,4.4,4.62,42.88,,5.94,4.84,,6.82,26.944444,15.041667,36.125,0.0,-8.324074,9.426231
US_AZ_04023,2020-06-20,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,121,-1,1418,13,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-39,-22,-20,-15,-19,,4.28,12.36,,10.94,7.37,3.57,4.28,,11.89,,7.37,4.04,4.75,7.61,4.75,,9.03,,7.37,4.04,6.42,27.1,6.42,3.57,9.75,,,5.47,33.05,4.04,5.94,6.89,4.28,,27.729167,15.111111,37.388889,0.0,-6.453704,10.303255
US_AZ_04023,2020-06-21,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,70,0,1488,13,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-47,-28,-27,-23,-14,,7.0,10.62,4.34,8.93,5.55,6.51,,4.1,13.27,3.86,5.55,,,7.0,4.34,,9.17,,,4.58,3.62,25.33,7.24,3.38,6.03,,,5.31,34.5,5.55,6.03,5.79,,3.86,29.215278,17.041667,37.645833,0.0,-1.907407,13.052491
US_AZ_04023,2020-06-22,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,10,0,1498,13,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-45,-31,-34,-20,-38,14,5.5,13.13,4.45,10.38,10.38,2.96,5.29,4.02,12.92,,7.41,,7.83,8.89,3.39,3.81,9.74,3.6,4.87,3.81,5.93,32.18,10.16,3.18,4.87,4.24,3.39,6.99,37.69,3.6,,5.5,,4.66,30.083333,19.069444,38.263889,0.0,-2.768519,11.748028
US_AZ_04023,2020-06-23,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,42,1,1540,14,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-42,-25,-11,-21,-40,14,6.67,11.4,3.44,12.9,9.46,4.73,8.17,,10.75,3.66,4.09,,,7.96,4.09,5.38,10.32,5.16,5.16,5.38,7.31,27.31,6.45,3.23,3.23,,6.24,4.95,40.64,3.23,4.09,5.38,4.52,8.6,30.263889,18.125,38.701389,0.0,-2.944444,11.410865
US_AZ_04023,2020-06-24,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,14,0,1554,14,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-43,-21,-24,-24,-39,14,8.46,12.8,3.04,11.28,6.72,7.16,4.77,4.99,11.93,4.34,9.54,5.64,5.21,7.16,5.64,6.51,10.19,3.9,4.77,5.64,8.89,27.98,10.19,4.12,6.72,3.25,4.99,6.07,39.69,3.47,5.64,6.07,3.9,6.07,30.625,18.965278,40.126984,0.0,-1.138889,12.783973
US_AZ_04023,2020-06-25,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,49,0,1603,14,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-40,-24,-8,-24,-38,14,6.99,11.36,,13.99,7.21,6.99,,5.46,15.08,3.93,8.74,,5.03,8.09,6.12,6.78,14.21,4.15,4.81,4.15,9.18,32.78,4.59,3.71,6.78,4.15,5.9,9.4,45.24,3.28,5.68,4.37,5.46,4.59,32.041667,20.055556,40.4375,0.0,-1.259259,11.835279
US_AZ_04023,2020-06-26,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,51,1,1654,15,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-44,-32,-15,-21,-36,15,7.0,11.97,,9.26,8.58,7.0,3.84,3.84,18.29,4.97,7.0,,4.97,8.13,3.84,,11.06,5.42,4.97,4.29,5.42,31.39,9.71,4.97,11.06,,4.97,5.64,39.52,4.52,7.68,7.9,,3.16,31.472222,20.645833,40.277778,0.0,-3.574074,10.272539
