location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13123,2020-04-10,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,2,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-36,,-38,,7.45,11.7,4.25,19.94,6.12,4.79,6.65,,15.42,5.32,5.32,8.51,3.99,,6.12,,3.99,4.25,26.59,5.58,7.45,5.05,,4.25,30.58,,9.57,5.85,3.72,6.65,13.211111,8.116667,22.477778,1.143,,-3.316667,31.826728
US_GA_13123,2020-04-11,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-38,,-28,,,9.43,10.0,22.57,7.14,6.57,6.0,,13.14,6.0,8.0,7.71,,4.0,7.71,4.0,4.29,9.71,23.42,4.86,9.14,4.57,4.86,4.57,32.85,4.29,9.43,5.71,5.14,4.0,10.416667,1.1,21.694444,0.0,,-2.122222,41.752958
US_GA_13123,2020-04-12,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,1,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-62,,-42,,,6.63,5.36,13.78,5.61,5.1,7.4,,10.72,,4.34,6.89,,4.08,5.1,4.34,5.36,4.08,22.96,,3.83,3.57,4.85,,31.38,,5.61,7.65,,5.36,13.355556,3.416667,20.977778,3.882571,,7.072222,65.958158
US_GA_13123,2020-04-13,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-28,,-34,,,7.42,3.98,10.34,6.1,6.89,,,12.73,,,6.89,,6.36,,5.04,5.83,10.61,29.96,,9.28,,,4.24,31.02,4.51,8.22,3.98,,5.3,18.605556,11.122222,21.916667,68.58,,13.6,72.913076
US_GA_13123,2020-04-14,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-28,,-31,,3.51,6.77,4.76,16.55,6.52,7.27,,7.27,15.04,4.01,3.76,5.52,,4.76,4.26,3.76,5.52,7.02,25.82,6.02,9.28,,5.01,7.77,35.85,3.51,9.28,3.51,,4.26,12.35,6.383333,20.261111,10.7696,,5.411111,62.922945
US_GA_13123,2020-04-15,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-22,,-31,,6.58,10.47,4.38,15.35,7.79,,6.33,5.12,13.64,3.41,,10.47,4.87,3.41,5.85,4.14,3.65,,26.3,6.33,4.63,3.9,,5.85,31.18,3.65,8.28,5.85,,5.85,9.633333,3.5,18.15,0.0,,-2.861111,41.618933
US_GA_13123,2020-04-16,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,1,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-24,,-28,,3.56,9.4,,19.82,7.11,5.84,4.07,,14.74,,,7.37,5.59,4.32,5.59,,5.84,4.32,28.2,8.64,5.33,5.33,6.1,4.83,32.27,5.33,12.96,,3.56,,9.766667,0.872222,19.383333,0.0,,-1.477778,46.076461
US_GA_13123,2020-04-17,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,2,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-30,,-28,,,10.69,4.58,18.83,8.65,5.6,3.56,4.83,8.14,4.07,5.85,10.18,,4.07,6.11,4.33,3.82,9.41,29.77,6.87,9.92,,3.56,9.92,29.52,6.87,10.94,5.09,4.07,6.87,12.622222,1.361111,23.211111,0.0,,3.7,54.700965
US_GA_13123,2020-04-18,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,1,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-32,,-24,,4.89,13.03,4.07,23.35,4.62,5.97,7.06,4.34,14.12,5.16,,10.04,,,,3.8,4.07,6.52,25.79,7.6,11.13,,,4.62,35.84,4.07,9.5,4.89,4.07,,16.066667,9.094444,21.3,3.58775,,6.861111,54.453627
US_GA_13123,2020-04-19,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,1,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-43,,-32,,,7.31,,18.53,6.79,7.57,,4.96,8.35,,,5.74,4.18,5.48,4.96,3.92,,5.48,22.71,3.65,7.57,,,6.0,33.67,,5.22,7.31,,3.65,10.8,5.011111,19.311111,3.447143,,6.372222,74.558047
US_GA_13123,2020-04-20,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,3,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-27,,-29,,4.23,9.7,,14.68,9.95,5.22,7.46,,14.43,6.47,4.23,9.95,3.73,,4.23,3.98,3.73,7.22,30.85,9.7,11.69,3.48,4.23,4.98,37.82,4.23,11.2,4.23,4.48,3.73,14.805556,8.366667,21.827778,27.178,,9.95,72.804083
US_GA_13123,2020-04-21,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,4,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-23,,-30,,4.91,9.04,,22.73,9.56,11.37,5.42,5.17,15.76,,4.91,9.3,4.39,,7.23,4.39,,5.94,32.29,9.82,10.85,,3.62,,38.49,3.88,10.07,4.65,4.13,5.17,15.372222,7.861111,23.455556,4.1402,,7.022222,57.832151
US_GA_13123,2020-04-22,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,1,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-24,,-29,,3.85,11.04,,18.49,6.93,7.19,5.65,4.11,13.09,3.6,5.13,9.5,3.6,5.39,,,4.11,6.93,29.01,5.65,12.84,,,7.45,36.46,,9.76,7.45,5.39,6.68,14.9,5.9,23.261111,0.0,,2.161111,42.505371
US_GA_13123,2020-04-23,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,8,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-30,,-31,,3.64,9.22,4.13,12.38,5.58,9.95,4.61,4.85,13.83,6.31,,8.25,,,5.58,3.4,4.61,10.44,31.79,6.07,7.52,4.61,4.13,6.07,32.03,4.85,10.92,4.37,6.55,,14.083333,7.511111,20.711111,14.605,,11.044444,81.957378
US_GA_13123,2020-04-24,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,3,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-30,,-26,,,7.04,,16.09,6.29,5.78,5.78,4.02,13.07,6.03,4.02,7.54,,5.03,7.29,4.02,,6.54,28.91,8.04,10.05,,,5.53,36.45,3.52,8.8,6.29,5.28,4.02,17.094444,12.238889,21.261111,10.9855,,13.405556,79.053354
US_GA_13123,2020-04-25,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,5,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-26,,-21,,,6.82,,20.98,,5.25,5.25,,12.33,,4.46,9.44,,,6.29,3.93,,6.29,29.9,5.51,8.92,,4.72,,31.47,3.67,9.7,5.25,,,16.377778,10.294444,25.077778,0.145143,,11.566667,73.393984
US_GA_13123,2020-04-26,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,10,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-34,,-29,,4.47,7.63,,15.0,12.1,5.79,3.95,,12.37,3.68,5.53,8.42,,5.0,5.0,5.79,4.21,6.05,29.47,6.84,9.47,,3.95,,41.05,5.53,7.63,4.47,,5.53,14.494444,10.405556,23.711111,0.7874,,7.194444,61.902246
US_GA_13123,2020-04-27,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,8,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-14,,-24,,5.6,5.09,,16.29,4.33,4.33,8.15,3.56,12.22,8.15,4.07,8.65,3.82,,4.84,8.4,5.35,8.91,29.02,6.62,10.44,5.6,,,41.49,6.36,9.67,7.89,7.64,6.62,12.783333,4.772222,21.988889,0.2032,,3.716667,54.156023
US_GA_13123,2020-04-28,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,3,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-15,,-29,,3.64,11.97,4.68,15.09,9.89,8.59,4.68,,13.27,4.68,8.07,7.29,,8.33,8.33,6.25,4.95,9.11,28.37,10.93,4.42,5.21,6.25,5.21,44.24,5.99,8.07,,,4.42,15.483333,5.183333,25.966667,0.0,,5.955556,53.296736
US_GA_13123,2020-04-29,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,8,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-25,,-30,,3.46,8.9,3.71,20.51,7.42,7.91,8.65,,11.12,5.68,4.45,5.44,4.2,5.93,6.18,4.2,,10.88,25.95,9.39,11.37,4.94,,6.43,42.02,3.71,6.43,7.42,,,17.955556,9.205556,24.816667,7.982857,,10.905556,63.618844
US_GA_13123,2020-04-30,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,4,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-14,,-30,,7.02,10.54,4.77,14.8,8.53,6.27,3.76,,10.29,,5.27,7.28,,4.51,4.26,,3.76,6.27,27.59,5.52,7.28,7.02,4.77,10.29,34.12,3.76,8.03,7.02,5.02,3.76,13.111111,9.933333,19.133333,14.224,,9.972222,81.455
US_GA_13123,2020-05-01,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,0,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-13,,-23,,,8.72,4.49,16.65,8.19,3.7,6.87,,10.04,,3.96,9.52,3.7,,4.23,5.29,6.08,6.87,20.09,,12.69,,5.82,7.14,31.98,,10.84,7.93,4.23,,14.638889,6.905556,23.427778,0.2286,,5.544444,54.510424
US_GA_13123,2020-05-02,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,4,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-11,,-12,,4.68,7.44,5.79,20.12,5.79,7.44,,4.68,11.3,,,4.41,,5.79,,4.68,,3.86,20.95,5.79,7.99,,,4.96,35.0,,10.47,7.99,,4.96,16.922222,6.527778,27.855556,0.0,,6.783333,51.408318
US_GA_13123,2020-05-03,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,0,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-7,,-24,,6.16,6.7,,24.1,10.18,4.02,,,7.23,,,7.5,,5.09,3.75,5.62,3.75,6.7,20.89,7.5,12.59,,5.09,6.7,39.9,,11.25,5.09,3.75,,20.088889,8.005556,29.511111,0.0,,10.805556,55.299105
US_GA_13123,2020-05-04,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,4,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-12,,-25,,6.46,7.5,,22.75,8.79,8.79,4.39,3.88,10.08,,4.65,9.05,,,5.43,4.65,4.14,6.21,26.89,6.21,13.19,5.69,5.17,4.14,40.85,,12.41,6.46,,4.91,22.127778,13.366667,28.866667,0.0,,14.316667,61.322127
US_GA_13123,2020-05-05,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,0,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-13,,-26,,5.6,7.38,,18.07,8.65,6.87,5.6,,8.4,,4.58,9.93,,4.58,5.09,3.56,,5.34,26.47,,16.03,6.11,4.83,4.33,39.19,7.13,8.65,4.83,,4.33,21.344444,14.938889,27.661111,10.69975,,17.3,78.065473
US_GA_13123,2020-05-06,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,6,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-4,,-25,,3.91,8.34,,17.46,7.56,7.82,4.95,,9.12,,4.69,9.64,,6.52,4.43,,3.91,5.73,19.55,5.73,9.64,3.91,4.43,6.78,33.88,4.43,11.21,,4.17,5.73,15.072222,8.388889,23.883333,6.06425,,8.838889,66.654818
US_GA_13123,2020-05-07,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,6,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-5,,-24,,5.98,8.06,5.2,10.92,5.2,7.8,5.98,,8.32,5.98,,8.58,13.0,,5.98,4.68,4.16,9.1,33.79,6.24,7.02,7.8,6.5,6.76,42.37,,7.28,3.64,7.28,4.68,11.038889,3.7,20.227778,0.127,,2.555556,56.164798
US_GA_13123,2020-05-08,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,0,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-20,,-22,,4.54,9.08,3.53,14.63,5.3,6.81,,,10.35,5.05,4.54,7.57,5.8,4.04,8.07,4.29,6.81,6.81,30.28,9.84,9.34,4.79,7.07,5.3,38.85,3.53,6.05,4.54,4.79,,11.216667,4.861111,18.561111,3.048,,7.505556,78.107873
US_GA_13123,2020-05-09,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,6,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-3,,-10,,5.73,5.73,4.37,11.47,4.37,6.55,6.01,,4.09,4.64,4.64,5.19,,4.91,6.83,,4.64,,16.93,,7.64,4.09,6.83,,39.59,4.91,8.74,8.46,,,10.622222,4.616667,16.661111,4.430889,,1.7,54.086954
US_GA_13123,2020-05-10,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,2,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,2,,-19,,4.38,7.66,,15.31,6.56,6.29,3.83,,7.11,,,5.74,,5.47,4.38,,4.1,9.3,25.16,4.65,13.4,,4.65,6.56,34.18,,11.48,7.66,,,11.316667,1.922222,21.761111,0.0,,1.522222,51.148766
US_GA_13123,2020-05-11,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,1,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-11,,-21,,7.51,10.1,,18.65,5.44,6.47,5.96,,11.14,,6.47,6.99,3.63,3.88,8.81,4.66,4.4,10.62,26.93,7.51,8.81,4.14,4.66,6.99,41.44,4.66,9.84,6.73,5.7,3.88,13.422222,3.816667,20.822222,0.0,,1.144444,43.40975
US_GA_13123,2020-05-12,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,1,1,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-5,,-23,,9.0,6.62,,17.21,8.74,4.5,9.27,5.3,8.47,4.24,,9.27,,5.83,5.3,3.97,4.5,9.27,24.1,7.15,9.8,,5.83,6.62,41.57,,13.5,3.97,5.3,,12.272222,5.011111,19.872222,0.0,,2.827778,52.811082
US_GA_13123,2020-05-13,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,3,0,102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-5,,-22,,5.71,7.0,3.63,16.86,5.45,3.63,3.63,5.96,8.56,,3.89,7.0,,4.15,5.71,4.15,5.19,5.45,24.64,4.67,8.3,5.45,3.63,6.22,39.68,4.15,9.08,5.19,,,16.027778,7.577778,23.4,0.028222,,9.666667,66.175415
