location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MN_27083,2020-04-29,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,6,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-40,,4.62,4.07,8.69,7.61,,6.25,7.88,,,8.15,5.97,5.16,5.7,6.25,28.52,4.89,,,4.62,33.95,,5.16,4.07,,11.838889,5.611111,19.0,3.7465,6.566667,70.293802
US_MN_27083,2020-04-30,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,1,0,7,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-39,,4.72,4.72,7.78,6.11,,3.89,8.06,,,6.39,4.72,,,6.95,18.61,,3.89,,4.17,28.62,,6.67,4.72,,12.711111,3.45,21.494444,0.0254,1.655556,47.040222
US_MN_27083,2020-05-01,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,7,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-16,,-39,,,11.45,10.52,7.43,,,10.52,4.33,4.95,7.12,5.57,,,8.04,19.8,4.95,6.19,4.64,,33.11,5.57,4.64,6.5,,17.922222,11.05,28.5,0.0,3.055556,37.234731
US_MN_27083,2020-05-02,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,1,0,8,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-24,,-21,,,11.17,12.91,8.72,,6.98,5.23,,,,5.23,,5.23,4.88,16.05,,6.98,,,28.61,,8.03,7.68,,17.733333,10.761111,24.361111,0.0,4.15,40.94767
US_MN_27083,2020-05-03,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,1,0,9,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-24,,6.24,6.57,13.46,8.54,4.6,4.6,6.9,,,7.55,,,7.88,6.57,24.96,,5.58,8.21,5.25,34.15,,8.21,,,13.955556,5.722222,21.155556,0.0,0.788889,40.958
US_MN_27083,2020-05-04,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,9,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-38,,4.07,4.62,11.67,5.43,3.8,,11.4,5.16,6.51,4.62,3.8,5.43,4.62,5.43,20.63,4.34,7.87,,,28.78,3.8,5.43,,,10.655556,4.761111,17.155556,0.1905,-0.038889,47.726575
US_MN_27083,2020-05-05,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,1,0,10,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-36,,,7.19,9.76,7.45,4.11,4.37,8.99,4.88,6.16,8.73,7.45,6.42,5.65,6.42,20.55,3.85,5.91,5.65,7.45,26.71,,5.91,5.65,,8.994444,6.688889,11.8,6.477,6.677778,85.931595
US_MN_27083,2020-05-06,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,1,0,11,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-36,,6.82,6.82,5.18,7.91,4.09,5.18,4.36,,6.27,6.27,,4.36,4.64,6.54,24.54,3.82,4.64,4.64,,27.54,,3.82,4.91,,10.166667,6.766667,17.061111,4.699,5.394444,72.348845
US_MN_27083,2020-05-07,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,4,0,15,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-35,,,4.6,10.28,11.09,,4.06,8.92,,,6.49,5.41,5.14,5.14,5.41,16.22,,5.14,4.33,,31.64,,6.49,7.3,,10.483333,4.738889,16.105556,0.0,1.377778,53.939477
US_MN_27083,2020-05-08,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,1,0,16,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-18,,-36,,4.29,8.29,12.29,7.72,,4.57,11.72,,4.86,,,,,,23.15,,4.86,,4.0,29.72,,4.0,,,6.855556,0.255556,13.177778,0.0,-5.8,40.410516
US_MN_27083,2020-05-09,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,1,0,17,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-21,,-14,,,9.32,6.75,5.78,,6.11,4.5,,6.43,5.46,,,,,23.13,4.82,5.78,,,18.32,4.5,,6.11,,7.338889,0.3,16.566667,0.3048,-1.688889,52.908288
US_MN_27083,2020-05-10,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,17,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-13,,,7.01,7.01,6.71,,,5.79,,4.27,5.49,5.79,,,,18.29,4.27,6.4,4.27,,27.73,,5.79,5.79,,4.866667,1.633333,8.461111,0.762,0.172222,71.705237
US_MN_27083,2020-05-11,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,1,0,18,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-37,,4.13,7.71,8.26,5.23,4.68,6.33,8.26,4.13,5.78,9.09,4.68,9.09,5.51,6.06,18.17,5.51,5.51,,4.13,34.69,,,,,6.272222,0.672222,11.522222,0.0,-5.55,42.739839
US_MN_27083,2020-05-12,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,2,0,20,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-37,,,8.35,7.24,5.01,10.3,5.85,,,3.9,4.46,3.9,4.46,,5.29,16.71,8.91,5.57,,,32.86,,6.68,,,6.255556,-1.094444,14.155556,0.0,-8.005556,35.461578
US_MN_27083,2020-05-13,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,20,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,,,-37,,,5.79,7.36,9.99,,,11.05,,,6.84,4.21,7.89,4.47,4.73,30.51,7.1,4.47,,6.58,26.56,5.0,,4.73,,11.138889,8.272222,14.038889,0.0508,-0.427778,45.145115
US_MN_27083,2020-05-14,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,2,0,22,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-26,,-35,,,6.5,7.92,9.33,,3.96,8.48,,,5.37,,9.33,7.63,6.22,22.62,,6.22,7.35,6.5,31.95,,6.79,4.52,,14.488889,10.333333,22.533333,0.072571,9.355556,71.479402
US_MN_27083,2020-05-15,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,3,0,25,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-24,,-37,,5.27,8.68,10.23,4.65,,,7.13,,,4.34,5.89,4.34,5.27,,19.23,4.34,7.44,4.65,,28.22,,,,,13.661111,4.216667,21.394444,0.0,2.311111,46.334689
US_MN_27083,2020-05-16,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,25,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-22,,-13,,,9.16,6.0,8.21,,4.74,4.42,,,6.63,6.0,,4.74,,20.52,5.68,10.42,5.37,,34.41,,7.26,4.74,,13.244444,10.8,19.844444,4.826,5.738889,60.495923
US_MN_27083,2020-05-17,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,1,0,26,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-26,,-18,,,6.37,6.67,8.19,6.67,5.76,8.49,5.76,6.07,9.4,4.55,7.58,4.25,5.46,17.29,,5.76,,5.76,35.49,7.28,5.16,,,11.366667,10.055556,13.366667,24.257,9.661111,89.37992
US_MN_27083,2020-05-18,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,26,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-15,,-35,,,10.06,8.62,7.18,7.47,4.88,6.32,,,7.18,4.6,,,4.88,21.26,5.75,6.9,,4.88,32.18,,6.03,4.02,,13.05,7.722222,20.122222,2.398889,7.5,69.489395
US_MN_27083,2020-05-19,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,26,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-20,,-36,,5.8,7.83,8.99,6.09,11.31,6.38,6.09,,4.93,8.12,,4.93,,,15.66,4.06,5.8,,5.51,38.28,4.93,5.51,,4.06,14.516667,10.066667,18.855556,0.0,9.183333,70.784554
US_MN_27083,2020-05-20,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,26,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-21,,-37,,5.64,5.34,10.99,6.53,,4.75,9.5,6.24,,7.42,,,,,25.24,4.45,4.45,,7.42,35.04,,7.72,6.24,,16.238889,14.155556,20.444444,0.0,12.594444,79.313648
US_MN_27083,2020-05-21,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,2,0,28,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-21,,-34,,,6.54,7.43,5.95,5.95,4.46,5.65,4.76,,7.14,4.46,,,4.46,19.33,6.54,7.14,,5.65,31.23,,5.65,4.16,,16.461111,13.622222,20.561111,0.0,12.383333,77.072909
US_MN_27083,2020-05-22,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,1,0,29,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-18,,-35,,,6.98,13.32,8.25,,,6.98,,,9.2,,,4.44,7.61,14.59,,7.93,,6.66,32.03,,6.34,5.07,,15.994444,12.805556,19.972222,0.0,12.327778,79.091124
US_MN_27083,2020-05-23,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,2,0,31,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-24,,-17,,,12.65,8.68,10.12,6.15,5.42,6.15,,,7.59,5.42,6.15,6.51,,19.16,,9.04,5.42,,36.15,,6.15,,,17.438889,14.388889,22.738889,3.2512,14.061111,80.747391
US_MN_27083,2020-05-24,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,31,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-20,,-14,,,9.02,11.27,6.39,,,9.39,,,6.76,,,,,20.29,6.76,8.64,,5.26,32.31,,10.14,7.89,5.63,18.588889,14.022222,24.444444,5.418667,15.072222,80.051938
US_MN_27083,2020-05-25,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,3,0,34,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-22,,-76,,,9.9,8.58,8.25,,6.6,5.28,,,7.26,,,4.62,5.61,17.83,6.27,7.92,4.95,4.62,34.34,,8.58,8.58,,18.35,14.372222,22.822222,3.410857,14.972222,80.864665
US_MN_27083,2020-05-26,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,2,0,36,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-23,,-35,,4.45,8.9,5.84,5.84,4.73,4.73,4.73,,,5.84,,,4.17,,16.69,3.9,6.4,,4.17,34.22,,6.4,5.29,,17.061111,14.805556,20.25,3.556,14.411111,84.588352
US_MN_27083,2020-05-27,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,0,0,36,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-22,,-33,,6.44,5.21,9.81,8.59,,5.83,7.05,,,8.89,,,6.44,6.13,18.09,6.44,11.04,4.6,6.13,30.98,,8.89,8.89,,19.027778,11.661111,28.427778,1.4986,12.683333,66.863615
US_MN_27083,2020-05-28,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,2,0,38,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-14,,-33,,,5.78,10.04,10.04,,5.17,6.09,,4.87,4.26,,4.26,,,16.74,,6.39,,,32.87,,,4.26,,21.066667,16.116667,27.277778,0.0,8.35,44.314255
US_MN_27083,2020-05-29,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,5,0,43,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-17,,-33,,,6.45,9.68,5.16,,,5.16,4.52,,8.07,,,4.84,5.81,18.39,7.1,9.04,,4.84,29.69,,6.78,5.16,,15.261111,9.488889,21.566667,0.0,5.8,53.392894
US_MN_27083,2020-05-30,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,6,0,49,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-25,,0,,6.2,7.37,8.14,8.14,,,6.59,,,8.14,,,,,15.51,,8.53,,,24.04,,8.53,,,16.022222,8.794444,22.05,0.0,5.594444,50.113664
US_MN_27083,2020-05-31,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,7,0,56,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-14,,-1,,,7.63,13.88,4.86,5.55,,,,6.59,5.9,5.55,,,,14.23,5.55,13.19,,,29.84,5.21,13.53,5.21,,17.022222,9.266667,25.061111,0.0,4.3,43.475414
US_MN_27083,2020-06-01,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,1,0,57,0,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-1,,-33,,,9.42,9.1,6.59,5.34,,6.91,,,7.22,,8.16,,,17.58,6.28,12.87,,,33.28,5.96,8.16,5.96,,24.833333,18.472222,35.922222,0.0,13.483333,49.485733
US_MN_27083,2020-06-02,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,8,1,65,1,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-11,,-33,,,7.88,13.34,8.18,4.24,,4.55,,4.85,6.97,,,5.15,5.15,21.52,,7.88,,6.37,29.7,,7.58,5.15,,27.233333,19.6,35.155556,0.127,14.394444,45.586935
US_MN_27083,2020-06-03,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,6,0,71,1,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-14,,-33,,,5.86,9.56,,4.94,6.17,,,,7.09,,4.63,,4.63,14.5,5.55,10.49,4.94,6.17,29.61,,8.64,,,22.633333,15.55,29.816667,0.0,10.188889,45.426381
US_MN_27083,2020-06-04,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,10,0,81,1,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-5,,-33,,,7.38,8.92,4.92,,5.54,7.08,,,4.62,4.92,,,,20.31,6.77,8.0,,5.54,28.92,,8.92,7.38,,23.266667,15.266667,29.672222,0.0,9.322222,41.437718
US_MN_27083,2020-06-05,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,20,1,101,2,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-6,,-32,,,9.69,9.69,6.79,,7.11,7.11,,,6.46,,,,4.52,17.77,,10.99,,,33.93,4.85,4.85,4.52,,21.972222,15.133333,28.372222,3.4544,9.111111,44.384134
US_MN_27083,2020-06-06,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,9,0,110,2,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-23,,-7,,,6.58,12.42,5.84,,,6.21,,,5.84,,,,,23.01,7.67,7.67,,6.21,30.68,,9.86,,,21.577778,15.488889,26.894444,0.0,5.572222,35.877697
US_MN_27083,2020-06-07,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,23,0,133,2,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-9,,-3,,5.79,7.49,8.51,,,,8.17,,5.79,7.49,6.47,,,,16.69,4.77,13.28,4.77,,30.99,,8.85,5.11,4.77,26.272222,19.161111,36.961111,5.9436,14.694444,49.402212
US_MN_27083,2020-06-08,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,11,0,144,2,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-1,,-34,,4.72,8.26,10.91,5.61,,4.72,8.26,,5.31,10.62,6.2,4.13,,5.31,15.64,,11.8,4.13,5.9,29.8,,4.72,7.67,,29.972222,24.738889,35.444444,0.0,17.111111,46.265495
US_MN_27083,2020-06-09,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,1,0,145,2,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-14,,-33,,,6.56,10.73,8.65,,,7.45,,4.47,8.65,,5.07,4.17,4.47,16.7,7.16,11.33,4.17,4.17,30.11,,6.26,5.07,,25.422222,19.188889,33.627778,0.0,16.816667,59.208573
US_MN_27083,2020-06-10,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,13,0,158,2,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-6,,-33,,,6.08,8.52,9.73,4.26,5.78,4.87,5.47,,6.08,,,,4.26,24.64,4.56,9.12,4.87,5.17,35.28,,9.73,,,17.183333,13.577778,23.105556,14.478,10.111111,63.462263
US_MN_27083,2020-06-11,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,16,0,174,2,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-3,,-32,,,9.36,9.67,4.68,6.55,,5.62,,4.37,11.86,,,,4.37,19.66,4.99,8.11,,7.18,26.21,,6.55,4.37,,19.727778,12.994444,26.766667,0.0254,7.338889,44.897185
US_MN_27083,2020-06-12,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,9,0,183,2,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-4,,-31,,,7.38,9.72,7.38,,,9.39,,6.04,7.04,,,,5.7,19.45,,8.72,,6.04,29.51,5.7,9.05,5.03,,22.172222,14.838889,29.872222,0.0,8.177778,40.837304
US_MN_27083,2020-06-13,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,16,0,199,2,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-18,,6,,,8.82,13.81,,8.06,8.44,10.74,,,6.91,,,6.52,,21.48,,10.74,5.37,,33.76,,9.97,7.29,,20.85,13.861111,27.527778,0.0,9.9,49.691182
US_MN_27083,2020-06-14,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,9,0,208,2,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-8,,2,,,8.4,13.1,,4.7,7.39,7.05,,,9.41,,,5.04,,21.16,5.38,11.42,4.7,,35.61,4.7,10.75,7.39,,21.4,15.188889,29.827778,0.0,8.866667,44.817087
US_MN_27083,2020-06-15,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,6,0,214,2,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,3,,-30,,,7.83,9.33,7.83,,,9.03,,5.42,,,4.82,4.21,4.82,21.68,,7.22,,4.21,33.42,,9.03,6.02,,25.3,19.622222,32.994444,0.254,14.972222,52.980341
US_MN_27083,2020-06-16,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,8,0,222,2,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-5,,-31,,,7.19,11.09,5.09,,5.09,6.89,,4.5,6.89,,,,5.09,16.78,4.79,9.59,4.5,4.79,33.56,5.09,7.19,7.79,,28.483333,22.872222,34.027778,0.0,16.283333,47.948995
US_MN_27083,2020-06-17,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,7,0,229,2,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-4,,-32,,5.52,9.81,12.26,6.13,6.44,5.83,6.13,,,6.74,5.21,,6.13,5.21,24.52,,10.12,5.21,8.28,36.17,,9.81,7.36,,27.733333,21.066667,34.266667,0.0,15.283333,46.879442
US_MN_27083,2020-06-18,ChIJ0avT1ddFiocRCV6NOZyt20M,Q491152,geoId/27083,US,United States of America,MN,Minnesota,27083,Lyon County,US,USA,2,21,0,250,2,,,25929,12948,12981,3853,3692,3476,3351,2780,3195,2784,1538,1260,1795851,44.41,-95.84,1869,80.028571,-3,,-31,,5.94,8.91,10.4,7.72,5.64,7.13,7.43,,5.64,8.02,,5.05,4.75,,20.8,,8.32,5.05,9.21,41.0,,7.13,8.02,5.64,23.733333,18.311111,32.333333,21.378333,17.955556,70.170786
