location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,new_deceased_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WA_53039,2020-10-16,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,202,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-21,,9.07,5.58,6.98,8.73,8.73,,17.8,4.89,31.41,,12.133333,4.027778,22.022222,0.0,,4.772222,61.226749
US_WA_53039,2020-10-17,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,203,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-10,,7.41,,,,7.02,,17.93,7.8,32.36,,16.477778,8.111111,21.15,0.1524,,8.394444,59.300333
US_WA_53039,2020-10-18,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,204,3,,,0,6,,2,,2,0-11,12-19,20-34,35-49,50-64,65-79,80-,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-11,,8.36,9.45,5.82,5.09,5.45,,23.63,6.54,25.81,,15.572222,11.083333,21.7,0.0,,6.355556,55.361803
US_WA_53039,2020-10-19,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,204,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-20,4,6.65,,8.64,,8.31,,14.96,4.65,32.91,4.99,16.2,11.516667,21.577778,0.0254,,8.45,60.847031
US_WA_53039,2020-10-20,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,205,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-23,5,,11.31,5.14,6.85,8.57,,15.42,,31.87,,12.933333,7.65,19.566667,0.0508,,5.516667,60.959004
US_WA_53039,2020-10-21,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,206,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-19,3,4.71,9.76,5.05,6.4,7.07,5.72,19.52,,28.95,5.72,10.75,5.561111,17.338889,0.0,,3.522222,61.159244
US_WA_53039,2020-10-22,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,206,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-20,4,8.85,11.33,6.73,7.08,6.73,4.96,11.68,4.96,26.2,,6.216667,-1.116667,14.916667,0.8382,,-0.272222,63.479506
US_WA_53039,2020-10-23,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,207,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-21,,,8.36,5.92,5.22,8.36,6.27,20.55,,32.38,6.62,3.861111,-2.327778,13.094444,0.0,,-1.944444,66.11522
US_WA_53039,2020-10-24,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,208,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-16,,,10.46,,,,,15.32,5.6,29.51,,6.677778,-0.138889,10.455556,2.286,,1.844444,71.800294
US_WA_53039,2020-10-25,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,208,3,,,0,6,,2,,2,0-11,12-19,20-34,35-49,50-64,65-79,80-,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-14,,,6.77,,7.9,,6.02,25.58,6.02,24.82,,2.416667,-1.794444,8.177778,0.4572,,-8.2,46.545209
US_WA_53039,2020-10-26,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,208,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-22,3,5.64,10.61,9.28,7.62,6.96,4.97,17.57,4.97,34.48,7.29,0.894444,-5.05,8.705556,0.0,,-7.444444,54.558867
US_WA_53039,2020-10-27,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,208,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-21,4,,10.21,7.9,,8.56,4.61,16.79,7.24,31.93,5.6,2.711111,-5.422222,13.572222,0.0,,-4.088889,60.983586
US_WA_53039,2020-10-28,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,208,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-20,5,,5.72,6.39,9.43,8.75,,18.51,7.07,42.41,7.74,6.683333,-2.844444,17.333333,0.0,,0.977778,67.222364
US_WA_53039,2020-10-29,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,208,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-22,5,,8.41,5.39,11.11,,5.72,15.15,,30.63,7.07,9.377778,-0.055556,19.966667,0.0,,3.677778,68.397551
US_WA_53039,2020-10-30,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,3,0,211,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-19,,,13.11,,5.04,5.71,,19.49,6.72,25.87,,10.75,2.044444,19.95,0.0,,4.066667,64.24889
US_WA_53039,2020-10-31,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,2,0,213,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-4,,,10.54,,,,,18.65,6.89,28.39,,7.805556,-0.088889,17.655556,0.4572,,0.933333,62.15551
US_WA_53039,2020-11-01,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,214,3,,,1,7,,2,,2,0-11,12-19,20-34,35-49,50-64,65-79,80-,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-6,,10.25,7.32,10.62,,8.79,5.13,16.11,6.22,37.71,6.22,6.861111,-0.2,16.294444,0.0,,0.222222,63.274242
US_WA_53039,2020-11-02,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,-1,0,213,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-21,5,7.69,10.26,9.3,4.49,7.37,5.77,23.72,7.69,36.55,4.81,6.783333,-0.577778,16.361111,0.0,,0.588889,65.365788
US_WA_53039,2020-11-03,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,-2,0,211,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-22,5,6.7,6.09,5.79,,9.44,5.79,13.71,6.09,27.71,5.79,6.011111,-0.85,15.566667,0.0,,1.777778,74.364245
US_WA_53039,2020-11-04,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,4,0,215,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-18,5,4.18,5.68,7.47,5.98,5.68,,19.73,,29.0,,12.822222,4.711111,21.261111,3.0226,,7.861111,72.574814
US_WA_53039,2020-11-05,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,215,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-21,6,4.34,8.37,7.13,5.27,6.82,8.06,21.39,7.44,31.62,6.2,15.922222,8.955556,21.044444,0.889,,9.516667,66.330718
US_WA_53039,2020-11-06,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,4,0,219,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-21,,,4.49,7.37,6.41,6.73,4.49,13.78,,20.83,,9.355556,7.233333,15.961111,14.0462,,6.777778,84.357847
US_WA_53039,2020-11-07,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,219,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-17,,8.73,6.83,6.08,,,,15.57,,31.9,6.83,6.25,1.133333,10.772222,6.6802,,2.05,75.2852
US_WA_53039,2020-11-08,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,220,3,,,0,7,,2,0,2,0-11,12-19,20-34,35-49,50-64,65-79,80-,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-9,,7.49,7.11,,,5.99,,17.22,,33.32,,4.516667,0.377778,9.388889,0.4318,,-2.127778,63.043134
US_WA_53039,2020-11-09,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,2,0,222,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-20,,,9.92,7.61,5.29,4.96,6.95,19.85,,27.12,6.29,1.127778,-4.466667,7.305556,0.3302,,-3.411111,72.229392
US_WA_53039,2020-11-10,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,3,0,225,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-25,,,9.45,,10.47,7.09,4.73,21.61,,31.74,5.07,5.761111,-0.455556,10.75,0.282222,,0.55,69.446459
US_WA_53039,2020-11-11,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,225,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-37,8,,7.84,,,7.48,,19.24,,33.85,5.34,5.361111,0.766667,10.633333,2.159,,1.938889,78.73003
US_WA_53039,2020-11-12,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,226,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-23,6,,6.63,5.58,6.98,9.07,6.28,14.3,,29.3,11.51,1.866667,-2.522222,9.211111,0.508,,-1.2,80.312383
US_WA_53039,2020-11-13,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,4,0,230,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-25,,6.25,5.21,9.38,10.07,5.21,6.95,27.09,7.64,32.99,5.9,6.727778,-1.438889,12.072222,2.8448,,2.5,74.71307
US_WA_53039,2020-11-14,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,4,0,234,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-15,,7.09,7.46,,,6.34,7.09,17.17,,30.98,,6.655556,2.966667,11.583333,8.240889,,1.05,67.949054
US_WA_53039,2020-11-15,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,234,3,,,0,7,,2,,2,0-11,12-19,20-34,35-49,50-64,65-79,80-,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-5,,5.86,15.01,7.69,5.12,11.71,5.12,20.13,5.86,29.28,6.22,7.872222,2.727778,13.488889,11.1506,,4.172222,77.655427
US_WA_53039,2020-11-16,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,235,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-21,,7.42,6.45,11.29,,5.81,8.71,19.68,,29.03,6.13,7.405556,4.255556,12.988889,0.5588,,4.75,83.327292
US_WA_53039,2020-11-17,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,236,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-21,,8.05,6.71,5.7,,10.07,4.7,18.12,6.04,31.21,6.71,8.227778,5.05,12.127778,3.2004,,5.55,83.461108
US_WA_53039,2020-11-18,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,237,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-24,8,6.27,7.26,10.56,5.28,5.94,5.61,26.07,,28.71,6.27,8.461111,3.883333,13.672222,1.4478,,4.772222,77.710497
US_WA_53039,2020-11-19,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,237,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-20,,5.64,,9.62,5.97,7.3,5.64,19.25,4.65,30.87,6.31,7.616667,3.85,12.583333,6.0198,,2.461111,70.305763
US_WA_53039,2020-11-20,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,2,0,239,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-22,,4.83,6.9,8.28,10.35,7.24,,21.04,5.52,22.42,4.83,4.666667,-0.538889,11.65,0.4572,,0.694444,75.888254
US_WA_53039,2020-11-21,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,239,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-14,,7.35,,6.97,10.06,8.52,7.35,16.26,7.35,35.61,5.81,3.038889,-1.8,10.066667,0.0,,-0.027778,80.588046
US_WA_53039,2020-11-22,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,239,3,,,0,7,,2,,2,0-11,12-19,20-34,35-49,50-64,65-79,80-,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-13,,,8.15,7.78,5.55,6.29,5.92,22.59,8.15,25.92,5.92,1.455556,-2.722222,8.672222,0.0,,-0.955556,84.362264
US_WA_53039,2020-11-23,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,5,0,244,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-25,,6.66,8.66,6.66,8.66,,,20.99,,32.31,8.66,3.661111,-1.688889,7.988889,0.733778,,1.588889,86.497924
US_WA_53039,2020-11-24,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,9,0,253,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-26,,5.35,8.7,7.02,6.69,7.69,5.02,19.73,6.69,39.47,6.36,4.216667,0.044444,9.838889,1.3462,,1.355556,81.891783
US_WA_53039,2020-11-25,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,254,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-34,6,8.24,4.81,6.87,7.9,7.9,7.21,17.16,,28.84,5.15,6.033333,0.555556,10.666667,2.878667,,2.377778,77.699309
US_WA_53039,2020-11-26,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,0,0,254,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-78,,,8.23,,10.97,9.41,,18.42,,26.65,,4.988889,-0.227778,10.455556,0.2794,,1.5,78.229443
US_WA_53039,2020-11-27,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,6,0,260,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-56,,6.06,,7.58,7.2,8.34,,19.71,5.68,32.22,,3.983333,-1.894444,10.444444,0.0,,0.75,79.65748
US_WA_53039,2020-11-28,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,3,0,263,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-26,,,,6.65,7.04,,,17.21,,30.91,6.26,3.833333,-1.755556,10.672222,0.0,,0.433333,79.156501
US_WA_53039,2020-11-29,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,264,3,,,1,8,,2,0,2,0-11,12-19,20-34,35-49,50-64,65-79,80-,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-12,,6.74,6.37,5.99,9.73,10.48,,16.85,6.37,33.32,,3.044444,-1.611111,10.844444,0.7874,,0.461111,83.297707
US_WA_53039,2020-11-30,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,3,0,267,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-27,,6.41,10.58,6.73,6.73,7.69,6.73,20.84,6.41,34.94,7.05,3.905556,-1.705556,11.311111,0.959556,,0.783333,80.173029
US_WA_53039,2020-12-01,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,8,0,275,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-24,,6.24,,9.19,6.89,4.92,8.21,21.0,,32.49,5.58,3.083333,-3.1,11.083333,1.4224,,-1.283333,73.465702
US_WA_53039,2020-12-02,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,3,0,278,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-26,8,5.71,7.06,,6.72,9.75,6.05,20.16,6.05,24.2,,2.75,-1.972222,9.183333,0.0,,-3.355556,67.039886
US_WA_53039,2020-12-03,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,3,0,281,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-23,,5.85,4.55,5.85,6.5,4.88,8.13,23.73,8.45,28.61,5.53,0.283333,-3.872222,7.338889,0.0,,-3.716667,76.433967
US_WA_53039,2020-12-04,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,7,0,288,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-22,,5.67,7.44,7.44,5.32,6.73,,27.99,,30.12,4.96,0.611111,-4.6,4.95,0.0,,-2.255556,82.036044
US_WA_53039,2020-12-05,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,4,0,292,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-16,,,7.27,,11.09,8.41,7.27,20.27,7.65,28.31,5.74,0.216667,-3.472222,4.633333,0.0,,-2.872222,81.177333
US_WA_53039,2020-12-06,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,1,0,293,3,,,1,9,,2,,2,0-11,12-19,20-34,35-49,50-64,65-79,80-,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-20,,6.3,7.78,10.75,5.19,6.3,,20.02,,33.36,,0.788889,-1.883333,4.344444,0.592667,,-1.616667,84.243916
US_WA_53039,2020-12-07,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,5,0,298,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-26,,,6.64,9.3,7.97,7.97,,27.23,4.98,34.54,6.64,1.905556,-1.0,4.866667,0.3556,,-0.261111,85.915952
US_WA_53039,2020-12-08,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,2,0,300,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-25,,,6.98,10.63,,8.97,5.65,20.27,7.31,33.23,5.65,2.555556,-0.383333,6.316667,0.0,,-0.155556,82.7058
US_WA_53039,2020-12-09,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,6,0,306,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-25,,,8.13,7.79,6.1,6.78,6.78,23.71,5.08,35.23,8.47,5.305556,-0.027778,11.377778,2.6162,,2.316667,81.204712
US_WA_53039,2020-12-10,ChIJhcn3PE8tllQR9DCKg0VUuKE,Q820502,geoId/53039,US,United States of America,WA,Washington,53039,Klickitat County,US,USA,2,9,0,315,3,,,,,,,,,,,,,,,,21751,10997,10754,2200,2418,2071,2334,2610,3104,3789,2270,955,1152565,45.87,-120.79,4932,82.733333,,,-27,,7.56,9.96,5.15,8.93,8.24,,20.95,,31.6,6.87,2.416667,-1.65,11.188889,0.1016,,0.377778,86.470797
