location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29009,2020-06-10,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,9,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,16,,-17,4,5.21,7.95,14.53,6.85,,7.4,6.58,,,10.14,5.21,,4.66,3.84,,6.3,26.04,6.58,12.06,,3.84,,41.4,4.11,11.24,7.4,,,19.772222,14.727778,29.055556,5.1816,,10.755556,56.12122
US_MO_29009,2020-06-11,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,-1,0,8,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,9,20,-19,2,6.15,5.59,13.97,6.15,5.03,,4.19,,,8.38,5.03,4.75,4.19,4.75,,6.43,25.15,11.18,13.13,6.99,,5.59,35.77,5.59,16.49,4.47,6.71,4.19,20.972222,12.361111,28.833333,0.0,,11.016667,53.08051
US_MO_29009,2020-06-12,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,1,0,9,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,21,,-20,1,,6.52,14.45,7.65,4.25,,5.67,,6.24,4.82,,,4.25,4.25,,7.09,18.99,,12.47,6.8,,,35.71,3.97,12.47,7.65,,4.54,23.4,15.355556,30.566667,0.0,,14.066667,55.864095
US_MO_29009,2020-06-13,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,1,0,10,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,12,,-1,,6.21,8.39,15.22,4.35,,,,,,13.05,,,4.35,,4.97,6.21,21.75,5.59,12.74,,,5.9,36.97,,13.05,6.21,5.59,,24.811111,17.016667,31.738889,0.0,,15.922222,57.919884
US_MO_29009,2020-06-14,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,10,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,16,,-11,,7.41,6.18,15.13,5.56,5.25,,8.03,,,8.03,4.32,,,4.63,6.79,,22.54,5.87,14.82,5.56,,5.56,41.38,7.1,12.66,8.96,4.63,6.49,25.705556,18.45,31.727778,0.0,,17.394444,60.218504
US_MO_29009,2020-06-15,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,4,0,14,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,7,12,-20,5,6.38,6.1,15.25,6.66,8.6,6.1,9.15,,4.44,7.21,,,,,4.16,4.71,26.62,5.55,10.54,,,5.82,42.43,,12.48,7.76,3.88,5.27,25.505556,18.85,31.277778,0.0,,17.95,63.213543
US_MO_29009,2020-06-16,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,1,0,15,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,6,18,-20,4,6.72,10.08,15.41,6.44,5.32,6.16,6.16,,,10.92,,5.88,,,4.2,8.96,27.17,5.6,10.92,,4.2,6.44,43.14,4.48,15.69,4.48,5.32,,24.683333,19.588889,29.905556,0.0,,18.177778,67.191307
US_MO_29009,2020-06-17,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,5,0,20,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,20,,-18,3,5.12,11.1,18.21,10.24,8.82,4.55,9.67,4.55,4.27,8.54,3.98,3.98,,,5.41,7.11,23.05,6.26,14.22,5.97,5.97,5.97,40.68,6.26,16.22,8.25,,5.41,23.838889,17.555556,29.811111,0.127,,16.372222,63.03146
US_MO_29009,2020-06-18,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,5,0,25,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,7,,-21,3,,4.28,19.39,3.99,4.28,4.85,7.98,,4.56,10.55,5.99,5.99,4.56,3.99,4.56,5.7,20.82,6.27,13.97,6.84,,5.7,44.77,5.7,17.39,8.27,6.56,4.28,24.761111,18.511111,30.833333,0.0,,17.411111,63.760682
US_MO_29009,2020-06-19,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,3,0,28,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,19,,-20,2,6.91,6.62,15.82,11.22,4.89,5.47,4.6,,5.47,9.21,4.89,5.75,4.03,4.89,4.32,4.89,21.0,6.33,13.52,,5.18,7.77,36.83,5.75,12.37,7.19,,,24.822222,19.627778,30.733333,0.0,,18.777778,69.221414
US_MO_29009,2020-06-20,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,3,0,31,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,8,,3,,6.09,7.31,16.14,4.87,5.79,,7.61,,,9.74,5.79,,4.26,5.18,4.26,5.18,22.84,4.87,14.62,,,5.48,31.98,4.57,14.92,7.61,,,23.911111,20.038889,27.833333,0.79375,,19.166667,74.930937
US_MO_29009,2020-06-21,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,31,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,16,,-9,,6.12,5.51,18.07,5.21,,,10.41,5.21,,8.57,,5.82,,4.29,,6.43,30.32,4.29,16.84,,6.74,,33.68,4.9,14.39,7.35,4.9,,23.094444,17.177778,29.794444,0.435429,,18.805556,77.117874
US_MO_29009,2020-06-22,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,31,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,4,8,-21,6,,9.8,13.62,7.35,8.99,6.26,10.89,6.81,4.08,9.8,3.81,5.45,,5.99,4.08,5.99,26.69,5.99,15.52,4.63,,6.54,44.39,4.63,15.8,3.81,,,23.477778,19.011111,30.088889,5.93725,,18.555556,74.094888
US_MO_29009,2020-06-23,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,31,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,9,,-22,6,4.8,4.52,11.57,9.31,7.9,4.8,7.9,7.62,,10.73,5.36,,4.8,5.64,,7.9,28.79,6.21,15.81,,,6.21,38.67,7.34,12.14,6.77,5.93,6.49,24.222222,18.822222,29.005556,0.0,,18.35,69.959432
US_MO_29009,2020-06-24,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,1,0,32,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,22,,-16,3,8.02,6.36,14.94,9.96,5.53,5.53,11.9,6.92,,11.34,5.53,9.13,,,4.15,8.3,31.27,7.19,14.11,4.43,,7.75,37.63,4.15,14.66,,4.98,,22.166667,13.538889,29.938889,0.0,,13.811111,59.290825
US_MO_29009,2020-06-25,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,2,0,34,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,8,,-21,3,5.13,9.12,12.25,7.12,5.41,5.41,9.12,5.41,5.13,7.98,,4.56,5.41,,8.83,7.98,27.07,4.56,12.54,5.13,5.41,5.7,39.89,,8.55,11.68,,7.12,25.205556,17.205556,31.994444,0.0,,15.961111,56.663006
US_MO_29009,2020-06-26,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,2,0,36,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,11,,-21,2,,9.12,13.97,,4.56,5.99,8.27,6.56,4.28,7.13,,5.7,,5.42,4.56,7.41,24.52,5.13,11.41,,,6.84,39.35,,10.55,9.12,4.56,5.99,25.494444,19.738889,30.994444,0.0,,19.677778,70.386193
US_MO_29009,2020-06-27,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,7,0,43,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,-4,,7,,5.56,8.96,12.05,7.73,9.58,4.33,9.58,15.14,,9.89,,,4.33,4.33,5.25,8.96,21.94,6.49,12.67,,5.25,,40.17,4.33,13.91,6.8,6.49,,25.261111,21.133333,30.577778,0.0,,20.861111,76.703128
US_MO_29009,2020-06-28,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,2,0,45,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,15,,-10,,4.54,4.54,12.11,5.75,7.27,6.97,6.66,6.66,,7.57,7.27,,6.36,,4.85,,29.07,5.15,11.81,5.45,4.85,,43.01,,12.42,9.69,,,27.038889,23.233333,31.733333,0.6858,,21.316667,71.016881
US_MO_29009,2020-06-29,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,2,0,47,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,2,12,-20,5,4.44,6.66,16.93,5.55,7.21,5.0,11.66,4.16,5.83,7.21,6.11,6.38,5.0,,,6.38,30.25,7.21,12.21,9.16,8.05,4.16,35.8,5.83,10.27,,,,26.377778,23.188889,30.472222,1.088571,,21.366667,74.080766
US_MO_29009,2020-06-30,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,5,0,52,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,0,14,-19,6,4.12,9.33,14.82,7.69,5.49,6.59,10.43,7.69,4.39,9.33,4.12,3.84,6.04,,,6.59,31.57,4.94,17.57,6.31,6.04,4.39,34.86,4.12,13.45,6.31,7.96,4.67,26.283333,22.916667,31.266667,0.943429,,22.855556,81.637634
US_MO_29009,2020-07-01,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,52,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,29,,-17,3,7.51,11.13,9.46,9.74,6.4,,9.18,4.45,,9.46,,,3.9,,4.17,8.35,26.72,6.4,11.41,4.73,,8.07,37.29,,12.52,8.63,5.01,5.01,26.938889,22.866667,31.522222,2.9718,,23.155556,80.051476
US_MO_29009,2020-07-02,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,14,0,66,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,26,,-23,3,4.81,8.77,10.47,9.34,5.38,4.81,9.62,,4.81,10.75,4.53,6.51,4.25,,,8.49,27.17,5.09,11.6,,,5.09,41.89,,13.59,10.75,7.64,,27.838889,21.155556,34.616667,4.064,,23.655556,78.200651
US_MO_29009,2020-07-03,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,5,0,71,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,44,,-42,,4.87,7.16,13.76,8.02,4.87,7.74,11.46,5.16,,6.88,5.16,6.59,,4.87,5.73,6.59,28.37,4.3,11.75,,,4.58,38.4,,11.46,6.02,,,24.65,19.627778,32.811111,13.97,,20.544444,78.255668
US_MO_29009,2020-07-04,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,3,0,74,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,-2,,-18,,5.17,,11.55,6.99,7.3,6.08,7.9,,4.56,4.86,5.78,4.86,,5.17,,5.47,24.02,,12.77,4.56,,,39.22,,11.86,5.47,,,24.472222,20.561111,30.333333,8.200571,,21.294444,82.686224
US_MO_29009,2020-07-05,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,-2,0,72,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,13,,-14,,4.08,7.87,15.74,7.29,5.25,5.54,10.78,4.96,,7.87,4.96,6.41,,,7.29,,33.52,6.12,14.28,,6.12,,39.93,,13.12,7.29,4.66,,24.851852,20.092593,31.098765,1.524,,20.808642,78.394592
US_MO_29009,2020-07-06,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,72,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,11,18,-24,6,4.14,6.62,12.42,11.59,5.24,8.0,10.21,5.52,,9.11,9.66,5.24,,6.07,4.14,4.97,38.63,3.86,12.14,,,5.52,44.7,4.69,12.97,6.62,5.79,3.86,26.648148,20.783951,32.04321,0.141111,,20.820988,70.505324
US_MO_29009,2020-07-07,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,9,0,81,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,-1,17,-25,5,7.87,6.75,18.28,9.0,8.72,6.75,9.56,4.22,6.19,10.12,,5.62,4.78,,,6.75,27.84,7.31,14.9,,,7.31,43.58,3.94,14.9,7.59,,,26.981481,20.962963,32.697531,0.0,,20.895062,69.415718
US_MO_29009,2020-07-08,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,5,0,86,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,19,,-19,3,,7.81,16.45,11.43,7.53,5.58,10.6,,5.02,12.27,3.9,5.86,5.02,,5.58,6.41,24.81,6.41,14.5,4.74,6.13,6.41,39.59,3.9,13.66,6.97,7.53,,27.355556,21.788889,32.661111,0.0,,20.988889,68.412989
US_MO_29009,2020-07-09,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,1,0,87,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,3,14,-21,5,4.43,,15.49,6.92,8.3,6.92,9.96,4.15,,8.3,,6.64,,4.15,4.15,8.85,29.04,7.75,13.55,4.15,6.08,,40.11,6.08,15.21,7.19,,5.53,24.62963,20.493827,31.061728,5.715,,21.339506,82.134623
US_MO_29009,2020-07-10,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,4,0,91,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,11,,-23,3,7.8,5.49,14.16,5.2,7.23,4.62,10.41,,5.2,12.43,5.78,,5.2,,5.49,8.96,25.44,5.2,13.01,4.05,6.36,6.36,36.42,6.07,12.43,8.09,8.67,5.78,24.691358,19.104938,31.493827,5.249333,,20.5,77.711105
US_MO_29009,2020-07-11,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,5,0,96,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,1,,-7,,6.01,7.51,12.01,6.61,,6.01,10.21,,5.11,7.51,5.11,5.11,7.51,,4.5,5.41,23.73,5.71,14.72,,,4.81,41.15,,9.91,9.91,4.81,,28.033333,22.305556,34.155556,0.0,,22.744444,73.329445
US_MO_29009,2020-07-12,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,0,0,96,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,16,,-15,,,7.53,14.46,8.43,4.52,5.72,8.73,4.52,6.33,6.33,,5.42,5.12,4.82,5.12,8.13,24.7,8.13,14.16,5.42,,5.42,42.17,6.02,9.34,8.13,4.82,,26.866667,21.227778,32.166667,0.0,,19.144444,62.693939
US_MO_29009,2020-07-13,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,1,0,97,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,3,11,-20,5,5.0,5.56,18.07,4.17,,4.17,7.79,4.17,5.28,13.07,6.67,5.28,4.17,,3.89,11.96,28.64,,16.68,,,4.17,37.81,4.17,13.62,8.62,7.23,3.89,23.888889,18.098765,30.302469,0.0,,17.901235,69.498389
US_MO_29009,2020-07-14,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,8,0,105,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,1,10,-23,6,8.18,6.21,13.83,5.64,7.9,7.62,9.88,4.51,4.23,9.31,5.08,5.36,5.64,4.23,4.51,8.75,28.78,7.34,15.24,,,7.34,38.66,4.51,9.03,11.29,4.8,9.03,27.433333,21.666667,34.022222,0.0,,21.505556,70.206983
US_MO_29009,2020-07-15,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,20,0,125,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,15,,-21,4,4.55,12.24,13.95,8.25,5.98,5.12,7.68,4.84,4.27,7.4,5.41,,5.69,,7.4,9.39,25.62,,14.23,5.12,8.25,,41.55,5.98,8.82,5.41,,4.55,28.561111,23.966667,33.5,0.0,,22.616667,70.338165
US_MO_29009,2020-07-16,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,21,0,146,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,0,20,-24,3,4.7,11.07,14.94,8.85,6.64,4.7,8.3,,4.15,8.02,5.26,4.7,6.36,5.81,,8.58,25.18,12.45,10.51,5.26,,5.53,38.46,4.15,11.34,,,6.09,27.427778,22.011111,32.927778,0.0,,22.344444,73.876118
US_MO_29009,2020-07-17,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,1,0,147,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,12,,-23,3,7.3,8.18,16.95,6.43,6.43,7.6,8.18,4.09,,7.6,4.38,4.67,4.67,4.38,,6.72,24.25,5.55,13.44,,6.14,,42.08,5.84,10.52,6.72,4.97,6.14,28.197531,22.839506,33.635802,1.016,,23.061728,73.947896
US_MO_29009,2020-07-18,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,7,0,154,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,3,,-2,,,10.87,20.18,4.97,7.14,8.38,7.14,,,6.83,,5.59,,,6.52,6.52,20.8,6.21,10.55,,5.28,,37.87,4.66,7.14,8.38,,5.9,28.05,23.177778,32.783333,0.0,,22.355556,71.360956
US_MO_29009,2020-07-19,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,2,0,156,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,11,,-7,,7.07,4.3,15.07,9.22,8.3,5.54,,,5.23,4.61,6.46,4.92,8.92,,4.92,7.69,26.75,4.3,16.91,,,5.23,36.59,6.46,19.37,5.23,,5.84,28.694444,23.638889,33.783333,0.0254,,21.288889,64.407869
US_MO_29009,2020-07-20,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,4,0,160,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,-5,6,-25,6,6.19,6.19,16.31,4.78,6.47,6.19,8.15,,,9.56,,,6.47,,,9.28,25.87,6.19,14.9,4.22,4.5,5.62,36.83,5.06,10.68,5.06,,5.62,28.2,22.222222,33.361111,0.0,,21.338889,66.498882
US_MO_29009,2020-07-21,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,12,0,172,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,-4,17,-22,5,5.7,7.98,17.39,7.41,5.7,5.13,11.12,5.7,3.99,12.54,,4.85,6.84,5.42,,11.97,32.21,9.41,15.11,4.56,,5.42,50.16,,8.55,4.85,8.27,4.85,27.866667,23.483333,32.866667,0.0,,21.105556,66.782506
US_MO_29009,2020-07-22,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,1,0,173,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,9,,-17,4,4.87,10.88,13.45,8.59,6.58,,10.88,4.29,,9.16,4.87,6.58,,5.15,4.01,6.01,27.48,5.72,9.16,10.02,6.3,4.01,47.23,5.15,6.87,8.3,4.58,4.01,26.8,21.816667,32.383333,16.183429,,21.533333,72.974811
US_MO_29009,2020-07-23,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,6,0,179,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,-2,16,-21,4,,10.66,15.7,6.17,8.41,7.01,7.85,3.93,5.05,8.97,,4.77,,,,7.01,23.84,7.85,11.5,,,3.93,39.26,4.21,10.66,6.17,5.61,10.1,26.455556,20.805556,33.15,3.683,,21.538889,74.550901
US_MO_29009,2020-07-24,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,3,0,182,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,8,,-22,3,5.38,5.95,13.6,6.51,5.38,6.23,7.93,,3.97,9.35,,3.97,,3.97,,4.82,23.51,5.38,15.01,,,5.95,38.24,,11.9,6.23,,3.97,27.877778,22.088889,33.983333,0.0,,21.644444,68.999186
US_MO_29009,2020-07-25,ChIJt5rxOQTMyIcRKgwSQ5c_2jA,Q485235,geoId/29009,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2,5,0,187,0,,,35631,17921,17710,4415,4532,3983,3763,4020,5071,4919,3293,1635,1180438,36.71,-93.83,2048,76.771429,0,,-8,,6.32,5.72,19.27,10.24,,4.52,10.54,,4.52,9.03,6.62,,,,,6.93,23.19,5.42,14.76,4.22,,4.52,31.32,,6.62,6.93,,,27.711111,22.494444,32.577778,0.0,,21.777778,70.261443
