location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NM_35027,2020-08-19,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,3,0,160,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,5.7,9.82,6.66,5.07,5.39,7.29,21.87,8.87,32.01,5.07,,26.1,16.033333,35.633333,0.0,,5.814815,27.925288
US_NM_35027,2020-08-20,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,161,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,9.89,9.89,8.03,4.33,7.42,6.49,16.38,8.03,29.05,8.03,,27.905556,17.455556,36.788889,0.056444,,6.54321,26.247337
US_NM_35027,2020-08-21,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,162,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,4.59,11.02,7.66,,7.35,5.82,15.31,8.88,33.07,,6.43,27.738889,17.811111,36.855556,0.254,,6.845679,27.548136
US_NM_35027,2020-08-22,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,162,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,6.0,7.51,5.41,,7.81,,13.81,8.71,23.42,6.0,8.11,26.966667,16.933333,36.094444,0.310444,,7.185185,29.637253
US_NM_35027,2020-08-23,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,2,0,164,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,,12.69,8.35,,10.83,,22.27,8.97,32.48,8.04,6.19,27.122222,17.972222,35.588889,0.0,,6.351852,27.846313
US_NM_35027,2020-08-24,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,164,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,6.94,9.35,4.22,,8.14,7.84,13.88,8.45,31.07,6.64,8.45,25.794444,17.094444,34.866667,0.0,,7.537037,32.168817
US_NM_35027,2020-08-25,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,164,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,,9.79,5.2,4.9,7.34,6.43,15.61,4.9,33.36,,5.2,24.994444,15.266667,33.855556,0.0,,6.993827,32.486973
US_NM_35027,2020-08-26,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,164,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,6.35,8.89,6.35,5.08,7.3,7.62,15.87,4.76,31.74,4.76,6.03,25.444444,15.694444,33.988889,0.0,,5.765432,29.123408
US_NM_35027,2020-08-27,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,2,0,166,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,4.74,7.26,5.05,,9.79,7.26,15.78,5.05,26.52,,,26.011111,16.983333,34.611111,0.169333,,6.777778,30.612216
US_NM_35027,2020-08-28,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,166,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,7.02,9.77,5.19,,9.46,4.58,15.87,6.1,28.07,7.63,5.8,27.472222,17.216667,36.45,0.0,,5.716049,25.515178
US_NM_35027,2020-08-29,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,166,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,6.2,9.92,4.96,6.51,6.82,6.82,14.26,7.75,26.67,5.58,,26.388889,17.844444,35.172222,0.0,,8.277778,32.446465
US_NM_35027,2020-08-30,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,2,0,168,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,6.9,8.78,6.58,,8.78,6.58,16.93,6.58,34.49,,,26.827778,20.4,34.016667,1.100667,,8.364198,31.956905
US_NM_35027,2020-08-31,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,169,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,4.34,11.16,5.27,5.27,7.75,8.99,20.16,,29.46,5.89,4.65,26.116667,20.272222,32.861111,0.0,,6.82716,29.956938
US_NM_35027,2020-09-01,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,2,0,171,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,,7.08,8.04,,5.79,5.15,11.26,,28.63,,7.72,23.444444,17.777778,30.977778,0.03175,,9.660494,42.084841
US_NM_35027,2020-09-02,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,171,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,,11.48,8.2,5.58,5.58,5.9,15.74,5.25,29.84,4.92,6.56,20.477778,11.316667,31.977778,0.0762,,6.697531,40.977271
US_NM_35027,2020-09-03,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,2,0,173,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,5.46,7.07,5.46,6.1,7.39,4.82,19.59,,28.9,4.82,7.07,24.194444,12.761111,35.105556,0.0,,3.537037,26.240517
US_NM_35027,2020-09-04,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,173,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,4.57,10.96,4.87,6.4,11.27,7.01,12.49,14.32,30.46,4.87,4.57,25.933333,15.561111,34.5,0.0,,5.185185,27.006883
US_NM_35027,2020-09-05,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,2,0,175,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,5.64,11.02,6.45,5.11,8.06,10.21,11.82,6.72,27.95,8.33,,25.655556,16.083333,33.827778,0.0,,6.030864,29.480117
US_NM_35027,2020-09-06,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,175,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,4.8,8.34,5.81,4.8,7.33,7.33,12.63,9.86,25.77,6.57,,24.466667,15.1,34.327778,0.0,,6.691358,33.058236
US_NM_35027,2020-09-07,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,175,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,6.53,9.66,,7.1,7.95,5.11,13.63,5.68,31.24,7.38,,25.8,15.55,35.444444,0.0,,4.654321,26.377837
US_NM_35027,2020-09-08,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,175,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,5.39,11.72,6.65,6.02,5.07,6.02,24.71,5.07,29.15,6.02,6.65,23.766667,14.7,33.855556,0.7874,,4.345679,29.590162
US_NM_35027,2020-09-09,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,175,2,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,5.42,5.42,4.46,,6.05,7.33,15.3,5.74,28.68,,,7.894444,4.583333,16.622222,10.16,,4.833333,81.904976
US_NM_35027,2020-09-10,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,1,176,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,,,,,,5.83,6.15,4.53,4.53,8.09,5.83,13.59,5.83,31.71,5.83,4.53,6.894444,4.85,11.688889,8.240889,,4.901235,88.153375
US_NM_35027,2020-09-11,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,176,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-4,27,-14,-20,,5.29,6.62,,,,7.61,12.57,,34.74,6.62,,13.027778,8.427778,21.361111,0.762,,7.728395,71.241699
US_NM_35027,2020-09-12,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,177,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-16,12,-41,-16,,,9.49,,,10.14,,12.76,8.51,33.05,9.82,6.22,16.25,8.7,25.733333,0.0,,7.858025,58.416263
US_NM_35027,2020-09-13,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,177,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-4,7,-37,-22,,9.31,8.99,4.82,5.14,9.63,6.1,16.05,7.71,38.52,5.14,,17.861111,8.922222,26.527778,0.0,,4.709877,42.282507
US_NM_35027,2020-09-14,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,177,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-7,21,,-15,,6.42,6.74,9.63,6.74,11.88,7.06,15.41,5.78,29.54,,,18.5,10.761111,25.838889,0.0,,7.481481,49.633074
US_NM_35027,2020-09-15,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,178,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,4,28,,-11,,6.14,11.59,5.11,,8.52,6.48,18.41,5.11,36.14,,5.46,18.672222,10.8,27.655556,0.0,,7.796296,49.976917
US_NM_35027,2020-09-16,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,178,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,2,19,,-15,,5.81,8.54,7.18,,7.86,8.89,16.41,5.13,32.47,7.52,,20.372222,10.877778,29.955556,0.0,,4.654321,36.227185
US_NM_35027,2020-09-17,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,179,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,0,24,,-17,,,7.97,4.98,4.65,6.97,5.98,10.96,8.96,32.87,4.65,,20.394444,11.8,28.588889,0.0,,3.851852,34.84935
US_NM_35027,2020-09-18,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,180,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,1,35,3,-19,,5.16,9.03,6.45,4.84,5.16,4.52,17.1,5.81,29.04,5.49,,19.203704,11.0,27.154321,0.0,,5.722222,42.018344
US_NM_35027,2020-09-19,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,6,0,186,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-6,27,-38,-17,,,9.45,9.13,6.19,6.52,7.17,14.99,10.1,36.51,,6.52,18.876543,10.364198,27.030864,0.0,,5.951389,43.475112
US_NM_35027,2020-09-20,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,3,0,189,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-4,16,-34,-21,,7.13,12.97,7.46,10.05,6.81,4.86,18.81,,34.37,7.78,5.84,19.475309,10.290123,28.845679,0.0,,4.708333,38.671692
US_NM_35027,2020-09-21,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,189,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-9,25,,-17,,5.53,7.81,,12.69,7.16,4.88,17.24,5.2,31.55,,,20.211111,10.7,29.405556,0.0,,3.617284,34.302984
US_NM_35027,2020-09-22,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,189,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,0,27,,-13,,7.13,9.84,7.13,7.81,7.47,7.13,15.95,6.79,34.62,8.15,,20.488889,10.805556,30.55,0.0,,2.771605,31.595262
US_NM_35027,2020-09-23,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,7,0,196,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,5,20,-29,-14,6,7.28,9.36,7.98,9.36,9.71,9.71,16.64,5.55,25.66,7.98,,21.955556,13.305556,30.827778,0.0,,2.123457,27.755149
US_NM_35027,2020-09-24,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,3,0,199,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-1,27,,-17,5,6.0,10.34,7.0,8.34,6.0,9.67,18.67,6.0,24.67,6.0,5.0,21.95,11.427778,31.316667,0.1016,,3.024691,29.578298
US_NM_35027,2020-09-25,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,9,0,208,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-4,34,-22,-24,5,5.65,8.31,8.97,4.98,9.3,5.32,10.63,7.31,34.88,4.98,4.65,22.255556,11.644444,33.116667,0.0,,1.074074,24.703175
US_NM_35027,2020-09-26,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,3,0,211,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-10,28,-45,-21,,,14.15,,8.04,6.76,9.65,17.37,7.72,35.39,4.5,,24.444444,14.08642,33.901235,0.0,,-0.513889,19.659667
US_NM_35027,2020-09-27,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,211,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-5,18,-39,-18,,7.94,14.55,5.62,,8.27,11.58,16.21,6.95,37.38,7.28,7.61,25.755556,16.738889,33.088889,0.0,,-2.141975,16.39924
US_NM_35027,2020-09-28,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,0,211,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-11,14,,-16,6,,12.59,6.29,9.94,11.26,7.62,19.55,,31.14,,5.96,16.955556,9.788889,30.955556,0.0,,-1.222222,29.897372
US_NM_35027,2020-09-29,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,212,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-1,15,,-15,4,4.87,6.26,5.22,5.22,5.92,6.96,16.7,,30.27,,,13.922222,3.955556,25.05,0.0,,-5.08642,26.871745
US_NM_35027,2020-09-30,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,3,0,215,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-1,22,-30,-14,3,6.64,13.97,9.78,6.64,10.48,4.89,16.42,5.94,31.09,8.03,,17.338889,5.733333,29.95679,0.0,,-4.820988,21.865528
US_NM_35027,2020-10-01,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,4,0,219,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-4,19,,-14,2,,5.64,7.75,5.99,9.52,7.4,24.67,6.7,25.02,4.93,,18.694444,8.083333,29.322222,0.0,,-3.635802,22.272803
US_NM_35027,2020-10-02,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,220,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-2,39,-11,-20,4,6.91,9.33,,9.33,6.91,,19.35,6.56,26.95,5.18,,17.55,6.761111,28.561111,0.0,,-1.91358,26.979634
US_NM_35027,2020-10-03,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,221,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-10,22,-44,-15,,,8.49,5.55,5.55,7.84,,16.33,6.21,24.49,,6.21,18.233333,7.5,27.472222,0.0,,-4.12963,21.802938
US_NM_35027,2020-10-04,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,2,0,223,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-6,13,-39,-21,,11.06,9.72,10.39,7.04,8.04,6.7,18.77,,34.19,8.04,,16.572222,6.838889,26.972222,0.0,,-0.530864,32.356803
US_NM_35027,2020-10-05,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,2,0,225,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-13,12,,-17,5,10.52,12.83,7.56,6.91,8.55,5.92,18.75,,28.28,8.55,,18.866667,7.572222,30.577778,0.0,,-1.524691,25.584307
US_NM_35027,2020-10-06,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,226,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-1,20,,-17,4,4.75,11.55,7.13,11.89,6.45,5.43,17.32,5.09,29.89,,5.77,19.722222,8.488889,30.2,0.0,,-7.469136,15.197663
US_NM_35027,2020-10-07,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,11,0,237,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,0,23,-28,-18,4,5.95,9.81,7.0,5.25,7.71,5.6,17.16,5.95,32.57,,,19.203704,7.691358,30.765432,0.0,,-6.548611,16.788523
US_NM_35027,2020-10-08,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,7,0,244,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-1,24,,-17,5,,14.35,,6.49,8.89,8.89,18.8,4.79,33.15,,6.15,19.233333,8.422222,30.138889,0.0,,-7.401235,15.997478
US_NM_35027,2020-10-09,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,2,0,246,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,3,35,-7,-24,5,5.58,7.21,6.89,4.59,13.77,5.9,17.38,5.9,33.78,4.59,4.92,19.660494,8.95679,31.401235,0.09525,,-6.854167,16.276449
US_NM_35027,2020-10-10,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,4,0,250,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-7,27,-33,-13,,5.84,14.13,,8.6,7.06,6.14,14.13,6.14,34.4,5.84,,19.623457,8.716049,30.506173,0.0,,-6.902778,15.952062
US_NM_35027,2020-10-11,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,10,0,260,3,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,2,20,-25,-20,,7.57,10.6,8.78,6.96,8.48,5.15,16.05,7.57,30.89,7.57,5.15,20.018519,9.685185,29.635802,0.0,,-6.826389,15.887108
US_NM_35027,2020-10-12,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,0,1,260,4,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,-3,24,,-29,7,8.44,9.12,4.73,6.75,10.13,5.06,15.53,7.09,37.48,8.1,,17.711111,6.161111,27.511111,0.0,,-7.635802,17.14519
US_NM_35027,2020-10-13,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,2,0,262,4,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,5,29,,-16,5,,9.48,,4.91,5.56,,17.01,7.52,28.45,8.18,,16.761111,6.033333,28.933333,0.0,,-8.234568,17.179694
US_NM_35027,2020-10-14,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,1,0,263,4,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,8,26,-23,-16,6,5.03,8.38,7.37,8.71,7.71,8.04,16.08,,31.83,4.69,6.03,19.366667,7.655556,31.6,0.0,,-8.722222,14.134084
US_NM_35027,2020-10-15,ChIJvawgY4TD4YYRAG9ckXRT-Co,Q487243,geoId/35027,US,United States of America,NM,New Mexico,35027,Lincoln County,US,USA,2,4,0,267,4,,,19468,9503,9965,1896,2053,1739,1866,1859,2817,3567,2517,1154,1832199,33.74,-105.46,12513,81.675,2,29,,-19,6,,8.16,5.22,8.81,,4.57,16.97,,25.13,7.18,,18.455556,8.405556,28.816667,0.0,,-6.444444,18.823087
