location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OH_39161,2020-08-19,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,76,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,3,,6.68,12.81,4.46,5.85,5.29,5.85,8.35,5.85,,10.3,4.18,5.29,,,3.9,,19.21,6.13,8.35,,,6.41,34.53,,7.8,5.01,5.01,,18.122222,10.616667,26.127778,0.381,,11.605556,65.981317
US_OH_39161,2020-08-20,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,78,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,3,,7.66,14.5,6.02,,4.65,4.65,7.38,4.38,,9.3,,6.29,5.47,4.92,,7.38,26.53,5.47,13.4,5.47,5.2,4.92,32.82,4.38,10.12,5.47,4.1,6.02,18.916667,10.444444,27.2,0.0,,11.705556,63.097535
US_OH_39161,2020-08-21,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,-1,0,77,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,3,,11.75,12.89,7.74,,6.3,,5.44,4.3,,7.16,,,,,6.02,5.44,22.92,,6.59,7.16,,,31.52,,7.16,6.3,7.45,,20.077778,11.155556,29.477778,0.0,,13.45,65.918255
US_OH_39161,2020-08-22,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,79,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,,5.93,6.92,12.85,5.93,5.6,5.93,4.94,5.6,,,7.91,7.25,6.26,,,,4.94,22.73,5.6,10.87,,,,33.61,,10.54,,4.61,,21.938889,12.261111,30.655556,0.0,,15.5,67.194022
US_OH_39161,2020-08-23,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,79,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,,4.93,7.08,13.86,6.47,,8.01,4.62,5.24,,,9.55,,7.39,,,,4.62,21.87,,13.86,,,4.93,35.11,4.93,11.4,7.39,6.78,,22.994444,14.583333,30.605556,0.0,,17.427778,71.202351
US_OH_39161,2020-08-24,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,80,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,2,5.64,5.13,8.98,7.44,,4.62,,5.39,4.36,4.36,7.18,,,4.62,3.59,3.59,6.93,19.76,,10.78,,4.11,4.62,30.28,,6.67,6.42,6.42,3.85,24.461111,17.372222,31.905556,0.564444,,19.611111,74.908597
US_OH_39161,2020-08-25,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,81,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,3,3.74,4.49,15.21,5.48,5.73,4.99,,3.49,,4.74,8.72,5.73,6.73,3.74,,,8.23,19.44,5.24,8.97,,,5.24,35.65,5.48,8.47,6.98,4.24,,26.183333,20.255556,32.283333,0.7874,,20.4,70.884133
US_OH_39161,2020-08-26,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,3,0,84,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,3,,7.13,12.35,5.46,3.8,5.23,5.94,6.18,,3.8,8.08,4.51,4.99,,,4.04,5.94,22.09,,9.5,,,4.99,32.07,4.04,5.7,8.55,4.51,4.51,24.855556,18.622222,32.122222,0.0,,19.2,71.228891
US_OH_39161,2020-08-27,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,85,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,3,5.45,5.93,10.9,6.4,,5.93,,7.35,,,10.19,8.3,4.27,,4.5,,6.4,27.73,3.56,8.53,4.5,,,34.37,3.79,7.35,5.93,4.98,4.74,26.005556,20.122222,31.888889,0.0,,21.407407,75.256457
US_OH_39161,2020-08-28,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,87,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,2,5.61,6.07,9.34,11.45,3.74,8.18,3.5,4.44,4.44,,5.61,6.31,4.44,,,,5.37,17.52,,4.91,,3.5,5.37,31.53,5.61,5.61,4.2,,3.74,25.216667,22.05,31.755556,2.4765,,22.08642,82.437762
US_OH_39161,2020-08-29,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,89,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,,6.34,7.29,10.14,6.34,,6.02,5.07,8.24,,,4.44,5.39,5.39,,,5.71,,17.11,6.97,11.41,4.75,6.34,6.02,38.03,,10.14,5.39,5.71,7.61,23.061111,20.083333,29.266667,18.82775,,18.75,76.800583
US_OH_39161,2020-08-30,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,-1,0,88,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,,6.36,7.57,12.42,11.81,,,,8.48,,,5.75,4.54,5.45,4.54,,,6.96,19.38,4.54,10.6,4.24,5.15,,39.37,4.54,7.87,4.54,,4.54,18.1,11.077778,25.827778,4.1402,,12.577778,70.472894
US_OH_39161,2020-08-31,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,89,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,2,3.69,5.07,11.3,6.0,4.84,7.15,,6.92,,5.76,5.07,5.07,5.07,4.38,3.46,3.23,8.3,21.68,5.07,7.38,,,5.3,37.36,3.23,6.46,5.07,3.69,5.53,19.494444,11.577778,28.233333,0.0,,13.822222,69.982122
US_OH_39161,2020-09-01,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,91,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,1,6.73,5.8,8.36,7.43,5.57,6.96,3.25,6.73,,4.18,9.98,3.48,4.64,,,4.88,5.8,19.27,3.71,8.36,5.11,3.71,3.71,31.11,3.25,8.59,5.34,5.57,4.64,22.755556,15.544444,27.994444,0.0,,19.283951,80.153024
US_OH_39161,2020-09-02,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,92,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,2,5.62,7.33,13.69,5.87,4.64,6.11,3.91,4.89,,,9.04,5.13,6.11,3.91,4.89,,7.82,20.78,,8.07,,,6.11,31.05,4.4,6.6,5.38,,,23.266667,19.538889,26.938889,2.0955,,20.049383,81.870906
US_OH_39161,2020-09-03,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,94,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,1,6.66,8.13,12.32,7.15,4.19,,5.42,7.15,4.19,4.68,10.6,4.19,5.67,,5.42,3.45,4.68,26.38,7.15,6.16,5.67,3.7,5.18,32.54,4.19,9.61,4.68,5.42,3.94,22.361111,16.277778,29.672222,0.282222,,16.805556,71.185831
US_OH_39161,2020-09-04,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,94,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,1,4.2,4.73,11.29,5.78,5.51,6.3,,7.88,4.99,,4.46,,6.3,5.25,,,6.57,27.31,5.25,15.23,6.3,,4.99,37.82,,6.57,6.83,5.51,3.68,19.722222,11.033333,28.072222,0.0,,11.244444,58.275522
US_OH_39161,2020-09-05,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,96,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,,7.81,6.18,13.66,8.13,,4.88,4.88,6.18,,,6.51,,,5.2,,6.83,,17.57,4.55,6.18,,5.53,5.2,41.31,,6.51,6.18,,5.53,18.366667,10.4,28.344444,0.0,,8.844444,54.105064
US_OH_39161,2020-09-06,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,97,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,,,5.55,15.67,9.47,,,,6.53,,5.22,6.2,,6.2,,4.57,,5.22,21.22,8.49,11.1,,,6.2,31.01,,6.53,6.53,,5.22,18.272222,9.65,27.844444,0.0,,12.361111,68.696583
US_OH_39161,2020-09-07,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,3,0,100,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,-74,,,7.04,9.29,6.19,4.79,5.63,4.79,7.32,5.91,4.5,7.6,,4.79,,4.5,,6.19,20.55,5.35,7.32,4.22,,,40.54,,4.79,7.32,4.22,4.79,22.15,20.316667,25.355556,2.0955,,17.083333,73.180691
US_OH_39161,2020-09-08,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,102,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,2,4.74,6.24,12.73,9.49,4.25,5.24,4.49,5.49,,,9.49,6.24,5.24,,4.25,,4.99,24.97,5.49,9.24,,7.24,5.24,36.95,4.74,8.49,5.74,4.25,5.74,22.955556,18.766667,30.133333,25.24125,,19.3,80.196289
US_OH_39161,2020-09-09,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,102,2,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,3,5.8,5.28,11.08,11.34,5.01,5.54,,6.86,,5.01,8.44,,7.12,,,,7.92,22.16,6.86,9.76,6.6,,6.07,36.41,5.28,9.5,7.39,,3.96,21.483333,16.761111,29.455556,2.144889,,18.361111,82.772552
US_OH_39161,2020-09-10,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,1,102,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,,,,2,3.55,4.02,12.06,7.33,3.78,4.25,,6.15,5.67,5.2,8.27,4.49,6.38,5.2,,4.96,8.51,18.44,4.49,8.27,6.38,3.31,3.31,37.12,3.31,5.2,4.49,3.31,7.09,20.177778,17.061111,26.094444,0.0,,18.685185,90.939849
US_OH_39161,2020-09-11,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,103,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-8,,-16,-1,5.03,7.19,9.59,6.47,4.55,4.55,3.83,5.99,,5.75,5.99,3.59,4.31,,,,8.87,14.62,4.07,8.15,3.35,4.31,4.79,29.47,,5.27,4.79,3.83,4.55,17.9,14.211111,22.694444,0.0,,14.6,81.389985
US_OH_39161,2020-09-12,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,104,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,3,,7,,5.38,7.28,13.29,7.59,5.38,,,6.01,,6.33,5.38,,4.75,,,4.75,5.7,15.19,5.38,10.44,,,,41.13,6.01,10.76,9.17,,,19.394444,13.527778,28.022222,0.0,,15.493827,77.989556
US_OH_39161,2020-09-13,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,105,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,0,,-5,,6.16,,13.2,8.51,5.28,6.16,4.11,5.57,4.99,,9.09,6.75,6.75,,,6.45,4.69,22.29,4.4,7.04,,,,34.62,4.99,8.21,6.75,,7.04,22.233333,15.205556,27.283333,4.03225,,17.794444,76.20254
US_OH_39161,2020-09-14,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,105,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-3,,-15,1,4.79,6.94,11.24,9.33,6.22,5.5,3.35,5.02,3.83,3.59,8.85,3.83,6.22,4.31,3.35,4.55,10.29,25.36,6.94,11.24,,5.5,4.31,41.63,4.07,6.46,6.46,5.98,5.02,17.016667,11.961111,23.716667,2.794,,13.188889,78.490987
US_OH_39161,2020-09-15,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,107,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-1,12,-13,1,4.95,5.44,10.39,10.39,4.2,5.19,,5.19,,6.92,6.43,,4.7,3.46,4.45,4.45,8.41,18.3,6.18,7.91,4.7,,3.96,41.55,,5.19,8.41,5.69,6.92,14.794444,7.861111,22.466667,0.0,,9.405556,70.307083
US_OH_39161,2020-09-16,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,108,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-4,,-17,0,4.05,7.62,12.14,9.76,5.95,5.0,3.33,4.52,3.57,3.81,4.52,3.57,4.76,3.57,3.57,,7.14,22.14,5.71,5.24,4.52,3.33,,35.24,6.67,12.62,4.05,5.48,3.81,15.472222,7.527778,25.166667,0.0,,9.616667,68.462208
US_OH_39161,2020-09-17,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,3,0,111,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,5,,-15,2,4.71,12.48,12.24,6.59,4.24,5.89,,7.06,,,9.65,5.89,3.77,,3.53,,8.24,18.84,4.0,8.95,,,3.77,37.44,5.42,8.24,3.3,5.18,4.95,16.211111,9.6,23.466667,0.0,,11.811111,75.597008
US_OH_39161,2020-09-18,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,111,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-1,,-13,1,,6.71,11.02,7.91,,3.59,,7.67,4.07,4.07,5.03,3.83,,,5.27,4.07,7.19,16.53,3.59,6.23,3.59,4.07,4.79,23.72,3.59,,5.03,,,13.133333,7.85,19.261111,0.0,,5.366667,59.64145
US_OH_39161,2020-09-19,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,-1,0,110,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,10,,11,,,7.78,11.34,5.83,,,,7.78,,,6.48,,,,,,6.8,13.93,6.48,,4.54,,,35.0,4.54,7.78,6.48,,,10.711111,3.372222,19.688889,0.0,,2.855556,58.507515
US_OH_39161,2020-09-20,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,111,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,6,,-5,,4.32,7.71,12.96,7.71,5.86,4.94,6.17,8.02,4.32,,6.48,4.94,4.63,,,5.55,5.25,17.59,,11.41,,,5.55,36.41,6.48,8.02,5.25,,,12.416667,4.205556,22.016667,0.0,,3.555556,54.956774
US_OH_39161,2020-09-21,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,3,0,114,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-7,,-14,1,7.06,5.84,12.9,7.06,7.06,6.33,3.9,11.2,5.11,5.11,9.74,3.9,,4.38,4.38,,7.79,17.28,4.87,9.74,,,3.9,39.19,3.65,8.28,5.11,,4.14,13.466667,4.6,22.872222,0.0,,4.111111,53.361144
US_OH_39161,2020-09-22,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,114,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-4,9,-13,2,5.09,5.82,10.66,9.21,3.39,5.82,,7.27,,3.88,9.69,3.63,7.51,6.3,,4.84,5.09,17.44,6.06,8.0,5.33,6.3,4.36,38.76,,6.78,5.09,3.63,7.27,14.361111,4.45,24.711111,0.0,,6.4,59.018374
US_OH_39161,2020-09-23,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,114,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-4,,-14,2,6.29,6.29,8.95,6.04,6.77,6.04,,6.77,6.04,,8.7,,6.29,4.11,,,5.32,19.82,5.08,5.8,3.38,,4.11,36.75,5.08,7.01,5.8,5.08,3.87,16.572222,6.683333,25.777778,0.0,,10.566667,67.97815
US_OH_39161,2020-09-24,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,116,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-1,,-12,1,,6.41,12.1,6.88,,5.69,,13.29,7.83,6.41,7.83,,3.32,4.51,5.22,4.27,7.36,19.93,6.41,9.49,,5.93,4.98,35.59,6.64,8.78,4.98,5.46,6.17,17.911111,9.316667,26.088889,0.0,,10.866667,63.827834
US_OH_39161,2020-09-25,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,117,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-9,,-12,0,,4.79,7.91,6.71,3.59,,,7.43,4.07,9.1,10.3,,4.79,5.51,4.55,4.31,5.51,14.85,6.23,4.07,6.71,3.59,5.03,29.47,,5.51,7.19,,,17.483333,8.638889,26.722222,0.0,,11.005556,65.988101
US_OH_39161,2020-09-26,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,2,0,119,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-7,,-2,,5.18,10.03,12.62,6.8,4.53,5.18,,,,5.5,5.18,,,,,,4.53,18.45,4.53,11.65,,,4.85,38.83,,7.77,6.47,,4.53,18.977778,11.194444,26.322222,0.0,,14.238889,74.340054
US_OH_39161,2020-09-27,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,4,0,123,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-10,,-5,,,9.82,14.58,5.95,5.95,6.55,7.74,9.52,,,7.74,,4.46,4.46,,,5.65,18.75,7.14,9.52,,,,31.24,4.46,9.22,8.93,,4.76,20.477778,14.266667,26.866667,0.0,,15.111111,71.689524
US_OH_39161,2020-09-28,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,1,0,124,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-12,,-13,3,5.67,7.08,8.27,5.9,5.2,4.49,4.01,11.34,8.03,4.01,7.79,,5.9,4.72,,5.67,7.08,20.78,5.2,,4.49,4.01,4.01,36.84,3.78,6.14,6.14,3.78,,16.616667,11.955556,24.238889,0.47625,,13.82716,83.624478
US_OH_39161,2020-09-29,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,4,0,128,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-5,14,-13,1,5.85,6.55,10.3,6.79,4.68,6.08,3.51,8.19,5.15,6.08,7.72,4.21,4.45,4.68,,4.68,4.68,26.68,3.51,5.85,4.45,4.45,4.45,33.0,5.38,7.25,5.38,5.38,4.68,11.761111,6.733333,18.372222,2.652889,,7.888889,77.395886
US_OH_39161,2020-09-30,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,0,0,128,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-9,,-16,2,5.38,4.92,10.06,6.32,6.09,5.85,4.68,6.09,4.68,5.38,8.89,,7.02,,6.55,3.75,4.92,22.0,6.32,5.15,,4.45,3.28,40.26,6.09,5.38,,4.92,3.51,11.961111,7.333333,17.438889,0.0,,7.322222,73.617253
US_OH_39161,2020-10-01,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,3,0,131,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-4,,-11,1,,6.86,10.88,5.68,5.92,6.15,4.97,7.33,,6.39,4.73,3.31,4.02,3.55,,4.73,5.44,22.48,3.79,5.44,6.62,3.55,5.44,34.54,,4.97,4.97,,5.68,10.877778,5.288889,17.405556,0.282222,,4.855556,66.786228
US_OH_39161,2020-10-02,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,-1,0,130,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,-8,,-12,1,4.64,5.61,6.59,8.3,,4.88,,7.56,3.66,5.86,5.12,,7.32,5.12,4.88,4.39,5.37,16.84,3.66,4.64,4.39,4.15,10.49,30.5,4.39,3.9,3.9,4.64,5.12,8.277778,2.833333,16.044444,0.197556,,3.805556,73.755566
US_OH_39161,2020-10-03,ChIJ_atMe_xpPogRyVldhZE1Dyw,Q485628,geoId/39161,US,United States of America,OH,Ohio,39161,Van Wert County,US,USA,2,10,0,140,3,,,28283,13933,14350,3527,3695,3326,3294,3254,3941,3608,2224,1414,911295,40.86,-84.59,1063,77.111111,6,,5,,,6.77,8.38,5.8,,,5.48,7.74,7.09,4.51,,,6.77,5.16,4.51,6.13,7.74,20.96,,7.09,,7.09,4.51,31.6,,5.8,6.13,5.48,,8.527778,2.127778,15.994444,0.0,,2.788889,67.631666
