location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_SC_45029,2020-08-22,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,863,36,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,,6.9,9.97,,12.78,6.39,6.14,6.9,,8.69,,,,4.86,6.39,5.11,,,,4.86,,9.46,18.66,5.11,,12.78,,,7.16,41.42,4.6,9.72,8.69,,3.58,25.938272,22.734568,29.234568,0.9525,22.666667,83.458903
US_SC_45029,2020-08-23,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,2,0,865,36,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,,6.9,9.12,3.45,9.86,4.68,6.65,4.68,6.65,7.39,3.45,,4.19,3.7,10.11,4.19,6.16,3.94,3.45,5.92,6.16,7.39,27.85,8.87,4.19,12.57,6.16,5.18,4.68,44.12,5.42,8.13,4.93,3.7,5.67,25.32716,21.814815,27.561728,3.429,23.111111,88.655539
US_SC_45029,2020-08-24,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,2,0,867,36,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,8,4.08,7.68,6.72,12.73,6.24,5.04,6.0,,8.4,4.32,4.08,3.84,3.6,8.88,4.32,6.24,3.84,4.32,4.8,,10.81,21.13,8.16,4.08,12.01,4.32,5.76,,42.02,4.08,11.05,7.44,3.84,4.8,26.339506,23.333333,29.962963,3.81,24.645833,91.749879
US_SC_45029,2020-08-25,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,5,0,872,36,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,7,5.83,8.98,4.86,9.47,6.07,10.93,7.29,5.58,4.86,5.1,,7.04,4.37,16.27,5.58,3.64,3.64,3.4,7.77,3.88,10.69,25.98,7.77,,11.66,3.88,3.64,4.86,45.41,4.61,9.71,5.1,8.01,,25.82716,23.098765,31.487654,41.4528,24.173611,90.927408
US_SC_45029,2020-08-26,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,3,2,875,38,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,6,5.09,7.76,4.37,15.04,4.61,4.61,7.03,4.61,9.46,4.85,5.82,,4.12,8.49,4.12,6.31,5.34,4.61,4.12,3.88,13.1,29.11,8.49,4.37,15.04,5.34,,4.61,40.26,4.37,12.13,9.22,5.82,6.79,27.037037,23.08642,33.611111,4.6736,24.020833,84.490993
US_SC_45029,2020-08-27,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,2,1,877,39,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,4,4.09,8.18,6.74,13.24,6.98,3.85,7.22,5.05,7.7,5.54,4.33,,3.61,9.63,,5.05,4.33,5.29,4.09,5.29,11.55,21.18,5.29,5.78,12.27,,6.74,6.5,43.08,4.09,9.63,5.29,6.5,5.29,27.154321,22.858025,33.290123,0.197556,23.868056,83.005823
US_SC_45029,2020-08-28,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,10,0,887,39,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,6,5.59,9.0,3.89,12.65,7.3,5.11,5.35,4.62,6.57,,,,,10.7,3.41,4.87,3.41,,4.62,5.59,9.49,26.27,4.62,,12.65,4.87,3.89,5.11,36.25,,10.22,5.84,6.33,4.87,28.358025,24.641975,33.030864,0.0,25.229167,83.697641
US_SC_45029,2020-08-29,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,2,0,889,39,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,,8.91,10.44,6.37,12.73,5.86,7.89,7.13,5.09,6.11,,,3.82,4.33,7.64,,5.35,,,,,4.58,18.59,,3.56,12.99,4.58,,5.35,42.52,3.56,11.97,8.91,,7.13,28.981481,25.87037,32.765432,0.874889,24.520833,77.507331
US_SC_45029,2020-08-30,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,889,39,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,,7.74,7.74,5.24,7.74,6.49,7.24,7.74,8.48,9.73,3.74,5.24,5.99,8.48,9.73,3.49,4.24,3.49,3.99,4.24,,6.49,27.7,8.48,4.49,8.48,,3.74,5.24,44.66,5.49,9.73,8.73,4.24,3.99,27.87037,24.376543,33.314815,0.0,24.208333,80.975492
US_SC_45029,2020-08-31,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,1,0,890,39,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,4,4.98,9.25,,14.94,9.25,5.69,6.17,4.5,10.67,4.74,5.22,3.56,,10.67,4.5,4.98,4.27,3.79,3.32,4.27,11.62,27.51,5.45,4.98,13.52,4.74,,5.69,43.39,7.83,9.96,7.11,6.64,4.74,27.709877,23.716049,32.45679,7.027333,24.013889,81.159772
US_SC_45029,2020-09-01,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,3,0,893,39,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,5,,11.18,6.42,14.51,8.8,7.37,5.23,,11.42,4.04,4.76,,4.28,9.75,4.04,5.23,,7.13,6.66,5.71,10.46,23.55,7.85,5.71,12.37,3.33,5.71,5.95,44.95,3.81,8.32,7.13,8.32,5.71,28.574074,24.32716,33.574074,0.0,24.534722,79.10484
US_SC_45029,2020-09-02,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,4,0,897,39,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,4,6.63,6.87,4.5,11.37,9.24,4.5,7.11,5.21,7.82,4.74,,7.11,5.68,9.47,3.55,3.32,,4.5,4.03,,11.37,24.16,5.21,,9.47,4.03,3.55,7.11,44.77,5.92,10.9,4.97,3.79,6.4,29.438272,25.598765,34.623457,0.0,25.486111,79.766505
US_SC_45029,2020-09-03,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,7,0,904,39,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,4,6.04,8.7,4.83,12.81,12.32,5.56,7.49,5.32,8.22,5.56,6.52,4.35,8.22,10.39,4.83,5.8,5.07,5.07,5.07,,10.63,25.13,10.87,3.62,10.63,3.38,4.11,7.97,43.98,4.59,10.39,8.7,4.59,5.8,30.030864,26.32716,34.691358,0.705556,24.979167,74.94967
US_SC_45029,2020-09-04,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,4,0,908,39,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,5,4.12,7.52,,12.37,5.82,7.28,4.12,4.12,8.73,3.88,3.88,5.33,,8.97,4.85,3.88,3.4,6.06,5.09,5.33,12.61,25.7,8.97,3.4,8.24,3.64,6.06,7.52,44.14,6.55,8.0,5.82,5.09,6.79,29.753086,24.654321,35.648148,0.0,24.006944,72.259468
US_SC_45029,2020-09-05,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,8,0,916,39,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,,,8.53,4.52,10.54,8.53,3.76,6.52,4.27,5.52,4.27,3.76,5.27,,9.79,4.01,4.27,,,7.53,5.27,9.28,23.59,3.76,,11.29,,5.27,6.02,43.66,,8.03,12.8,3.76,6.27,28.876543,24.623457,33.938272,0.0,24.125,76.397529
US_SC_45029,2020-09-06,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,5,0,921,39,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,,5.87,8.56,4.89,18.1,7.58,6.61,7.34,4.89,10.52,,4.89,4.16,5.14,8.81,4.65,5.87,4.65,5.63,6.12,7.83,,26.42,5.14,3.42,8.32,3.91,,4.4,40.61,4.65,8.56,7.58,5.14,6.12,25.790123,22.111111,30.654321,0.423333,19.9375,70.744033
US_SC_45029,2020-09-07,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,4,0,925,39,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,-66,,6.02,8.11,3.24,13.2,6.02,4.63,6.02,3.71,9.03,3.71,5.33,4.86,3.24,9.5,5.79,,4.4,3.47,7.18,6.02,7.88,23.16,6.02,3.47,10.65,,4.86,6.02,41.23,6.25,8.34,7.41,3.94,6.95,25.574074,21.580247,29.709877,0.127,20.569444,74.355093
US_SC_45029,2020-09-08,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,925,39,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,5,6.49,6.06,4.33,13.42,9.74,5.41,3.68,3.46,6.49,3.9,4.33,3.68,5.41,12.12,3.68,7.36,4.33,5.41,4.98,3.03,8.23,22.08,3.03,4.11,9.31,4.33,3.25,6.06,35.5,4.76,4.76,6.28,4.55,5.2,24.62963,21.080247,28.388889,0.0,20.5625,78.8554
US_SC_45029,2020-09-09,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,1,0,926,39,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,5,5.57,7.07,3.43,12.85,7.92,6.85,5.35,4.5,11.13,,5.14,,7.07,7.92,7.28,6.64,4.5,5.78,3.85,3.21,8.35,31.26,7.49,3.43,8.78,3.85,3.85,5.14,37.9,3.85,6.0,9.42,4.5,4.5,25.345679,22.641975,29.746914,2.286,23.326389,88.869349
US_SC_45029,2020-09-10,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,7,0,933,39,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,,,,,3,4.08,8.37,3.0,12.23,6.44,3.0,5.8,6.01,10.73,4.51,3.22,4.08,5.15,7.08,6.87,4.08,3.22,3.0,3.65,3.22,7.94,23.61,5.15,,9.45,4.94,4.72,5.15,36.7,6.01,5.37,7.73,4.08,3.43,26.648148,24.08642,31.592593,1.4224,24.465278,88.1735
US_SC_45029,2020-09-11,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,17,0,950,39,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,-17,-13,-7,-24,4,4.14,6.76,,10.24,7.85,3.71,7.19,5.23,7.85,3.49,3.71,5.45,,9.59,3.05,5.67,4.58,4.58,5.01,4.36,9.81,25.07,9.81,,12.42,4.58,3.92,4.36,39.23,6.1,8.94,6.97,5.45,5.23,26.796296,24.444444,31.530864,0.0,24.951389,90.494516
US_SC_45029,2020-09-12,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,1,1,951,40,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,-3,-5,6,-11,,4.29,8.07,3.78,15.64,8.58,4.29,5.55,5.8,8.07,,4.29,,5.3,9.84,,5.04,,5.8,,5.3,8.58,21.44,4.54,,13.62,,,3.53,36.83,4.29,9.84,4.29,,6.81,26.975309,24.074074,31.037037,4.529667,24.472222,86.874757
US_SC_45029,2020-09-13,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,5,0,956,40,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,-2,-1,26,-21,,6.49,7.93,,13.46,8.65,4.81,4.81,5.29,7.45,3.85,4.33,,4.81,10.33,,6.25,7.21,4.33,3.37,5.05,7.93,23.79,4.08,,9.61,3.37,4.33,4.81,38.93,3.6,7.21,5.29,,5.29,26.45679,23.382716,31.006173,0.423333,23.444444,83.908814
US_SC_45029,2020-09-14,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,5,0,961,40,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,-3,-9,,-20,4,4.51,5.15,,12.45,11.16,5.15,6.44,4.93,8.58,,3.22,4.51,7.94,10.52,5.15,7.72,3.22,6.22,3.22,4.72,9.23,25.96,7.3,,12.02,4.93,5.15,4.08,44.63,4.29,7.08,8.15,5.58,4.51,26.969136,23.092593,31.938272,0.0,23.25,80.705116
US_SC_45029,2020-09-15,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,3,0,964,40,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,-1,-7,-10,-24,5,3.94,7.44,,10.94,7.0,5.25,6.13,3.28,8.53,5.69,5.47,4.16,6.34,10.06,5.03,6.78,4.16,3.06,4.38,5.91,11.38,22.75,5.25,3.94,8.1,4.16,5.69,7.0,42.23,,7.22,5.03,5.47,3.94,25.382716,23.055556,28.919753,0.0,21.847222,81.286816
US_SC_45029,2020-09-16,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,2,0,966,40,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,-3,-12,-3,-25,5,4.59,9.18,5.03,12.02,7.87,5.03,5.68,5.47,6.34,3.5,4.15,,4.81,12.46,4.81,5.9,4.81,4.59,3.94,3.28,8.96,27.33,7.65,,9.18,,4.59,5.68,41.1,3.5,7.65,7.87,8.74,4.37,22.777778,20.527778,25.881944,0.0635,19.825397,84.578106
US_SC_45029,2020-09-17,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,7,2,973,42,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,-7,-16,4,-25,8,5.01,5.84,,12.32,7.51,6.05,4.8,6.89,9.39,3.13,5.43,4.8,8.35,16.07,3.34,3.76,,3.97,4.59,6.89,9.19,25.68,3.76,3.76,6.05,7.1,7.1,8.77,45.72,6.47,6.26,6.05,8.98,4.59,26.092593,22.907407,29.679012,24.0665,24.541667,91.892507
US_SC_45029,2020-09-18,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,4,0,977,42,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,-12,-12,-7,-24,6,,8.04,,10.64,7.82,5.86,5.86,4.13,7.38,,4.34,,7.6,8.9,3.48,,,4.78,6.08,4.78,9.77,27.37,9.34,4.13,8.04,5.65,5.0,6.73,38.01,4.13,9.77,8.69,5.86,5.21,24.024691,22.62963,27.302469,19.177,22.354167,91.436826
US_SC_45029,2020-09-19,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,6,0,983,42,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,-3,-7,13,-14,,5.7,6.48,,9.85,5.96,,7.26,4.41,5.7,3.89,,4.92,,8.04,,4.41,4.15,5.18,4.92,5.7,9.59,16.85,5.44,,8.04,,5.18,5.96,38.1,3.63,4.41,6.48,,8.04,21.555556,18.462963,24.160494,0.22225,17.118056,76.606305
US_SC_45029,2020-09-20,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,983,42,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,8,-5,24,-19,,3.71,7.68,3.47,13.62,7.43,5.95,6.69,3.96,7.43,,,,7.43,7.93,4.46,3.96,3.71,,5.45,3.47,6.69,22.79,5.45,3.47,8.42,,4.95,7.18,39.38,,7.18,6.44,3.47,5.45,18.382716,14.808642,23.555556,0.0,13.034722,71.776185
US_SC_45029,2020-09-21,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,11,0,994,42,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,-1,-9,,-23,5,4.24,7.36,4.02,9.6,11.83,8.26,7.36,5.13,10.93,6.69,3.57,,8.48,11.16,,5.13,4.02,5.13,5.36,3.57,10.93,28.12,8.93,4.02,9.15,9.82,5.8,4.91,47.08,4.02,8.48,6.92,4.24,7.36,18.740741,14.018519,23.382716,0.0,11.743056,64.438896
US_SC_45029,2020-09-22,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,10,0,1004,42,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,2,-10,-2,-22,5,3.12,3.79,,12.91,12.69,6.68,7.79,6.01,6.68,6.46,3.12,3.79,6.68,8.9,3.12,7.12,4.67,,6.68,4.23,10.91,21.15,6.9,,8.24,3.34,4.01,3.79,43.19,3.12,7.12,8.46,4.01,3.34,17.450617,12.475309,22.5,0.0,10.840278,65.802543
US_SC_45029,2020-09-23,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,2,0,1006,42,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,-1,-6,-3,-21,5,4.5,10.12,,12.36,7.42,4.5,6.29,4.95,7.64,,3.6,,6.29,11.91,5.17,5.62,4.27,3.37,5.62,5.62,10.79,24.73,5.39,,7.64,4.95,6.52,,39.79,9.22,4.5,5.17,5.39,7.19,17.685185,12.222222,24.858025,0.0,12.486111,72.847334
US_SC_45029,2020-09-24,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,2,0,1008,42,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,-4,-15,9,-23,5,6.11,6.55,,13.97,11.13,6.55,7.2,4.8,6.98,3.27,,3.49,5.89,9.82,,5.67,7.2,,3.71,,10.91,23.13,3.71,3.49,8.07,7.64,3.27,6.98,41.25,4.37,6.33,7.2,3.27,5.67,20.67284,15.037037,27.41358,0.0,16.805556,79.559487
US_SC_45029,2020-09-25,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,5,0,1013,42,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,-12,-16,3,-21,7,5.32,12.85,3.32,8.86,9.09,8.42,3.99,4.65,8.64,3.77,,6.65,4.88,6.2,3.54,4.43,3.77,8.86,4.65,3.99,7.09,23.27,7.09,,7.31,5.1,3.99,6.2,32.35,4.43,5.76,4.88,,7.09,25.061728,21.135802,28.450617,1.0795,22.833333,87.852906
US_SC_45029,2020-09-26,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,9,0,1022,42,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,-5,-3,8,-14,2,4.55,6.32,5.05,12.64,7.08,5.81,4.8,5.81,8.34,,5.05,,4.8,7.58,,5.05,7.58,8.85,4.8,5.05,8.34,20.47,3.54,,10.36,,,8.34,33.11,5.05,7.33,4.3,4.55,4.55,24.061728,21.376543,28.135802,16.256,21.986111,88.936
US_SC_45029,2020-09-27,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,9,0,1031,42,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,3,-8,26,-16,,6.29,9.43,,13.05,8.22,6.29,7.74,,10.88,3.87,5.08,3.38,4.11,8.22,,5.56,,4.83,4.59,,8.7,23.93,5.32,4.83,7.49,3.38,,6.77,39.89,4.11,9.67,6.29,3.38,5.8,22.308642,19.351852,26.808642,0.0,19.743056,86.162688
US_SC_45029,2020-09-28,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,11,0,1042,42,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,-8,-14,,-21,8,4.85,9.49,3.58,12.44,9.91,4.85,7.17,4.01,10.54,,5.69,3.37,5.06,12.23,4.01,7.17,3.16,7.17,4.43,5.48,6.75,22.77,6.75,4.01,8.01,3.16,3.16,10.96,43.23,4.64,8.22,6.96,4.64,5.69,22.462963,20.722222,24.993827,1.016,21.576389,95.466371
US_SC_45029,2020-09-29,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,14,0,1056,42,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,-1,-13,-3,-23,7,4.88,7.01,4.04,10.2,9.13,5.31,4.46,4.88,8.5,,4.46,,3.61,12.96,4.46,6.16,,5.52,5.95,4.25,11.26,26.76,6.16,4.25,10.83,4.88,3.61,4.25,42.9,4.88,7.86,4.25,4.46,5.95,24.333333,17.697531,29.055556,10.795,22.569444,90.608616
US_SC_45029,2020-09-30,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,-2,0,1054,42,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,8,-11,11,-22,3,4.96,6.54,,12.85,13.75,4.73,6.09,4.28,12.17,3.38,6.09,,6.76,9.69,4.28,6.99,4.06,4.51,4.06,,4.73,28.63,6.31,5.41,9.02,3.61,5.41,6.31,41.7,5.18,7.67,6.31,6.09,6.09,18.524691,14.074074,25.679012,10.2235,13.256944,72.625857
US_SC_45029,2020-10-01,ChIJ7zYWUVqv_ogRoX_rLqU39w4,Q502473,geoId/45029,US,United States of America,SC,South Carolina,45029,Colleton County,US,USA,2,0,0,1054,42,,,37555,18072,19483,4525,4645,4471,4082,4323,5388,5305,3256,1560,1857001,32.84,-80.65,2935,73.533333,7,-3,15,-21,2,5.29,5.51,4.18,9.69,9.91,7.93,8.15,3.75,9.47,,5.73,3.08,,8.15,4.63,8.59,3.96,,4.18,4.85,9.25,28.86,6.17,3.3,7.05,,4.85,5.95,39.87,6.39,6.83,5.73,3.75,6.17,19.080247,13.024691,26.419753,0.0,13.590278,71.931138
