location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NH_33007,2020-07-01,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,7,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,31,34,,-24,6,3.96,6.86,10.02,6.07,7.12,8.17,4.48,,,6.59,,4.22,,,,8.44,19.51,7.38,6.59,4.48,3.96,5.27,44.83,,7.38,7.91,,5.54,18.82716,15.987654,23.777778,11.139714,,16.537037,86.750134
US_NH_33007,2020-07-02,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,7,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,52,49,,-27,2,6.21,3.78,12.43,6.48,5.13,8.1,4.05,,3.78,7.02,,4.05,,,,7.83,21.07,,11.08,4.05,,,42.95,,8.64,4.59,4.86,3.78,20.783951,14.444444,29.561728,6.640286,,16.395062,76.127012
US_NH_33007,2020-07-03,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,7,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,44,60,,-50,,3.81,8.63,12.94,7.61,,3.81,3.81,,5.58,5.08,3.81,4.06,,4.06,4.57,7.11,24.62,5.33,11.42,3.81,4.82,4.06,26.65,,10.91,5.33,,,20.901235,14.716049,28.419753,0.28575,,16.395062,75.931805
US_NH_33007,2020-07-04,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,7,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,25,,,-28,,6.16,3.75,15.0,5.63,7.77,,,,5.09,7.5,3.75,,,,,,21.16,4.55,12.59,3.75,3.75,,32.42,5.89,12.32,7.5,,,20.148148,13.814815,27.024691,0.451556,,13.314815,65.118604
US_NH_33007,2020-07-05,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,7,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,71,,,-13,,5.41,7.21,12.62,4.89,6.44,4.38,5.15,,,6.7,3.6,5.67,,4.12,,,24.46,,15.45,,,4.12,36.31,6.18,13.13,11.07,4.38,,19.074074,12.901235,26.469136,0.03175,,11.895062,63.447382
US_NH_33007,2020-07-06,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,2,0,9,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,58,50,,-31,,,6.58,13.42,6.32,5.26,6.58,6.84,,4.74,5.26,,3.95,,5.0,,5.79,22.63,8.95,12.63,,,4.74,37.1,4.74,11.58,7.37,4.21,3.95,18.833333,10.790123,25.858025,0.112889,,11.111111,61.195184
US_NH_33007,2020-07-07,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,9,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,40,38,,-32,3,5.88,7.21,13.36,7.21,8.02,6.68,6.41,,,10.69,4.54,6.95,4.01,4.81,,,26.72,4.54,10.15,,,4.01,39.01,4.01,9.88,8.55,6.41,,19.098765,10.648148,27.395062,0.0,,12.925926,67.576263
US_NH_33007,2020-07-08,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,9,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,29,23,,-25,6,3.85,5.14,12.85,4.88,4.37,4.37,7.97,5.65,5.14,7.97,,4.88,5.14,,3.6,7.97,20.04,8.22,13.62,3.6,,5.4,36.49,3.6,11.82,6.94,8.22,3.85,20.592593,15.54321,27.12963,5.08,,16.944444,79.941617
US_NH_33007,2020-07-09,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,9,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,29,33,,-25,3,,8.19,17.47,5.19,6.55,5.19,4.64,,6.01,9.01,4.91,,5.73,4.09,4.64,,23.21,,8.74,,,4.09,33.04,6.01,11.47,6.01,5.46,3.82,21.907407,15.611111,29.981481,12.192,,16.283951,71.565432
US_NH_33007,2020-07-10,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,9,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,12,29,,-28,,,9.72,9.99,9.72,6.75,,5.4,,6.21,6.48,4.32,4.59,7.29,5.13,4.86,5.67,26.73,8.91,9.99,4.59,,,34.84,5.67,11.61,8.91,4.59,4.32,23.351852,15.938272,30.641975,0.254,,18.58642,74.875926
US_NH_33007,2020-07-11,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,2,0,11,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,11,,,-9,,,7.01,13.76,6.75,5.71,,6.75,,3.89,6.75,,6.75,4.15,5.19,7.01,4.67,21.28,5.45,14.28,3.89,5.45,5.97,34.78,,10.38,8.56,,4.15,22.679012,17.703704,29.648148,11.212286,,19.166667,81.208465
US_NH_33007,2020-07-12,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,11,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,30,,,-9,,,6.54,15.96,4.97,4.45,5.75,3.66,,4.45,8.11,4.18,4.97,,4.71,,5.23,27.2,5.49,11.77,,,6.8,34.79,4.18,8.37,9.15,5.23,4.45,22.32716,19.388889,27.179012,10.522857,,19.17284,82.80381
US_NH_33007,2020-07-13,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,11,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,34,24,,-25,4,5.44,6.74,16.84,7.26,6.48,7.51,6.48,,,12.18,4.41,5.44,6.22,4.15,5.96,6.48,23.58,8.81,8.03,6.48,5.7,5.7,40.43,7.51,9.33,10.62,4.92,,20.0,14.728395,25.919753,5.842,,16.12963,78.691726
US_NH_33007,2020-07-14,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,11,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,11,21,,-26,7,3.77,7.03,10.04,8.28,4.52,6.03,6.53,4.27,4.77,8.03,6.03,,4.27,3.51,5.02,6.28,22.84,4.27,12.05,,,4.52,35.65,5.77,10.29,7.78,3.77,5.77,17.462963,13.864198,23.753086,6.277429,,15.012346,85.694954
US_NH_33007,2020-07-15,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,11,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,38,24,,-23,3,5.88,11.76,10.16,7.49,6.15,4.81,6.42,5.88,,9.36,5.08,6.15,6.42,,5.35,6.95,24.59,5.61,11.23,4.54,4.01,4.81,41.17,3.74,10.69,5.61,4.81,,17.395062,13.240741,22.993827,19.01825,,13.512346,78.349881
US_NH_33007,2020-07-16,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,11,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,34,32,,-24,2,3.81,9.52,14.96,4.89,4.62,4.35,5.98,,,9.52,5.17,4.89,,,7.89,6.8,23.11,7.61,12.24,,6.25,,39.43,,7.89,5.71,6.25,,17.351852,11.54321,23.382716,0.0,,13.024691,75.978358
US_NH_33007,2020-07-17,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,11,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,12,26,,-26,,4.11,6.93,10.78,6.42,5.9,4.11,5.65,,4.62,6.93,4.11,3.85,3.85,6.93,4.62,6.93,19.51,5.39,7.7,3.59,3.85,3.59,38.76,3.59,8.47,4.88,,3.59,16.544444,12.411111,22.377778,8.962571,,14.238889,86.477152
US_NH_33007,2020-07-18,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,2,0,13,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,30,,,-9,,,6.84,12.86,5.75,5.2,4.92,,,3.83,6.84,4.92,4.65,6.02,,,6.57,17.78,4.92,8.76,,,6.57,39.12,5.75,9.58,7.11,,,20.405556,14.322222,28.094444,1.298222,,15.85,75.536182
US_NH_33007,2020-07-19,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,13,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,53,,,-11,,,5.56,15.1,6.89,4.24,6.09,,6.09,3.97,6.36,4.24,7.42,,,8.21,5.03,21.46,3.71,11.13,,3.71,5.83,32.32,6.36,12.98,7.42,3.97,,22.816667,16.155556,30.594444,0.0,,17.5,72.190944
US_NH_33007,2020-07-20,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,13,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,36,34,,-26,4,3.64,6.76,13.01,4.42,7.54,5.46,4.16,,,9.1,3.9,5.46,5.46,3.9,,5.72,19.25,5.2,10.92,4.94,,5.46,32.77,4.68,10.14,5.46,,3.64,24.166667,18.105556,29.638889,1.814286,,17.916667,68.759779
US_NH_33007,2020-07-21,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,1,0,14,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,36,35,,-25,3,,5.79,12.36,4.21,4.73,4.47,5.0,,,8.42,6.05,,,4.21,3.68,4.73,18.94,5.79,10.78,3.94,5.79,5.0,35.77,,9.21,8.15,5.26,3.94,20.233333,15.6,26.222222,0.169333,,14.45,70.094408
US_NH_33007,2020-07-22,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,14,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,33,28,,-22,4,,5.01,11.34,6.33,5.54,6.33,3.69,4.75,5.01,8.7,4.22,6.59,,4.75,5.01,5.8,20.31,,9.23,,3.69,5.8,36.93,3.96,8.18,6.07,4.48,4.48,17.583333,12.311111,24.277778,0.127,,13.555556,77.584528
US_NH_33007,2020-07-23,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,14,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,27,29,,-22,5,,5.4,10.29,10.29,5.66,6.94,6.43,,5.4,8.74,4.37,3.6,3.86,4.63,,8.49,18.52,4.11,8.49,5.4,3.6,5.66,39.86,,10.03,7.71,,,20.183333,15.472222,25.244444,5.152571,,17.344444,83.983082
US_NH_33007,2020-07-24,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,2,0,16,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,24,35,,-26,4,5.59,7.19,12.79,7.19,9.32,4.53,6.92,,4.53,6.92,,4.53,5.06,5.59,7.19,7.46,19.71,5.06,7.72,7.72,5.59,4.26,36.49,5.33,8.79,9.86,,,20.238889,13.877778,26.627778,1.1684,,14.627778,70.496922
US_NH_33007,2020-07-25,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,16,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,36,,,-9,,6.17,6.97,12.87,7.51,,6.7,6.43,4.29,4.02,7.24,,5.09,,,,,16.09,5.9,9.38,,,,37.53,3.75,8.58,7.51,,,19.516667,11.638889,27.2,0.0,,13.033333,66.299511
US_NH_33007,2020-07-26,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,16,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,58,,,5,,4.25,4.25,13.0,7.16,4.51,,6.1,,3.71,6.9,7.43,6.9,,,5.31,4.78,21.75,5.57,11.41,,3.98,,35.28,4.78,8.75,5.84,,,21.005556,14.355556,27.85,0.0,,15.65,71.907503
US_NH_33007,2020-07-27,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,16,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,33,26,,-25,3,,6.39,11.51,8.95,5.37,5.63,6.14,,6.14,8.19,,4.09,5.12,,4.86,4.86,26.35,8.44,8.19,3.58,4.86,,43.23,5.88,9.21,6.91,4.6,,23.866667,17.833333,28.672222,4.463143,,20.266667,81.112275
US_NH_33007,2020-07-28,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,16,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,31,31,,-27,3,4.35,10.75,9.98,5.89,12.03,5.89,4.86,,4.61,6.4,3.84,4.86,4.35,,3.84,7.42,18.69,5.63,10.75,6.4,4.1,6.14,43.27,4.61,9.47,7.68,3.84,,23.622222,20.127778,28.222222,5.442857,,18.905556,75.375767
US_NH_33007,2020-07-29,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,16,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,37,32,,-25,4,6.11,6.38,14.08,3.98,13.55,7.44,5.05,,4.52,9.56,4.25,5.84,,,,9.3,20.19,6.64,7.7,,5.58,3.98,40.64,4.78,9.3,7.44,3.98,4.25,20.227778,13.294444,27.644444,0.733778,,14.305556,69.045699
US_NH_33007,2020-07-30,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,16,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,37,30,,-25,2,6.3,9.18,13.38,8.92,6.82,5.77,4.72,,7.08,9.97,6.03,3.94,3.94,4.46,7.34,8.92,23.87,,9.18,7.34,5.51,4.72,39.35,4.2,8.39,8.92,5.25,,19.772222,13.505556,26.905556,4.318,,15.588889,77.404198
US_NH_33007,2020-07-31,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,16,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,24,34,,-29,,,7.68,10.86,5.03,8.21,3.97,,,6.89,8.21,3.97,,,4.5,,8.21,22.51,4.5,11.39,5.03,,4.24,40.26,,12.71,6.36,,5.83,18.872222,12.261111,25.677778,5.390444,,14.15,74.40786
US_NH_33007,2020-08-01,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,16,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,35,,,-14,,6.42,5.62,12.31,9.37,6.16,4.01,7.49,5.08,5.35,7.76,7.23,,,,,6.42,18.47,6.69,12.85,,,4.82,33.46,8.56,10.97,9.63,,4.01,19.477778,11.938889,26.961111,0.0508,,13.866667,70.186445
US_NH_33007,2020-08-02,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,16,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,53,,,-11,,,3.51,11.79,8.03,,7.02,7.27,,5.52,19.81,7.27,5.77,,5.27,,5.27,22.57,8.53,10.28,4.51,3.51,4.51,36.87,5.52,8.28,8.03,,3.51,19.483333,12.583333,26.472222,0.036286,,15.883333,79.880192
US_NH_33007,2020-08-03,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,16,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,43,42,,-23,2,,7.21,11.32,9.52,7.46,5.92,5.15,,,11.32,7.46,5.66,,,,9.78,18.53,6.69,9.26,3.86,,6.43,37.31,3.6,7.72,5.66,4.12,4.89,21.505556,15.427778,24.927778,2.975429,,17.116667,76.870771
US_NH_33007,2020-08-04,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,16,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,26,30,,-25,6,4.75,9.0,12.5,6.5,5.75,5.75,3.75,,,9.0,5.25,3.5,,3.75,7.25,7.0,20.75,6.25,8.25,5.25,4.75,,39.75,,3.5,7.0,4.75,5.75,17.283333,13.4,22.694444,4.100286,,15.405556,88.789
US_NH_33007,2020-08-05,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,16,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,45,39,,-22,3,3.69,5.01,11.88,6.33,5.28,5.28,9.77,,,9.24,6.6,3.96,,3.69,,6.6,21.91,6.86,12.14,5.01,,5.81,41.71,4.75,7.66,4.75,4.75,4.75,20.444444,14.361111,25.005556,18.614571,,15.666667,74.702361
US_NH_33007,2020-08-06,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,16,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,42,40,,-22,1,6.89,5.83,16.7,8.48,6.1,,8.22,,4.5,6.36,5.04,,4.5,4.77,,6.1,20.14,4.24,10.6,3.98,,,34.98,6.89,10.87,7.42,3.98,4.77,16.483333,9.816667,23.811111,0.3302,,10.2,67.177626
US_NH_33007,2020-08-07,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,16,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,28,31,,-26,3,,4.8,8.26,10.12,6.39,,5.33,4.0,,8.79,4.0,6.93,5.33,6.66,,6.39,18.12,7.46,9.06,4.26,4.53,,36.77,,6.93,6.66,4.26,4.26,16.961111,8.822222,25.033333,0.0,,11.216667,69.009994
US_NH_33007,2020-08-08,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,1,0,17,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,37,,,-9,,,7.33,13.6,,,4.19,4.97,,,7.59,6.8,,5.23,,,3.66,19.1,6.02,10.2,,4.45,,32.44,,14.39,8.11,6.28,4.19,18.65,9.866667,26.305556,0.0,,13.288889,71.199163
US_NH_33007,2020-08-09,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,17,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,63,,,-1,,5.16,5.93,15.98,6.7,5.41,,,,5.67,7.48,,5.67,,3.61,,4.9,17.53,5.16,8.25,3.87,,6.7,35.32,5.16,9.02,6.19,,,19.594444,12.261111,26.755556,0.0,,15.283333,76.632104
US_NH_33007,2020-08-10,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,17,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,45,30,,-23,3,4.47,6.2,12.9,6.45,9.18,3.97,4.71,,7.69,4.47,7.94,5.46,,4.47,,7.2,25.81,6.2,9.43,6.95,,4.22,33.99,4.96,9.18,10.67,,3.72,20.916667,15.027778,26.7,2.737556,,16.972222,78.638125
US_NH_33007,2020-08-11,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,17,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,39,41,,-24,2,4.52,8.54,16.08,9.05,5.03,5.28,5.03,,4.27,10.05,4.77,6.03,4.27,6.53,4.27,5.28,22.11,8.54,10.8,6.79,5.78,,34.42,7.54,9.8,7.29,4.52,3.52,22.766667,16.055556,30.766667,2.229556,,17.811111,73.907477
US_NH_33007,2020-08-12,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,17,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,41,34,,-19,3,5.07,7.6,10.9,8.11,4.05,6.34,5.32,5.32,6.34,12.16,5.32,5.83,5.83,,4.31,9.63,27.37,6.34,9.63,,5.83,7.35,37.76,,11.66,8.87,6.84,3.55,22.733333,16.377778,29.188889,1.814286,,17.266667,71.992446
US_NH_33007,2020-08-13,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,17,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,36,34,,-20,2,5.74,7.04,16.43,8.61,6.0,5.74,4.17,,6.26,9.13,7.04,4.43,3.65,,,5.48,23.47,3.65,8.34,5.48,4.43,6.0,31.81,,10.43,6.26,7.04,,19.572222,12.177778,27.616667,0.5842,,13.644444,68.843801
US_NH_33007,2020-08-14,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,17,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,27,34,,-24,3,,8.74,10.33,6.89,,4.24,3.97,,,5.83,3.97,6.89,,,6.62,4.77,23.57,5.83,11.12,3.71,3.97,5.03,37.61,,4.77,6.89,4.24,5.3,19.061111,11.927778,26.483333,0.0,,12.288889,64.939647
US_NH_33007,2020-08-15,ChIJIxSuu1kGtEwR3bLpp08_hp4,Q54447,geoId/33007,US,United States of America,NH,New Hampshire,33007,Coos County,US,USA,2,0,0,17,0,,,31396,16425,14971,2601,3138,3377,3300,3867,5077,5202,3011,1823,2049058,44.613773,-71.339943,4743,78.8,43,,,-4,,,7.02,14.03,8.37,5.4,4.05,6.21,,,8.9,5.67,6.48,,,4.05,5.4,20.78,5.67,7.02,,4.05,,38.32,,8.1,6.48,,,17.477778,10.344444,25.305556,0.564444,,12.355556,72.120102
