location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13137,2020-04-06,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-37,-13,-40,16,4.96,14.32,3.85,25.88,8.08,10.83,2.75,2.57,3.3,,2.57,21.66,,6.79,,3.85,7.16,3.85,3.12,9.36,5.51,2.94,4.77,3.12,7.71,31.57,6.97,4.22,11.2,,4.04,5.51,4.59,33.59,4.41,9.18,4.96,4.41,6.61,3.49,,18.616667,9.711111,27.561111,0.0,,9.738889,56.462605
US_GA_13137,2020-04-07,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,5,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-34,-15,-42,16,4.15,9.56,4.69,22.55,11.55,10.1,,5.95,4.69,2.71,4.69,19.12,,8.84,5.59,5.05,7.76,4.51,4.87,7.58,3.61,4.15,4.87,,7.4,33.19,6.31,,8.12,,5.41,3.97,3.97,36.26,4.87,9.74,4.87,4.15,5.05,3.07,3.79,19.211111,11.411111,26.866667,0.03175,,11.633333,61.893282
US_GA_13137,2020-04-08,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,1,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-32,-4,-43,16,6.67,10.63,,23.07,5.41,7.39,3.06,4.14,2.88,2.88,4.5,19.64,2.52,7.57,8.65,3.96,5.95,4.14,4.5,9.37,6.49,5.05,,3.78,6.85,31.35,4.68,2.52,6.85,3.06,3.06,3.24,5.41,36.94,3.96,7.39,5.95,3.6,5.41,2.7,2.52,19.855556,13.377778,27.494444,0.09525,,14.044444,69.661021
US_GA_13137,2020-04-09,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,3,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-33,-3,-45,18,3.12,10.81,4.03,23.46,7.33,8.25,3.48,4.4,3.12,3.67,,19.61,,8.25,5.5,4.4,5.5,3.12,3.48,6.97,4.4,3.85,5.87,,7.52,32.26,6.6,,9.9,3.3,,4.58,4.95,37.03,3.67,8.98,4.58,2.93,5.5,2.93,3.48,20.327778,14.305556,26.027778,2.032,,11.655556,57.981105
US_GA_13137,2020-04-10,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,3,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-28,-1,-48,20,4.15,8.68,3.4,24.52,5.66,5.47,,3.96,,,4.15,15.28,,7.17,4.53,2.64,6.6,3.4,6.22,7.17,3.77,4.53,3.4,,7.36,32.06,7.17,2.64,9.24,,4.71,,5.66,39.61,3.58,5.85,5.66,4.15,4.15,2.64,,14.005556,9.4,22.55,0.0,,-5.038889,26.859261
US_GA_13137,2020-04-11,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-36,11,-36,,3.38,9.74,3.78,18.69,5.57,7.56,3.18,4.38,3.38,2.98,,16.5,3.18,6.76,,3.98,,,3.98,5.57,3.78,6.56,5.17,2.98,5.77,34.4,3.38,3.38,9.74,,2.98,5.17,3.98,35.59,3.98,8.35,5.17,,3.18,,,10.161111,0.533333,20.777778,0.0,,-3.233333,39.094463
US_GA_13137,2020-04-12,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,0,0,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-61,-35,-43,,6.2,7.47,,12.39,6.74,6.2,,6.01,3.28,,,12.75,3.28,5.47,6.2,,7.29,2.55,6.01,7.11,3.28,4.92,5.1,4.55,5.1,30.97,4.19,2.73,10.2,,2.55,4.55,3.83,32.8,3.1,7.65,5.1,3.64,,3.28,,11.205556,3.138889,19.338889,4.644571,,6.227778,71.739782
US_GA_13137,2020-04-13,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,5,0,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-17,-10,-37,12,6.41,9.97,3.38,17.46,10.15,3.92,3.92,7.3,,3.21,2.85,13.71,3.21,5.7,3.92,4.45,5.17,2.67,4.28,5.88,4.63,3.21,3.21,3.21,7.66,28.14,3.56,2.67,6.77,,3.56,2.49,3.74,35.27,3.21,7.3,,,5.17,4.63,2.85,19.527778,13.888889,22.783333,61.286571,,13.466667,68.743283
US_GA_13137,2020-04-14,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,9,0,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-23,-9,-35,15,6.37,9.55,3.18,15.74,6.19,6.01,2.83,5.48,5.66,3.71,3.01,14.32,4.24,6.01,2.83,3.89,6.89,4.42,5.66,5.66,4.77,4.24,,4.42,5.48,35.18,,4.07,9.37,3.01,3.36,3.01,7.07,32.53,3.18,10.43,4.95,3.01,3.89,3.54,3.89,14.355556,7.116667,22.822222,13.7922,,8.0,65.868012
US_GA_13137,2020-04-15,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,16,1,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-13,3,-36,14,3.68,8.03,4.01,15.38,5.35,7.19,,3.85,2.51,,3.18,13.54,3.18,4.85,3.68,4.85,6.35,2.34,3.51,6.02,4.85,2.84,6.19,2.34,5.35,30.1,3.68,,3.85,4.01,4.18,5.18,5.18,35.45,3.68,5.85,5.02,3.01,3.85,3.01,,11.661111,5.872222,19.861111,0.0,,0.105556,45.222621
US_GA_13137,2020-04-16,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,13,0,57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-19,-4,-35,14,3.44,7.74,4.64,18.05,6.88,5.85,3.44,4.47,3.61,2.58,,12.72,,2.92,3.1,2.92,5.33,3.44,5.85,5.85,2.75,3.61,5.85,,6.71,28.71,6.36,,8.08,2.58,2.92,3.78,3.44,31.29,6.36,8.43,4.81,3.1,4.3,2.75,3.1,10.55,1.15,19.572222,0.0,,-2.894444,39.559493
US_GA_13137,2020-04-17,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,15,0,72,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-21,-4,-36,15,4.0,10.79,3.13,14.09,7.48,4.0,3.65,8.7,2.61,2.96,3.48,11.13,2.78,4.35,3.13,3.48,7.13,4.0,3.31,6.44,5.39,2.78,3.13,4.52,7.83,28.71,5.39,2.96,8.87,,5.04,3.31,4.7,37.06,,5.57,5.74,3.65,3.48,,3.31,12.277778,1.788889,21.916667,0.0,,3.194444,54.044078
US_GA_13137,2020-04-18,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,1,0,73,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-21,2,-18,,4.47,11.07,3.69,20.0,6.21,6.99,,5.24,3.69,,2.72,13.01,4.08,5.44,3.88,5.83,6.99,4.08,3.69,8.93,3.88,6.99,3.5,3.69,6.02,29.9,7.96,5.24,12.23,3.5,,2.91,5.44,36.31,,8.93,4.66,2.72,3.69,,,16.377778,9.677778,21.311111,3.338286,,6.1,50.738809
US_GA_13137,2020-04-19,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,2,0,75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-32,-13,-35,,4.21,12.44,3.29,15.36,4.75,6.77,,5.67,3.84,4.02,4.02,14.45,2.93,5.67,3.11,4.75,5.49,4.02,3.66,6.4,3.11,5.67,3.66,2.56,6.22,27.07,4.57,3.48,5.67,,3.11,3.66,4.57,38.77,,6.77,7.13,3.48,4.75,2.93,,10.8,4.627778,20.405556,0.544286,,4.55,65.614793
US_GA_13137,2020-04-20,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,24,1,99,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-19,-2,-33,14,3.97,11.92,3.8,18.31,8.81,5.18,,3.45,4.84,2.59,,11.74,,5.53,3.28,6.74,5.35,3.45,5.7,5.7,,4.32,6.56,2.59,5.53,29.36,5.87,2.59,10.88,,6.04,5.7,3.97,36.96,4.14,7.25,5.01,3.28,5.7,2.76,,14.616667,9.1,21.977778,26.561143,,9.8,72.976561
US_GA_13137,2020-04-21,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,13,-1,112,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-19,-4,-34,15,4.21,12.82,3.51,15.45,5.79,6.32,,7.2,3.51,4.39,,14.22,,3.34,3.86,4.04,9.13,2.81,5.09,5.97,4.92,5.09,3.16,3.16,6.67,21.24,4.21,3.34,10.18,2.81,2.81,5.44,7.55,38.27,4.04,8.95,4.92,3.51,4.56,3.16,,15.311111,7.316667,23.05,1.834444,,6.227778,55.344387
US_GA_13137,2020-04-22,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,18,1,130,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-17,2,-35,14,7.8,10.11,3.55,16.67,6.56,4.79,3.55,5.5,3.37,2.48,,14.19,2.48,6.56,2.84,3.37,9.22,2.48,4.08,5.85,4.26,4.08,4.61,2.48,5.85,24.83,5.32,5.14,9.4,,5.14,4.08,5.14,33.34,3.37,8.16,5.14,5.32,3.72,2.48,3.02,15.305556,6.333333,22.705556,0.0,,1.144444,38.393744
US_GA_13137,2020-04-23,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,19,0,149,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-30,-10,-39,18,5.01,9.52,4.51,11.02,9.52,4.67,3.34,5.51,4.51,2.67,3.67,16.86,2.84,6.01,,3.84,9.69,4.34,5.34,7.18,4.01,5.34,3.51,3.34,11.35,30.22,7.01,3.51,7.51,4.51,4.17,3.01,5.84,35.73,5.01,7.68,4.01,4.67,4.67,2.34,3.51,13.722222,9.038889,20.088889,8.744857,,10.538889,81.13876
US_GA_13137,2020-04-24,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,16,0,165,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-21,-3,-36,14,5.96,9.47,3.51,13.86,7.89,4.74,3.33,4.21,4.04,3.51,4.91,11.05,,5.26,,4.21,8.77,4.04,4.91,5.26,3.51,4.04,3.51,,5.79,30.53,6.49,,10.35,,5.96,3.16,5.96,35.97,4.39,11.23,6.32,3.86,5.62,,,17.216667,12.527778,21.905556,15.203714,,13.372222,78.289005
US_GA_13137,2020-04-25,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,5,0,170,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-19,1,-14,,6.08,10.14,7.19,16.04,6.64,4.24,4.06,4.43,2.58,,,13.83,2.58,4.06,,2.95,8.11,3.5,5.16,5.53,4.61,3.87,2.95,2.95,4.24,32.09,4.61,2.95,9.77,3.5,,3.32,,36.7,2.58,9.04,4.61,5.35,5.35,3.69,,15.933333,10.2,23.766667,0.09525,,11.222222,73.809426
US_GA_13137,2020-04-26,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,1,0,171,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-16,-4,-26,,4.96,6.98,5.7,18.75,7.54,5.88,,6.07,3.49,,3.86,12.5,2.57,4.04,3.12,,6.98,2.57,3.68,4.23,3.12,5.88,,,6.07,27.75,4.41,,12.87,3.49,,2.57,5.88,37.49,4.41,11.03,6.43,4.04,4.59,,2.76,15.333333,10.327778,21.983333,0.451556,,7.666667,60.798749
US_GA_13137,2020-04-27,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,22,1,193,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-10,-4,-33,13,5.1,8.62,,17.76,7.56,5.8,3.52,6.33,,,3.17,14.06,3.69,5.27,2.81,6.5,6.5,3.69,3.69,3.69,6.15,4.04,5.45,5.45,8.44,27.07,6.33,4.39,10.2,3.69,5.45,5.1,4.57,40.79,6.86,8.44,5.8,,5.63,2.46,2.64,13.383333,5.661111,22.922222,0.225778,,2.633333,48.515216
US_GA_13137,2020-04-28,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,19,3,212,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-9,-4,-34,8,3.21,11.05,2.85,12.48,7.49,8.38,2.5,3.21,3.56,2.85,5.88,8.91,3.56,5.53,,5.88,7.13,2.85,4.81,6.06,4.28,3.56,6.95,3.21,8.2,29.59,4.1,3.03,7.67,,5.7,4.81,5.35,35.65,3.39,9.98,4.99,4.46,5.35,4.28,2.85,14.977778,5.383333,25.205556,0.0,,4.416667,49.838384
US_GA_13137,2020-04-29,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,33,0,245,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-15,-6,-36,15,3.46,11.25,3.98,10.73,9.0,5.54,,6.23,5.54,,2.42,12.46,3.81,4.67,,4.67,6.75,4.5,4.85,4.15,3.63,2.94,5.71,4.5,7.62,32.19,6.4,,11.25,4.85,4.33,,5.54,40.33,3.63,8.13,5.54,3.63,4.85,4.33,3.63,17.127778,8.733333,23.477778,6.604,,11.383333,69.159151
US_GA_13137,2020-04-30,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,59,1,304,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-13,4,-36,13,4.32,10.02,4.14,15.03,4.32,7.25,3.45,6.22,,3.63,2.76,9.15,2.94,3.97,4.66,4.49,7.77,3.97,3.8,6.39,4.66,3.45,4.14,3.8,6.91,26.42,6.56,3.45,9.67,3.97,,3.28,12.26,39.72,6.39,8.29,7.77,4.66,7.43,,2.59,13.411111,11.0,19.144444,22.896286,,10.227778,81.279554
US_GA_13137,2020-05-01,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,23,0,327,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-11,6,-33,12,4.16,4.34,5.06,13.02,8.5,5.06,2.71,5.97,3.98,,,12.48,3.62,4.88,,3.25,5.43,2.71,4.88,4.34,3.25,5.79,5.25,,9.4,23.69,5.25,4.7,8.86,3.44,5.06,7.05,6.33,37.08,5.25,6.69,5.97,,5.61,,,14.733333,8.188889,23.005556,1.4478,,4.766667,51.590434
US_GA_13137,2020-05-02,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,17,0,344,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-11,12,-11,,5.41,9.61,3.2,15.02,6.81,4.41,,4.41,2.8,3.2,,5.21,3.6,4.21,3.4,3.4,7.61,,3.0,3.81,6.41,4.0,5.41,3.6,6.61,19.82,5.61,4.61,10.01,,,4.61,5.61,33.04,3.2,9.01,4.0,2.8,3.0,,3.2,16.311111,6.333333,27.094444,0.0,,5.455556,48.75794
US_GA_13137,2020-05-03,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,-1,0,343,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-6,8,-21,,5.82,10.86,2.71,16.1,6.21,6.01,2.71,12.8,4.27,,3.1,8.73,5.43,2.71,5.04,3.88,6.59,2.71,4.46,3.69,5.43,3.69,6.21,3.88,6.21,25.41,5.62,3.69,13.38,3.69,3.69,3.88,4.07,44.99,3.1,12.61,3.69,,5.43,,4.65,19.683333,8.216667,29.111111,0.0,,10.144444,54.325835
US_GA_13137,2020-05-04,ChIJxZH_pFFIX4gRVY9HP52Y-2A,Q501096,geoId/13137,US,United States of America,GA,Georgia,13137,Habersham County,US,USA,2,12,1,355,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44535,21062,23473,5396,5888,5759,5413,5585,5731,5286,3659,1818,452153,34.63,-83.53,723,78.275,-5,6,-30,10,4.06,12.72,4.24,15.19,10.24,5.12,,4.24,,3.89,,7.24,3.89,3.18,3.0,6.18,7.77,3.18,3.89,5.3,4.06,5.12,5.65,,6.36,26.49,4.77,3.18,12.36,3.0,4.42,4.59,6.71,39.21,4.77,10.42,2.65,3.18,4.77,,4.06,22.977778,14.438889,29.094444,0.0,,13.583333,55.733415
