location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MI_26105,2020-02-15,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,2,22,2,,,5.84,5.51,,,,11.35,7.79,4.87,6.81,,9.73,,,,,24.33,,6.16,,,6.81,32.12,,6.49,8.11,,,-5.988889,-10.855556,-0.677778,0.0,-10.25,74.259993
US_MI_26105,2020-02-16,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,15,17,4,,5.83,6.8,11.02,7.13,6.16,7.78,16.52,4.54,6.48,9.72,6.48,,5.51,6.48,,7.13,26.57,7.13,7.45,,4.54,6.16,43.42,,9.4,4.54,,4.54,-1.316667,-5.422222,0.661111,0.0,-6.423611,68.818378
US_MI_26105,2020-02-17,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,5,3,-3,1,5.28,4.75,8.71,9.23,7.39,5.8,15.3,5.01,5.28,8.44,3.96,4.49,7.12,6.33,,7.92,24.8,8.18,8.97,6.33,4.75,6.6,39.84,4.75,4.49,5.8,5.8,,-5.727778,-11.5,0.027778,0.0,-11.0625,67.608346
US_MI_26105,2020-02-18,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-8,-1,3,0,4.29,4.83,6.44,4.83,,5.9,17.43,6.17,4.83,9.92,4.29,,6.44,,,5.63,24.94,6.17,6.44,4.29,3.75,8.05,33.52,3.75,8.58,6.71,3.75,,-0.616667,-2.477778,1.577778,0.834571,-2.805556,85.234813
US_MI_26105,2020-02-19,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-1,1,1,1,4.83,5.64,5.64,11.82,5.1,5.91,11.01,4.83,9.13,8.86,5.1,4.3,3.76,5.1,4.3,9.13,24.71,5.1,5.37,6.18,,6.45,31.43,,7.52,4.3,,,-6.15,-9.427778,-1.588889,0.0,-12.381944,61.721848
US_MI_26105,2020-02-20,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-1,-1,0,-1,,,8.23,7.13,7.13,6.04,11.53,5.21,5.21,10.98,4.39,5.49,4.12,4.12,4.12,8.78,23.05,6.04,4.94,5.21,,5.21,36.5,,4.12,4.12,6.31,9.06,-8.744444,-11.183333,-6.344444,0.0,-14.951389,62.230826
US_MI_26105,2020-02-21,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,1,-3,0,-1,,4.34,8.4,8.4,5.21,4.06,8.69,4.34,,8.11,4.06,5.5,,8.98,,5.79,19.99,,5.79,4.92,,5.21,27.81,,,8.11,,,-5.233333,-10.7,0.633333,0.0,-10.902778,66.492668
US_MI_26105,2020-02-22,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,8,31,-2,,7.77,7.09,9.46,6.76,,7.09,12.5,7.09,7.09,7.43,4.73,,,,4.73,4.73,26.01,,8.78,,,4.73,40.88,,5.74,7.77,,,0.861111,-1.366667,3.5,0.0,-4.611111,67.457763
US_MI_26105,2020-02-23,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,11,19,4,,5.01,8.02,7.69,8.69,5.01,5.68,14.71,5.01,,6.35,,7.35,8.69,,4.68,4.68,24.73,,,,,6.02,47.46,,6.35,6.68,5.01,,3.05,0.411111,5.605556,0.0,-1.75,71.137906
US_MI_26105,2020-02-24,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,2,-1,3,-1,4.89,7.33,8.14,9.5,7.87,4.62,13.85,5.97,4.34,7.06,4.89,4.34,5.7,3.8,,7.6,27.42,8.96,5.7,7.6,,5.43,42.09,,5.43,4.07,,5.16,2.25,-3.405556,5.311111,0.0,-2.368056,72.351572
US_MI_26105,2020-02-25,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,1,5,4,-2,3.77,4.31,9.7,6.47,3.77,5.66,15.63,,4.58,7.27,4.31,5.39,6.47,,,8.89,29.1,5.12,6.47,6.2,3.77,,32.06,,6.74,4.85,,,1.005556,-1.866667,3.744444,0.0,-3.958333,69.261761
US_MI_26105,2020-02-26,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,13,7,4,-1,3.98,6.63,9.28,6.63,7.16,,19.35,8.48,6.1,8.75,3.98,5.83,3.98,,3.71,6.63,38.71,5.83,5.3,3.71,,9.28,35.53,,4.51,5.3,4.51,,-2.15,-3.872222,0.427778,0.0,-8.451389,62.337436
US_MI_26105,2020-02-27,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,4,-3,-1,-1,,6.59,9.88,8.78,5.76,,22.5,7.68,5.76,6.59,4.12,5.49,5.76,,,5.49,35.68,5.21,6.31,,3.84,,32.38,,4.94,4.39,,,-5.338889,-6.416667,-3.416667,0.0,-11.222222,64.027851
US_MI_26105,2020-02-28,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,2,1,1,0,,5.07,6.48,5.35,3.94,5.92,21.97,8.73,3.94,9.02,,5.07,,4.23,,5.07,37.19,8.17,5.92,5.35,3.94,4.79,32.12,4.51,5.63,6.48,,,-6.061111,-7.188889,-3.561111,0.0,-11.895833,64.155221
US_MI_26105,2020-02-29,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,14,28,3,,,6.54,11.44,7.19,5.23,7.52,16.02,6.21,7.19,4.9,6.54,,,4.58,,9.15,28.45,6.87,6.54,5.23,,7.19,37.6,,10.13,5.56,,,-3.844444,-6.238889,-1.355556,0.0,-11.819444,54.529185
US_MI_26105,2020-03-01,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,20,21,1,,,8.03,5.14,6.75,,6.42,20.24,5.78,,7.71,,,5.14,4.82,,10.28,32.44,8.99,7.39,4.82,5.46,4.5,36.94,,6.42,4.5,6.1,,0.677778,-4.583333,8.0,0.0,-5.659722,63.420932
US_MI_26105,2020-03-02,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,13,4,2,-2,4.65,7.65,6.56,7.38,4.65,,20.23,8.2,5.74,9.57,,5.47,5.19,6.56,,5.74,42.65,4.1,5.74,4.37,,7.65,35.27,,6.29,6.01,,4.1,3.333333,-0.066667,6.188889,0.0,-0.631944,75.524883
US_MI_26105,2020-03-03,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,19,7,4,-2,,7.79,9.61,4.93,4.15,4.41,16.1,7.53,4.93,8.83,,5.71,5.19,,3.9,8.31,34.01,6.75,7.01,5.45,,9.09,34.27,5.19,6.49,5.97,,4.15,-0.066667,-3.683333,3.477778,0.0,-1.909722,89.046231
US_MI_26105,2020-03-04,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,14,13,2,-1,,9.29,11.41,5.58,4.25,4.51,18.32,4.51,5.04,11.15,3.72,4.51,5.31,,3.98,3.98,36.63,4.51,4.51,4.78,4.51,6.11,34.77,4.25,3.98,7.7,4.78,,1.683333,-0.305556,3.227778,0.0,-3.006944,71.756211
US_MI_26105,2020-03-05,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,5,-1,0,0,5.14,4.87,5.41,9.46,5.41,,18.39,7.03,4.87,7.3,5.41,,4.6,,4.33,8.65,33.53,4.06,4.33,4.87,3.79,,31.64,3.79,6.49,4.06,,4.33,-0.077778,-4.944444,5.888889,0.169333,-4.756944,72.261457
US_MI_26105,2020-03-06,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,1,-1,1,1,4.15,,10.24,6.92,6.09,4.15,16.33,7.75,4.43,6.64,4.15,,6.09,4.15,4.15,4.98,36.8,,5.26,,4.43,6.37,32.1,4.15,6.09,4.7,,4.15,0.383333,-2.577778,3.588889,0.762,-1.909722,84.569158
US_MI_26105,2020-03-07,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,21,34,1,,,7.23,12.15,7.56,,,21.02,7.56,,5.91,5.91,,4.93,4.93,,6.24,35.81,7.23,,,,,31.21,,,5.58,,7.23,-2.411111,-8.533333,5.955556,0.0,-7.888889,67.933581
US_MI_26105,2020-03-08,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,18,29,4,,4.93,7.89,10.85,6.58,,,18.74,7.56,,6.58,,,5.26,,,,29.92,6.58,10.85,,6.25,6.58,41.09,,5.92,,,,6.35,3.088889,11.761111,0.0,-4.027778,48.746889
US_MI_26105,2020-03-09,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,2,6,1,0,4.61,5.89,7.69,,,,19.73,3.59,6.15,8.97,,4.36,5.13,4.61,,6.15,42.8,4.61,6.15,,4.36,6.15,27.93,,5.89,6.15,5.89,3.59,9.133333,5.905556,11.722222,4.209143,1.284722,58.275625
US_MI_26105,2020-03-10,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,11,13,3,-2,3.87,5.68,7.49,6.71,,,22.21,7.49,4.39,10.07,4.39,4.91,5.68,4.39,,6.97,47.0,4.65,7.49,3.62,,,30.22,,4.65,,4.91,,2.577778,-1.466667,8.911111,11.321143,0.25,82.858176
US_MI_26105,2020-03-11,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,6,9,2,0,4.27,7.53,7.78,7.53,3.76,4.77,43.17,9.29,5.27,9.29,5.77,6.02,6.78,4.27,4.52,,82.32,5.02,6.53,6.02,6.02,,32.12,,9.04,4.52,,,0.988889,-1.033333,3.833333,0.181429,-0.909722,87.731785
US_MI_26105,2020-03-12,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,17,33,-2,-1,5.2,,7.53,5.46,5.71,,60.78,12.21,4.67,11.69,5.2,4.16,9.87,,4.16,4.67,100.0,6.23,5.46,,6.23,6.49,29.09,,7.27,4.16,4.93,3.64,4.261111,1.683333,9.816667,0.141111,1.777778,84.10888
US_MI_26105,2020-03-13,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,6,37,-4,1,,6.01,12.8,6.27,,4.44,46.23,13.32,5.22,4.96,,,10.97,3.92,,6.01,86.45,3.66,7.31,3.92,8.36,3.92,22.46,,5.49,,,,3.738889,1.25,9.111111,1.088571,-1.798611,67.425186
US_MI_26105,2020-03-14,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,3,40,8,,,4.89,7.94,6.11,,,46.44,10.39,,4.28,,5.19,11.61,,4.89,,69.66,6.11,4.89,,4.89,,25.36,,7.33,6.11,4.28,,0.022222,-1.383333,2.333333,0.0,-6.201389,62.997265
US_MI_26105,2020-03-15,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,11,28,-8,,5.47,4.56,8.82,5.78,,5.47,41.65,16.11,,,,5.47,14.9,,,,83.3,,5.78,,,5.47,34.66,4.56,6.69,7.6,,,-0.661111,-5.288889,4.022222,0.0,-6.722222,63.841561
US_MI_26105,2020-03-16,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-8,37,-17,5,,7.87,9.77,5.43,3.8,4.89,43.44,19.55,,4.62,,5.7,12.49,,,6.24,99.64,4.34,5.43,,,,33.39,,6.24,4.34,4.89,,0.011111,-4.127778,4.477778,0.0,-6.159722,63.810469
US_MI_26105,2020-03-17,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-25,20,-21,7,,3.79,10.01,6.22,,,34.36,6.49,,,,,13.53,,,6.22,72.23,5.41,7.3,4.33,,,24.35,,7.57,4.33,,,2.644444,0.427778,4.627778,0.0,-2.5,69.020698
US_MI_26105,2020-03-18,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-31,13,-24,,6.66,5.59,10.12,7.19,6.12,,39.68,11.45,,7.46,5.59,4.0,18.64,3.73,5.33,5.86,60.19,,3.73,,3.73,,39.15,,5.06,4.53,4.0,4.0,0.972222,-2.516667,4.144444,0.169333,-4.444444,68.086643
US_MI_26105,2020-03-19,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-26,20,-25,,,4.8,10.13,6.93,13.86,4.27,30.39,12.26,,6.13,,4.0,13.86,,4.27,6.13,58.39,7.2,6.93,,4.0,,26.93,4.27,9.06,4.27,,,4.583333,0.744444,9.438889,2.177143,0.243056,74.329299
US_MI_26105,2020-03-20,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-37,6,-30,,,7.74,6.97,5.68,9.81,4.65,29.16,10.58,,6.71,,,16.0,,,5.42,51.1,7.49,4.65,,,5.16,26.33,,6.19,4.13,,3.87,1.888889,-3.288889,9.094444,3.338286,0.208333,88.152058
US_MI_26105,2020-03-21,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-31,24,-23,,,8.2,9.61,8.48,5.09,5.94,25.16,10.18,,4.24,4.52,4.52,8.2,4.8,,,41.27,5.94,5.37,4.24,,,27.13,5.37,,5.09,,,-4.011111,-6.633333,0.233333,0.0,-10.548611,61.016939
US_MI_26105,2020-03-22,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-30,-8,-29,,3.87,4.43,11.34,6.36,7.47,6.36,26.84,9.41,,7.19,5.81,7.47,10.24,,4.7,6.92,42.05,6.92,5.53,,5.26,,27.67,,9.96,5.26,,5.26,-2.622222,-6.766667,2.983333,0.0254,-9.055556,62.03443
US_MI_26105,2020-03-23,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-16,29,-29,,,6.32,8.09,6.57,8.84,3.79,28.05,9.1,,5.81,,3.54,12.63,,,6.57,45.73,3.79,7.33,,,,23.75,5.56,5.31,,,4.8,0.477778,-2.427778,3.811111,0.0,-2.951389,78.39021
US_MI_26105,2020-03-24,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-55,-18,-51,,4.56,8.59,6.98,4.83,8.05,6.17,28.17,6.17,4.03,4.83,,3.76,11.8,,5.63,5.9,58.49,4.29,,,4.03,,31.66,3.76,6.44,4.03,4.56,4.83,2.4,-0.077778,6.277778,0.0,-0.3125,82.59216
US_MI_26105,2020-03-25,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-48,-19,-52,,3.66,7.06,11.77,5.75,8.11,,24.31,7.32,3.66,7.58,4.97,,9.67,,4.44,3.92,47.06,6.01,5.23,,3.66,4.18,27.71,,6.8,7.58,,,3.994444,-0.555556,9.455556,0.056444,0.659722,78.718718
US_MI_26105,2020-03-26,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-50,-15,-53,,,6.6,10.56,6.33,6.86,7.39,22.96,7.13,,8.97,4.75,,9.24,,6.33,6.33,47.77,4.49,7.39,,6.6,,35.89,,,,,,5.488889,2.683333,8.788889,0.254,3.409722,84.930073
US_MI_26105,2020-03-27,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-50,-17,-53,,4.26,,10.4,7.46,11.46,3.73,23.73,8.0,,,5.07,,9.86,,4.53,3.73,36.26,8.8,6.4,,5.33,5.87,37.05,,10.13,4.8,,,4.511111,0.444444,10.822222,0.0,1.4375,79.017472
US_MI_26105,2020-03-28,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-53,-6,-41,,3.67,7.59,7.33,6.54,11.78,,28.27,8.12,,4.19,,,8.38,,4.97,5.5,34.82,9.16,,,4.97,3.67,36.39,,6.02,,,3.93,6.411111,3.088889,9.677778,2.213429,4.090278,84.656442
US_MI_26105,2020-03-29,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-48,-24,-43,,,9.9,4.95,7.29,5.47,5.21,23.96,6.25,,4.17,6.51,,6.51,,5.73,5.21,33.33,4.95,5.47,,3.91,4.69,26.04,,,3.65,,6.25,7.266667,4.411111,11.305556,6.132286,5.798611,90.607479
US_MI_26105,2020-03-30,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-45,-13,-53,,,6.61,7.35,4.41,3.67,4.65,17.88,5.39,,4.9,,3.43,8.08,5.39,5.63,3.67,33.3,4.16,5.63,,4.41,4.65,28.16,,3.92,3.92,,,3.111111,1.955556,5.338889,1.524,1.715278,90.674505
US_MI_26105,2020-03-31,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-42,-6,-54,,5.02,7.53,10.54,6.28,9.04,7.03,23.85,8.28,,,7.03,3.51,8.79,6.02,4.27,5.52,27.36,3.77,5.77,3.51,3.77,4.02,30.88,,6.28,4.52,,,2.572222,1.288889,5.183333,0.09525,0.055556,83.5667
US_MI_26105,2020-04-01,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-42,-9,-54,,,9.27,11.02,7.51,6.76,,12.52,5.51,3.76,4.01,,,7.76,6.26,,8.51,31.05,,5.51,,,7.01,26.3,,3.76,3.76,,3.76,4.85,2.911111,7.938889,0.0,1.916667,80.289664
US_MI_26105,2020-04-02,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,,,,,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-37,2,-56,,,9.38,11.2,8.6,3.65,4.95,17.2,6.25,4.17,5.99,,4.43,7.82,,5.73,5.47,30.48,6.51,6.25,3.65,5.99,,31.52,,4.69,6.77,,,4.188889,-2.088889,10.983333,0.0,-0.979167,69.724362
