location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MI_26105,2020-07-30,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,95,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,42,55,-24,3,5.62,6.48,15.98,7.13,9.72,7.77,7.56,,5.4,6.48,,4.32,,,,4.54,21.38,5.4,13.17,5.62,3.46,5.18,36.49,,12.09,5.62,3.46,5.83,20.444444,14.711111,26.155556,0.0,14.597222,69.941898
US_MI_26105,2020-07-31,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,1,0,96,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,34,,-22,,,8.43,10.95,3.37,5.05,6.53,2.95,3.79,3.79,7.16,,4.21,,,,6.32,18.33,4.42,9.9,3.79,,3.79,29.49,,10.53,7.79,4.63,,20.405556,13.922222,26.022222,0.0,13.902778,67.176498
US_MI_26105,2020-08-01,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,1,0,97,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,57,,10,,4.53,5.61,14.67,5.18,5.61,4.75,7.34,,,8.63,3.02,3.45,4.1,,4.75,4.32,17.69,5.83,11.0,,,,30.42,3.67,10.36,5.61,,4.1,21.117284,15.191358,26.753086,0.0,15.103175,69.223357
US_MI_26105,2020-08-02,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,97,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,76,,6,,5.03,6.28,15.92,5.24,4.82,6.91,7.75,,3.77,15.71,5.66,3.77,,,3.35,3.35,19.27,6.91,10.26,2.93,,3.77,32.05,5.66,11.31,5.87,3.77,3.56,21.41358,17.666667,25.617284,1.306286,17.198413,77.432177
US_MI_26105,2020-08-03,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,2,0,99,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,56,53,-22,,3.47,5.71,15.5,6.12,5.1,6.73,5.71,,3.67,10.19,4.89,4.89,4.08,,4.08,8.56,18.55,3.87,11.42,4.49,4.49,3.47,31.81,,8.97,4.28,4.08,,17.233333,15.072222,21.072222,3.81,14.645833,82.58424
US_MI_26105,2020-08-04,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,99,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,43,,-21,4,3.75,6.25,9.58,7.71,3.75,6.04,6.67,5.0,5.62,7.71,4.17,5.0,3.33,2.92,,5.0,18.12,5.83,10.41,3.12,4.79,3.96,26.87,,8.96,4.58,3.33,3.75,15.594444,11.511111,19.766667,0.0762,11.4375,74.503007
US_MI_26105,2020-08-05,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,1,0,100,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,43,39,-18,3,4.83,5.04,14.07,4.41,3.57,7.35,5.88,,3.99,4.62,4.62,3.99,,4.2,4.62,6.3,16.59,6.93,8.4,2.94,5.67,4.2,29.82,3.15,7.77,3.78,,,15.205556,8.9,21.505556,0.0,9.972222,71.428243
US_MI_26105,2020-08-06,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,100,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,51,47,-20,2,3.01,7.52,10.74,8.81,4.73,4.3,6.87,4.94,3.87,6.23,3.01,5.8,,3.65,3.44,4.73,17.83,3.01,12.24,5.58,3.44,,36.09,6.87,7.95,6.44,4.3,,17.322222,11.15,23.388889,0.0,11.638889,70.157608
US_MI_26105,2020-08-07,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,1,0,101,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,38,,-20,,3.79,7.37,9.9,5.26,5.26,5.48,6.74,,6.11,5.69,4.0,6.53,,,3.79,5.26,18.95,5.48,9.27,3.58,3.16,,30.54,3.16,10.11,4.84,,5.48,18.727778,11.45,25.822222,0.0,12.597222,68.054674
US_MI_26105,2020-08-08,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,101,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,54,,3,,,8.77,9.59,3.88,5.92,3.47,6.73,,4.9,5.71,4.28,4.28,2.86,3.26,3.06,4.9,14.08,5.92,9.79,,3.67,4.69,29.58,,9.18,5.92,4.08,3.67,19.355556,13.527778,25.844444,1.451429,14.479167,74.471873
US_MI_26105,2020-08-09,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,1,0,102,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,71,,8,,2.92,5.85,10.65,7.31,4.18,5.01,5.22,,3.55,5.43,,5.22,3.55,3.55,3.97,5.22,17.55,4.59,8.15,3.34,,,29.87,7.73,8.98,6.68,,,23.477778,20.388889,28.088889,0.889,19.694444,77.971641
US_MI_26105,2020-08-10,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,2,0,104,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,47,45,-20,3,3.47,5.11,12.06,4.7,5.31,5.11,6.13,2.86,4.29,6.54,,2.86,,4.29,4.7,4.09,18.6,3.68,10.83,3.68,3.68,,30.86,5.11,7.15,5.11,3.27,3.07,24.233333,21.394444,29.144444,0.028222,20.597222,79.1053
US_MI_26105,2020-08-11,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,104,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,44,,-19,2,3.44,6.01,14.6,5.8,6.87,5.37,7.3,3.65,3.22,8.16,3.44,4.51,3.01,,3.87,5.58,17.4,5.37,10.74,3.01,3.22,6.01,32.86,6.44,8.16,3.01,,4.08,21.6,15.655556,26.072222,3.048,16.361111,72.284417
US_MI_26105,2020-08-12,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,104,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,47,50,-19,3,,4.52,10.56,6.25,3.45,4.31,4.74,,3.66,8.62,,3.88,4.31,3.23,4.52,6.03,18.31,3.02,6.68,,4.96,5.39,29.3,3.66,7.11,7.33,6.25,3.02,20.4,13.322222,27.138889,0.0,14.861111,71.583045
US_MI_26105,2020-08-13,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,104,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,53,57,-22,2,3.3,7.93,16.73,7.27,6.17,3.74,4.62,,,10.35,4.18,6.61,3.74,3.52,5.72,5.95,19.16,4.84,11.23,5.5,,4.18,30.82,5.5,11.01,5.72,4.62,4.18,21.861111,15.788889,28.172222,0.0,16.625,72.364287
US_MI_26105,2020-08-14,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,1,0,105,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,36,,-24,,,5.28,11.41,5.07,6.13,3.38,5.28,,3.17,6.34,3.59,4.01,2.96,,,6.76,19.86,5.28,9.72,2.96,,5.07,28.74,3.8,8.66,5.71,3.8,2.96,22.672222,16.005556,29.311111,0.0,16.770833,69.656988
US_MI_26105,2020-08-15,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,105,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,64,,-1,,3.51,5.38,12.4,7.03,5.38,,3.93,2.89,3.1,3.93,5.79,4.55,,,,5.38,16.12,6.41,13.02,4.13,,4.55,30.39,3.51,8.48,8.89,3.51,3.72,22.511111,18.494444,26.422222,0.296333,18.375,77.682953
US_MI_26105,2020-08-16,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,3,0,108,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,79,,10,,6.26,5.81,18.11,6.26,7.38,6.48,5.37,,,8.05,6.26,,3.13,,5.37,3.58,18.78,5.81,13.19,3.35,4.47,4.47,33.09,3.13,9.84,4.92,,4.25,21.566667,17.072222,25.466667,0.381,16.118056,71.612607
US_MI_26105,2020-08-17,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,108,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,2,3.29,6.14,11.62,5.04,8.12,6.14,6.36,3.07,6.14,7.68,,4.17,3.51,5.04,,5.7,21.5,7.68,15.35,3.51,,4.61,31.8,5.92,11.4,6.8,4.17,5.48,20.961111,15.888889,25.838889,0.0,14.916667,69.742461
US_MI_26105,2020-08-18,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,108,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,2,4.33,7.07,11.86,7.3,3.65,5.7,7.07,,5.25,7.3,5.02,4.33,,,5.02,5.7,20.07,5.47,10.27,,,3.88,26.69,5.47,9.35,3.19,3.88,3.65,18.4,12.338889,23.038889,0.0,11.166667,64.224811
US_MI_26105,2020-08-19,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,108,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,3,3.83,5.86,14.43,6.99,4.51,4.96,5.86,,,8.34,,6.09,,,4.51,3.61,20.29,4.51,11.5,3.38,4.51,4.73,36.52,4.73,9.02,5.41,5.18,5.64,16.411111,9.016667,23.288889,0.0,10.215278,68.20576
US_MI_26105,2020-08-20,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,108,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,2,,6.81,10.54,7.68,4.17,5.71,3.95,,5.27,6.81,5.71,3.95,3.07,3.73,,5.49,22.62,4.61,11.86,5.27,3.51,4.39,31.62,4.83,9.22,6.59,,4.39,21.305556,17.438889,25.594444,0.0,15.229167,68.71578
US_MI_26105,2020-08-21,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,108,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,,3.73,5.71,14.92,4.39,,3.95,5.71,3.51,3.95,7.02,,,,,3.95,4.83,18.87,4.17,9.0,4.39,3.73,3.95,32.26,5.92,10.1,4.17,3.51,4.39,22.244444,17.955556,26.672222,0.0,16.743056,71.647198
US_MI_26105,2020-08-22,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,2,0,110,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,,4.63,5.08,13.91,3.97,5.08,3.53,7.28,4.63,3.09,7.73,5.52,,,,,3.09,15.45,,11.26,3.75,5.52,5.52,32.45,,15.01,5.74,3.75,,22.594444,18.183333,27.7,0.112889,16.631944,69.796853
US_MI_26105,2020-08-23,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,4,0,114,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,,3.94,5.92,15.34,5.26,6.14,7.01,5.92,,3.73,6.79,,,3.51,3.73,4.38,4.6,13.59,3.51,10.74,3.07,5.04,4.6,37.48,5.26,9.86,7.45,3.29,,23.311111,19.005556,27.722222,0.1905,18.055556,72.833443
US_MI_26105,2020-08-24,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,114,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,1,4.69,5.36,13.17,6.7,7.59,3.57,,,3.57,10.94,4.24,3.13,3.8,,5.13,8.71,20.99,5.13,10.94,4.24,4.24,3.13,38.4,,9.15,7.14,6.25,4.69,23.2,19.0,28.255556,0.0,19.215278,79.158007
US_MI_26105,2020-08-25,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,1,0,115,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,3,4.1,7.29,9.34,8.43,4.78,5.92,4.78,,4.56,9.11,4.33,4.78,,4.33,,6.61,18.22,3.42,9.34,4.56,,,36.68,4.1,10.71,4.56,,5.24,23.516667,18.788889,26.872222,0.0,18.277778,72.104701
US_MI_26105,2020-08-26,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,1,0,116,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,3,,6.24,12.93,3.79,5.79,3.79,5.57,,,7.35,,3.57,3.79,3.57,,3.12,15.6,6.46,9.36,,4.23,6.02,28.52,,6.69,3.79,3.12,,22.877778,18.127778,28.683333,3.8735,18.798611,78.172152
US_MI_26105,2020-08-27,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,1,0,117,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,4,3.73,5.48,12.28,7.02,4.83,4.61,4.17,3.51,,10.09,5.48,4.17,3.73,,,5.26,15.57,3.95,12.06,5.26,,4.17,33.78,,11.19,7.46,6.14,3.73,24.733333,21.716667,27.494444,0.362857,20.777778,78.093249
US_MI_26105,2020-08-28,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,2,0,119,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,,5.0,,9.34,6.08,3.26,4.56,3.69,,3.48,9.78,5.0,3.69,,3.69,,6.95,15.21,5.0,7.17,3.69,,3.91,24.55,3.69,7.17,5.21,3.91,5.87,21.227778,18.555556,25.283333,2.612571,19.041667,87.933128
US_MI_26105,2020-08-29,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,119,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,,,5.07,8.53,,4.38,5.54,4.15,,,6.23,,,,,3.69,4.84,13.15,3.92,6.69,3.46,3.69,,28.83,,4.84,6.46,,5.07,20.822222,17.938889,23.822222,4.209143,16.097222,74.679068
US_MI_26105,2020-08-30,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,1,0,120,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,,,6.52,11.64,5.59,6.75,,4.89,4.19,,7.22,4.19,3.49,,3.96,3.73,4.42,18.16,4.66,9.78,,,5.82,31.2,5.36,8.62,5.59,,3.96,17.805556,14.333333,21.322222,0.0,11.708333,68.63683
US_MI_26105,2020-08-31,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,120,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,2,3.92,6.0,14.77,8.08,3.92,8.08,6.46,,5.77,5.77,3.92,6.69,,4.16,,7.16,18.93,5.31,8.54,5.31,3.92,8.31,38.55,3.92,8.54,5.31,3.23,5.54,17.866667,12.061111,24.166667,0.0,12.673611,72.12393
US_MI_26105,2020-09-01,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,1,0,121,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,2,3.93,7.86,11.78,6.47,,7.16,5.54,,4.62,5.54,3.93,5.08,4.62,3.47,,6.47,18.48,,8.32,,3.23,3.93,36.04,3.47,6.47,3.47,3.47,3.47,19.194444,13.55,22.816667,0.0,12.993056,67.582088
US_MI_26105,2020-09-02,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,121,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,2,,7.17,15.49,6.71,4.39,4.86,3.7,3.47,3.47,10.64,3.93,3.47,3.24,3.7,,6.71,17.81,4.86,9.95,,,3.7,34.0,4.39,6.01,3.93,5.09,,20.266667,16.611111,23.8,5.696857,15.041667,71.908039
US_MI_26105,2020-09-03,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,2,0,123,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,1,,5.61,13.47,6.74,4.94,5.61,3.82,,3.37,8.08,4.04,,3.59,3.59,,5.16,22.45,6.96,9.88,4.71,,3.14,29.41,4.71,8.76,5.39,5.39,4.71,19.277778,14.094444,24.394444,0.0,14.458333,75.075309
US_MI_26105,2020-09-04,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,123,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,,3.9,5.21,12.37,4.77,3.47,4.77,5.64,,3.47,6.07,3.04,5.64,3.47,3.9,3.04,4.34,15.4,5.86,7.59,5.86,4.55,6.07,29.72,4.55,5.21,3.9,,3.25,17.838889,13.305556,21.744444,0.2286,8.75,56.348175
US_MI_26105,2020-09-05,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,3,0,126,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,,5.02,6.9,14.22,3.14,3.56,4.81,7.32,,2.93,,7.11,2.93,3.56,,,4.6,14.43,3.14,7.32,,,3.35,28.86,,6.48,4.39,2.93,3.56,17.427778,12.283333,22.538889,0.042333,10.902778,67.818958
US_MI_26105,2020-09-06,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,126,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,,4.29,5.66,16.59,4.49,4.49,4.68,4.88,3.12,,5.66,3.32,,,2.73,,4.29,15.42,,10.34,,,3.51,27.13,3.51,7.61,7.81,2.93,3.51,15.655556,9.027778,23.75,0.03175,9.715278,69.856098
US_MI_26105,2020-09-07,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,3,0,129,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,,4.73,8.82,12.26,5.81,6.24,6.45,4.95,,5.38,4.95,,5.59,3.23,3.01,3.44,4.09,13.33,3.65,7.31,,4.95,3.87,31.61,3.23,6.24,7.1,3.23,3.87,19.372222,14.433333,23.161111,0.943429,13.909722,70.197884
US_MI_26105,2020-09-08,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,-1,0,128,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,4,3.01,5.16,11.39,4.3,6.23,4.3,4.94,,3.22,6.45,4.73,5.16,3.87,3.44,,4.51,15.04,6.66,6.23,5.16,,3.01,32.66,4.3,6.88,4.51,3.87,4.3,12.288889,10.5,15.116667,0.362857,8.875,81.078758
US_MI_26105,2020-09-09,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,1,0,129,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,3,3.21,4.06,11.12,5.35,5.78,3.85,6.84,,,6.63,3.21,4.92,3.85,4.71,,4.71,14.97,5.56,6.84,,3.64,2.99,28.45,,4.28,4.71,4.71,4.71,10.361111,8.988889,12.4,1.415143,8.472222,87.973877
US_MI_26105,2020-09-10,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,129,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,,,,1,,3.65,8.79,8.58,4.07,3.86,7.93,3.86,,5.79,4.5,,7.08,3.65,3.65,7.29,24.66,6.43,6.43,4.07,3.22,3.22,24.23,,6.43,3.22,3.0,3.0,11.755556,10.188889,14.477778,1.560286,9.840278,88.181185
US_MI_26105,2020-09-11,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,1,0,130,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,20,,-18,,4.05,6.07,8.99,4.27,,4.05,6.3,,3.6,4.95,,3.37,,4.95,3.15,6.3,21.14,4.72,6.97,3.15,,,29.91,3.15,3.82,4.05,,4.05,11.838889,5.127778,19.922222,0.0,7.5625,75.811699
US_MI_26105,2020-09-12,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,130,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,32,,9,,4.59,6.65,11.01,4.36,,4.36,4.59,4.13,4.82,8.03,3.9,3.44,,,3.21,3.21,16.75,5.05,10.32,3.67,,7.11,36.48,4.13,6.65,5.05,4.59,3.21,15.077778,12.566667,18.483333,1.415143,12.555556,85.095336
US_MI_26105,2020-09-13,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,130,0,,,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,41,,15,,6.52,8.69,12.8,6.52,,5.31,6.76,,4.59,6.52,3.86,,,,4.11,7.0,18.83,7.0,7.24,,,3.38,36.46,6.76,7.0,5.31,,,17.716667,15.583333,19.65,1.161143,15.131944,84.730165
