location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OK_40135,2020-08-24,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,-2,1,509,6,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,,,,,,6,5.28,11.95,13.34,10.29,5.28,6.12,9.73,5.84,5.84,15.01,6.12,8.34,,4.17,4.73,11.68,29.75,7.23,10.56,4.73,3.89,4.17,40.03,4.73,10.01,4.73,5.84,8.06,25.977778,18.2,33.966667,0.0,,18.255556,62.656293
US_OK_40135,2020-08-25,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,11,0,520,6,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,,,,,,4,3.84,5.89,16.89,6.66,8.7,5.38,8.19,6.66,5.38,17.41,3.84,5.38,3.58,3.58,4.35,5.89,22.53,6.66,9.22,6.14,4.61,6.4,40.45,7.42,8.19,9.73,12.8,4.61,26.777778,19.366667,34.277778,0.0,,18.744444,61.699516
US_OK_40135,2020-08-26,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,19,1,539,7,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,,,,,,1,5.45,5.2,11.4,9.17,5.2,7.43,5.45,5.7,,9.41,,5.45,,3.47,3.72,9.66,25.52,4.46,10.65,6.19,3.96,4.46,36.67,4.21,7.68,4.21,6.44,6.19,24.8,21.466667,31.922222,0.036286,,20.727778,78.292628
US_OK_40135,2020-08-27,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,29,0,568,7,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,,,,,,3,,5.9,12.05,11.31,3.69,4.43,8.85,4.92,7.13,10.08,3.44,6.15,5.41,,4.18,9.84,18.94,3.44,10.33,5.9,,3.69,35.41,6.64,9.84,6.15,7.62,4.18,23.811111,20.783333,29.5,1.850571,,20.966667,84.249613
US_OK_40135,2020-08-28,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,7,1,575,8,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,,,,,,3,4.0,9.49,10.24,9.74,4.25,5.74,5.74,,5.99,10.74,,3.5,3.5,3.75,4.25,9.24,21.22,7.49,9.24,5.74,4.0,,39.7,,9.49,7.74,5.99,,27.233333,21.288889,35.3,0.310444,,20.883333,68.447993
US_OK_40135,2020-08-29,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,2,0,577,8,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,,,,,,,,7.24,13.54,8.18,9.76,,7.87,,,11.65,5.04,,5.04,4.72,7.24,9.44,20.46,5.67,8.5,5.04,8.5,7.55,42.18,5.67,6.92,7.87,8.5,5.04,27.677778,22.677778,33.827778,0.0,,21.916667,71.211937
US_OK_40135,2020-08-30,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,3,0,580,8,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,,,,,,,7.04,10.71,13.78,9.18,6.43,5.82,8.88,4.9,4.59,10.1,5.82,6.43,6.12,4.59,,5.82,24.8,7.35,11.63,5.51,5.51,6.73,44.69,4.29,11.94,5.82,,,24.8,21.705556,29.966667,5.551714,,21.138889,80.233809
US_OK_40135,2020-08-31,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,1,0,581,8,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,,,,,,7,,5.41,13.03,8.11,6.39,4.67,8.11,5.9,4.18,6.39,5.9,5.16,3.69,6.15,3.44,7.87,24.34,4.92,7.87,4.42,5.66,6.88,33.93,3.44,6.88,6.15,,,24.572222,20.866667,29.477778,10.879667,,21.505556,83.115204
US_OK_40135,2020-09-01,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,2,0,583,8,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,,,,,,4,,8.68,13.15,7.69,3.97,5.95,5.95,3.97,4.71,9.92,,4.71,5.21,5.71,6.2,9.67,22.33,5.71,12.9,4.71,5.21,5.46,35.47,6.45,8.68,4.46,3.97,4.71,22.911111,21.016667,26.516667,25.019,,21.605556,92.425155
US_OK_40135,2020-09-02,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,2,0,585,8,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,,,,,,2,4.84,8.72,10.9,7.51,4.6,5.33,6.78,7.99,6.05,9.2,5.08,6.3,4.36,3.63,4.12,8.47,23.25,4.6,6.05,6.3,,8.47,32.93,4.12,7.75,5.81,6.54,3.63,22.872222,21.083333,26.216667,13.026571,,21.477778,91.925445
US_OK_40135,2020-09-03,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,6,0,591,8,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,,,,,,0,9.13,6.59,13.95,6.09,8.88,5.07,12.43,,4.57,14.46,6.34,4.06,6.59,5.07,3.81,11.92,35.26,3.81,7.86,,5.58,3.81,38.3,4.82,6.34,6.59,10.15,7.1,24.711111,20.727778,31.116667,0.8636,,21.433333,82.162647
US_OK_40135,2020-09-04,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,22,0,613,8,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,,,,,,2,,5.51,13.03,8.52,3.76,4.76,8.52,5.01,3.51,8.02,4.51,4.76,6.51,,,6.51,20.04,,12.78,5.76,,5.26,36.83,,7.77,4.51,6.01,5.01,25.8,21.111111,32.0,0.0,,21.75,78.624733
US_OK_40135,2020-09-05,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,-2,0,611,8,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,,,,,,,5.37,6.95,12.64,6.63,5.05,6.32,13.59,7.27,,9.48,,4.74,5.69,,6.0,7.9,28.12,6.32,12.32,,5.37,4.42,37.91,4.42,9.48,8.21,,,25.75,20.472222,31.994444,1.524,,21.338889,76.712845
US_OK_40135,2020-09-06,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,13,0,624,8,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,,,,,,,5.92,8.41,13.4,10.91,7.48,4.36,9.35,4.67,,12.78,5.92,7.48,6.86,,7.17,5.3,25.25,7.48,10.6,5.3,4.36,,38.65,7.48,9.04,8.41,8.1,6.23,25.716667,20.344444,31.372222,0.0,,21.166667,76.096102
US_OK_40135,2020-09-07,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,8,0,632,8,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,,,,,,,5.08,12.24,13.73,7.46,5.08,5.08,11.34,5.08,5.08,9.25,6.87,4.18,5.97,4.48,6.27,8.06,32.54,6.27,9.85,7.76,,8.96,41.49,4.78,8.96,5.97,6.27,5.67,26.033333,21.005556,31.955556,0.0,,20.727778,72.696436
US_OK_40135,2020-09-08,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,4,0,636,8,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,,,,,,3,4.18,7.86,12.53,6.88,9.09,6.14,7.86,5.65,7.62,7.62,3.44,3.44,6.14,,5.9,8.85,26.78,7.13,11.06,7.13,7.37,,41.03,6.14,8.85,7.37,4.18,4.67,26.355556,21.366667,31.433333,0.0,,20.255556,69.295043
US_OK_40135,2020-09-09,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,15,0,651,8,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,,,,,,-1,,4.58,15.02,9.68,5.09,7.38,8.4,6.88,,11.46,3.56,3.82,5.35,6.11,4.33,10.44,26.48,7.38,12.99,5.35,4.33,4.58,38.2,4.84,8.4,7.13,3.82,5.09,25.05,19.288889,31.411111,0.0,,19.661111,72.199465
US_OK_40135,2020-09-10,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,12,0,663,8,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,,,,,,0,,9.66,11.84,8.21,5.56,4.35,8.7,4.35,7.73,9.9,,,3.87,,3.38,11.11,24.16,4.35,8.21,6.28,,5.07,34.78,3.87,6.76,6.04,4.59,4.35,20.811111,17.888889,27.172222,5.630333,,19.133333,90.213084
US_OK_40135,2020-09-11,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,14,0,677,8,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,10,15,,0,-20,-1,5.79,,12.59,12.09,4.78,6.29,5.79,4.28,8.31,8.56,4.28,4.78,4.28,3.52,,10.32,17.62,3.78,9.06,9.82,3.52,4.03,36.51,3.52,8.56,5.29,6.04,6.04,19.033333,16.472222,24.472222,4.191,,16.911111,87.574411
US_OK_40135,2020-09-12,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,22,0,699,8,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,15,16,,14,-4,,,6.93,9.77,10.08,9.45,8.19,5.99,7.25,5.36,5.99,,6.3,,,5.36,8.51,21.42,8.51,9.45,,5.67,8.51,45.37,7.56,5.99,10.4,,6.3,21.672222,18.505556,26.883333,0.0,,18.805556,83.812504
US_OK_40135,2020-09-13,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,2,1,701,9,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,12,,,12,-9,,5.58,8.05,16.1,9.6,,,9.29,4.96,4.64,16.72,,8.05,,5.88,4.96,8.36,30.97,7.12,14.87,,,,43.67,,16.1,9.6,8.05,7.12,21.033333,15.927778,26.933333,0.0,,17.138889,78.682053
US_OK_40135,2020-09-14,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,7,0,708,9,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,8,8,,3,-18,2,4.12,7.99,22.43,9.54,6.7,4.9,9.28,4.12,,11.86,4.9,4.38,4.38,3.87,6.7,9.8,24.49,5.67,13.4,,6.45,6.96,40.99,6.45,7.99,7.73,6.45,5.16,21.141975,15.753086,28.049383,0.0,,16.240741,73.624364
US_OK_40135,2020-09-15,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,6,0,714,9,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,11,7,,2,-16,2,5.45,4.67,16.59,9.59,7.52,6.22,6.48,6.48,7.0,8.3,,5.7,5.96,4.93,,11.67,29.04,4.93,10.63,5.96,3.63,4.93,35.78,4.93,5.96,8.56,7.26,5.96,22.481481,16.179012,29.709877,0.0,,16.802469,70.415057
US_OK_40135,2020-09-16,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,16,0,730,9,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,15,14,,1,-16,-1,5.55,8.32,15.14,10.09,6.81,5.8,8.83,,5.3,9.33,4.79,5.55,5.04,,3.53,8.32,26.99,5.8,13.87,,3.78,9.59,38.6,6.05,12.11,5.55,4.79,3.53,22.91358,17.407407,30.246914,0.0,,17.364198,71.124363
US_OK_40135,2020-09-17,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,20,0,750,9,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,15,17,,18,-17,1,,7.1,16.49,11.41,,4.82,8.37,,6.34,11.41,4.06,6.59,6.09,4.06,,7.36,23.84,6.34,11.92,5.07,,6.09,37.79,4.31,9.89,6.09,4.57,,22.611111,15.969136,29.197531,0.0,,16.574074,68.852111
US_OK_40135,2020-09-18,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,16,1,766,10,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,19,16,,13,-17,2,5.85,6.36,17.05,7.63,5.6,4.07,10.69,4.83,6.36,11.2,5.85,4.83,5.09,5.34,4.07,9.16,24.17,6.36,10.18,4.83,4.33,7.12,39.44,4.33,12.47,10.43,5.6,5.09,20.339506,13.87037,26.864198,0.0,,14.685185,70.052851
US_OK_40135,2020-09-19,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,10,0,776,10,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,23,,,11,-5,,5.23,7.51,17.32,11.11,5.88,4.58,,4.9,,9.8,,,,,,10.13,27.45,7.51,12.09,4.58,4.58,7.19,37.9,4.9,11.76,7.19,,,18.691358,12.728395,25.197531,0.0,,12.228395,66.27668
US_OK_40135,2020-09-20,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,16,1,792,11,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,16,,,30,-8,,8.81,7.55,15.73,7.86,7.86,,11.01,6.29,,11.64,,,,6.92,,7.55,25.48,9.44,8.81,,4.72,5.35,44.98,7.86,11.64,,7.55,5.35,17.444444,9.728395,26.197531,0.0,,12.376543,72.364314
US_OK_40135,2020-09-21,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,12,0,804,11,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,3,12,,1,-19,5,8.27,6.77,16.8,7.77,7.02,5.77,7.02,,5.77,10.28,,,6.77,5.01,3.76,10.03,21.31,8.77,12.28,4.26,5.26,8.77,44.12,4.76,11.03,9.28,7.52,4.26,19.709877,13.024691,27.358025,0.0,,14.104938,70.171665
US_OK_40135,2020-09-22,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,11,0,815,11,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,-3,2,,2,-21,7,4.54,5.74,11.95,8.6,6.21,6.21,8.12,5.26,6.69,12.19,4.3,7.17,4.78,5.74,3.35,9.8,26.52,4.78,9.32,6.45,,6.93,37.04,5.02,10.04,7.17,6.69,5.02,18.888889,17.427778,22.911111,5.334,,17.5,91.739882
US_OK_40135,2020-09-23,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,11,0,826,11,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,11,19,,21,-12,2,,7.6,12.41,7.35,4.56,4.05,4.56,6.59,6.08,10.39,,4.31,6.08,5.07,4.56,10.13,30.15,7.85,7.6,6.33,3.8,6.59,38.51,5.07,9.88,6.33,5.32,6.59,17.927778,15.388889,21.805556,11.538857,,15.677778,86.852557
US_OK_40135,2020-09-24,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,9,0,835,11,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,16,17,,17,-15,1,5.74,3.74,11.47,8.73,6.24,3.74,14.22,5.49,5.74,8.73,6.49,5.24,4.74,3.99,4.99,11.72,25.94,6.98,9.73,7.23,6.49,6.73,38.66,3.49,6.49,8.23,4.74,4.24,18.922222,14.433333,26.244444,0.0254,,14.944444,77.806297
US_OK_40135,2020-09-25,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,22,0,857,11,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,22,28,,17,-14,2,3.62,5.43,11.64,5.95,3.62,4.4,6.46,4.14,4.14,7.24,3.62,4.65,4.65,5.17,,9.83,24.82,,9.83,,4.4,,35.42,,10.34,8.27,4.91,5.43,18.922222,13.505556,25.983333,0.0,,15.772222,82.039703
US_OK_40135,2020-09-26,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,16,0,873,11,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,24,,,14,0,0,,6.05,17.84,8.6,4.46,5.1,7.64,6.69,4.78,9.56,,,4.46,4.46,5.1,7.33,26.76,6.37,18.16,,6.05,4.46,45.23,5.1,11.79,6.69,,6.69,20.194444,14.327778,27.777778,0.0,,16.638889,80.106387
US_OK_40135,2020-09-27,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,11,0,884,11,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,16,,,25,-3,,,6.54,21.81,8.72,7.17,5.92,8.72,6.23,6.85,7.17,,5.92,6.54,,,8.41,25.86,5.3,13.09,,4.99,6.85,47.98,8.1,13.71,8.72,6.23,,21.061111,15.688889,27.866667,0.0,,17.8,81.696164
US_OK_40135,2020-09-28,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,14,0,898,11,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,7,21,,7,-13,5,5.23,8.22,16.94,9.22,4.49,7.47,8.22,,4.98,10.71,5.73,4.98,3.99,3.99,6.48,9.72,26.91,5.48,8.72,5.23,3.99,,39.86,5.73,9.47,6.23,6.48,5.73,16.238889,11.422222,23.733333,6.561667,,10.322222,68.161103
US_OK_40135,2020-09-29,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,9,0,907,11,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,9,6,,21,-16,3,5.37,9.97,14.83,7.16,,5.12,8.18,5.12,,12.53,4.35,4.86,3.58,10.23,,7.67,25.32,7.16,9.97,6.65,4.6,5.12,36.57,,8.44,4.86,6.39,,14.188889,6.433333,23.166667,0.0508,,5.794444,57.304292
US_OK_40135,2020-09-30,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,19,0,926,11,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,17,14,,19,-13,-1,4.95,7.67,13.35,7.17,8.9,6.43,7.42,5.19,4.45,6.68,5.69,5.69,4.95,,,7.17,16.07,5.69,5.69,4.45,3.71,3.96,37.34,,6.68,,,5.19,18.044444,9.027778,29.8,0.0,,8.216667,53.149199
US_OK_40135,2020-10-01,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,14,0,940,11,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,29,34,,20,-14,-3,5.36,6.12,13.52,10.97,3.57,,8.93,5.36,6.12,9.44,4.59,,,4.59,3.83,9.19,20.92,4.08,7.65,9.19,4.85,4.85,34.7,3.57,11.48,5.61,,6.38,16.727778,7.983333,24.527778,0.0,,6.566667,51.506641
US_OK_40135,2020-10-02,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,4,0,944,11,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,29,25,,23,-16,-2,5.83,6.63,10.87,9.02,5.04,5.83,9.81,4.24,5.83,6.9,6.9,4.51,,5.04,4.51,7.69,24.93,10.34,9.28,7.16,,9.02,30.5,5.3,8.49,5.57,,7.96,12.416667,4.188889,21.094444,0.0,,3.344444,54.210736
US_OK_40135,2020-10-03,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,23,0,967,11,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,18,,,22,-7,-3,4.85,4.53,12.62,,5.5,5.5,11.32,6.79,,11.97,,5.82,4.85,4.53,4.85,8.73,22.97,,7.44,,7.12,5.82,38.17,,10.67,4.53,5.5,6.79,15.011111,8.088889,22.794444,0.0,,7.627778,61.629422
US_OK_40135,2020-10-04,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,1,1,968,12,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,18,,,35,-6,,5.07,6.65,15.2,8.23,9.18,8.23,10.13,5.7,,13.62,4.43,6.33,,,,6.65,30.08,4.75,8.55,,5.38,4.75,46.86,,8.55,6.33,6.02,6.97,14.483333,7.55,20.75,0.0,,7.716667,63.997825
US_OK_40135,2020-10-05,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,5,0,973,12,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,12,22,,13,-17,1,8.03,6.27,11.04,8.53,4.52,10.29,7.78,5.77,7.78,11.79,7.28,4.01,4.77,3.76,,9.53,30.86,9.28,11.04,5.27,5.02,6.77,43.66,4.52,11.04,8.28,4.52,3.76,13.0,5.572222,22.427778,0.0,,6.877778,66.604263
US_OK_40135,2020-10-06,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,24,0,997,12,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,10,9,,19,-15,1,6.84,8.1,11.9,11.14,3.54,6.33,13.17,7.85,5.07,11.4,3.8,5.07,6.33,,,8.86,24.82,6.84,11.14,11.4,5.57,3.54,38.49,4.05,12.15,3.54,4.05,8.61,16.077778,8.194444,26.277778,0.2794,,10.155556,68.069036
US_OK_40135,2020-10-07,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,15,0,1012,12,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,20,17,,21,-12,-1,3.58,8.44,10.23,8.69,5.63,7.42,6.9,7.67,4.6,6.9,6.14,5.63,5.88,4.6,,9.21,25.06,4.6,8.44,6.39,3.84,6.39,38.36,4.09,8.18,6.65,4.6,6.65,19.355556,11.138889,29.466667,0.0,,14.411111,73.196432
